LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_Northeast;NEFC;Boston City;93.64;ALTA;29;;;;;;2026-07-08;Engine v1.3 | Squadra alta: NEFC (2ª), squadra bassa: Boston City (11ª) | GF alta: 2.25/gara | GS bassa: 3.75/gara | Profilo ultime 10: 0.94 | Real over index: 0.95;22.0;18.75;;;20.0;9.39;9.5;;;;1.3.0;NEFC - Boston City
USA_USLLeagueTwo_GreatPlains;Sunflower State;Peoria;84.2;ALTA;19;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Peoria (1ª), squadra bassa: Sunflower State (5ª) | GF alta: 2.20/gara | GS bassa: 2.67/gara | Profilo ultime 10: 0.80 | Real over index: 0.69;18.55;18.33;;;20.0;8.04;6.89;;;;1.3.0;Sunflower State - Peoria
USA_USLLeagueTwo_Northeast;AC Connecticut;Western Mass Pioneers;83.56;ALTA;29;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Western Mass Pioneers (3ª), squadra bassa: AC Connecticut (9ª) | GF alta: 1.92/gara | GS bassa: 2.25/gara | Profilo ultime 10: 0.82 | Real over index: 0.60;19.43;15.97;;;20.0;8.16;6.0;;;;1.3.0;AC Connecticut - Western Mass Pioneers
Finland_Kakkonen_GroupC;Jaro 2;SJK Akatemia 2;81.43;ALTA;13;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Jaro 2 (1ª), squadra bassa: SJK Akatemia 2 (8ª) | GF alta: 2.20/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.93 | Real over index: 0.80;13.62;18.33;;;18.18;9.3;8.0;;;;1.3.0;Jaro 2 - SJK Akatemia 2
USA_USLLeagueTwo_Mountain;Colorado Storm;Atletico Union;80.09;ALTA;24;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Colorado Storm (1ª), squadra bassa: Atletico Union (5ª) | GF alta: 2.60/gara | GS bassa: 1.80/gara | Profilo ultime 10: 0.82 | Real over index: 0.75;19.43;20.0;;;16.36;8.18;7.5;;;;1.3.0;Colorado Storm - Atletico Union
Australia_NPLNorthernNSW;Kahibah;Maitland;79.3;ALTA;19;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Maitland (5ª), squadra bassa: Kahibah (11ª) | GF alta: 1.88/gara | GS bassa: 2.38/gara | Profilo ultime 10: 0.92 | Real over index: 0.85;11.95;15.62;;;20.0;9.22;8.5;;;;1.3.0;Kahibah - Maitland
USA_USLLeagueTwo_Northeast;Vermont Green;Connecticut Rush;79.13;ALTA;29;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Vermont Green (1ª), squadra bassa: Connecticut Rush (6ª) | GF alta: 4.50/gara | GS bassa: 1.54/gara | Profilo ultime 10: 0.80 | Real over index: 0.80;18.58;20.0;;;13.99;7.98;8.0;;;;1.3.0;Vermont Green - Connecticut Rush
USA_MLSNextPro_WesternConference_PacificDivision;San Jose Earthquakes II;Sporting Kansas City II;78.5;ALTA;19;;;;;;2026-07-08;Engine v1.3 | Squadra alta: San Jose Earthquakes II (2ª), squadra bassa: Sporting Kansas City II (12ª) | GF alta: 2.18/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.83 | Real over index: 0.80;22.0;18.18;;;9.09;8.35;8.0;;;;1.3.0;San Jose Earthquakes II - Sporting Kansas City II
USA_USLLeagueTwo_GreatLakes;Union FC Macomb;Ann Arbor;77.78;ALTA;22;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Ann Arbor (4ª), squadra bassa: Union FC Macomb (6ª) | GF alta: 1.80/gara | GS bassa: 3.11/gara | Profilo ultime 10: 0.98 | Real over index: 0.95;9.45;15.0;;;20.0;9.83;9.5;;;;1.3.0;Union FC Macomb - Ann Arbor
USA_USLLeagueTwo_Metropolitan;Hudson Valley;Motown 2;76.47;ALTA;25;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Motown 2 (1ª), squadra bassa: Hudson Valley (4ª) | GF alta: 3.50/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.88 | Real over index: 0.85;10.19;20.0;;;18.18;8.83;8.5;;;;1.3.0;Hudson Valley - Motown 2
USA_USLLeagueTwo_MidAtlantic;Delaware;Eagle FC;76.37;ALTA;28;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Delaware (3ª), squadra bassa: Eagle FC (9ª) | GF alta: 1.92/gara | GS bassa: 2.82/gara | Profilo ultime 10: 0.76 | Real over index: 0.75;15.04;16.03;;;20.0;7.62;7.5;;;;1.3.0;Delaware - Eagle FC
USA_USLLeagueTwo_Mountain;Real Colorado;Albion Colorado;75.82;ALTA;24;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Albion Colorado (3ª), squadra bassa: Real Colorado (4ª) | GF alta: 2.10/gara | GS bassa: 2.60/gara | Profilo ultime 10: 0.89 | Real over index: 0.80;7.96;17.5;;;20.0;8.9;8.0;;;;1.3.0;Real Colorado - Albion Colorado
USA_USLLeagueTwo_Southwest;Capo;Southern California;75.61;ALTA;27;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Capo (5ª), squadra bassa: Southern California (7ª) | GF alta: 2.22/gara | GS bassa: 2.30/gara | Profilo ultime 10: 0.80 | Real over index: 0.63;9.4;18.52;;;20.0;7.99;6.28;;;;1.3.0;Capo - Southern California
Bhutan_PremierLeague;Paro;Tensung;73.35;MEDIA-ALTA;9;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Paro (2ª), squadra bassa: Tensung (9ª) | GF alta: 3.86/gara | GS bassa: 1.57/gara | Profilo ultime 10: 0.59 | Real over index: 0.50;20.29;20.0;;;14.29;5.89;5.0;;;;1.3.0;Paro - Tensung
Bolivia_DivisionProfesional;Real Oruro;Universitario de Vinto;71.73;MEDIA-ALTA;11;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Universitario de Vinto (8ª), squadra bassa: Real Oruro (14ª) | GF alta: 1.75/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.88 | Real over index: 0.73;7.05;14.58;;;20.0;8.8;7.29;;;;1.3.0;Real Oruro - Universitario de Vinto
Kyrgyzstan_PremierLiga;Alga;Dordoi Bishkek;71.04;MEDIA-ALTA;16;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Alga (1ª), squadra bassa: Dordoi Bishkek (8ª) | GF alta: 2.14/gara | GS bassa: 1.43/gara | Profilo ultime 10: 0.74 | Real over index: 0.60;15.17;17.86;;;12.99;7.41;6.0;;;;1.3.0;Alga - Dordoi Bishkek
USA_USLLeagueTwo_Chesapeake;Christos;Loudoun 2;70.18;MEDIA-ALTA;26;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Christos (5ª), squadra bassa: Loudoun 2 (7ª) | GF alta: 1.92/gara | GS bassa: 2.25/gara | Profilo ultime 10: 0.94 | Real over index: 0.85;2.33;15.97;;;20.0;9.38;8.5;;;;1.3.0;Christos - Loudoun 2
USA_USLLeagueTwo_GreatPlains;Springfield FC;Menace;68.78;MEDIA-ALTA;19;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Menace (4ª), squadra bassa: Springfield FC (6ª) | GF alta: 1.22/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.79 | Real over index: 0.67;10.49;10.19;;;20.0;7.85;6.67;;;;1.3.0;Springfield FC - Menace
USA_USLLeagueTwo_GreatForest;Akron City;Pittsburgh Riverhounds 2;67.15;MEDIA-ALTA;25;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Pittsburgh Riverhounds 2 (3ª), squadra bassa: Akron City (5ª) | GF alta: 2.09/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.82 | Real over index: 0.65;7.51;17.42;;;13.64;8.22;6.5;;;;1.3.0;Akron City - Pittsburgh Riverhounds 2
USA_USLLeagueTwo_Northwest;Tacoma Stars;Midlakes United;66.92;MEDIA-ALTA;33;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Midlakes United (4ª), squadra bassa: Tacoma Stars (5ª) | GF alta: 1.58/gara | GS bassa: 2.23/gara | Profilo ultime 10: 0.93 | Real over index: 0.85;1.89;13.19;;;20.0;9.33;8.5;;;;1.3.0;Tacoma Stars - Midlakes United
USA_MLSNextPro_WesternConference_PacificDivision;Vancouver 2;Ventura County;66.54;MEDIA-ALTA;19;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Ventura County (6ª), squadra bassa: Vancouver 2 (7ª) | GF alta: 1.80/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.75 | Real over index: 0.60;6.59;15.0;;;18.18;7.52;6.0;;;;1.3.0;Vancouver 2 - Ventura County
USA_USLLeagueTwo_Ranger;Texoma;Denton Diablos;63.64;MEDIA-ALTA;21;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Denton Diablos (1ª), squadra bassa: Texoma (3ª) | GF alta: 2.30/gara | GS bassa: 1.00/gara | Profilo ultime 10: 0.85 | Real over index: 0.79;4.99;19.17;;;9.09;8.51;7.89;;;;1.3.0;Texoma - Denton Diablos
USA_USLLeagueTwo_Valley;West Virginia;Louisville City 2;58.73;MEDIA;23;;;;;;2026-07-08;Engine v1.3 | Squadra alta: West Virginia (1ª), squadra bassa: Louisville City 2 (2ª) | GF alta: 1.90/gara | GS bassa: 1.18/gara | Profilo ultime 10: 0.69 | Real over index: 0.40;8.91;15.83;;;10.74;6.86;4.0;;;;1.3.0;West Virginia - Louisville City 2
USA_USLLeagueTwo_NorCal;Glens SC;Almaden;58.3;MEDIA;27;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Almaden (3ª), squadra bassa: Glens SC (4ª) | GF alta: 2.00/gara | GS bassa: 1.27/gara | Profilo ultime 10: 0.68 | Real over index: 0.60;5.51;16.67;;;11.57;6.81;6.0;;;;1.3.0;Glens SC - Almaden
Kyrgyzstan_PremierLiga;Alay Osh;Toktogul;54.83;MEDIA;16;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Alay Osh (7ª), squadra bassa: Toktogul (14ª) | GF alta: 1.14/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.55 | Real over index: 0.40;9.72;9.52;;;14.94;5.46;4.0;;;;1.3.0;Alay Osh - Toktogul
Bolivia_DivisionProfesional;Real Potosi;Academia del Balompie;50.86;MEDIA;11;;;;;;2026-07-08;Engine v1.3 | Squadra alta: Academia del Balompie (10ª), squadra bassa: Real Potosi (13ª) | GF alta: 1.71/gara | GS bassa: 0.83/gara | Profilo ultime 10: 0.69 | Real over index: 0.60;4.26;14.29;;;7.58;6.92;5.95;;;;1.3.0;Real Potosi - Academia del Balompie
