Engine;Metric;Rule;Threshold;Penalty;Affected;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Removed_OK;Removed_KO;Removed_Total;Removed_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;SplitDate;DeltaOverallVsBaseline;DeltaTestVsBaseline;DeltaNoAUVsBaseline;ConfigId
v25;LAST5;BOTH_STRONG;1.4;9;50;455;164;619;73.5057;27;17;44;61.3636;266;107;373;71.3137;189;57;246;76.8293;332;117;449;73.9421;2026-08-06;0.8059;1.0717;0.7765;v25|LAST5|BOTH_STRONG|1.40|P9
v25;LAST5;BOTH_STRONG;1.5;9;50;455;164;619;73.5057;27;17;44;61.3636;266;107;373;71.3137;189;57;246;76.8293;332;117;449;73.9421;2026-08-06;0.8059;1.0717;0.7765;v25|LAST5|BOTH_STRONG|1.50|P9
v25;SEASON;BOTH_STRONG;1.6;9;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P9
v25;SEASON;BOTH_STRONG;1.6;10;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P10
v25;SEASON;BOTH_STRONG;1.6;11;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P11
v25;SEASON;BOTH_STRONG;1.6;12;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P12
v25;SEASON;BOTH_STRONG;1.6;13;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P13
v25;SEASON;BOTH_STRONG;1.6;14;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P14
v25;SEASON;BOTH_STRONG;1.6;15;50;450;163;613;73.4095;32;18;50;64.0;261;106;367;71.1172;189;57;246;76.8293;325;117;442;73.5294;2026-08-06;0.7097;1.0717;0.3638;v25|SEASON|BOTH_STRONG|1.60|P15
v25;LAST5;AWAY_STRONG;0.8;8;43;460;169;629;73.132;22;12;34;64.7059;271;112;383;70.7572;189;57;246;76.8293;336;122;458;73.3624;2026-08-06;0.4322;1.0717;0.1968;v25|LAST5|AWAY_STRONG|0.80|P8
v25;LAST5;HOME_STRONG;1.4;3;195;443;163;606;73.1023;39;18;57;68.4211;254;106;360;70.5556;189;57;246;76.8293;327;118;445;73.4831;2026-08-06;0.4025;1.0717;0.3175;v25|LAST5|HOME_STRONG|1.40|P3
v25;LAST5;HOME_STRONG;1.5;3;195;443;163;606;73.1023;39;18;57;68.4211;254;106;360;70.5556;189;57;246;76.8293;327;118;445;73.4831;2026-08-06;0.4025;1.0717;0.3175;v25|LAST5|HOME_STRONG|1.50|P3
v25;LAST5;AT_LEAST_ONE_STRONG;1.0;3;155;451;166;617;73.0956;31;15;46;67.3913;262;109;371;70.6199;189;57;246;76.8293;328;120;448;73.2143;2026-08-06;0.3958;1.0717;0.0487;v25|LAST5|AT_LEAST_ONE_STRONG|1.00|P3
v25;LAST5;AT_LEAST_ONE_STRONG;1.1;3;155;451;166;617;73.0956;31;15;46;67.3913;262;109;371;70.6199;189;57;246;76.8293;328;120;448;73.2143;2026-08-06;0.3958;1.0717;0.0487;v25|LAST5|AT_LEAST_ONE_STRONG|1.10|P3
v25;SEASON;AT_LEAST_ONE_STRONG;1.3;2;168;445;164;609;73.0706;37;17;54;68.5185;256;107;363;70.5234;189;57;246;76.8293;320;118;438;73.0594;2026-08-06;0.3708;1.0717;-0.1062;v25|SEASON|AT_LEAST_ONE_STRONG|1.30|P2
v25;LAST5;AWAY_STRONG;0.8;7;43;460;170;630;73.0159;22;11;33;66.6667;271;113;384;70.5729;189;57;246;76.8293;336;123;459;73.2026;2026-08-06;0.3161;1.0717;0.037;v25|LAST5|AWAY_STRONG|0.80|P7
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;9;86;427;163;590;72.3729;55;18;73;75.3425;248;109;357;69.4678;179;54;233;76.824;308;116;424;72.6415;2026-08-06;-0.3269;1.0664;-0.5241;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P9
v25;SEASON;AWAY_STRONG;1.4;13;120;405;144;549;73.7705;77;37;114;67.5439;236;93;329;71.7325;169;51;220;76.8182;293;102;395;74.1772;2026-08-06;1.0707;1.0606;1.0116;v25|SEASON|AWAY_STRONG|1.40|P13
v25;SEASON;AT_LEAST_ONE_STRONG;1.2;8;124;406;155;561;72.3708;76;26;102;74.5098;237;104;341;69.5015;169;51;220;76.8182;293;110;403;72.7047;2026-08-06;-0.329;1.0606;-0.4609;v25|SEASON|AT_LEAST_ONE_STRONG|1.20|P8
v25;SEASON;AWAY_STRONG;1.5;9;163;387;136;523;73.9962;95;45;140;67.8571;228;88;316;72.1519;159;48;207;76.8116;278;98;376;73.9362;2026-08-06;1.2964;1.054;0.7706;v25|SEASON|AWAY_STRONG|1.50|P9
v25;LAST5;AWAY_STRONG;1.0;4;81;462;167;629;73.4499;20;14;34;58.8235;270;109;379;71.2401;192;58;250;76.8;334;121;455;73.4066;2026-08-06;0.7501;1.0424;0.241;v25|LAST5|AWAY_STRONG|1.00|P4
v25;LAST5;AWAY_STRONG;1.1;4;81;462;167;629;73.4499;20;14;34;58.8235;270;109;379;71.2401;192;58;250;76.8;334;121;455;73.4066;2026-08-06;0.7501;1.0424;0.241;v25|LAST5|AWAY_STRONG|1.10|P4
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;5;65;454;170;624;72.7564;28;11;39;71.7949;262;112;374;70.0535;192;58;250;76.8;328;119;447;73.3781;2026-08-06;0.0566;1.0424;0.2125;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P5
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;3;86;456;171;627;72.7273;26;10;36;72.2222;264;113;377;70.0265;192;58;250;76.8;330;122;452;73.0088;2026-08-06;0.0275;1.0424;-0.1568;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P3
v25;LAST5;BOTH_STRONG;1.6;7;97;438;156;594;73.7374;44;25;69;63.7681;256;101;357;71.7087;182;55;237;76.7932;320;112;432;74.0741;2026-08-06;1.0376;1.0356;0.9085;v25|LAST5|BOTH_STRONG|1.60|P7
v25;SEASON;AT_LEAST_ONE_STRONG;1.3;3;168;436;160;596;73.1544;46;21;67;68.6567;254;105;359;70.7521;182;55;237;76.7932;314;114;428;73.3645;2026-08-06;0.4546;1.0356;0.1989;v25|SEASON|AT_LEAST_ONE_STRONG|1.30|P3
v25;SEASON;AT_LEAST_ONE_STRONG;1.5;12;295;291;110;401;72.5686;191;71;262;72.9008;172;74;246;69.9187;119;36;155;76.7742;214;80;294;72.7891;2026-08-06;-0.1312;1.0166;-0.3765;v25|SEASON|AT_LEAST_ONE_STRONG|1.50|P12
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;4;65;461;173;634;72.7129;21;8;29;72.4138;266;114;380;70.0;195;59;254;76.7717;333;122;455;73.1868;2026-08-06;0.0131;1.0141;0.0212;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P4
v25;SEASON;AWAY_STRONG;1.6;8;202;374;126;500;74.8;108;55;163;66.2577;222;80;302;73.5099;152;46;198;76.7677;270;92;362;74.5856;2026-08-06;2.1002;1.0101;1.42;v25|SEASON|AWAY_STRONG|1.60|P8
v25;SEASON;AWAY_STRONG;1.6;2;202;448;160;608;73.6842;34;21;55;61.8182;263;104;367;71.6621;185;56;241;76.7635;322;113;435;74.023;2026-08-06;0.9844;1.0059;0.8574;v25|SEASON|AWAY_STRONG|1.60|P2
v25;SEASON;AT_LEAST_ONE_STRONG;1.2;3;124;445;165;610;72.9508;37;16;53;69.8113;260;109;369;70.4607;185;56;241;76.7635;322;117;439;73.3485;2026-08-06;0.251;1.0059;0.1829;v25|SEASON|AT_LEAST_ONE_STRONG|1.20|P3
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;15;86;419;159;578;72.4913;63;22;85;74.1176;244;106;350;69.7143;175;53;228;76.7544;301;114;415;72.5301;2026-08-06;-0.2085;0.9968;-0.6355;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P15
v25;LAST5;AWAY_STRONG;0.8;10;43;458;168;626;73.1629;24;13;37;64.8649;270;111;381;70.8661;188;57;245;76.7347;335;121;456;73.4649;2026-08-06;0.4631;0.9771;0.2993;v25|LAST5|AWAY_STRONG|0.80|P10
v25;LAST5;AWAY_STRONG;0.8;11;43;458;168;626;73.1629;24;13;37;64.8649;270;111;381;70.8661;188;57;245;76.7347;335;121;456;73.4649;2026-08-06;0.4631;0.9771;0.2993;v25|LAST5|AWAY_STRONG|0.80|P11
v25;LAST5;AWAY_STRONG;0.8;9;43;458;169;627;73.0463;24;12;36;66.6667;270;112;382;70.6806;188;57;245;76.7347;335;122;457;73.3042;2026-08-06;0.3465;0.9771;0.1386;v25|LAST5|AWAY_STRONG|0.80|P9
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;6;65;447;168;615;72.6829;35;13;48;72.9167;259;111;370;70.0;188;57;245;76.7347;322;117;439;73.3485;2026-08-06;-0.0169;0.9771;0.1829;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P6
v25;SEASON;AT_LEAST_ONE_STRONG;1.6;4;354;371;132;503;73.7575;111;49;160;69.375;216;85;301;71.7608;155;47;202;76.7327;271;97;368;73.6413;2026-08-06;1.0577;0.9751;0.4757;v25|SEASON|AT_LEAST_ONE_STRONG|1.60|P4
v25;SEASON;AT_LEAST_ONE_STRONG;1.5;10;295;299;113;412;72.5728;183;68;251;72.9084;177;76;253;69.9605;122;37;159;76.7296;219;82;301;72.7575;2026-08-06;-0.127;0.972;-0.4081;v25|SEASON|AT_LEAST_ONE_STRONG|1.50|P10
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;11;86;426;162;588;72.449;56;19;75;74.6667;248;108;356;69.6629;178;54;232;76.7241;308;115;423;72.8132;2026-08-06;-0.2508;0.9665;-0.3524;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P11
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;12;86;425;162;587;72.402;57;19;76;75.0;247;108;355;69.5775;178;54;232;76.7241;307;115;422;72.7488;2026-08-06;-0.2978;0.9665;-0.4168;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P12
v25;SEASON;AT_LEAST_ONE_STRONG;1.1;10;86;426;163;589;72.326;56;18;74;75.6757;248;109;357;69.4678;178;54;232;76.7241;308;116;424;72.6415;2026-08-06;-0.3738;0.9665;-0.5241;v25|SEASON|AT_LEAST_ONE_STRONG|1.10|P10
v25;SEASON;AWAY_STRONG;1.4;15;120;403;142;545;73.945;79;39;118;66.9492;235;91;326;72.0859;168;51;219;76.7123;292;101;393;74.3003;2026-08-06;1.2452;0.9547;1.1347;v25|SEASON|AWAY_STRONG|1.40|P15
v25;SEASON;AWAY_STRONG;1.4;14;120;404;143;547;73.8574;78;38;116;67.2414;236;92;328;71.9512;168;51;219;76.7123;293;101;394;74.3655;2026-08-06;1.1576;0.9547;1.1999;v25|SEASON|AWAY_STRONG|1.40|P14
v25;LAST5;BOTH_STRONG;1.4;6;50;459;167;626;73.3227;23;14;37;62.1622;268;109;377;71.0875;191;58;249;76.7068;334;119;453;73.7307;2026-08-06;0.6229;0.9492;0.5651;v25|LAST5|BOTH_STRONG|1.40|P6
v25;LAST5;BOTH_STRONG;1.5;6;50;459;167;626;73.3227;23;14;37;62.1622;268;109;377;71.0875;191;58;249;76.7068;334;119;453;73.7307;2026-08-06;0.6229;0.9492;0.5651;v25|LAST5|BOTH_STRONG|1.50|P6
v25;LAST5;BOTH_STRONG;1.4;7;50;458;167;625;73.28;24;14;38;63.1579;267;109;376;71.0106;191;58;249;76.7068;334;119;453;73.7307;2026-08-06;0.5802;0.9492;0.5651;v25|LAST5|BOTH_STRONG|1.40|P7
v25;LAST5;BOTH_STRONG;1.5;7;50;458;167;625;73.28;24;14;38;63.1579;267;109;376;71.0106;191;58;249;76.7068;334;119;453;73.7307;2026-08-06;0.5802;0.9492;0.5651;v25|LAST5|BOTH_STRONG|1.50|P7
v25;LAST5;AWAY_STRONG;1.2;2;128;457;168;625;73.12;25;13;38;65.7895;266;110;376;70.7447;191;58;249;76.7068;330;120;450;73.3333;2026-08-06;0.4202;0.9492;0.1677;v25|LAST5|AWAY_STRONG|1.20|P2
v25;LAST5;AWAY_STRONG;1.3;2;128;457;168;625;73.12;25;13;38;65.7895;266;110;376;70.7447;191;58;249;76.7068;330;120;450;73.3333;2026-08-06;0.4202;0.9492;0.1677;v25|LAST5|AWAY_STRONG|1.30|P2
v25;LAST5;AT_LEAST_ONE_STRONG;1.0;2;155;456;168;624;73.0769;26;13;39;66.6667;265;110;375;70.6667;191;58;249;76.7068;330;122;452;73.0088;2026-08-06;0.3771;0.9492;-0.1568;v25|LAST5|AT_LEAST_ONE_STRONG|1.00|P2
v25;LAST5;AT_LEAST_ONE_STRONG;1.1;2;155;456;168;624;73.0769;26;13;39;66.6667;265;110;375;70.6667;191;58;249;76.7068;330;122;452;73.0088;2026-08-06;0.3771;0.9492;-0.1568;v25|LAST5|AT_LEAST_ONE_STRONG|1.10|P2
v25;SEASON;AT_LEAST_ONE_STRONG;1.2;2;124;452;169;621;72.7858;30;12;42;71.4286;261;111;372;70.1613;191;58;249;76.7068;326;121;447;72.9306;2026-08-06;0.086;0.9492;-0.235;v25|SEASON|AT_LEAST_ONE_STRONG|1.20|P2
v25;SEASON;AT_LEAST_ONE_STRONG;1.6;6;354;330;113;443;74.4921;152;68;220;69.0909;195;72;267;73.0337;135;41;176;76.7045;244;83;327;74.6177;2026-08-06;1.7923;0.9469;1.4521;v25|SEASON|AT_LEAST_ONE_STRONG|1.60|P6
v25;SEASON;AWAY_STRONG;1.5;10;163;384;135;519;73.9884;98;46;144;68.0556;226;87;313;72.2045;158;48;206;76.699;276;97;373;73.9946;2026-08-06;1.2886;0.9414;0.829;v25|SEASON|AWAY_STRONG|1.50|P10
v25;LAST5;BOTH_STRONG;1.6;8;97;434;155;589;73.6842;48;26;74;64.8649;253;100;353;71.6714;181;55;236;76.6949;318;112;430;73.9535;2026-08-06;0.9844;0.9373;0.7879;v25|LAST5|BOTH_STRONG|1.60|P8
v25;SEASON;AT_LEAST_ONE_STRONG;1.3;14;168;365;136;501;72.8543;117;45;162;72.2222;217;91;308;70.4545;148;45;193;76.6839;262;99;361;72.5762;2026-08-06;0.1545;0.9263;-0.5894;v25|SEASON|AT_LEAST_ONE_STRONG|1.30|P14
v25;LAST5;BOTH_STRONG;1.4;4;50;466;168;634;73.5016;16;13;29;55.1724;272;109;381;71.3911;194;59;253;76.6798;339;120;459;73.8562;2026-08-06;0.8018;0.9222;0.6906;v25|LAST5|BOTH_STRONG|1.40|P4
v25;LAST5;BOTH_STRONG;1.5;4;50;466;168;634;73.5016;16;13;29;55.1724;272;109;381;71.3911;194;59;253;76.6798;339;120;459;73.8562;2026-08-06;0.8018;0.9222;0.6906;v25|LAST5|BOTH_STRONG|1.50|P4
v25;LAST5;BOTH_STRONG;1.4;5;50;465;168;633;73.4597;17;13;30;56.6667;271;109;380;71.3158;194;59;253;76.6798;339;120;459;73.8562;2026-08-06;0.7599;0.9222;0.6906;v25|LAST5|BOTH_STRONG|1.40|P5
v25;LAST5;BOTH_STRONG;1.5;5;50;465;168;633;73.4597;17;13;30;56.6667;271;109;380;71.3158;194;59;253;76.6798;339;120;459;73.8562;2026-08-06;0.7599;0.9222;0.6906;v25|LAST5|BOTH_STRONG|1.50|P5
v25;SEASON;AWAY_STRONG;1.3;2;79;465;170;635;73.2283;17;11;28;60.7143;271;111;382;70.9424;194;59;253;76.6798;334;120;454;73.5683;2026-08-06;0.5285;0.9222;0.4027;v25|SEASON|AWAY_STRONG|1.30|P2
v25;SEASON;AWAY_STRONG;1.1;6;36;463;171;634;73.0284;19;10;29;65.5172;269;112;381;70.6037;194;59;253;76.6798;334;120;454;73.5683;2026-08-06;0.3286;0.9222;0.4027;v25|SEASON|AWAY_STRONG|1.10|P6
v25;LAST5;AT_LEAST_ONE_STRONG;1.4;11;336;295;97;392;75.2551;187;84;271;69.0037;180;62;242;74.3802;115;35;150;76.6667;225;75;300;75.0;2026-08-06;2.5553;0.9091;1.8344;v25|LAST5|AT_LEAST_ONE_STRONG|1.40|P11
v25;LAST5;AT_LEAST_ONE_STRONG;1.5;11;336;295;97;392;75.2551;187;84;271;69.0037;180;62;242;74.3802;115;35;150;76.6667;225;75;300;75.0;2026-08-06;2.5553;0.9091;1.8344;v25|LAST5|AT_LEAST_ONE_STRONG|1.50|P11
v25;SEASON;AWAY_STRONG;1.4;5;120;437;156;593;73.6931;45;25;70;64.2857;253;100;353;71.6714;184;56;240;76.6667;316;109;425;74.3529;2026-08-06;0.9933;0.9091;1.1873;v25|SEASON|AWAY_STRONG|1.40|P5
v25;SEASON;AWAY_STRONG;1.3;7;79;441;161;602;73.2558;41;20;61;67.2131;257;105;362;70.9945;184;56;240;76.6667;318;114;432;73.6111;2026-08-06;0.556;0.9091;0.4455;v25|SEASON|AWAY_STRONG|1.30|P7
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;3;65;468;174;642;72.8972;14;7;21;66.6667;271;114;385;70.3896;197;60;257;76.6537;338;123;461;73.3189;2026-08-06;0.1974;0.8961;0.1533;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P3
v25;SEASON;AWAY_STRONG;1.4;8;120;415;147;562;73.8434;67;34;101;66.3366;241;94;335;71.9403;174;53;227;76.652;300;105;405;74.0741;2026-08-06;1.1436;0.8944;0.9085;v25|SEASON|AWAY_STRONG|1.40|P8
v25;SEASON;AT_LEAST_ONE_STRONG;1.4;15;231;319;115;434;73.5023;163;66;229;71.179;191;76;267;71.5356;128;39;167;76.6467;231;84;315;73.3333;2026-08-06;0.8025;0.8891;0.1677;v25|SEASON|AT_LEAST_ONE_STRONG|1.40|P15
v25;SEASON;AWAY_STRONG;1.4;3;120;448;160;608;73.6842;34;21;55;61.8182;261;103;364;71.7033;187;57;244;76.6393;322;112;434;74.1935;2026-08-06;0.9844;0.8817;1.0279;v25|SEASON|AWAY_STRONG|1.40|P3
v25;SEASON;AWAY_STRONG;1.2;7;55;450;167;617;72.9335;32;14;46;69.5652;263;110;373;70.5094;187;57;244;76.6393;326;118;444;73.4234;2026-08-06;0.2337;0.8817;0.2578;v25|SEASON|AWAY_STRONG|1.20|P7
v25;SEASON;AWAY_STRONG;1.6;13;202;355;119;474;74.8945;127;62;189;67.1958;214;76;290;73.7931;141;43;184;76.6304;254;87;341;74.4868;2026-08-06;2.1947;0.8728;1.3212;v25|SEASON|AWAY_STRONG|1.60|P13
v25;SEASON;HOME_STRONG;1.5;14;162;365;144;509;71.7092;117;37;154;75.974;211;97;308;68.5065;154;47;201;76.6169;270;105;375;72.0;2026-08-06;-0.9906;0.8593;-1.1656;v25|SEASON|HOME_STRONG|1.50|P14
v25;LAST5;BOTH_STRONG;1.4;8;50;457;166;623;73.3547;25;15;40;62.5;267;108;375;71.2;190;58;248;76.6129;333;119;452;73.6726;2026-08-06;0.6549;0.8553;0.507;v25|LAST5|BOTH_STRONG|1.40|P8
v25;LAST5;BOTH_STRONG;1.5;8;50;457;166;623;73.3547;25;15;40;62.5;267;108;375;71.2;190;58;248;76.6129;333;119;452;73.6726;2026-08-06;0.6549;0.8553;0.507;v25|LAST5|BOTH_STRONG|1.50|P8
v25;LAST5;AWAY_STRONG;1.2;3;128;454;167;621;73.1079;28;14;42;66.6667;264;109;373;70.7775;190;58;248;76.6129;328;119;447;73.3781;2026-08-06;0.4081;0.8553;0.2125;v25|LAST5|AWAY_STRONG|1.20|P3
v25;LAST5;AWAY_STRONG;1.3;3;128;454;167;621;73.1079;28;14;42;66.6667;264;109;373;70.7775;190;58;248;76.6129;328;119;447;73.3781;2026-08-06;0.4081;0.8553;0.2125;v25|LAST5|AWAY_STRONG|1.30|P3
v25;LAST5;AWAY_STRONG;1.6;1;265;457;169;626;73.0032;25;12;37;67.5676;267;111;378;70.6349;190;58;248;76.6129;331;120;451;73.3925;2026-08-06;0.3034;0.8553;0.2269;v25|LAST5|AWAY_STRONG|1.60|P1
v25;SEASON;AT_LEAST_ONE_STRONG;1.4;4;231;398;146;544;73.1618;84;35;119;70.5882;231;95;326;70.8589;167;51;218;76.6055;289;104;393;73.5369;2026-08-06;0.462;0.8479;0.3713;v25|SEASON|AT_LEAST_ONE_STRONG|1.40|P4
v25;SEASON;AT_LEAST_ONE_STRONG;1.2;4;124;434;164;598;72.5753;48;17;65;73.8462;254;109;363;69.9725;180;55;235;76.5957;314;116;430;73.0233;2026-08-06;-0.1245;0.8381;-0.1423;v25|SEASON|AT_LEAST_ONE_STRONG|1.20|P4
v25;SEASON;BOTH_STRONG;1.6;4;50;461;167;628;73.4076;21;14;35;60.0;268;108;376;71.2766;193;59;252;76.5873;333;119;452;73.6726;2026-08-06;0.7078;0.8297;0.507;v25|SEASON|BOTH_STRONG|1.60|P4
v25;LAST5;AWAY_STRONG;1.0;2;81;465;171;636;73.1132;17;10;27;62.963;272;112;384;70.8333;193;59;252;76.5873;336;123;459;73.2026;2026-08-06;0.4134;0.8297;0.037;v25|LAST5|AWAY_STRONG|1.00|P2
v25;LAST5;AWAY_STRONG;1.1;2;81;465;171;636;73.1132;17;10;27;62.963;272;112;384;70.8333;193;59;252;76.5873;336;123;459;73.2026;2026-08-06;0.4134;0.8297;0.037;v25|LAST5|AWAY_STRONG|1.10|P2
v25;LAST5;AWAY_STRONG;0.8;5;43;467;173;640;72.9688;15;8;23;65.2174;274;114;388;70.6186;193;59;252;76.5873;340;125;465;73.1183;2026-08-06;0.269;0.8297;-0.0473;v25|LAST5|AWAY_STRONG|0.80|P5
v25;SEASON;AWAY_STRONG;1.1;7;36;461;171;632;72.943;21;10;31;67.7419;268;112;380;70.5263;193;59;252;76.5873;332;120;452;73.4513;2026-08-06;0.2432;0.8297;0.2857;v25|SEASON|AWAY_STRONG|1.10|P7
v25;SEASON;AWAY_STRONG;1.5;11;163;383;135;518;73.9382;99;46;145;68.2759;226;87;313;72.2045;157;48;205;76.5854;276;97;373;73.9946;2026-08-06;1.2384;0.8278;0.829;v25|SEASON|AWAY_STRONG|1.50|P11
v25;SEASON;AT_LEAST_ONE_STRONG;1.5;11;295;297;111;408;72.7941;185;70;255;72.549;176;74;250;70.4;121;37;158;76.5823;218;81;299;72.9097;2026-08-06;0.0943;0.8247;-0.2559;v25|SEASON|AT_LEAST_ONE_STRONG|1.50|P11
v25;SEASON;AT_LEAST_ONE_STRONG;1.3;5;168;412;152;564;73.0496;70;29;99;70.7071;242;100;342;70.7602;170;52;222;76.5766;298;108;406;73.399;2026-08-06;0.3498;0.819;0.2334;v25|SEASON|AT_LEAST_ONE_STRONG|1.30|P5
v25;SEASON;HOME_STRONG;1.6;3;202;430;158;588;73.1293;52;23;75;69.3333;247;102;349;70.7736;183;56;239;76.569;316;115;431;73.3179;2026-08-06;0.4295;0.8114;0.1523;v25|SEASON|HOME_STRONG|1.60|P3
v25;LAST5;AT_LEAST_ONE_STRONG;0.8;6;88;445;164;609;73.0706;37;17;54;68.5185;262;108;370;70.8108;183;56;239;76.569;326;120;446;73.0942;2026-08-06;0.3708;0.8114;-0.0714;v25|LAST5|AT_LEAST_ONE_STRONG|0.80|P6
v25;SEASON;AWAY_STRONG;1.2;12;55;444;165;609;72.9064;38;16;54;70.3704;261;109;370;70.5405;183;56;239;76.569;320;117;437;73.2265;2026-08-06;0.2066;0.8114;0.0609;v25|SEASON|AWAY_STRONG|1.20|P12
v25;SEASON;AWAY_STRONG;1.2;13;55;444;165;609;72.9064;38;16;54;70.3704;261;109;370;70.5405;183;56;239;76.569;320;117;437;73.2265;2026-08-06;0.2066;0.8114;0.0609;v25|SEASON|AWAY_STRONG|1.20|P13
v25;SEASON;AWAY_STRONG;1.2;14;55;444;165;609;72.9064;38;16;54;70.3704;261;109;370;70.5405;183;56;239;76.569;320;117;437;73.2265;2026-08-06;0.2066;0.8114;0.0609;v25|SEASON|AWAY_STRONG|1.20|P14
v25;SEASON;AWAY_STRONG;1.2;15;55;444;165;609;72.9064;38;16;54;70.3704;261;109;370;70.5405;183;56;239;76.569;320;117;437;73.2265;2026-08-06;0.2066;0.8114;0.0609;v25|SEASON|AWAY_STRONG|1.20|P15
v25;SEASON;AWAY_STRONG;1.1;5;36;467;172;639;73.0829;15;9;24;62.5;271;112;383;70.7572;196;60;256;76.5625;337;121;458;73.5808;2026-08-06;0.3831;0.8049;0.4152;v25|SEASON|AWAY_STRONG|1.10|P5
v25;LAST5;AT_LEAST_ONE_STRONG;0.8;14;88;425;156;581;73.1497;57;25;82;69.5122;252;103;355;70.9859;173;53;226;76.5487;314;115;429;73.1935;2026-08-06;0.4499;0.7911;0.0279;v25|LAST5|AT_LEAST_ONE_STRONG|0.80|P14
v25;LAST5;HOME_STRONG;1.2;4;140;441;164;605;72.8926;41;17;58;70.6897;255;107;362;70.442;186;57;243;76.5432;326;120;446;73.0942;2026-08-06;0.1928;0.7856;-0.0714;v25|LAST5|HOME_STRONG|1.20|P4
v25;LAST5;HOME_STRONG;1.3;4;140;441;164;605;72.8926;41;17;58;70.6897;255;107;362;70.442;186;57;243;76.5432;326;120;446;73.0942;2026-08-06;0.1928;0.7856;-0.0714;v25|LAST5|HOME_STRONG|1.30|P4
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;7;65;443;168;611;72.5041;39;13;52;75.0;257;111;368;69.837;186;57;243;76.5432;319;117;436;73.1651;2026-08-06;-0.1957;0.7856;-0.0005;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P7
v25;SEASON;AWAY_STRONG;1.1;2;36;473;176;649;72.8814;9;5;14;64.2857;274;115;389;70.437;199;61;260;76.5385;341;124;465;73.3333;2026-08-06;0.1816;0.7809;0.1677;v25|SEASON|AWAY_STRONG|1.10|P2
v25;SEASON;AT_LEAST_ONE_STRONG;1.0;2;65;470;176;646;72.7554;12;5;17;70.5882;271;115;386;70.2073;199;61;260;76.5385;339;125;464;73.0603;2026-08-06;0.0556;0.7809;-0.1053;v25|SEASON|AT_LEAST_ONE_STRONG|1.00|P2
v25;SEASON;AT_LEAST_ONE_STRONG;1.4;7;231;362;132;494;73.2794;120;49;169;71.0059;212;86;298;71.1409;150;46;196;76.5306;264;94;358;73.743;2026-08-06;0.5796;0.773;0.5774;v25|SEASON|AT_LEAST_ONE_STRONG|1.40|P7
v25;SEASON;AWAY_STRONG;1.3;5;79;454;165;619;73.3441;28;16;44;63.6364;265;107;372;71.2366;189;58;247;76.5182;327;116;443;73.8149;2026-08-06;0.6443;0.7606;0.6493;v25|SEASON|AWAY_STRONG|1.30|P5
v25;SEASON;AT_LEAST_ONE_STRONG;1.6;7;354;314;108;422;74.4076;168;73;241;69.7095;187;69;256;73.0469;127;39;166;76.506;235;80;315;74.6032;2026-08-06;1.7078;0.7484;1.4376;v25|SEASON|AT_LEAST_ONE_STRONG|1.60|P7
