ConfigId;Type;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Overall_SampleClass;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;Test_SampleClass;TrainTestDelta;W_RankingGap;W_HomeAttack;W_AwayAttack;W_HomeDefenseWeakness;W_AwayDefenseWeakness;W_HomeLast10Over;W_AwayLast10Over;W_HomeVenueOver;W_AwayVenueOver;W_BTTSProfile
LOC_0162;LOCAL;554;235;789;70.2155;100+;390;153;543;71.8232;309;150;459;67.3203;245;85;330;74.2424;100+;6.9221;3.360727;14.668489;12.785125;8.056601;10.805142;15.303996;9.912682;8.671876;14.494328;7.941034
LOC_1567;LOCAL;554;235;789;70.2155;100+;396;158;554;71.4801;313;150;463;67.6026;241;85;326;73.9264;100+;6.3238;3.504893;12.787472;17.329955;9.8109;9.215248;13.313341;10.776797;5.786176;9.551007;13.924211
GLOB_1691;GLOBAL;554;235;789;70.2155;100+;396;155;551;71.8693;313;150;463;67.6026;241;85;326;73.9264;100+;6.3238;4.78357;27.060831;4.877592;1.522963;16.798473;9.252535;14.701557;5.663657;15.950781;5.388042
GLOB_1522;GLOBAL;587;249;836;70.2153;100+;423;164;587;72.0613;334;153;487;68.5832;253;96;349;72.4928;100+;3.9096;0.111781;12.557548;11.250629;6.335666;15.39218;14.146706;2.229698;2.742592;32.713973;8.519228
LOC_1723;LOCAL;528;224;752;70.2128;100+;375;149;524;71.5649;292;144;436;66.9725;236;80;316;74.6835;100+;7.711;6.140081;14.652367;16.520163;5.281339;10.412525;11.044674;17.211347;5.338194;8.884036;10.515275
LOC_2019;LOCAL;561;238;799;70.2128;100+;397;157;554;71.6606;314;154;468;67.094;247;84;331;74.6224;100+;7.5284;5.057194;17.060965;12.590129;10.021097;15.565748;14.637675;9.360152;8.961064;5.18238;7.563595
GLOB_0322;GLOBAL;594;252;846;70.2128;100+;417;166;583;71.5266;335;160;495;67.6768;259;92;351;73.7892;100+;6.1124;5.551629;24.603947;14.933333;14.439703;12.785601;4.260186;3.012782;13.780785;9.053937;3.578097
LOC_1159;LOCAL;568;241;809;70.2101;100+;402;158;560;71.7857;321;151;472;68.0085;247;90;337;73.2938;100+;5.2853;2.492342;18.79976;14.732609;9.075978;7.795308;11.559724;12.264765;10.313562;12.011338;6.954615
GLOB_0740;GLOBAL;535;227;762;70.21;100+;387;151;538;71.9331;305;147;452;67.4779;230;80;310;74.1935;100+;6.7156;7.289556;25.187685;12.452699;2.55173;9.304193;5.743239;25.786175;11.950704;3.921205;1.812814
GLOB_0767;GLOBAL;535;227;762;70.21;100+;378;150;528;71.5909;303;142;445;68.0899;232;85;317;73.1861;100+;5.0962;2.66569;11.984079;4.307764;17.239443;11.284501;12.254683;5.741632;15.529197;13.846216;11.146795
GLOB_1581;GLOBAL;502;213;715;70.2098;100+;356;140;496;71.7742;279;134;413;67.5545;223;79;302;73.8411;100+;6.2866;2.867922;6.446144;9.886476;0.932517;12.496431;13.285056;22.195712;14.614388;17.89316;5.382194
LOC_1514;LOCAL;509;216;725;70.2069;100+;356;141;497;71.6298;282;139;421;66.9834;227;77;304;74.6711;100+;7.6877;4.234697;12.551959;13.366727;5.694046;10.438982;10.428296;12.514102;8.924408;13.760681;14.086103
LOC_2504;LOCAL;582;247;829;70.2051;100+;416;161;577;72.0971;326;158;484;67.3554;256;89;345;74.2029;100+;6.8475;3.341072;21.367252;9.469908;11.619668;10.284507;14.436455;13.339156;6.308501;9.45417;6.379312
LOC_1009;LOCAL;549;233;782;70.2046;100+;389;155;544;71.5074;306;150;456;67.1053;243;83;326;74.5399;100+;7.4346;3.29378;12.306139;11.139663;11.572975;10.103539;13.915957;12.48283;10.143075;11.410945;9.631098
LOC_1386;LOCAL;516;219;735;70.2041;100+;360;145;505;71.2871;287;142;429;66.8998;229;77;306;74.8366;100+;7.9368;6.436486;14.522974;15.31357;5.880978;12.270276;9.970967;10.352921;7.547535;11.873974;11.830319
LOC_1623;LOCAL;516;219;735;70.2041;100+;359;145;504;71.2302;286;139;425;67.2941;230;80;310;74.1935;100+;6.8994;6.229122;11.287142;18.041348;10.007976;11.914784;5.284351;10.455689;10.014932;13.472809;9.291847
GLOB_0048;GLOBAL;523;222;745;70.2013;100+;381;152;533;71.4822;294;141;435;67.5862;229;81;310;73.871;100+;6.2848;3.260078;8.459386;19.743385;9.709072;4.961131;7.444176;15.747991;4.197527;15.404662;17.07259
GLOB_1735;GLOBAL;523;222;745;70.2013;100+;378;152;530;71.3208;293;141;434;67.5115;230;81;311;73.955;100+;6.4435;1.674513;13.205978;19.163819;15.016699;2.099574;2.311463;4.325777;15.780306;5.960641;26.461232
GLOB_1972;GLOBAL;490;208;698;70.2006;100+;349;140;489;71.3701;277;134;411;67.3966;213;74;287;74.216;100+;6.8194;1.089963;8.983755;6.72937;6.871689;13.770698;2.247258;21.592583;11.664876;1.140607;31.909203
GLOB_0014;GLOBAL;563;239;802;70.1995;100+;399;158;557;71.6338;322;151;473;68.0761;241;88;329;73.2523;100+;5.1762;4.734088;22.736097;11.575318;7.009224;7.809374;3.510548;27.157181;12.391513;6.349167;2.727491
GLOB_0791;GLOBAL;563;239;802;70.1995;100+;402;153;555;72.4324;322;153;475;67.7895;241;86;327;73.7003;100+;5.9108;4.742058;29.585358;4.584802;2.675255;16.264715;13.051287;2.236467;12.466513;12.608667;7.78488
LOC_1352;LOCAL;530;225;755;70.1987;100+;374;148;522;71.6475;295;150;445;66.2921;235;75;310;75.8065;100+;9.5144;5.492894;15.130969;13.450472;6.496308;14.083791;9.537973;13.686916;9.304256;7.707391;11.10903
LOC_1647;LOCAL;530;225;755;70.1987;100+;374;148;522;71.6475;299;142;441;67.8005;231;83;314;73.5669;100+;5.7664;4.562908;17.033548;14.660424;5.166845;7.447176;10.9038;15.546556;10.394237;11.875821;8.408685
LOC_1832;LOCAL;497;211;708;70.1977;100+;350;142;492;71.1382;274;136;410;66.8293;223;75;298;74.8322;100+;8.0029;3.843854;6.776736;16.961755;3.932183;13.954098;11.960144;8.644558;10.23967;13.570483;16.11652
GLOB_1179;GLOBAL;570;242;812;70.197;100+;412;163;575;71.6522;318;152;470;67.6596;252;90;342;73.6842;100+;6.0246;2.952633;12.152465;13.079491;11.084888;9.960134;21.356991;11.881742;1.174393;12.939137;9.418126
LOC_0696;LOCAL;537;228;765;70.1961;100+;378;149;527;71.7268;299;146;445;67.191;238;82;320;74.375;100+;7.184;5.469367;13.928657;14.310699;7.014356;11.694461;11.770411;13.66257;7.765868;14.047252;6.336357
LOC_1969;LOCAL;537;228;765;70.1961;100+;377;150;527;71.537;300;151;451;66.5188;237;77;314;75.4777;100+;8.9589;4.905454;12.203148;12.331768;9.92751;13.723798;11.515644;13.999545;9.829684;10.740641;6.822808
GLOB_1959;GLOBAL;504;214;718;70.195;100+;354;138;492;71.9512;286;140;426;67.1362;218;74;292;74.6575;100+;7.5213;10.674535;23.111603;8.341758;6.779415;17.735627;6.012657;9.361916;10.390339;10.958957;2.633193
LOC_0317;LOCAL;544;231;775;70.1935;100+;381;149;530;71.8868;306;149;455;67.2527;238;82;320;74.375;100+;7.1223;2.803176;13.795548;16.201706;4.321826;12.80653;15.757096;6.570592;11.191842;10.535689;12.015995
LOC_1191;LOCAL;544;231;775;70.1935;100+;384;153;537;71.5084;306;149;455;67.2527;238;82;320;74.375;100+;7.1223;4.04333;10.706379;15.306797;9.791444;11.977083;12.042779;12.67784;11.09014;6.979589;11.384619
GLOB_0047;GLOBAL;544;231;775;70.1935;100+;383;152;535;71.5888;308;142;450;68.4444;236;89;325;72.6154;100+;4.171;3.226083;12.0462;9.157178;13.109685;7.372644;22.810303;4.947613;14.012875;18.783237;0.534182
LOC_2719;LOCAL;511;217;728;70.1923;100+;361;145;506;71.3439;285;137;422;67.5355;226;80;306;73.8562;100+;6.3207;3.515605;6.484928;13.749007;10.470278;10.294893;11.23231;10.394837;15.564362;13.548385;10.745393
GLOB_0585;GLOBAL;511;217;728;70.1923;100+;369;144;513;71.9298;286;141;427;66.9789;225;76;301;74.7508;100+;7.7719;0.347639;8.502491;7.615964;0.065249;2.646143;33.39974;23.15254;7.62307;6.888751;15.758412
LOC_2926;LOCAL;551;234;785;70.1911;100+;390;151;541;72.0887;311;154;465;66.8817;240;80;320;75.0;100+;8.1183;4.305892;17.915105;11.141937;6.012134;16.302217;11.583478;9.658654;6.719428;9.096216;13.264939
GLOB_0166;GLOBAL;551;234;785;70.1911;100+;389;153;542;71.7712;312;149;461;67.679;239;85;324;73.7654;100+;6.0864;2.99888;19.600322;3.545889;12.182773;13.927569;11.116449;7.58063;13.704327;5.262603;16.080559
LOC_0665;LOCAL;478;203;681;70.1909;100+;342;134;476;71.8487;262;133;395;66.3291;216;70;286;75.5245;100+;9.1954;8.403831;12.028895;18.123293;9.103673;5.009238;5.683262;14.001198;7.322643;13.167617;13.15635
GLOB_1189;GLOBAL;478;203;681;70.1909;100+;338;133;471;71.7622;271;126;397;68.262;207;77;284;72.8873;100+;4.6253;6.408369;4.953718;10.092387;8.905663;6.871734;7.373037;11.813561;12.027983;34.796573;2.756973
GLOB_0272;GLOBAL;405;172;577;70.1906;100+;298;118;416;71.6346;231;114;345;66.9565;174;58;232;75.0;100+;8.0435;16.437358;10.427992;17.891684;4.912601;2.463579;35.89315;6.775215;3.821062;5.246453;2.130906
LOC_1977;LOCAL;518;220;738;70.1897;100+;374;148;522;71.6475;282;138;420;67.1429;236;82;318;74.2138;100+;7.0709;4.90804;8.250946;20.281696;8.744614;7.963775;12.796228;14.343069;11.393916;8.515688;8.80203
LOC_1571;LOCAL;558;237;795;70.1887;100+;396;158;554;71.4801;315;152;467;67.4518;243;85;328;74.0854;100+;6.6336;3.453152;15.426075;15.980355;7.436079;11.174469;15.210061;11.348881;5.636969;6.814771;13.519188
GLOB_1124;GLOBAL;525;223;748;70.1872;100+;374;145;519;72.0617;295;138;433;68.1293;230;85;315;73.0159;100+;4.8866;3.112348;6.314087;6.688718;9.145336;14.867656;29.233896;6.751979;10.219462;13.20936;6.457157
GLOB_0713;GLOBAL;452;192;644;70.1863;100+;334;136;470;71.0638;255;127;382;66.7539;197;65;262;75.1908;100+;8.4369;8.940892;3.596023;19.147928;4.451029;5.958477;34.490271;11.021169;0.139284;8.505343;9.749584
LOC_2057;LOCAL;532;226;758;70.1847;100+;372;143;515;72.233;296;146;442;66.9683;236;80;316;74.6835;100+;7.7152;4.062514;16.267113;11.146678;4.906636;11.25891;14.302747;13.151725;13.32608;10.307838;7.269761
GLOB_1926;GLOBAL;459;195;654;70.1835;100+;334;140;474;70.4641;255;129;384;66.4062;204;66;270;75.5556;100+;9.1494;8.878165;10.763338;11.630713;16.966335;3.273894;19.669121;9.984535;4.113613;3.480427;17.23986
LOC_1457;LOCAL;539;229;768;70.1823;100+;381;148;529;72.0227;302;148;450;67.1111;237;81;318;74.5283;100+;7.4172;6.035206;14.307469;16.386965;7.741881;12.851732;12.344179;11.15578;10.688427;6.922327;7.566032
LOC_1855;LOCAL;539;229;768;70.1823;100+;383;152;535;71.5888;307;148;455;67.4725;232;81;313;74.1214;100+;6.6489;3.912313;12.050998;12.725635;8.00588;11.104916;13.718648;19.546613;9.183964;4.640949;11.110085
GLOB_0061;GLOBAL;539;229;768;70.1823;100+;386;153;539;71.6141;301;146;447;67.3378;238;83;321;74.1433;100+;6.8055;4.919325;18.742906;8.780364;7.753049;9.727666;6.467741;18.032115;1.004728;24.278247;6.293859
GLOB_0550;GLOBAL;539;229;768;70.1823;100+;379;155;534;70.9738;306;151;457;66.9584;233;78;311;74.9196;100+;7.9612;3.819077;14.602827;14.48274;5.581571;13.75304;4.661932;13.350758;3.624795;15.998108;16.125151
GLOB_1247;GLOBAL;539;229;768;70.1823;100+;384;155;539;71.243;302;145;447;67.5615;237;84;321;73.8318;100+;6.2703;3.51863;10.378465;24.520647;6.994048;3.907912;13.737824;12.351862;18.245403;5.456604;6.888606
GLOB_1925;GLOBAL;426;181;607;70.1812;100+;313;120;433;72.2864;232;120;352;65.9091;194;61;255;76.0784;100+;10.1693;9.058694;10.892727;18.023396;3.44035;2.236869;2.203706;16.661585;10.280027;10.508565;22.69408
GLOB_0532;GLOBAL;466;198;664;70.1807;100+;328;127;455;72.0879;266;126;392;67.8571;200;72;272;73.5294;100+;5.6723;8.493335;3.911215;7.918149;10.617455;13.915554;13.124644;13.658974;28.879124;4.701538;0.780012
LOC_0957;LOCAL;506;215;721;70.1803;100+;355;143;498;71.2851;281;139;420;66.9048;225;76;301;74.7508;100+;7.846;5.265303;8.919463;12.580722;8.283329;11.954715;11.44665;15.624695;9.309043;14.078189;8.537892
LOC_1603;LOCAL;506;215;721;70.1803;100+;360;139;499;72.1443;279;137;416;67.0673;227;78;305;74.4262;100+;7.3589;3.757318;10.807585;12.319051;8.404091;7.110579;12.298168;11.145286;10.879714;16.482818;12.795391
LOC_0581;LOCAL;546;232;778;70.1799;100+;389;154;543;71.639;307;148;455;67.4725;239;84;323;73.9938;100+;6.5213;3.666392;19.590458;12.210187;6.734694;6.592993;16.073605;15.442055;10.010815;4.274854;11.403947
LOC_1108;LOCAL;546;232;778;70.1799;100+;383;151;534;71.7228;304;154;458;66.3755;242;78;320;75.625;100+;9.2495;3.872381;15.76627;12.495147;6.915356;11.906489;9.644596;17.205595;10.03649;7.037914;11.119762
LOC_1437;LOCAL;546;232;778;70.1799;100+;388;155;543;71.4549;305;149;454;67.1806;241;83;324;74.3827;100+;7.2021;3.075582;12.235709;18.00974;9.462532;7.777431;12.8161;11.124475;10.972806;9.407921;11.117705
LOC_1481;LOCAL;546;232;778;70.1799;100+;387;151;538;71.9331;310;152;462;67.0996;236;80;316;74.6835;100+;7.5839;4.214347;19.316209;13.134314;4.889322;10.358883;6.422886;19.653855;8.002123;8.259141;11.748921
LOC_1820;LOCAL;546;232;778;70.1799;100+;388;153;541;71.719;307;151;458;67.0306;239;81;320;74.6875;100+;7.6569;5.337456;14.753228;15.313168;5.670078;14.385995;13.256637;14.598194;10.454417;4.632261;7.598566
GLOB_1969;GLOBAL;546;232;778;70.1799;100+;384;154;538;71.3755;308;150;458;67.2489;238;82;320;74.375;100+;7.1261;3.29183;17.772529;10.068207;8.248454;11.172524;23.074391;2.788962;11.152381;4.612019;13.818704
GLOB_1020;GLOBAL;586;249;835;70.1796;100+;418;163;581;71.9449;331;157;488;67.8279;255;92;347;73.487;100+;5.6591;1.999791;19.320502;11.861298;2.133331;19.216162;23.953422;3.884465;6.285847;10.820605;6.524576
GLOB_0396;GLOBAL;473;201;674;70.178;100+;329;133;462;71.2121;267;125;392;68.1122;206;76;282;73.0496;100+;4.9374;7.779808;8.496021;7.034083;9.010283;18.456416;13.78667;4.138908;19.005215;6.080856;12.21174
GLOB_1462;GLOBAL;553;235;788;70.1777;100+;398;154;552;72.1014;316;156;472;66.9492;237;79;316;75.0;100+;8.0508;5.915943;32.126463;7.036371;2.675114;12.606856;7.585568;10.292371;7.603829;8.225394;11.932092
GLOB_0247;GLOBAL;440;187;627;70.1754;100+;313;127;440;71.1364;244;123;367;66.485;196;64;260;75.3846;100+;8.8996;8.569497;9.728779;7.835243;15.531473;14.628636;1.804736;4.932466;17.485133;4.416065;21.067973
LOC_0845;LOCAL;520;221;741;70.1754;100+;366;148;514;71.2062;291;141;432;67.3611;229;80;309;74.11;100+;6.7489;3.889379;9.37925;13.593823;8.327959;13.049878;14.149667;7.701654;12.300086;11.276321;12.331984
LOC_2120;LOCAL;520;221;741;70.1754;100+;368;149;517;71.1799;287;141;428;67.0561;233;80;313;74.4409;100+;7.3848;4.182963;9.018086;17.589089;9.011833;11.142689;8.018571;14.694372;9.479499;7.330297;15.532602
LOC_2525;LOCAL;520;221;741;70.1754;100+;364;144;508;71.6535;293;146;439;66.7426;227;75;302;75.1656;100+;8.423;4.251423;14.492168;14.556982;5.661437;13.556449;7.999249;10.011414;8.15446;9.589602;17.726817
GLOB_0007;GLOBAL;520;221;741;70.1754;100+;374;157;531;70.4331;290;145;435;66.6667;230;76;306;75.1634;100+;8.4967;6.889415;17.31081;8.236479;17.818791;3.150732;16.602764;17.470181;3.678434;6.296389;8.546005
GLOB_1053;GLOBAL;560;238;798;70.1754;100+;398;156;554;71.8412;314;149;463;67.8186;246;89;335;73.4328;100+;5.6142;1.634828;15.342838;7.083791;3.558244;21.144155;13.851389;8.924805;13.044356;12.409606;9.005989
GLOB_0968;GLOBAL;527;224;751;70.1731;100+;379;155;534;70.9738;292;137;429;68.0653;235;87;322;72.9814;100+;4.9161;6.899029;9.0273;22.584027;18.591545;11.077409;4.013091;1.741743;7.731617;14.997856;9.336384
GLOB_1980;GLOBAL;527;224;751;70.1731;100+;378;146;524;72.1374;300;137;437;68.6499;227;87;314;72.293;100+;3.6431;7.991973;13.089998;7.737175;0.453413;32.379427;13.204129;10.39625;10.202869;7.312953;3.231811
LOC_1305;LOCAL;487;207;694;70.1729;100+;352;141;493;71.3996;267;134;401;66.5835;220;73;293;75.0853;100+;8.5018;6.839309;7.336901;17.965344;5.291052;9.077022;18.028428;12.865523;6.271218;10.316772;12.008433
GLOB_1364;GLOBAL;447;190;637;70.1727;100+;323;128;451;71.6186;254;123;377;67.374;193;67;260;74.2308;100+;6.8568;8.57208;5.736529;4.749285;16.983506;14.541339;9.920772;13.572896;13.09276;2.991017;15.839817
GLOB_0258;GLOBAL;407;173;580;70.1724;100+;291;119;410;70.9756;230;113;343;67.0554;177;60;237;74.6835;100+;7.6281;10.486364;3.61859;24.533235;4.250737;11.375104;0.408231;9.972654;12.666941;3.219379;25.468763
GLOB_0414;GLOBAL;327;139;466;70.1717;100+;240;100;340;70.5882;185;91;276;67.029;142;48;190;74.7368;100+;7.7078;22.107293;3.225781;2.489818;25.192047;4.298482;11.019126;10.499036;8.620916;11.208556;7.338945
GLOB_1325;GLOBAL;574;244;818;70.1711;100+;407;162;569;71.529;322;155;477;67.5052;252;89;341;73.9003;100+;6.3951;1.445445;20.208597;4.994563;11.153817;7.939933;17.205385;18.732545;5.440943;7.059375;11.819396
LOC_0829;LOCAL;534;227;761;70.1708;100+;374;150;524;71.374;298;152;450;66.2222;236;75;311;75.8842;100+;9.662;5.323627;14.170756;13.061233;8.562421;15.328669;8.359614;13.316326;7.733033;8.262906;11.881414
GLOB_1714;GLOBAL;534;227;761;70.1708;100+;378;147;525;72.0;303;148;451;67.184;231;79;310;74.5161;100+;7.3321;0.577482;17.297884;5.323761;6.286579;5.74066;13.873953;22.308602;7.683857;10.468727;16.438495
GLOB_1033;GLOBAL;494;210;704;70.1705;100+;361;144;505;71.4851;271;134;405;66.9136;223;76;299;74.5819;100+;7.6683;4.323247;5.646379;21.689367;3.404009;4.676705;14.111741;17.549875;4.747275;12.451125;17.400276
LOC_2107;LOCAL;541;230;771;70.1686;100+;381;152;533;71.4822;304;151;455;66.8132;237;79;316;75.0;100+;8.1868;3.855218;11.676481;12.864998;9.654154;12.490525;12.614821;12.819401;9.621691;9.740271;10.66244
LOC_2342;LOCAL;541;230;771;70.1686;100+;382;156;538;71.0037;306;148;454;67.4009;235;82;317;74.1325;100+;6.7316;4.747514;11.949858;18.159515;8.825396;11.383815;10.620453;11.860147;6.907503;8.036954;13.508846
LOC_1490;LOCAL;548;233;781;70.1665;100+;384;152;536;71.6418;304;153;457;66.5208;244;80;324;75.3086;100+;8.7878;4.586317;17.019182;12.778466;6.967622;13.943892;7.0651;13.708394;6.820125;12.114925;10.995978
GLOB_0368;GLOBAL;508;216;724;70.1657;100+;364;144;508;71.6535;286;137;423;67.6123;222;79;301;73.7542;100+;6.1419;5.74934;9.079817;11.981928;5.154583;15.232378;5.461768;27.384508;5.590454;8.152785;12.212439
GLOB_0137;GLOBAL;555;236;791;70.1643;100+;394;154;548;71.8978;315;146;461;68.3297;240;90;330;72.7273;100+;4.3976;6.237819;21.503719;7.44616;3.583571;25.425939;6.351098;3.567756;0.9754;25.368915;5.539623
GLOB_0665;GLOBAL;515;219;734;70.1635;100+;364;144;508;71.6535;288;138;426;67.6056;227;81;308;73.7013;100+;6.0957;8.007605;18.835254;15.394152;9.791085;3.297046;6.307425;4.264486;7.472882;31.105192;1.524873
GLOB_0764;GLOBAL;515;219;734;70.1635;100+;370;143;513;72.1248;291;138;429;67.8322;224;81;305;73.4426;100+;5.6104;2.331338;3.425421;7.65227;9.11367;14.014219;25.32018;10.203286;14.851035;10.192573;8.896007
GLOB_1542;GLOBAL;515;219;734;70.1635;100+;372;152;524;70.9924;290;136;426;68.0751;225;83;308;73.0519;100+;4.9768;5.923083;6.255844;18.937467;18.69286;7.109777;10.5115;6.514924;7.60991;15.367398;9.077237
LOC_2906;LOCAL;522;222;744;70.1613;100+;380;150;530;71.6981;290;143;433;66.9746;232;79;311;74.5981;100+;7.6235;3.790853;12.237254;15.34082;6.856483;5.663288;11.860133;17.177028;7.762195;9.791226;15.520722
GLOB_0460;GLOBAL;522;222;744;70.1613;100+;373;152;525;71.0476;291;139;430;67.6744;231;83;314;73.5669;100+;5.8925;4.503935;10.93224;22.898841;3.201591;5.022989;21.77616;7.118859;8.176391;15.66372;6.705273
GLOB_1404;GLOBAL;522;222;744;70.1613;100+;368;147;515;71.4563;293;141;434;67.5115;229;81;310;73.871;100+;6.3595;2.27148;17.670817;15.516095;4.611137;4.427654;11.272641;10.020729;7.968954;13.853122;18.38737
LOC_2391;LOCAL;536;228;764;70.1571;100+;378;148;526;71.8631;299;149;448;66.7411;237;79;316;75.0;100+;8.2589;4.910484;17.606461;13.66825;6.8425;10.186992;8.089127;14.65378;10.635596;8.391783;11.015026
GLOB_0576;GLOBAL;536;228;764;70.1571;100+;382;153;535;71.4019;303;148;451;67.184;233;80;313;74.4409;100+;7.2569;9.370997;11.946958;20.018591;6.134966;18.140162;6.607021;24.611193;0.495068;4.935288;3.739753
GLOB_1515;GLOBAL;536;228;764;70.1571;100+;383;154;537;71.3222;303;141;444;68.2432;233;87;320;72.8125;100+;4.5693;1.913075;10.730134;24.595262;1.832326;5.246215;16.968029;4.546347;14.82461;13.478453;11.865549
LOC_0278;LOCAL;496;211;707;70.1556;100+;346;138;484;71.4876;275;134;409;67.2372;221;77;298;74.1611;100+;6.9239;4.83784;7.966693;14.056641;7.293741;11.302777;8.615028;12.069046;12.035429;16.149512;11.673294
LOC_2791;LOCAL;496;211;707;70.1556;100+;350;142;492;71.1382;276;135;411;67.1533;220;76;296;74.3243;100+;7.171;5.165556;7.557432;13.793327;8.351064;13.109688;12.258783;8.631758;11.437706;12.426693;13.267992
LOC_0470;LOCAL;503;214;717;70.1534;100+;361;148;509;70.9234;279;140;419;66.5871;224;74;298;75.1678;100+;8.5807;5.728305;10.249205;14.569826;9.141756;9.707581;13.824832;14.833528;5.39209;6.915284;15.637593
LOC_2903;LOCAL;503;214;717;70.1534;100+;357;147;504;70.8333;280;142;422;66.3507;223;72;295;75.5932;100+;9.2425;5.633583;12.581221;13.807885;9.057674;9.113804;13.642358;10.237769;4.629667;11.796399;15.499639
LOC_1717;LOCAL;550;234;784;70.1531;100+;389;154;543;71.639;312;150;462;67.5325;238;84;322;73.913;100+;6.3805;3.110996;18.631105;15.920075;6.670679;7.82125;9.224904;12.015863;10.533089;8.424505;13.647534
GLOB_1889;GLOBAL;550;234;784;70.1531;100+;393;157;550;71.4545;310;149;459;67.5381;240;85;325;73.8462;100+;6.3081;3.327444;16.44624;13.636672;15.245764;4.571669;5.812006;14.220257;7.021537;15.023988;10.694424
GLOB_0195;GLOBAL;597;254;851;70.1528;100+;423;167;590;71.6949;337;162;499;67.5351;260;92;352;73.8636;100+;6.3285;0.460492;22.355157;8.407201;13.001431;11.127122;3.825759;12.390658;10.973389;17.047451;6.41134
LOC_0997;LOCAL;510;217;727;70.1513;100+;359;144;503;71.3718;283;136;419;67.5418;227;81;308;73.7013;100+;6.1595;5.229715;12.006558;17.574511;5.438323;9.269381;8.411688;13.400076;10.569023;12.94916;11.151564
LOC_1725;LOCAL;557;237;794;70.1511;100+;393;154;547;71.8464;314;156;470;66.8085;243;81;324;75.0;100+;8.1915;2.404272;17.045721;10.655763;9.327776;9.755899;9.647446;14.621189;11.153459;8.836311;12.552164
LOC_0191;LOCAL;517;220;737;70.1493;100+;363;146;509;71.3163;289;144;433;66.7436;228;76;304;75.0;100+;8.2564;5.973152;14.492329;14.382509;5.101869;12.40993;13.141517;11.928219;6.312629;9.284044;12.973802
LOC_0556;LOCAL;517;220;737;70.1493;100+;361;147;508;71.063;287;143;430;66.7442;230;77;307;74.9186;100+;8.1744;6.505093;13.90777;15.441035;6.214672;11.939625;11.32799;13.235;8.078537;10.575849;8.774428
LOC_2836;LOCAL;517;220;737;70.1493;100+;369;148;517;71.3733;282;141;423;66.6667;235;79;314;74.8408;100+;8.1741;5.369148;10.832539;22.622205;8.834472;7.975561;5.155794;12.25708;11.581519;9.442385;11.929297
LOC_2943;LOCAL;524;223;747;70.1473;100+;368;147;515;71.4563;294;144;438;67.1233;230;79;309;74.4337;100+;7.3104;5.150729;15.807753;15.18833;4.002971;10.220616;10.989615;16.081417;7.241613;10.678009;10.638947
GLOB_0221;GLOBAL;524;223;747;70.1473;100+;369;145;514;71.7899;294;146;440;66.8182;230;77;307;74.9186;100+;8.1004;3.452932;13.928982;7.188482;8.147547;8.479968;10.772846;22.761823;11.084742;10.329316;9.853361
LOC_2729;LOCAL;531;226;757;70.1453;100+;374;150;524;71.374;293;143;436;67.2018;238;83;321;74.1433;100+;6.9415;5.344319;10.612878;17.715048;6.296003;13.89063;14.092136;10.083682;7.109779;13.318333;7.537192
GLOB_1276;GLOBAL;437;186;623;70.1445;100+;318;126;444;71.6216;245;122;367;66.7575;192;64;256;75.0;100+;8.2425;11.470505;6.231289;9.932779;6.056904;7.567317;24.930503;27.017355;7.291493;3.859017;1.642838
LOC_1688;LOCAL;538;229;767;70.1434;100+;386;155;541;71.3494;300;145;445;67.4157;238;84;322;73.913;100+;6.4973;3.189612;12.761973;17.073813;7.201943;5.797785;12.54019;14.559596;8.719119;13.297692;10.858277
GLOB_1724;GLOBAL;538;229;767;70.1434;100+;388;157;545;71.1927;303;137;440;68.8636;235;92;327;71.8654;100+;3.0018;3.97587;3.571083;7.958945;23.294253;13.993477;7.362022;2.137752;9.290781;32.707028;1.708789
LOC_1281;LOCAL;498;212;710;70.1408;100+;356;148;504;70.6349;277;139;416;66.5865;221;73;294;75.1701;100+;8.5836;6.681236;10.029973;15.018274;10.101351;9.081873;14.33493;10.901601;5.53801;11.139567;13.173184
LOC_2723;LOCAL;552;235;787;70.1398;100+;395;157;552;71.558;306;151;457;66.9584;246;84;330;74.5455;100+;7.5871;3.470025;13.493498;11.797054;11.038789;9.384831;13.696989;15.862848;7.579603;9.975541;9.700822
LOC_1361;LOCAL;505;215;720;70.1389;100+;361;150;511;70.6458;283;137;420;67.381;222;78;300;74.0;100+;6.619;4.552512;6.324486;14.379839;9.642201;13.058053;12.482848;9.437625;8.811254;10.317034;16.994148
GLOB_0982;GLOBAL;458;195;653;70.1378;100+;334;130;464;71.9828;250;127;377;66.313;208;68;276;75.3623;100+;9.0493;6.213507;3.443858;13.913086;1.945148;10.1005;14.73941;30.671704;7.700516;1.4021;15.870171
LOC_0501;LOCAL;512;218;730;70.137;100+;363;147;510;71.1765;286;142;428;66.8224;226;76;302;74.8344;100+;8.012;5.887324;9.468078;15.333169;8.589281;13.081184;8.416294;18.099975;6.275199;8.392974;12.456523
LOC_1615;LOCAL;512;218;730;70.137;100+;359;145;504;71.2302;285;142;427;66.7447;227;76;303;74.9175;100+;8.1728;6.498262;15.418773;15.04039;7.670197;10.566852;7.600663;12.129136;5.400164;11.730143;13.945419
