LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Norway_OBOSLigaen_2026;13;Strømmen;Moss;Strømmen - Moss;76.81;ALTA;11.77;14.58;20.0;8.46;8.0;Engine v1.3 | Squadra alta: Moss (7ª), squadra bassa: Strømmen (16ª) | GF alta: 1.75/gara | GS bassa: 2.75/gara | Profilo ultime 10: 0.85 | Real over index: 0.80
Norway_2ndDivision_Group1_2026;12;Lysekloster;Brattvag;Lysekloster - Brattvag;75.96;ALTA;17.46;15.91;19.01;7.16;5.5;Engine v1.3 | Squadra alta: Brattvag (2ª), squadra bassa: Lysekloster (11ª) | GF alta: 1.91/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.72 | Real over index: 0.55
Sweden_Division2_VastraGotaland_2026;15;Astrio;Hestrafors;Astrio - Hestrafors;75.63;ALTA;14.41;17.31;18.18;7.68;7.0;Engine v1.3 | Squadra alta: Hestrafors (7ª), squadra bassa: Astrio (14ª) | GF alta: 2.08/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.77 | Real over index: 0.70
Norway_3rdDivision_Group5_2026;12;Bossekop;Kongsvinger 2;Bossekop - Kongsvinger 2;75.54;ALTA;7.57;16.67;20.0;9.3;8.0;Engine v1.3 | Squadra alta: Kongsvinger 2 (8ª), squadra bassa: Bossekop (12ª) | GF alta: 2.00/gara | GS bassa: 3.18/gara | Profilo ultime 10: 0.93 | Real over index: 0.80
USA_USLLeagueTwo_Valley_2026;19;West Virginia;Dayton;West Virginia - Dayton;74.9;MEDIA-ALTA;18.92;16.67;17.05;6.85;4.38;Engine v1.3 | Squadra alta: West Virginia (1ª), squadra bassa: Dayton (4ª) | GF alta: 2.00/gara | GS bassa: 1.88/gara | Profilo ultime 10: 0.69 | Real over index: 0.44
Iceland_Division_1_2026;16;Volsungur;Grotta;Volsungur - Grotta;74.8;MEDIA-ALTA;9.79;15.74;20.0;8.4;7.44;Engine v1.3 | Squadra alta: Grotta (8ª), squadra bassa: Volsungur (12ª) | GF alta: 1.89/gara | GS bassa: 2.20/gara | Profilo ultime 10: 0.84 | Real over index: 0.74
USA_USLLeagueTwo_Heartland_2026;21;Rochester FC;Rockford Raptors;Rochester FC - Rockford Raptors;74.76;MEDIA-ALTA;9.35;13.89;20.0;8.97;8.89;Engine v1.3 | Squadra alta: Rockford Raptors (4ª), squadra bassa: Rochester FC (9ª) | GF alta: 1.67/gara | GS bassa: 3.71/gara | Profilo ultime 10: 0.90 | Real over index: 0.89
Norway_3rdDivision_Group2_2026;14;Ranheim 2;Nardo;Ranheim 2 - Nardo;74.56;MEDIA-ALTA;4.1;20.0;19.83;9.12;7.5;Engine v1.3 | Squadra alta: Ranheim 2 (9ª), squadra bassa: Nardo (13ª) | GF alta: 2.73/gara | GS bassa: 2.18/gara | Profilo ultime 10: 0.91 | Real over index: 0.75
Norway_2ndDivision_Group1_2026;12;Vidar;Halden;Vidar - Halden;74.43;MEDIA-ALTA;19.63;13.64;20.0;6.57;5.5;Engine v1.3 | Squadra alta: Halden (5ª), squadra bassa: Vidar (14ª) | GF alta: 1.64/gara | GS bassa: 2.36/gara | Profilo ultime 10: 0.66 | Real over index: 0.55
Norway_3rdDivision_Group6_2026;13;Lillehammer;Elverum;Lillehammer - Elverum;74.09;MEDIA-ALTA;7.84;20.0;14.05;9.2;9.0;Engine v1.3 | Squadra alta: Lillehammer (1ª), squadra bassa: Elverum (4ª) | GF alta: 4.18/gara | GS bassa: 1.55/gara | Profilo ultime 10: 0.92 | Real over index: 0.90
Norway_3rdDivision_Group2_2026;14;FK Kvik;Volda TI;FK Kvik - Volda TI;73.65;MEDIA-ALTA;5.01;20.0;18.94;8.7;7.0;Engine v1.3 | Squadra alta: Volda TI (3ª), squadra bassa: FK Kvik (5ª) | GF alta: 2.55/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.87 | Real over index: 0.70
Norway_3rdDivision_Group1_2026;13;Frigg;Baerum Sportsklubb;Frigg - Baerum Sportsklubb;73.5;MEDIA-ALTA;2.92;20.0;17.36;9.73;9.5;Engine v1.3 | Squadra alta: Baerum Sportsklubb (5ª), squadra bassa: Frigg (7ª) | GF alta: 3.27/gara | GS bassa: 1.91/gara | Profilo ultime 10: 0.97 | Real over index: 0.95
Sweden_Division2_SodraGotaland_2026;15;Solvesborgs;Oskarshamn;Solvesborgs - Oskarshamn;73.4;MEDIA-ALTA;13.99;17.31;16.08;7.39;5.0;Engine v1.3 | Squadra alta: Oskarshamn (2ª), squadra bassa: Solvesborgs (12ª) | GF alta: 2.08/gara | GS bassa: 1.77/gara | Profilo ultime 10: 0.74 | Real over index: 0.50
Norway_2ndDivision_Group2_2026;12;Kjelsås;Honefoss;Kjelsås - Honefoss;72.73;MEDIA-ALTA;9.3;19.7;13.22;8.65;8.0;Engine v1.3 | Squadra alta: Kjelsås (1ª), squadra bassa: Honefoss (5ª) | GF alta: 2.36/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.86 | Real over index: 0.80
Norway_3rdDivision_Group3_2026;13;Brann 2;Fana;Brann 2 - Fana;72.59;MEDIA-ALTA;3.51;19.7;18.18;9.2;8.0;Engine v1.3 | Squadra alta: Brann 2 (5ª), squadra bassa: Fana (8ª) | GF alta: 2.36/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.92 | Real over index: 0.80
Norway_3rdDivision_Group3_2026;13;Djerv 1919;Gneist;Djerv 1919 - Gneist;71.07;MEDIA-ALTA;8.44;14.39;20.0;8.38;6.5;Engine v1.3 | Squadra alta: Djerv 1919 (7ª), squadra bassa: Gneist (11ª) | GF alta: 1.73/gara | GS bassa: 2.91/gara | Profilo ultime 10: 0.84 | Real over index: 0.65
Sweden_Division2_SodraSvealand_2026;15;Eker Orebro;Farsta;Eker Orebro - Farsta;70.51;MEDIA-ALTA;5.44;16.67;20.0;8.28;6.5;Engine v1.3 | Squadra alta: Farsta (6ª), squadra bassa: Eker Orebro (9ª) | GF alta: 2.00/gara | GS bassa: 2.23/gara | Profilo ultime 10: 0.83 | Real over index: 0.65
Sweden_Division2_NorraSvealand_2026;15;IK Franke;Viggbyholms;IK Franke - Viggbyholms;70.31;MEDIA-ALTA;10.15;16.03;18.88;7.26;6.5;Engine v1.3 | Squadra alta: IK Franke (7ª), squadra bassa: Viggbyholms (13ª) | GF alta: 1.92/gara | GS bassa: 2.08/gara | Profilo ultime 10: 0.73 | Real over index: 0.65
Finland_Veikkausliiga_2026;16;Mariehamn;Inter Turku;Mariehamn - Inter Turku;69.98;MEDIA-ALTA;22.0;12.5;17.42;6.03;4.5;Engine v1.3 | Squadra alta: Inter Turku (1ª), squadra bassa: Mariehamn (12ª) | GF alta: 1.50/gara | GS bassa: 1.92/gara | Profilo ultime 10: 0.60 | Real over index: 0.45
Norway_OBOSLigaen_2026;13;Haugesund;Kongsvinger;Haugesund - Kongsvinger;69.85;MEDIA-ALTA;2.1;20.0;17.42;8.83;7.5;Engine v1.3 | Squadra alta: Kongsvinger (2ª), squadra bassa: Haugesund (3ª) | GF alta: 2.42/gara | GS bassa: 1.92/gara | Profilo ultime 10: 0.88 | Real over index: 0.75
Norway_3rdDivision_Group2_2026;14;Orkla;Molde 2;Orkla - Molde 2;69.71;MEDIA-ALTA;4.1;13.64;20.0;9.47;8.5;Engine v1.3 | Squadra alta: Orkla (8ª), squadra bassa: Molde 2 (12ª) | GF alta: 1.64/gara | GS bassa: 3.00/gara | Profilo ultime 10: 0.95 | Real over index: 0.85
Norway_OBOSLigaen_2026;13;Sogndal;Egersund;Sogndal - Egersund;69.07;MEDIA-ALTA;4.72;13.19;20.0;9.16;8.0;Engine v1.3 | Squadra alta: Egersund (9ª), squadra bassa: Sogndal (12ª) | GF alta: 1.58/gara | GS bassa: 2.42/gara | Profilo ultime 10: 0.92 | Real over index: 0.80
Norway_2ndDivision_Group2_2026;12;Ull/Kisa;Rana FK;Ull/Kisa - Rana FK;68.86;MEDIA-ALTA;4.46;12.5;20.0;8.9;9.0;Engine v1.3 | Squadra alta: Rana FK (9ª), squadra bassa: Ull/Kisa (12ª) | GF alta: 1.50/gara | GS bassa: 3.27/gara | Profilo ultime 10: 0.89 | Real over index: 0.90
Sweden_Division2_NorraSvealand_2026;15;Falu;Lidingo IFK;Falu - Lidingo IFK;68.75;MEDIA-ALTA;13.82;12.82;16.78;7.77;6.0;Engine v1.3 | Squadra alta: Falu (4ª), squadra bassa: Lidingo IFK (10ª) | GF alta: 1.54/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.78 | Real over index: 0.60
Sweden_Superettan_2026;14;Sundsvall;Östersund;Sundsvall - Östersund;68.61;MEDIA-ALTA;11.44;12.82;20.0;6.91;5.5;Engine v1.3 | Squadra alta: Östersund (8ª), squadra bassa: Sundsvall (16ª) | GF alta: 1.54/gara | GS bassa: 2.23/gara | Profilo ultime 10: 0.69 | Real over index: 0.55
Iceland_Division_1_2026;16;Throttur;Vestri;Throttur - Vestri;68.58;MEDIA-ALTA;5.91;20.0;15.7;8.05;6.0;Engine v1.3 | Squadra alta: Throttur (1ª), squadra bassa: Vestri (3ª) | GF alta: 2.40/gara | GS bassa: 1.73/gara | Profilo ultime 10: 0.81 | Real over index: 0.60
Norway_3rdDivision_Group4_2026;13;Madla IL;Mandalskameratene;Madla IL - Mandalskameratene;68.42;MEDIA-ALTA;4.38;18.94;15.7;8.4;7.0;Engine v1.3 | Squadra alta: Madla IL (2ª), squadra bassa: Mandalskameratene (5ª) | GF alta: 2.27/gara | GS bassa: 1.73/gara | Profilo ultime 10: 0.84 | Real over index: 0.70
Norway_3rdDivision_Group6_2026;13;Fram;Drobak-Frogn;Fram - Drobak-Frogn;68.4;MEDIA-ALTA;7.25;12.12;20.0;8.18;7.0;Engine v1.3 | Squadra alta: Drobak-Frogn (10ª), squadra bassa: Fram (12ª) | GF alta: 1.45/gara | GS bassa: 2.36/gara | Profilo ultime 10: 0.82 | Real over index: 0.70
Norway_2ndDivision_Group1_2026;12;Traeff;Eik-Tonsberg;Traeff - Eik-Tonsberg;68.38;MEDIA-ALTA;10.17;15.15;19.01;7.33;6.0;Engine v1.3 | Squadra alta: Traeff (9ª), squadra bassa: Eik-Tonsberg (13ª) | GF alta: 1.82/gara | GS bassa: 2.09/gara | Profilo ultime 10: 0.73 | Real over index: 0.60
Sweden_Division2_SodraGotaland_2026;15;Osterlen;Karlskrona;Osterlen - Karlskrona;68.2;MEDIA-ALTA;10.75;16.03;12.59;8.21;7.0;Engine v1.3 | Squadra alta: Karlskrona (1ª), squadra bassa: Osterlen (8ª) | GF alta: 1.92/gara | GS bassa: 1.38/gara | Profilo ultime 10: 0.82 | Real over index: 0.70
Norway_3rdDivision_Group1_2026;13;Grei;Nordstrand;Grei - Nordstrand;67.35;MEDIA-ALTA;4.38;10.61;20.0;9.37;9.0;Engine v1.3 | Squadra alta: Nordstrand (10ª), squadra bassa: Grei (13ª) | GF alta: 1.27/gara | GS bassa: 3.36/gara | Profilo ultime 10: 0.94 | Real over index: 0.90
Norway_3rdDivision_Group6_2026;13;Orn;Sandefjord 2;Orn - Sandefjord 2;67.33;MEDIA-ALTA;3.78;20.0;13.22;8.83;7.5;Engine v1.3 | Squadra alta: Sandefjord 2 (5ª), squadra bassa: Orn (7ª) | GF alta: 2.73/gara | GS bassa: 1.45/gara | Profilo ultime 10: 0.88 | Real over index: 0.75
Iceland_Division_2_2026;21;Olafsvik;KFG Gardabaer;Olafsvik - KFG Gardabaer;67.11;MEDIA-ALTA;2.46;12.96;20.0;9.35;8.33;Engine v1.3 | Squadra alta: KFG Gardabaer (7ª), squadra bassa: Olafsvik (9ª) | GF alta: 1.56/gara | GS bassa: 2.22/gara | Profilo ultime 10: 0.94 | Real over index: 0.83
Norway_3rdDivision_Group3_2026;13;Askoy;Forde;Askoy - Forde;67.09;MEDIA-ALTA;5.24;13.64;18.18;8.68;7.5;Engine v1.3 | Squadra alta: Askoy (3ª), squadra bassa: Forde (6ª) | GF alta: 1.64/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.87 | Real over index: 0.75
Norway_OBOSLigaen_2026;13;Sandnes;Raufoss;Sandnes - Raufoss;67.02;MEDIA-ALTA;7.85;12.5;20.0;7.67;5.0;Engine v1.3 | Squadra alta: Sandnes (8ª), squadra bassa: Raufoss (14ª) | GF alta: 1.50/gara | GS bassa: 2.33/gara | Profilo ultime 10: 0.77 | Real over index: 0.50
Norway_OBOSLigaen_2026;13;Stabaek;Bryne;Stabaek - Bryne;66.91;MEDIA-ALTA;6.54;17.36;15.15;8.07;6.5;Engine v1.3 | Squadra alta: Stabaek (5ª), squadra bassa: Bryne (10ª) | GF alta: 2.08/gara | GS bassa: 1.67/gara | Profilo ultime 10: 0.81 | Real over index: 0.65
USA_USLLeagueTwo_Valley_2026;19;Louisville City 2;Kings Hammer Columbus;Louisville City 2 - Kings Hammer Columbus;66.77;MEDIA-ALTA;10.84;16.67;12.5;7.41;5.35;Engine v1.3 | Squadra alta: Louisville City 2 (2ª), squadra bassa: Kings Hammer Columbus (5ª) | GF alta: 2.00/gara | GS bassa: 1.38/gara | Profilo ultime 10: 0.74 | Real over index: 0.53
Norway_3rdDivision_Group2_2026;14;Rosenborg 2;Spjelkavik;Rosenborg 2 - Spjelkavik;66.3;MEDIA-ALTA;3.51;16.67;15.7;8.93;7.5;Engine v1.3 | Squadra alta: Rosenborg 2 (7ª), squadra bassa: Spjelkavik (10ª) | GF alta: 2.00/gara | GS bassa: 1.73/gara | Profilo ultime 10: 0.89 | Real over index: 0.75
Sweden_Division1_Sodra_2026;14;Laholms;Utsikten;Laholms - Utsikten;64.59;MEDIA-ALTA;4.91;11.54;20.0;8.1;9.0;Engine v1.3 | Squadra alta: Laholms (15ª), squadra bassa: Utsikten (16ª) | GF alta: 1.38/gara | GS bassa: 2.77/gara | Profilo ultime 10: 0.81 | Real over index: 0.90
Norway_OBOSLigaen_2026;13;Strömsgodset;Odd;Strömsgodset - Odd;64.47;MEDIA-ALTA;4.72;20.0;10.61;8.15;7.0;Engine v1.3 | Squadra alta: Strömsgodset (1ª), squadra bassa: Odd (4ª) | GF alta: 3.00/gara | GS bassa: 1.17/gara | Profilo ultime 10: 0.81 | Real over index: 0.70
Norway_2ndDivision_Group1_2026;12;Mjondalen;Bjarg;Mjondalen - Bjarg;64.04;MEDIA-ALTA;1.46;18.94;14.88;8.4;7.0;Engine v1.3 | Squadra alta: Mjondalen (3ª), squadra bassa: Bjarg (4ª) | GF alta: 2.27/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.84 | Real over index: 0.70
Sweden_Division2_NorraSvealand_2026;15;Bollstanas;Korsnas;Bollstanas - Korsnas;63.28;MEDIA-ALTA;6.18;13.46;17.48;7.32;6.0;Engine v1.3 | Squadra alta: Bollstanas (9ª), squadra bassa: Korsnas (12ª) | GF alta: 1.62/gara | GS bassa: 1.92/gara | Profilo ultime 10: 0.73 | Real over index: 0.60
Sweden_Division2_SodraSvealand_2026;15;Haninge;Sleipner;Haninge - Sleipner;63.26;MEDIA-ALTA;0.59;19.23;13.99;8.45;7.0;Engine v1.3 | Squadra alta: Haninge (2ª), squadra bassa: Sleipner (3ª) | GF alta: 2.31/gara | GS bassa: 1.54/gara | Profilo ultime 10: 0.84 | Real over index: 0.70
Sweden_Division1_Sodra_2026;14;Atvidaberg;Rosengard;Atvidaberg - Rosengard;62.68;MEDIA-ALTA;4.47;17.31;11.19;8.5;8.0;Engine v1.3 | Squadra alta: Atvidaberg (2ª), squadra bassa: Rosengard (5ª) | GF alta: 2.08/gara | GS bassa: 1.23/gara | Profilo ultime 10: 0.85 | Real over index: 0.80
Sweden_Division2_NorraGotaland_2026;15;Motala;Vanersborgs FK;Motala - Vanersborgs FK;62.35;MEDIA-ALTA;6.04;11.54;16.78;7.86;6.5;Engine v1.3 | Squadra alta: Motala (7ª), squadra bassa: Vanersborgs FK (11ª) | GF alta: 1.38/gara | GS bassa: 1.85/gara | Profilo ultime 10: 0.79 | Real over index: 0.65
Norway_3rdDivision_Group6_2026;13;Oppsal;Raelingen;Oppsal - Raelingen;62.23;MEDIA-ALTA;2.05;18.18;12.4;8.6;7.0;Engine v1.3 | Squadra alta: Raelingen (6ª), squadra bassa: Oppsal (8ª) | GF alta: 2.18/gara | GS bassa: 1.36/gara | Profilo ultime 10: 0.86 | Real over index: 0.70
Sweden_Division1_Sodra_2026;14;AFC Malmo;Jonkoping;AFC Malmo - Jonkoping;62.18;MEDIA-ALTA;6.45;17.31;9.79;8.0;7.0;Engine v1.3 | Squadra alta: AFC Malmo (3ª), squadra bassa: Jonkoping (7ª) | GF alta: 2.08/gara | GS bassa: 1.08/gara | Profilo ultime 10: 0.80 | Real over index: 0.70
Sweden_Division1_Norra_2026;15;Gefle;Stocksund;Gefle - Stocksund;61.13;MEDIA-ALTA;3.23;9.62;20.0;7.79;6.5;Engine v1.3 | Squadra alta: Gefle (14ª), squadra bassa: Stocksund (16ª) | GF alta: 1.15/gara | GS bassa: 2.62/gara | Profilo ultime 10: 0.78 | Real over index: 0.65
Sweden_Superettan_2026;14;Varberg;Öster;Varberg - Öster;61.05;MEDIA-ALTA;3.25;16.67;12.88;8.12;6.5;Engine v1.3 | Squadra alta: Varberg (3ª), squadra bassa: Öster (6ª) | GF alta: 2.00/gara | GS bassa: 1.42/gara | Profilo ultime 10: 0.81 | Real over index: 0.65
Finland_Veikkausliiga_2026;16;Oulu;Lahti;Oulu - Lahti;60.15;MEDIA-ALTA;13.0;12.82;10.61;6.2;4.5;Engine v1.3 | Squadra alta: Oulu (3ª), squadra bassa: Lahti (9ª) | GF alta: 1.54/gara | GS bassa: 1.17/gara | Profilo ultime 10: 0.62 | Real over index: 0.45
Sweden_Division1_Sodra_2026;14;Trollhättan;Angelholm;Trollhättan - Angelholm;59.6;MEDIA;3.23;13.46;17.48;6.93;4.5;Engine v1.3 | Squadra alta: Angelholm (12ª), squadra bassa: Trollhättan (14ª) | GF alta: 1.62/gara | GS bassa: 1.92/gara | Profilo ultime 10: 0.69 | Real over index: 0.45
Iceland_Division_2_2026;21;Kormakur/Hvot;Hviti;Kormakur/Hvot - Hviti;59.54;MEDIA;2.46;19.44;12.12;7.07;4.44;Engine v1.3 | Squadra alta: Kormakur/Hvot (6ª), squadra bassa: Hviti (8ª) | GF alta: 2.33/gara | GS bassa: 1.33/gara | Profilo ultime 10: 0.71 | Real over index: 0.44
Sweden_Division2_VastraGotaland_2026;15;Astorps;Torslanda;Astorps - Torslanda;59.31;MEDIA;2.06;10.9;18.18;7.67;6.5;Engine v1.3 | Squadra alta: Torslanda (10ª), squadra bassa: Astorps (11ª) | GF alta: 1.31/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.77 | Real over index: 0.65
Sweden_Division1_Sodra_2026;14;Lunds;Skövde;Lunds - Skövde;59.21;MEDIA;8.73;15.38;12.59;6.82;5.0;Engine v1.3 | Squadra alta: Lunds (4ª), squadra bassa: Skövde (11ª) | GF alta: 1.85/gara | GS bassa: 1.38/gara | Profilo ultime 10: 0.68 | Real over index: 0.50
Sweden_Division2_NorraSvealand_2026;15;Taby;Gute;Taby - Gute;58.89;MEDIA;6.91;14.74;13.99;6.27;5.0;Engine v1.3 | Squadra alta: Taby (5ª), squadra bassa: Gute (8ª) | GF alta: 1.77/gara | GS bassa: 1.54/gara | Profilo ultime 10: 0.63 | Real over index: 0.50
Norway_2ndDivision_Group2_2026;12;Lørenskog;Grorud;Lørenskog - Grorud;58.59;MEDIA;3.78;18.18;9.92;7.82;6.5;Engine v1.3 | Squadra alta: Lørenskog (4ª), squadra bassa: Grorud (6ª) | GF alta: 2.18/gara | GS bassa: 1.09/gara | Profilo ultime 10: 0.78 | Real over index: 0.65
Finland_Veikkausliiga_2026;16;Ilves;SJK;Ilves - SJK;58.38;MEDIA;4.46;14.1;14.39;7.11;5.0;Engine v1.3 | Squadra alta: Ilves (8ª), squadra bassa: SJK (10ª) | GF alta: 1.69/gara | GS bassa: 1.58/gara | Profilo ultime 10: 0.71 | Real over index: 0.50
Finland_Veikkausliiga_2026;16;TPS Turku;Jaro;TPS Turku - Jaro;58.3;MEDIA;9.64;8.33;19.58;5.87;5.0;Engine v1.3 | Squadra alta: TPS Turku (7ª), squadra bassa: Jaro (11ª) | GF alta: 1.00/gara | GS bassa: 2.15/gara | Profilo ultime 10: 0.59 | Real over index: 0.50
Sweden_Division2_SodraGotaland_2026;15;Rappe GOIF;Staffanstorp United;Rappe GOIF - Staffanstorp United;58.22;MEDIA;2.65;14.1;14.69;7.45;6.5;Engine v1.3 | Squadra alta: Staffanstorp United (11ª), squadra bassa: Rappe GOIF (13ª) | GF alta: 1.69/gara | GS bassa: 1.62/gara | Profilo ultime 10: 0.75 | Real over index: 0.65
Norway_OBOSLigaen_2026;13;Lyn;Hodd;Lyn - Hodd;56.99;MEDIA;6.03;9.72;18.18;5.97;5.5;Engine v1.3 | Squadra alta: Hodd (11ª), squadra bassa: Lyn (15ª) | GF alta: 1.17/gara | GS bassa: 2.00/gara | Profilo ultime 10: 0.60 | Real over index: 0.55
Sweden_Division2_SodraGotaland_2026;15;Nosaby;IFK Trelleborg;Nosaby - IFK Trelleborg;56.16;MEDIA;3.98;12.18;14.69;7.76;6.0;Engine v1.3 | Squadra alta: IFK Trelleborg (3ª), squadra bassa: Nosaby (6ª) | GF alta: 1.46/gara | GS bassa: 1.62/gara | Profilo ultime 10: 0.78 | Real over index: 0.60
Sweden_Division1_Norra_2026;15;Stockholm Internazionale;Enkoping SK;Stockholm Internazionale - Enkoping SK;55.15;MEDIA;1.25;15.38;9.79;8.22;6.5;Engine v1.3 | Squadra alta: Enkoping SK (4ª), squadra bassa: Stockholm Internazionale (5ª) | GF alta: 1.85/gara | GS bassa: 1.08/gara | Profilo ultime 10: 0.82 | Real over index: 0.65
Norway_2ndDivision_Group1_2026;12;Pors;Arendal;Pors - Arendal;54.4;MEDIA;8.44;9.09;14.88;5.83;4.5;Engine v1.3 | Squadra alta: Pors (8ª), squadra bassa: Arendal (12ª) | GF alta: 1.09/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.58 | Real over index: 0.45
Norway_2ndDivision_Group1_2026;12;Sandviken;Notodden;Sandviken - Notodden;54.13;MEDIA;5.24;11.36;14.88;6.42;5.0;Engine v1.3 | Squadra alta: Notodden (7ª), squadra bassa: Sandviken (10ª) | GF alta: 1.36/gara | GS bassa: 1.64/gara | Profilo ultime 10: 0.64 | Real over index: 0.50
Sweden_Superettan_2026;14;Nordic United;Oddevold;Nordic United - Oddevold;54.04;MEDIA;2.49;12.82;13.29;6.94;4.5;Engine v1.3 | Squadra alta: Nordic United (5ª), squadra bassa: Oddevold (7ª) | GF alta: 1.54/gara | GS bassa: 1.46/gara | Profilo ultime 10: 0.69 | Real over index: 0.45
