LeagueId;Date;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Norway_3rdDivision_Group1_2026;2026-06-24;12;Gamle Oslo;Lokomotiv Oslo;Gamle Oslo - Lokomotiv Oslo;78.98;ALTA;3.48;25.0;25.0;13.5;12.0;Ranking gap: 0.174 | Attacco casa: 3.36/gara | Difesa trasferta subisce: 3.55/gara | Over25 casa ultime10: 0.90 | Over25 trasferta ultime10: 0.80
