LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Australia_TasmaniaSouthernChampionship_2026;12;Glenorchy Knights U21;South Hobart U21;Glenorchy Knights U21 - South Hobart U21;91.36;ALTA;18.28;20.0;20.0;9.57;9.5;Engine v1.3 | Squadra alta: South Hobart U21 (1ª), squadra bassa: Glenorchy Knights U21 (9ª) | GF alta: 4.82/gara | GS bassa: 3.20/gara | Profilo ultime 10: 0.96 | Real over index: 0.95
Australia_TasmaniaSouthernChampionship_2026;12;Olympia Warriors;University of Tasmania;Olympia Warriors - University of Tasmania;87.33;ALTA;14.78;20.0;20.0;9.55;9.0;Engine v1.3 | Squadra alta: Olympia Warriors (3ª), squadra bassa: University of Tasmania (7ª) | GF alta: 3.00/gara | GS bassa: 3.55/gara | Profilo ultime 10: 0.96 | Real over index: 0.90
Australia_NPLQueensland_2026;16;Rochedale;Gold Coast Knights;Rochedale - Gold Coast Knights;85.71;ALTA;15.58;20.0;20.0;8.63;7.5;Engine v1.3 | Squadra alta: Gold Coast Knights (5ª), squadra bassa: Rochedale (10ª) | GF alta: 2.69/gara | GS bassa: 2.60/gara | Profilo ultime 10: 0.86 | Real over index: 0.75
Australia_NPLVictoria_2026;18;Dandenong City;Avondale FC;Dandenong City - Avondale FC;70.99;MEDIA-ALTA;10.28;20.0;12.83;7.86;7.0;Engine v1.3 | Squadra alta: Avondale FC (3ª), squadra bassa: Dandenong City (9ª) | GF alta: 2.94/gara | GS bassa: 1.41/gara | Profilo ultime 10: 0.79 | Real over index: 0.70
Australia_NSWLeagueOne_2026;21;Blacktown Spartans;Rydalmere Lions;Blacktown Spartans - Rydalmere Lions;70.42;MEDIA-ALTA;9.79;19.17;13.64;7.33;6.5;Engine v1.3 | Squadra alta: Blacktown Spartans (1ª), squadra bassa: Rydalmere Lions (8ª) | GF alta: 2.30/gara | GS bassa: 1.50/gara | Profilo ultime 10: 0.73 | Real over index: 0.65
Australia_VictoriaPremierLeague2_2026;19;Keilor Park;Moreland City;Keilor Park - Moreland City;68.69;MEDIA-ALTA;12.64;10.94;20.0;6.11;5.0;Engine v1.3 | Squadra alta: Keilor Park (6ª), squadra bassa: Moreland City (14ª) | GF alta: 1.31/gara | GS bassa: 2.20/gara | Profilo ultime 10: 0.61 | Real over index: 0.50
Australia_QueenslandPremierLeague_2026;16;Holland Park Hawks;Redlands;Holland Park Hawks - Redlands;67.66;MEDIA-ALTA;2.99;17.26;16.36;9.05;8.0;Engine v1.3 | Squadra alta: Redlands (6ª), squadra bassa: Holland Park Hawks (8ª) | GF alta: 2.07/gara | GS bassa: 1.80/gara | Profilo ultime 10: 0.91 | Real over index: 0.80
Australia_SAStateLeague_2026;16;Eastern United;Cumberland Utd.;Eastern United - Cumberland Utd.;65.89;MEDIA-ALTA;6.55;15.0;19.39;6.45;4.5;Engine v1.3 | Squadra alta: Cumberland Utd. (7ª), squadra bassa: Eastern United (10ª) | GF alta: 1.80/gara | GS bassa: 2.13/gara | Profilo ultime 10: 0.65 | Real over index: 0.45
Australia_QueenslandPremierLeague_2026;16;Brisbane Strikers;Ipswich;Brisbane Strikers - Ipswich;65.62;MEDIA-ALTA;6.42;20.0;12.12;8.27;7.5;Engine v1.3 | Squadra alta: Brisbane Strikers (2ª), squadra bassa: Ipswich (3ª) | GF alta: 2.53/gara | GS bassa: 1.33/gara | Profilo ultime 10: 0.83 | Real over index: 0.75
Australia_NPL_NSW_U20_2026;21;Sydney FC U20;Sydney Utd U20;Sydney FC U20 - Sydney Utd U20;64.79;MEDIA-ALTA;4.92;20.0;10.53;8.35;7.0;Engine v1.3 | Squadra alta: Sydney Utd U20 (2ª), squadra bassa: Sydney FC U20 (4ª) | GF alta: 3.15/gara | GS bassa: 1.16/gara | Profilo ultime 10: 0.83 | Real over index: 0.70
Australia_NPLWesternAustralia_2026;16;Bayswater City;Perth RedStar;Bayswater City - Perth RedStar;64.61;MEDIA-ALTA;1.97;20.0;11.69;8.95;8.0;Engine v1.3 | Squadra alta: Bayswater City (1ª), squadra bassa: Perth RedStar (2ª) | GF alta: 2.53/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.90 | Real over index: 0.80
Australia_NPLVictoria_2026;18;Heidelberg;Oakleigh;Heidelberg - Oakleigh;63.92;MEDIA-ALTA;5.7;19.12;11.76;7.95;7.0;Engine v1.3 | Squadra alta: Oakleigh (1ª), squadra bassa: Heidelberg (4ª) | GF alta: 2.29/gara | GS bassa: 1.29/gara | Profilo ultime 10: 0.79 | Real over index: 0.70
Australia_NPLVictoria_2026;18;St Albans;Melbourne City U21;St Albans - Melbourne City U21;62.82;MEDIA-ALTA;3.11;15.62;16.58;7.91;6.0;Engine v1.3 | Squadra alta: Melbourne City U21 (8ª), squadra bassa: St Albans (10ª) | GF alta: 1.88/gara | GS bassa: 1.82/gara | Profilo ultime 10: 0.79 | Real over index: 0.60
Australia_NPLNSW_2026;21;Sydney FC U23;Sydney Utd;Sydney FC U23 - Sydney Utd;60.13;MEDIA-ALTA;8.98;13.75;13.88;7.22;5.0;Engine v1.3 | Squadra alta: Sydney Utd (3ª), squadra bassa: Sydney FC U23 (7ª) | GF alta: 1.65/gara | GS bassa: 1.53/gara | Profilo ultime 10: 0.72 | Real over index: 0.50
Australia_NPLVictoria_2026;18;Bentleigh;Altona Magic;Bentleigh - Altona Magic;57.49;MEDIA;0.59;9.8;20.0;7.26;7.0;Engine v1.3 | Squadra alta: Altona Magic (11ª), squadra bassa: Bentleigh (12ª) | GF alta: 1.18/gara | GS bassa: 2.24/gara | Profilo ultime 10: 0.73 | Real over index: 0.70
USA_USLLeagueTwo_Mountain_2026;23;Flatirons FC;Utah United;Flatirons FC - Utah United;54.27;MEDIA;22.0;20.0;0.0;3.92;3.5;Engine v1.3 | Squadra alta: Utah United (1ª), squadra bassa: Flatirons FC (999ª) | GF alta: 2.60/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.39 | Real over index: 0.35
USA_USLLeagueTwo_SouthCentral_2026;17;Birmingham Legion FC II;Swarm FC;Birmingham Legion FC II - Swarm FC;54.08;MEDIA;22.0;20.0;0.0;4.0;3.89;Engine v1.3 | Squadra alta: Swarm FC (2ª), squadra bassa: Birmingham Legion FC II (999ª) | GF alta: 2.67/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.40 | Real over index: 0.39
USA_USLLeagueTwo_SouthFlorida_2026;16;Brevard SC;Weston FC;Brevard SC - Weston FC;53.24;MEDIA;22.0;15.74;0.0;4.61;3.89;Engine v1.3 | Squadra alta: Brevard SC (5ª), squadra bassa: Weston FC (999ª) | GF alta: 1.89/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.46 | Real over index: 0.39
USA_USLLeagueTwo_Northeast_2026;25;Seacoast United Phantoms;Boston Bolts;Seacoast United Phantoms - Boston Bolts;53.06;MEDIA;22.0;14.81;0.0;4.81;4.44;Engine v1.3 | Squadra alta: Boston Bolts (7ª), squadra bassa: Seacoast United Phantoms (999ª) | GF alta: 1.78/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.48 | Real over index: 0.44
USA_USLLeagueTwo_MidSouth_2026;17;Hattiesburg FC;Jackson Boom;Hattiesburg FC - Jackson Boom;34.26;BASSA;22.0;1.19;0.0;1.21;2.86;Engine v1.3 | Squadra alta: Jackson Boom (7ª), squadra bassa: Hattiesburg FC (999ª) | GF alta: 0.14/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.12 | Real over index: 0.29
USA_USLLeagueTwo_Metropolitan_2026;24;Long Island Rough Riders;Cedar Stars;Long Island Rough Riders - Cedar Stars;0.0;BASSA;0.0;0.0;0.0;0.0;0.0;Engine v1.3 | Squadra alta: Long Island Rough Riders (999ª), squadra bassa: Cedar Stars (999ª) | GF alta: 0.00/gara | GS bassa: 0.00/gara | Profilo ultime 10: 0.00 | Real over index: 0.00
