Metric;Month;AltaOK;AltaKO;AltaKOShare;MediaOK;MediaKO;MediaOKPrecision;Occurrences
away_attack_le_13__AND__venue_max_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_attack_le_13__AND__venue_max_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_attack_le_13__AND__venue_min_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_attack_le_13__AND__venue_min_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_attack_le_13__AND__venue_min_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_attack_le_4;2026-07;5;0;0.0;3;0;1.0;99
away_attack_le_4;2026-08;12;0;0.0;69;33;0.6764705882352942;460
away_attack_le_4;2026-09;2;0;0.0;12;7;0.631578947368421;117
away_attack_le_6;2026-07;14;2;0.125;32;14;0.6956521739130435;259
away_attack_le_6;2026-08;36;5;0.12195121951219512;253;131;0.6588541666666666;1209
away_attack_le_6;2026-09;8;2;0.2;36;24;0.6;302
away_attack_le_8;2026-07;34;14;0.2916666666666667;77;46;0.6260162601626016;478
away_attack_le_8;2026-08;94;19;0.168141592920354;435;258;0.6277056277056277;1907
away_attack_le_8;2026-09;19;7;0.2692307692307692;76;54;0.5846153846153846;501
away_defense_weakness_ge_10;2026-07;86;26;0.23214285714285715;35;11;0.7608695652173914;257
away_defense_weakness_ge_10;2026-08;256;63;0.1974921630094044;226;102;0.6890243902439024;957
away_defense_weakness_ge_10;2026-09;37;12;0.24489795918367346;31;23;0.5740740740740741;215
away_defense_weakness_ge_2;2026-07;231;109;0.3205882352941177;255;141;0.6439393939393939;1323
away_defense_weakness_ge_2;2026-08;714;208;0.22559652928416485;1142;691;0.6230223677032187;4759
away_defense_weakness_ge_2;2026-09;97;48;0.3310344827586207;213;154;0.5803814713896458;1187
away_defense_weakness_ge_4;2026-07;228;109;0.32344213649851633;237;133;0.6405405405405405;1233
away_defense_weakness_ge_4;2026-08;701;205;0.22626931567328917;1064;635;0.6262507357268982;4316
away_defense_weakness_ge_4;2026-09;94;46;0.32857142857142857;189;138;0.5779816513761468;1028
away_defense_weakness_ge_6;2026-07;205;95;0.31666666666666665;178;95;0.652014652014652;931
away_defense_weakness_ge_6;2026-08;637;182;0.2222222222222222;830;465;0.640926640926641;3266
away_defense_weakness_ge_6;2026-09;86;39;0.312;140;97;0.5907172995780591;754
away_defense_weakness_ge_8;2026-07;156;54;0.2571428571428571;87;43;0.6692307692307692;550
away_defense_weakness_ge_8;2026-08;457;111;0.1954225352112676;427;233;0.646969696969697;1803
away_defense_weakness_ge_8;2026-09;64;21;0.24705882352941178;63;56;0.5294117647058824;411
away_defense_weakness_ge_9;2026-07;123;45;0.26785714285714285;53;24;0.6883116883116883;404
away_defense_weakness_ge_9;2026-08;360;84;0.1891891891891892;341;164;0.6752475247524753;1474
away_defense_weakness_ge_9;2026-09;47;15;0.24193548387096775;55;45;0.55;332
away_defense_weakness_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__attack_gap_le_11;2026-07;232;109;0.3196480938416422;253;143;0.6388888888888888;1378
away_defense_weakness_le_10__AND__attack_gap_le_11;2026-08;714;209;0.22643553629469124;1150;693;0.6239826370048833;4843
away_defense_weakness_le_10__AND__attack_gap_le_11;2026-09;97;48;0.3310344827586207;211;153;0.5796703296703297;1203
away_defense_weakness_le_10__AND__attack_gap_le_12;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1398
away_defense_weakness_le_10__AND__attack_gap_le_12;2026-08;714;209;0.22643553629469124;1161;701;0.6235230934479055;4901
away_defense_weakness_le_10__AND__attack_gap_le_12;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1219
away_defense_weakness_le_10__AND__attack_max_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1349
away_defense_weakness_le_10__AND__attack_max_ge_4;2026-08;714;209;0.22643553629469124;1165;700;0.6246648793565683;4857
away_defense_weakness_le_10__AND__attack_max_ge_4;2026-09;97;48;0.3310344827586207;213;153;0.5819672131147541;1208
away_defense_weakness_le_10__AND__attack_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1350
away_defense_weakness_le_10__AND__attack_sum_ge_4;2026-08;714;209;0.22643553629469124;1168;702;0.6245989304812835;4905
away_defense_weakness_le_10__AND__attack_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1222
away_defense_weakness_le_10__AND__away_venue_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__away_venue_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__away_venue_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_gap_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__defense_gap_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__defense_gap_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_gap_le_8;2026-07;232;109;0.3196480938416422;254;143;0.6397984886649875;1393
away_defense_weakness_le_10__AND__defense_gap_le_8;2026-08;714;209;0.22643553629469124;1155;694;0.6246619794483504;4892
away_defense_weakness_le_10__AND__defense_gap_le_8;2026-09;97;48;0.3310344827586207;213;153;0.5819672131147541;1210
away_defense_weakness_le_10__AND__defense_gap_le_9;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1396
away_defense_weakness_le_10__AND__defense_gap_le_9;2026-08;714;209;0.22643553629469124;1165;699;0.625;4930
away_defense_weakness_le_10__AND__defense_gap_le_9;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1221
away_defense_weakness_le_10__AND__defense_max_ge_2;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1352
away_defense_weakness_le_10__AND__defense_max_ge_2;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4929
away_defense_weakness_le_10__AND__defense_max_ge_2;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1225
away_defense_weakness_le_10__AND__defense_max_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__defense_max_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__defense_max_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_min_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__defense_min_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__defense_min_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_min_le_8;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__defense_min_le_8;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__defense_min_le_8;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_min_le_9;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__defense_min_le_9;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__defense_min_le_9;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__defense_sum_ge_2;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1353
away_defense_weakness_le_10__AND__defense_sum_ge_2;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4931
away_defense_weakness_le_10__AND__defense_sum_ge_2;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1226
away_defense_weakness_le_10__AND__defense_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1346
away_defense_weakness_le_10__AND__defense_sum_ge_4;2026-08;714;209;0.22643553629469124;1166;703;0.6238630283574104;4891
away_defense_weakness_le_10__AND__defense_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1211
away_defense_weakness_le_10__AND__home_venue_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__home_venue_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__home_venue_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__last10_gap_le_10.8;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1379
away_defense_weakness_le_10__AND__last10_gap_le_10.8;2026-08;714;209;0.22643553629469124;1160;695;0.6253369272237197;4854
away_defense_weakness_le_10__AND__last10_gap_le_10.8;2026-09;97;48;0.3310344827586207;215;154;0.5826558265582655;1216
away_defense_weakness_le_10__AND__last10_gap_le_9.6;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1377
away_defense_weakness_le_10__AND__last10_gap_le_9.6;2026-08;714;209;0.22643553629469124;1160;695;0.6253369272237197;4847
away_defense_weakness_le_10__AND__last10_gap_le_9.6;2026-09;97;48;0.3310344827586207;215;154;0.5826558265582655;1212
away_defense_weakness_le_10__AND__last10_max_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1337
away_defense_weakness_le_10__AND__last10_max_ge_4;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4886
away_defense_weakness_le_10__AND__last10_max_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1199
away_defense_weakness_le_10__AND__last10_min_le_10.8;2026-07;229;107;0.31845238095238093;252;142;0.6395939086294417;1393
away_defense_weakness_le_10__AND__last10_min_le_10.8;2026-08;709;209;0.22766884531590414;1163;701;0.6239270386266095;4780
away_defense_weakness_le_10__AND__last10_min_le_10.8;2026-09;94;48;0.3380281690140845;214;155;0.5799457994579946;1209
away_defense_weakness_le_10__AND__last10_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1342
away_defense_weakness_le_10__AND__last10_sum_ge_4;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4907
away_defense_weakness_le_10__AND__last10_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1217
away_defense_weakness_le_10__AND__last10_sum_ge_6;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1339
away_defense_weakness_le_10__AND__last10_sum_ge_6;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4860
away_defense_weakness_le_10__AND__last10_sum_ge_6;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1197
away_defense_weakness_le_10__AND__venue_gap_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__venue_gap_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__venue_gap_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__venue_max_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__venue_max_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__venue_max_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_10__AND__venue_min_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_defense_weakness_le_10__AND__venue_min_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_defense_weakness_le_10__AND__venue_min_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_defense_weakness_le_2;2026-07;1;0;0.0;0;3;0.0;84
away_defense_weakness_le_2;2026-08;0;1;1.0;26;12;0.6842105263157895;201
away_defense_weakness_le_2;2026-09;0;0;0.0;2;1;0.6666666666666666;47
away_defense_weakness_le_4;2026-07;4;0;0.0;18;11;0.6206896551724138;174
away_defense_weakness_le_4;2026-08;13;4;0.23529411764705882;105;68;0.6069364161849711;645
away_defense_weakness_le_4;2026-09;3;2;0.4;26;17;0.6046511627906976;206
away_defense_weakness_le_6;2026-07;28;14;0.3333333333333333;78;49;0.6141732283464567;478
away_defense_weakness_le_6;2026-08;77;27;0.25961538461538464;338;238;0.5868055555555556;1695
away_defense_weakness_le_6;2026-09;11;9;0.45;75;58;0.5639097744360902;480
away_defense_weakness_le_8;2026-07;76;55;0.4198473282442748;168;101;0.6245353159851301;857
away_defense_weakness_le_8;2026-08;257;98;0.27605633802816903;741;470;0.6118909991742362;3159
away_defense_weakness_le_8;2026-09;33;27;0.45;152;99;0.6055776892430279;823
away_defense_weakness_le_9;2026-07;109;64;0.3699421965317919;202;120;0.6273291925465838;1003
away_defense_weakness_le_9;2026-08;354;125;0.2609603340292276;827;539;0.6054172767203514;3486
away_defense_weakness_le_9;2026-09;50;33;0.39759036144578314;160;110;0.5925925925925926;902
away_last10_ge_10.8;2026-07;73;30;0.2912621359223301;16;5;0.7619047619047619;204
away_last10_ge_10.8;2026-08;217;60;0.21660649819494585;135;63;0.6818181818181818;882
away_last10_ge_10.8;2026-09;23;13;0.3611111111111111;18;17;0.5142857142857142;159
away_last10_ge_4;2026-07;231;109;0.3205882352941177;250;139;0.6426735218508998;1253
away_last10_ge_4;2026-08;714;209;0.22643553629469124;1139;677;0.6272026431718062;4465
away_last10_ge_4;2026-09;97;48;0.3310344827586207;210;153;0.5785123966942148;1094
away_last10_ge_6;2026-07;230;109;0.3215339233038348;231;123;0.652542372881356;1136
away_last10_ge_6;2026-08;713;207;0.225;1033;598;0.6333537706928265;4004
away_last10_ge_6;2026-09;96;48;0.3333333333333333;191;135;0.5858895705521472;953
away_last10_ge_7.2;2026-07;223;107;0.3242424242424242;176;94;0.6518518518518519;945
away_last10_ge_7.2;2026-08;681;200;0.22701475595913734;748;453;0.6228143213988343;3005
away_last10_ge_7.2;2026-09;93;43;0.3161764705882353;134;109;0.551440329218107;726
away_last10_ge_8.4;2026-07;197;99;0.3344594594594595;107;53;0.66875;687
away_last10_ge_8.4;2026-08;606;166;0.21502590673575128;450;273;0.6224066390041494;2096
away_last10_ge_8.4;2026-09;76;33;0.30275229357798167;76;71;0.5170068027210885;490
away_last10_ge_9.6;2026-07;148;61;0.291866028708134;46;22;0.6764705882352942;419
away_last10_ge_9.6;2026-08;442;123;0.2176991150442478;252;129;0.6614173228346457;1391
away_last10_ge_9.6;2026-09;59;29;0.32954545454545453;43;38;0.5308641975308642;324
away_last10_le_10.8;2026-07;209;93;0.3079470198675497;250;142;0.6377551020408163;1333
away_last10_le_10.8;2026-08;640;186;0.22518159806295399;1063;653;0.6194638694638694;4315
away_last10_le_10.8;2026-09;83;41;0.33064516129032256;199;139;0.5887573964497042;1103
away_last10_le_4;2026-07;1;0;0.0;5;5;0.5;156
away_last10_le_4;2026-08;0;0;0.0;60;60;0.5;692
away_last10_le_4;2026-09;1;0;0.0;10;9;0.5263157894736842;200
away_last10_le_6;2026-07;8;2;0.2;78;49;0.6141732283464567;457
away_last10_le_6;2026-08;32;9;0.21951219512195122;419;245;0.6310240963855421;1948
away_last10_le_6;2026-09;3;5;0.625;81;45;0.6428571428571429;502
away_last10_le_7.2;2026-07;35;9;0.20454545454545456;147;87;0.6282051282051282;705
away_last10_le_7.2;2026-08;103;42;0.2896551724137931;627;373;0.627;2507
away_last10_le_7.2;2026-09;13;9;0.4090909090909091;109;70;0.6089385474860335;622
away_last10_le_8.4;2026-07;83;48;0.366412213740458;208;122;0.6303030303030303;979
away_last10_le_8.4;2026-08;271;86;0.24089635854341737;882;549;0.6163522012578616;3420
away_last10_le_8.4;2026-09;37;18;0.32727272727272727;152;100;0.6031746031746031;817
away_last10_le_9.6;2026-07;157;78;0.33191489361702126;237;139;0.6303191489361702;1197
away_last10_le_9.6;2026-08;495;149;0.23136645962732919;1032;638;0.6179640718562874;4072
away_last10_le_9.6;2026-09;65;31;0.3229166666666667;187;128;0.5936507936507937;1025
away_venue_ge_10;2026-07;59;19;0.24358974358974358;9;3;0.75;132
away_venue_ge_10;2026-08;110;37;0.25170068027210885;279;137;0.6706730769230769;1298
away_venue_ge_10;2026-09;32;18;0.36;60;43;0.5825242718446602;333
away_venue_ge_4;2026-07;227;108;0.32238805970149254;235;120;0.6619718309859155;1139
away_venue_ge_4;2026-08;706;208;0.2275711159737418;971;585;0.6240359897172236;3786
away_venue_ge_4;2026-09;96;45;0.3191489361702128;183;134;0.5772870662460567;925
away_venue_ge_5;2026-07;222;106;0.3231707317073171;209;110;0.6551724137931034;1042
away_venue_ge_5;2026-08;697;203;0.22555555555555556;905;527;0.6319832402234636;3550
away_venue_ge_5;2026-09;96;44;0.3142857142857143;177;129;0.5784313725490197;889
away_venue_ge_6;2026-07;208;96;0.3157894736842105;161;74;0.6851063829787234;839
away_venue_ge_6;2026-08;624;184;0.22772277227722773;684;391;0.6362790697674419;2820
away_venue_ge_6;2026-09;83;40;0.3252032520325203;112;90;0.5544554455445545;609
away_venue_ge_7;2026-07;168;79;0.31983805668016196;96;41;0.7007299270072993;588
away_venue_ge_7;2026-08;545;145;0.21014492753623187;520;283;0.6475716064757161;2312
away_venue_ge_7;2026-09;63;32;0.3368421052631579;84;66;0.56;472
away_venue_ge_8;2026-07;129;51;0.2833333333333333;47;16;0.746031746031746;393
away_venue_ge_8;2026-08;358;104;0.22510822510822512;368;184;0.6666666666666666;1773
away_venue_ge_8;2026-09;48;29;0.37662337662337664;69;52;0.5702479338842975;395
away_venue_ge_9;2026-07;70;24;0.2553191489361702;10;3;0.7692307692307693;150
away_venue_ge_9;2026-08;129;51;0.2833333333333333;284;140;0.6698113207547169;1341
away_venue_ge_9;2026-09;35;20;0.36363636363636365;61;46;0.5700934579439252;344
away_venue_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_venue_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_venue_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_venue_le_10__AND__attack_gap_le_11;2026-07;232;109;0.3196480938416422;253;143;0.6388888888888888;1378
away_venue_le_10__AND__attack_gap_le_11;2026-08;714;209;0.22643553629469124;1150;693;0.6239826370048833;4843
away_venue_le_10__AND__attack_gap_le_11;2026-09;97;48;0.3310344827586207;211;153;0.5796703296703297;1203
away_venue_le_10__AND__attack_gap_le_12;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1398
away_venue_le_10__AND__attack_gap_le_12;2026-08;714;209;0.22643553629469124;1161;701;0.6235230934479055;4901
away_venue_le_10__AND__attack_gap_le_12;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1219
away_venue_le_10__AND__attack_max_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1349
away_venue_le_10__AND__attack_max_ge_4;2026-08;714;209;0.22643553629469124;1165;700;0.6246648793565683;4857
away_venue_le_10__AND__attack_max_ge_4;2026-09;97;48;0.3310344827586207;213;153;0.5819672131147541;1208
away_venue_le_10__AND__attack_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1350
away_venue_le_10__AND__attack_sum_ge_4;2026-08;714;209;0.22643553629469124;1168;702;0.6245989304812835;4905
away_venue_le_10__AND__attack_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1222
away_venue_le_10__AND__defense_gap_le_8;2026-07;232;109;0.3196480938416422;254;143;0.6397984886649875;1393
away_venue_le_10__AND__defense_gap_le_8;2026-08;714;209;0.22643553629469124;1155;694;0.6246619794483504;4892
away_venue_le_10__AND__defense_gap_le_8;2026-09;97;48;0.3310344827586207;213;153;0.5819672131147541;1210
away_venue_le_10__AND__defense_gap_le_9;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1396
away_venue_le_10__AND__defense_gap_le_9;2026-08;714;209;0.22643553629469124;1165;699;0.625;4930
away_venue_le_10__AND__defense_gap_le_9;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1221
away_venue_le_10__AND__defense_max_ge_2;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1352
away_venue_le_10__AND__defense_max_ge_2;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4929
away_venue_le_10__AND__defense_max_ge_2;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1225
away_venue_le_10__AND__defense_sum_ge_2;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1353
away_venue_le_10__AND__defense_sum_ge_2;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4931
away_venue_le_10__AND__defense_sum_ge_2;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1226
away_venue_le_10__AND__defense_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1346
away_venue_le_10__AND__defense_sum_ge_4;2026-08;714;209;0.22643553629469124;1166;703;0.6238630283574104;4891
away_venue_le_10__AND__defense_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1211
away_venue_le_10__AND__last10_gap_le_10.8;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1379
away_venue_le_10__AND__last10_gap_le_10.8;2026-08;714;209;0.22643553629469124;1160;695;0.6253369272237197;4854
away_venue_le_10__AND__last10_gap_le_10.8;2026-09;97;48;0.3310344827586207;215;154;0.5826558265582655;1216
away_venue_le_10__AND__last10_gap_le_9.6;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1377
away_venue_le_10__AND__last10_gap_le_9.6;2026-08;714;209;0.22643553629469124;1160;695;0.6253369272237197;4847
away_venue_le_10__AND__last10_gap_le_9.6;2026-09;97;48;0.3310344827586207;215;154;0.5826558265582655;1212
away_venue_le_10__AND__last10_max_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1337
away_venue_le_10__AND__last10_max_ge_4;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4886
away_venue_le_10__AND__last10_max_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1199
away_venue_le_10__AND__last10_min_le_10.8;2026-07;229;107;0.31845238095238093;252;142;0.6395939086294417;1393
away_venue_le_10__AND__last10_min_le_10.8;2026-08;709;209;0.22766884531590414;1163;701;0.6239270386266095;4780
away_venue_le_10__AND__last10_min_le_10.8;2026-09;94;48;0.3380281690140845;214;155;0.5799457994579946;1209
away_venue_le_10__AND__last10_sum_ge_4;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1342
away_venue_le_10__AND__last10_sum_ge_4;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4907
away_venue_le_10__AND__last10_sum_ge_4;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1217
away_venue_le_10__AND__last10_sum_ge_6;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1339
away_venue_le_10__AND__last10_sum_ge_6;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4860
away_venue_le_10__AND__last10_sum_ge_6;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1197
away_venue_le_10__AND__venue_gap_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_venue_le_10__AND__venue_gap_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_venue_le_10__AND__venue_gap_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_venue_le_10__AND__venue_max_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_venue_le_10__AND__venue_max_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_venue_le_10__AND__venue_max_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_venue_le_10__AND__venue_min_le_10;2026-07;232;109;0.3196480938416422;255;144;0.6390977443609023;1407
away_venue_le_10__AND__venue_min_le_10;2026-08;714;209;0.22643553629469124;1168;703;0.6242650988776055;4960
away_venue_le_10__AND__venue_min_le_10;2026-09;97;48;0.3310344827586207;215;155;0.581081081081081;1234
away_venue_le_4;2026-07;7;2;0.2222222222222222;27;27;0.5;301
away_venue_le_4;2026-08;8;1;0.1111111111111111;209;128;0.6201780415430267;1217
away_venue_le_4;2026-09;1;3;0.75;33;23;0.5892857142857143;319
away_venue_le_5;2026-07;17;9;0.34615384615384615;76;50;0.6031746031746031;481
away_venue_le_5;2026-08;42;13;0.23636363636363636;400;259;0.6069802731411229;1893
away_venue_le_5;2026-09;13;8;0.38095238095238093;93;56;0.6241610738255033;588
away_venue_le_6;2026-07;34;18;0.34615384615384615;116;78;0.5979381443298969;650
away_venue_le_6;2026-08;98;32;0.24615384615384617;503;329;0.6045673076923077;2215
away_venue_le_6;2026-09;19;9;0.32142857142857145;106;68;0.6091954022988506;645
away_venue_le_7;2026-07;67;30;0.30927835051546393;164;107;0.6051660516605166;836
away_venue_le_7;2026-08;193;70;0.2661596958174905;672;440;0.60431654676259;2735
away_venue_le_7;2026-09;35;17;0.3269230769230769;133;93;0.588495575221239;773
away_venue_le_8;2026-07;117;62;0.3463687150837989;215;129;0.625;1080
away_venue_le_8;2026-08;391;111;0.22111553784860558;819;528;0.6080178173719376;3260
away_venue_le_8;2026-09;52;22;0.2972972972972973;149;105;0.5866141732283464;852
away_venue_le_9;2026-07;168;87;0.3411764705882353;246;141;0.6356589147286822;1266
away_venue_le_9;2026-08;596;168;0.2198952879581152;887;566;0.6104611149346181;3647
away_venue_le_9;2026-09;63;29;0.31521739130434784;155;111;0.5827067669172933;897
balanced_high_attack;2026-07;127;67;0.34536082474226804;75;34;0.6880733944954128;459
balanced_high_attack;2026-08;382;122;0.24206349206349206;235;142;0.623342175066313;1205
balanced_high_attack;2026-09;46;22;0.3235294117647059;41;24;0.6307692307692307;232
both_attack_scores_ge_10;2026-07;104;63;0.3772455089820359;50;20;0.7142857142857143;368
both_attack_scores_ge_10;2026-08;327;104;0.24129930394431554;160;97;0.622568093385214;962
both_attack_scores_ge_10;2026-09;38;20;0.3448275862068966;27;17;0.6136363636363636;186
both_defense_weakness_ge_6;2026-07;132;58;0.30526315789473685;71;46;0.6068376068376068;459
both_defense_weakness_ge_6;2026-08;430;110;0.2037037037037037;334;194;0.6325757575757576;1479
both_defense_weakness_ge_6;2026-09;58;25;0.30120481927710846;64;46;0.5818181818181818;349
both_last10_ge_7_2;2026-07;208;104;0.3333333333333333;106;59;0.6424242424242425;705
both_last10_ge_7_2;2026-08;648;193;0.2294887039239001;429;256;0.6262773722627737;2005
both_last10_ge_7_2;2026-09;89;38;0.2992125984251969;64;48;0.5714285714285714;427
both_venue_ge_7;2026-07;118;53;0.30994152046783624;24;14;0.631578947368421;306
both_venue_ge_7;2026-08;394;105;0.21042084168336672;155;69;0.6919642857142857;1169
both_venue_ge_7;2026-09;46;19;0.2923076923076923;11;8;0.5789473684210527;179
btts_ge_5;2026-07;230;109;0.3215339233038348;249;138;0.6434108527131783;1263
btts_ge_5;2026-08;713;209;0.22668112798264642;1123;665;0.6280760626398211;4341
btts_ge_5;2026-09;97;48;0.3310344827586207;201;148;0.5759312320916905;1024
