metric_name;family;description;occurrences;alta_ok;alta_ko;media_ok;media_ko;other;over_total;under_total;over_precision;coverage;alta_ko_capture;alta_ok_capture;media_ok_capture;media_ko_capture;alta_ko_lift;media_ok_precision;media_ok_lift;exclusion_efficiency;promotion_efficiency
attack_gap_ge_8;attacco;attack_gap >= 8;70;12;5;20;4;29;32;9;0.7804878048780488;0.05363984674329502;0.029585798816568046;0.027210884353741496;0.0488997555012225;0.013986013986013986;1.061608075182736;0.8333333333333334;1.4160554197229014;0.29411764705882354;0.8333333333333334
attack_min_le_4;attacco;attack_min <= 4;151;6;1;20;5;119;26;6;0.8125;0.11570881226053639;0.005917159763313609;0.013605442176870748;0.0488997555012225;0.017482517482517484;0.5156382079459002;0.8;1.3594132029339854;0.14285714285714285;0.8
