LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
Somalia_NationalLeague;Badbaado;Jazeera;74.22;MEDIA;19;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | profilo over interno positivo | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over trasferta non forte;0.73;9.45;9.85;7.58;11.88;10.8;6.0;5.0;5.33;7.6;2.1-dev;Badbaado - Jazeera
Kazakhstan_FirstLeague;Yelimay Semey 2;FC Astana 2;74.07;MEDIA;22;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;6.15;3.94;11.33;9.85;10.61;6.0;9.6;4.8;4.8;7.0;2.1-dev;Yelimay Semey 2 - FC Astana 2
Australia_VictoriaPremierLeague2;Essendon Royals SC;Box Hill;72.65;MEDIA;20;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | alta tendenza BTTS || CONTRO: profilo over esterno debole;2.46;13.0;8.54;6.7;7.78;7.2;7.2;8.0;4.0;7.77;2.1-dev;Essendon Royals SC - Box Hill
USA_USLLeagueTwo_Valley;Dayton;West Virginia;71.01;MEDIA;24;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;6.4;7.22;11.82;8.59;6.36;6.67;7.2;4.8;4.8;7.15;2.1-dev;Dayton - West Virginia
Belarus_PershayaLiga;FC Slonim;Niva Dolbizno;70.76;MEDIA;15;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;0.47;10.97;13.0;4.87;7.27;7.2;8.4;6.0;5.71;6.86;2.1-dev;FC Slonim - Niva Dolbizno
Kyrgyzstan_PremierLiga;Asiagoal Bishkek;Bars;69.58;MEDIA;16;;;;;;2026-07-09;PRO: attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole;3.2;5.91;13.0;6.17;7.95;6.0;9.6;2.67;6.22;8.86;2.1-dev;Asiagoal Bishkek - Bars
Belarus_PershayaLiga;Ostrovets;SKA-1938;68.58;MEDIA;15;;;;;;2026-07-09;PRO: attacco trasferta positivo | trend over recente trasferta | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | profilo over esterno debole;5.18;7.18;13.0;6.49;6.82;6.0;7.2;4.57;4.0;8.14;2.1-dev;Ostrovets - SKA-1938
Australia_VictoriaPremierLeague2;Whittlesea United;Kingston City;67.27;MEDIA;20;;;;;;2026-07-09;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;3.69;9.33;5.91;5.26;13.79;4.8;9.6;4.0;5.71;5.18;2.1-dev;Whittlesea United - Kingston City
Kazakhstan_FirstLeague;Kaspij Aktau 2;Taraz;66.49;MEDIA;22;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | profilo over interno debole | BTTS non elevato;1.23;7.39;9.36;8.33;9.55;7.2;9.6;2.0;5.33;6.5;2.1-dev;Kaspij Aktau 2 - Taraz
Estonia_Meistriliiga;Harju JK Laagri;Narva;65.73;MEDIA;19;;;;;;2026-07-09;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | profilo over esterno debole | BTTS non elevato;1.78;7.22;3.94;8.08;14.0;8.4;7.2;5.33;4.44;5.33;2.1-dev;Harju JK Laagri - Narva
Australia_NPLVictoria;Dandenong City;South Melbourne;64.95;MEDIA;20;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | BTTS non elevato;0.62;8.09;9.02;5.98;10.72;4.8;9.6;4.8;5.33;6.0;2.1-dev;Dandenong City - South Melbourne
Australia_NSWLeagueOne;Macarthur Rams;Bankstown City Lions;64.11;MEDIA;23;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | BTTS non elevato;1.07;7.79;10.48;4.75;10.41;3.6;9.6;4.0;5.6;6.82;2.1-dev;Macarthur Rams - Bankstown City Lions
Finland_Veikkausliiga;VPS;SJK;64.0;MEDIA;17;;;;;;2026-07-09;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: ospite poco prolifico | trend over casa non forte | profilo over interno debole | profilo over esterno debole;4.36;9.29;7.6;3.9;10.0;4.8;7.2;4.57;4.57;7.71;2.1-dev;VPS - SJK
Kazakhstan_FirstLeague;Shakhter K.;Turan;63.62;MEDIA;22;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;0.62;13.0;12.31;1.89;5.3;7.2;8.4;6.4;6.0;2.5;2.1-dev;Shakhter K. - Turan
Australia_NPLVictoria;Green Gully;Altona Magic;61.88;MEDIA;20;;;;;;2026-07-09;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over trasferta non forte | profilo over interno debole | BTTS non elevato;1.85;4.04;6.53;9.33;11.72;7.2;6.0;3.56;5.33;6.32;2.1-dev;Green Gully - Altona Magic
Kazakhstan_FirstLeague;FC Batyr;Kairat Almaty 2;61.71;MEDIA;22;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | trend over casa non forte | profilo over interno debole | BTTS non elevato;3.69;7.39;13.0;7.58;2.65;4.8;9.6;1.6;6.4;5.0;2.1-dev;FC Batyr - Kairat Almaty 2
Kyrgyzstan_PremierLiga;Ilbirs;Ozgon;61.03;MEDIA;16;;;;;;2026-07-09;PRO: attacco trasferta positivo | difesa casa vulnerabile | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole;4.8;6.36;10.97;7.34;6.36;3.6;6.0;2.29;5.71;7.58;2.1-dev;Ilbirs - Ozgon
Australia_NPLVictoria;Preston Lions;Hume City;59.08;BASSA;20;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS non elevato;0.62;9.19;12.13;3.79;7.37;2.4;8.4;3.43;5.33;6.42;2.1-dev;Preston Lions - Hume City
Australia_VictoriaPremierLeague;Northcote City;Melbourne Knights;57.67;BASSA;20;;;;;;2026-07-09;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta || CONTRO: trend over casa non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;0.62;10.57;10.57;4.55;5.36;4.8;7.2;4.44;3.56;6.0;2.1-dev;Northcote City - Melbourne Knights
Australia_VictoriaPremierLeague2;Eastern Lions;Werribee City;56.26;BASSA;20;;;;;;2026-07-09;PRO: attacco casa positivo | difesa trasferta vulnerabile || CONTRO: ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;0.62;9.19;7.78;6.31;10.72;4.8;4.8;2.0;3.56;6.49;2.1-dev;Eastern Lions - Werribee City
Bolivia_DivisionProfesional;Nacional Potosi;Aurora;55.76;BASSA;12;;;;;;2026-07-09;PRO: attacco trasferta positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole;4.27;7.6;10.34;5.84;5.57;6.86;4.5;0.0;2.0;8.79;2.1-dev;Nacional Potosi - Aurora
Belarus_VysshayaLiga;Dnepr Mogilev;FC Minsk;54.06;BASSA;15;;;;;;2026-07-09;PRO: trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;2.13;4.64;8.02;6.49;8.64;3.6;8.4;1.33;4.8;6.0;2.1-dev;Dnepr Mogilev - FC Minsk
Kyrgyzstan_PremierLiga;Bishkek City;Muras United;54.02;BASSA;16;;;;;;2026-07-09;PRO: attacco trasferta positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.73;5.91;12.27;5.52;5.38;3.6;4.8;2.0;4.57;6.23;2.1-dev;Bishkek City - Muras United
Finland_Ykkosliiga;PK-35;KaPa;53.54;BASSA;14;;;;;;2026-07-09;PRO: difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;5.33;7.52;5.91;2.48;9.26;2.4;7.2;3.2;5.33;4.91;2.1-dev;PK-35 - KaPa
Kyrgyzstan_PremierLiga;Alay Osh;Toktogul;52.66;BASSA;16;;;;;;2026-07-09;PRO: difesa trasferta vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.73;6.75;5.49;4.87;10.45;4.8;4.8;2.67;2.67;6.43;2.1-dev;Alay Osh - Toktogul
Finland_Ykkosliiga;KTP;JaPS;49.84;BASSA;14;;;;;;2026-07-09;PRO: attacco casa positivo || CONTRO: ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;3.56;9.55;5.32;4.55;6.36;6.0;3.6;4.0;4.0;2.91;2.1-dev;KTP - JaPS
Iceland_Division_1;Njardvik;Grindavik;44.71;BASSA;19;;;;;;2026-07-09;PRO: nessun indicatore over forte || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;2.18;6.89;4.83;4.17;6.94;4.8;4.8;2.67;3.2;4.23;2.1-dev;Njardvik - Grindavik
