PredictionDate;AlgorithmVersion;LeagueId;Round;Home;Away;Match;Score;Band;HG;AG;Goals;Over25;BTTS
2026-06-28;v20;USA_USLLeagueTwo_Valley_2026;19;Louisville City 2;Kings Hammer Columbus;Louisville City 2 - Kings Hammer Columbus;61.11;MEDIA-ALTA;2;0;2;KO;KO
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Strømmen;Moss;Strømmen - Moss;60.99;MEDIA-ALTA;3;2;5;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group2_2026;14;Rosenborg 2;Spjelkavik;Rosenborg 2 - Spjelkavik;60.79;MEDIA-ALTA;2;1;3;OK;OK
2026-06-28;v20;Iceland_Division_1_2026;16;Throttur;Vestri;Throttur - Vestri;60.59;MEDIA-ALTA;1;1;2;KO;OK
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Mjondalen;Bjarg;Mjondalen - Bjarg;60.47;MEDIA-ALTA;1;0;1;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_Metropolitan_2026;24;New Jersey Copa;Ironbound SC;New Jersey Copa - Ironbound SC;60.12;MEDIA-ALTA;1;2;3;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group3_2026;13;Askoy;Forde;Askoy - Forde;60.1;MEDIA-ALTA;2;0;2;KO;KO
2026-06-28;v20;Iceland_Division_1_2026;16;Volsungur;Grotta;Volsungur - Grotta;59.98;MEDIA;2;2;4;OK;OK
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Haninge;Sleipner;Haninge - Sleipner;59.76;MEDIA;6;1;7;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group6_2026;13;Orn;Sandefjord 2;Orn - Sandefjord 2;59.74;MEDIA;4;3;7;OK;OK
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Sogndal;Egersund;Sogndal - Egersund;59.21;MEDIA;4;2;6;OK;OK
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Traeff;Eik-Tonsberg;Traeff - Eik-Tonsberg;59.19;MEDIA;3;1;4;OK;OK
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Strömsgodset;Odd;Strömsgodset - Odd;58.71;MEDIA;2;2;4;OK;OK
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Stabaek;Bryne;Stabaek - Bryne;58.56;MEDIA;2;0;2;KO;KO
2026-06-28;v20;Norway_3rdDivision_Group2_2026;14;FK Kvik;Volda TI;FK Kvik - Volda TI;58.4;MEDIA;0;2;2;KO;KO
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;Atvidaberg;Rosengard;Atvidaberg - Rosengard;58.18;MEDIA;3;3;6;OK;OK
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Åsane;Ranheim;Åsane - Ranheim;57.67;MEDIA;3;0;3;OK;KO
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Gefle;Stocksund;Gefle - Stocksund;56.8;MEDIA;2;1;3;OK;OK
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Stockholm Internazionale;Enkoping SK;Stockholm Internazionale - Enkoping SK;55.99;MEDIA;2;0;2;KO;KO
2026-06-28;v20;Sweden_Division2_NorraSvealand_2026;15;Falu;Lidingo IFK;Falu - Lidingo IFK;55.41;MEDIA;2;0;2;KO;KO
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Sandnes;Raufoss;Sandnes - Raufoss;55.21;MEDIA;3;0;3;OK;KO
2026-06-28;v20;Sweden_Division2_NorraSvealand_2026;15;Bollstanas;Korsnas;Bollstanas - Korsnas;55.04;MEDIA;5;1;6;OK;OK
2026-06-28;v20;Sweden_Superettan_2026;14;Varberg;Öster;Varberg - Öster;54.61;MEDIA;2;1;3;OK;OK
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;AFC Malmo;Jonkoping;AFC Malmo - Jonkoping;54.08;MEDIA;1;0;1;KO;KO
2026-06-28;v20;Sweden_Division2_NorraGotaland_2026;15;Motala;Vanersborgs FK;Motala - Vanersborgs FK;53.65;MEDIA;0;1;1;KO;KO
2026-06-28;v20;Norway_2ndDivision_Group2_2026;12;Lørenskog;Grorud;Lørenskog - Grorud;53.11;MEDIA;1;0;1;KO;KO
2026-06-28;v20;Iceland_Division_2_2026;21;Kormakur/Hvot;Hviti;Kormakur/Hvot - Hviti;50.74;MEDIA;4;0;4;OK;KO
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;Osterlen;Karlskrona;Osterlen - Karlskrona;50.41;MEDIA;0;3;3;OK;KO
2026-06-28;v20;Sweden_Division2_VastraGotaland_2026;15;Astrio;Hestrafors;Astrio - Hestrafors;50.24;MEDIA;1;2;3;OK;OK
2026-06-28;v20;Sweden_Division2_NorraSvealand_2026;15;Taby;Gute;Taby - Gute;49.86;MEDIA;2;1;3;OK;OK
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;Lunds;Skövde;Lunds - Skövde;49.65;MEDIA;2;1;3;OK;OK
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;Rappe GOIF;Staffanstorp United;Rappe GOIF - Staffanstorp United;49.59;MEDIA;1;4;5;OK;OK
2026-06-28;v20;Finland_Veikkausliiga_2026;16;TPS Turku;Jaro;TPS Turku - Jaro;49.48;MEDIA;3;2;5;OK;OK
2026-06-28;v20;Finland_Veikkausliiga_2026;16;Ilves;SJK;Ilves - SJK;49.22;MEDIA;2;2;4;OK;OK
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Eker Orebro;Farsta;Eker Orebro - Farsta;48.73;MEDIA;1;4;5;OK;OK
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;Solvesborgs;Oskarshamn;Solvesborgs - Oskarshamn;47.88;MEDIA;1;0;1;KO;KO
2026-06-28;v20;Norway_3rdDivision_Group6_2026;13;Fram;Drobak-Frogn;Fram - Drobak-Frogn;47.79;MEDIA;1;1;2;KO;OK
2026-06-28;v20;Sweden_Division2_VastraGotaland_2026;15;Astorps;Torslanda;Astorps - Torslanda;47.75;MEDIA;1;1;2;KO;OK
2026-06-28;v20;USA_USLLeagueTwo_GreatForest_2026;22;Buffalo;Steel City;Buffalo - Steel City;45.52;MEDIA;1;1;2;KO;OK
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;Nosaby;IFK Trelleborg;Nosaby - IFK Trelleborg;45.43;MEDIA;;;;;
2026-06-28;v20;Finland_Veikkausliiga_2026;16;HJK;KuPS;HJK - KuPS;44.91;BASSA;0;4;4;OK;KO
2026-06-28;v20;Finland_Veikkausliiga_2026;16;Oulu;Lahti;Oulu - Lahti;44.81;BASSA;1;1;2;KO;OK
2026-06-28;v20;Sweden_Superettan_2026;14;Nordic United;Oddevold;Nordic United - Oddevold;44.16;BASSA;3;3;6;OK;OK
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;Trollhättan;Angelholm;Trollhättan - Angelholm;43.49;BASSA;1;1;2;KO;OK
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Pors;Arendal;Pors - Arendal;42.63;BASSA;2;4;6;OK;OK
2026-06-28;v20;Sweden_Superettan_2026;14;Sundsvall;Östersund;Sundsvall - Östersund;42.44;BASSA;0;2;2;KO;KO
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Lysekloster;Brattvag;Lysekloster - Brattvag;40.48;BASSA;1;1;2;KO;OK
2026-06-28;v20;Norway_OBOSLigaen_2026;13;Lyn;Hodd;Lyn - Hodd;38.69;BASSA;1;4;5;OK;OK
2026-06-28;v20;Sweden_Superettan_2026;14;Ljungskile;Örebro;Ljungskile - Örebro;38.46;BASSA;3;2;5;OK;OK
2026-06-28;v20;Finland_Veikkausliiga_2026;16;Gnistan;VPS;Gnistan - VPS;38.37;BASSA;1;1;2;KO;OK
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Vidar;Halden;Vidar - Halden;37.3;BASSA;2;4;6;OK;OK
2026-06-28;v20;Norway_2ndDivision_Group1_2026;12;Sandviken;Notodden;Sandviken - Notodden;36.24;BASSA;0;4;4;OK;KO
2026-06-28;v20;Finland_Veikkausliiga_2026;16;Mariehamn;Inter Turku;Mariehamn - Inter Turku;35.03;BASSA;0;2;2;KO;KO
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Arlanda;Karlstad;Arlanda - Karlstad;34.44;BASSA;1;0;1;KO;KO
2026-06-28;v20;Norway_3rdDivision_Group3_2026;13;Austevoll;Fyllingsdalen;Austevoll - Fyllingsdalen;72.32;MEDIA-ALTA;2;0;2;KO;KO
2026-06-28;v20;Sweden_Division2_NorraGotaland_2026;15;IFK Skovde;Lidkoping;IFK Skovde - Lidkoping;70.09;MEDIA-ALTA;1;2;3;OK;OK
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Nykopings;Nacka FC;Nykopings - Nacka FC;69.61;MEDIA-ALTA;4;1;5;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Staal Jorpeland;Hinna;Staal Jorpeland - Hinna;67.03;MEDIA-ALTA;1;1;2;KO;OK
2026-06-28;v20;Norway_3rdDivision_Group3_2026;13;Åsane 2;OS;Åsane 2 - OS;65.66;MEDIA-ALTA;3;5;8;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group2_2026;14;Strindheim;Melhus;Strindheim - Melhus;64.63;MEDIA-ALTA;2;1;3;OK;OK
2026-06-28;v20;Iceland_BestaDeildKarla_2026;17;Breidablik;Vikingur Reykjavik;Breidablik - Vikingur Reykjavik;59.56;MEDIA;1;4;5;OK;OK
2026-06-28;v20;Norway_3rdDivision_Group1_2026;13;Konnerud;Ready;Konnerud - Ready;53.24;MEDIA;0;1;1;KO;KO
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Vag;Viking 2;Vag - Viking 2;50.52;MEDIA;3;2;5;OK;OK
2026-06-28;v20;Sweden_Division2_VastraGotaland_2026;15;Galtabacks BK;Boljan;Galtabacks BK - Boljan;46.74;MEDIA;0;0;0;KO;KO
2026-06-28;v20;Norway_3rdDivision_Group6_2026;13;Brumunddal;SK Gjovik-Lyn;Brumunddal - SK Gjovik-Lyn;42.11;BASSA;0;3;3;OK;KO
2026-06-28;v20;Sweden_Division2_NorraSvealand_2026;15;Helges;Sunnersta AIF;Helges - Sunnersta AIF;39.8;BASSA;0;3;3;OK;KO
2026-06-28;v20;Australia_TasmaniaSouthernChampionship_2026;13;Olympia Warriors;University of Tasmania;Olympia Warriors - University of Tasmania;83.24;ALTA;4;2;6;OK;OK
2026-06-28;v20;Australia_TasmaniaSouthernChampionship_2026;13;Glenorchy Knights U21;South Hobart U21;Glenorchy Knights U21 - South Hobart U21;77.7;ALTA;2;4;6;OK;OK
2026-06-28;v20;Australia_NPLWesternAustralia_2026;17;Bayswater City;Perth RedStar;Bayswater City - Perth RedStar;63.78;MEDIA-ALTA;3;0;3;OK;KO
2026-06-28;v20;Australia_NSWLeagueOne_2026;22;Blacktown Spartans;Rydalmere Lions;Blacktown Spartans - Rydalmere Lions;63.03;MEDIA-ALTA;3;1;4;OK;OK
2026-06-28;v20;Australia_NPL_NSW_U20_2026;22;Sydney FC U20;Sydney Utd U20;Sydney FC U20 - Sydney Utd U20;59.98;MEDIA;5;5;10;OK;OK
2026-06-28;v20;Australia_QueenslandPremierLeague_2026;17;Brisbane Strikers;Ipswich;Brisbane Strikers - Ipswich;59.46;MEDIA;1;0;1;KO;KO
2026-06-28;v20;Australia_NPLQueensland_2026;17;Rochedale;Gold Coast Knights;Rochedale - Gold Coast Knights;58.71;MEDIA;4;1;5;OK;OK
2026-06-28;v20;Australia_QueenslandPremierLeague_2026;17;Holland Park Hawks;Redlands;Holland Park Hawks - Redlands;57.9;MEDIA;1;4;5;OK;OK
2026-06-28;v20;Australia_VictoriaPremierLeague2_2026;19;Keilor Park;Moreland City;Keilor Park - Moreland City;56.02;MEDIA;2;0;2;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_Northeast_2026;25;Seacoast United Phantoms;Boston Bolts;Seacoast United Phantoms - Boston Bolts;52.53;MEDIA;;;;;
2026-06-28;v20;Australia_NPLVictoria_2026;19;Dandenong City;Avondale FC;Dandenong City - Avondale FC;50.59;MEDIA;3;1;4;OK;OK
2026-06-28;v20;Australia_NPLVictoria_2026;19;Heidelberg;Oakleigh;Heidelberg - Oakleigh;46.73;MEDIA;0;1;1;KO;KO
2026-06-28;v20;Australia_NPLVictoria_2026;19;Bentleigh;Altona Magic;Bentleigh - Altona Magic;46.04;MEDIA;0;1;1;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_SouthFlorida_2026;16;Brevard SC;Weston FC;Brevard SC - Weston FC;45.38;MEDIA;;;;;
2026-06-28;v20;Australia_NPLVictoria_2026;19;St Albans;Melbourne City U21;St Albans - Melbourne City U21;41.82;BASSA;0;2;2;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_MidSouth_2026;17;Hattiesburg FC;Jackson Boom;Hattiesburg FC - Jackson Boom;41.57;BASSA;;;;;
2026-06-28;v20;Australia_SAStateLeague_2026;17;Eastern United;Cumberland Utd.;Eastern United - Cumberland Utd.;40.63;BASSA;0;1;1;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_Mountain_2026;23;Flatirons FC;Utah United;Flatirons FC - Utah United;37.4;BASSA;;;;;
2026-06-28;v20;USA_USLLeagueTwo_SouthCentral_2026;17;Birmingham Legion FC II;Swarm FC;Birmingham Legion FC II - Swarm FC;37.36;BASSA;;;;;
2026-06-28;v20;Australia_NPLNSW_2026;22;Sydney FC U23;Sydney Utd;Sydney FC U23 - Sydney Utd;36.56;BASSA;1;0;1;KO;KO
2026-06-28;v20;USA_USLLeagueTwo_Metropolitan_2026;24;Long Island Rough Riders;Cedar Stars;Long Island Rough Riders - Cedar Stars;0.0;BASSA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group5_2026;12;Skedsmo;Skjetten;Skedsmo - Skjetten;77.25;ALTA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Flekkeroy;Akra;Flekkeroy - Akra;73.11;MEDIA-ALTA;;;;;
2026-06-28;v20;Norway_2ndDivision_Group2_2026;12;Eidsvold;Tromsdalen;Eidsvold - Tromsdalen;70.41;MEDIA-ALTA;;;;;
2026-06-28;v20;Sweden_Division2_NorraGotaland_2026;15;Skara;Herrestads AIF;Skara - Herrestads AIF;63.65;MEDIA-ALTA;;;;;
2026-06-28;v20;USA_USLLeagueTwo_SouthFlorida_2026;16;Brevard SC;Weston;Brevard SC - Weston;62.96;MEDIA-ALTA;;;;;
2026-06-28;v20;Iceland_Division_2_2026;21;Selfoss;Haukar;Selfoss - Haukar;59.77;MEDIA;;;;;
2026-06-28;v20;Iceland_Division_1_2026;16;Leiknir;IR Reykjavik;Leiknir - IR Reykjavik;59.56;MEDIA;;;;;
2026-06-28;v20;Iceland_Division_1_2026;16;Fylkir;Kopavogur;Fylkir - Kopavogur;58.2;MEDIA;;;;;
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Assyriska FF;Vasalund;Assyriska FF - Vasalund;57.48;MEDIA;;;;;
2026-06-28;v20;Sweden_Superettan_2026;14;Brage;Falkenberg;Brage - Falkenberg;56.07;MEDIA;;;;;
2026-06-28;v20;Iceland_Division_2_2026;21;Throttur Vogar;Fjolnir;Throttur Vogar - Fjolnir;54.41;MEDIA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group1_2026;13;Vålerenga 2;Union Carl Berner;Vålerenga 2 - Union Carl Berner;53.9;MEDIA;;;;;
2026-06-28;v20;USA_USLLeagueTwo_SouthCentral_2026;17;Birmingham 2;Swarm FC;Birmingham 2 - Swarm FC;53.57;MEDIA;;;;;
2026-06-28;v20;Iceland_Division_1_2026;16;Afturelding;Njardvik;Afturelding - Njardvik;53.05;MEDIA;;;;;
2026-06-28;v20;Sweden_Division2_NorraGotaland_2026;15;Vanersborgs IF;Stenungsunds;Vanersborgs IF - Stenungsunds;52.34;MEDIA;;;;;
2026-06-28;v20;Sweden_Division2_VastraGotaland_2026;15;Dalstorps IF;Lindome;Dalstorps IF - Lindome;51.92;MEDIA;;;;;
2026-06-28;v20;Iceland_Division_1_2026;16;Grindavik;Aegir;Grindavik - Aegir;49.21;MEDIA;;;;;
2026-06-28;v20;Estonia_Meistriliiga_2026;18;Parnu JK Vaprus;Kuressaare;Parnu JK Vaprus - Kuressaare;46.69;MEDIA;;;;;
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;Hassleholms IF;Tvaaker;Hassleholms IF - Tvaaker;46.49;MEDIA;;;;;
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;IFK Berga;Vaxjo Norra;IFK Berga - Vaxjo Norra;45.77;MEDIA;;;;;
2026-06-28;v20;Sweden_Division1_Sodra_2026;14;Kristianstad;Trelleborg;Kristianstad - Trelleborg;44.1;BASSA;;;;;
2026-06-28;v20;Sweden_Division2_NorraSvealand_2026;15;Kungsangen;Skiljebo;Kungsangen - Skiljebo;41.59;BASSA;;;;;
2026-06-28;v20;Sweden_Division1_Norra_2026;15;FBK Karlstad;Hammarby TFF;FBK Karlstad - Hammarby TFF;39.59;BASSA;;;;;
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Sollentuna;AFC Eskilstuna;Sollentuna - AFC Eskilstuna;37.41;BASSA;;;;;
2026-06-28;v20;Sweden_Division2_VastraGotaland_2026;15;Onsala;Landvetter;Onsala - Landvetter;35.39;BASSA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group5_2026;13;Lillestrom 2;Tromsø 2;Lillestrom 2 - Tromsø 2;75.03;ALTA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group6_2026;13;Rade;Lyn 2;Rade - Lyn 2;71.52;MEDIA-ALTA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Brodd;Haugesund 2;Brodd - Haugesund 2;71.02;MEDIA-ALTA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Vindbjart;Stabaek 2;Vindbjart - Stabaek 2;68.44;MEDIA-ALTA;;;;;
2026-06-28;v20;Finland_Ykkonen_2026;13;OLS Oulu;KuPS Akatemia;OLS Oulu - KuPS Akatemia;67.09;MEDIA-ALTA;;;;;
2026-06-28;v20;Sweden_Division2_SodraGotaland_2026;15;Linero IF;IFK Karlshamn;Linero IF - IFK Karlshamn;66.33;MEDIA-ALTA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group4_2026;13;Varhaug;Odd 2;Varhaug - Odd 2;65.65;MEDIA-ALTA;;;;;
2026-06-28;v20;Iceland_BestaDeildKarla_2026;17;Keflavik;KR Reykjavik;Keflavik - KR Reykjavik;62.6;MEDIA-ALTA;;;;;
2026-06-28;v20;Sweden_Superettan_2026;15;Landskrona;Värnamo;Landskrona - Värnamo;62.49;MEDIA-ALTA;;;;;
2026-06-28;v20;Iceland_BestaDeildKarla_2026;17;Hafnarfjordur;Vestmannaeyjar;Hafnarfjordur - Vestmannaeyjar;62.18;MEDIA-ALTA;;;;;
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Ragsved;Forward;Ragsved - Forward;61.38;MEDIA-ALTA;;;;;
2026-06-28;v20;Iceland_BestaDeildKarla_2026;17;Stjarnan;Akureyri;Stjarnan - Akureyri;59.47;MEDIA;;;;;
2026-06-28;v20;Norway_2ndDivision_Group2_2026;13;Skeid;Trygg/Lade;Skeid - Trygg/Lade;58.84;MEDIA;;;;;
2026-06-28;v20;Norway_2ndDivision_Group2_2026;13;Stjordals Blink;Junkeren;Stjordals Blink - Junkeren;56.76;MEDIA;;;;;
2026-06-28;v20;Sweden_Division1_Norra_2026;15;Umeå;Jarfalla;Umeå - Jarfalla;55.68;MEDIA;;;;;
2026-06-28;v20;Sweden_Superettan_2026;15;Sandviken;Helsingborg;Sandviken - Helsingborg;55.52;MEDIA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group1_2026;13;K. Oslo 2;Heming;K. Oslo 2 - Heming;54.87;MEDIA;;;;;
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Karlslund;Fittja;Karlslund - Fittja;53.81;MEDIA;;;;;
2026-06-28;v20;Sweden_Division2_SodraSvealand_2026;15;Orebro Syr.;Syrianska;Orebro Syr. - Syrianska;53.36;MEDIA;;;;;
2026-06-28;v20;Norway_3rdDivision_Group3_2026;13;Varegg;V. Haugesund;Varegg - V. Haugesund;53.06;MEDIA;;;;;
2026-06-28;v20;Norway_2ndDivision_Group2_2026;13;Follo;Levanger;Follo - Levanger;51.52;MEDIA;;;;;
2026-06-28;v20;Iceland_BestaDeildKarla_2026;17;Thor Akureyri;Valur;Thor Akureyri - Valur;51.16;MEDIA;;;;;
2026-06-28;v20;Norway_2ndDivision_Group1_2026;13;Sotra;Jerv;Sotra - Jerv;50.23;MEDIA;;;;;
2026-06-28;v20;Sweden_Superettan_2026;15;Norrkoping;Norrby;Norrkoping - Norrby;49.38;MEDIA;;;;;
2026-06-28;v20;Finland_Ykkonen_2026;13;KPV;Keski-Uusimaa;KPV - Keski-Uusimaa;44.44;BASSA;;;;;
2026-06-28;v20;Finland_Ykkosliiga_2026;13;KaPa;JaPS;KaPa - JaPS;42.71;BASSA;2;1;3;OK;OK
2026-06-28;2.0.0;USA_USLLeagueTwo_MidAtlantic_2026;20260629;Philadelphia Lone Star;Ocean City;Philadelphia Lone Star - Ocean City;64.15;MEDIA-ALTA;;;;;
2026-06-28;2.0.0;USA_USLLeagueTwo_Northeast_2026;20260629;Seacoast Utd Phantoms;Black Rock;Seacoast Utd Phantoms - Black Rock;60.59;MEDIA-ALTA;;;;;
2026-06-28;2.0.0;USA_USLLeagueTwo_GreatForest_2026;20260629;Erie Sports Center;Pittsburgh Riverhounds 2;Erie Sports Center - Pittsburgh Riverhounds 2;57.92;MEDIA;;;;;
2026-06-28;2.0.0;USA_USLLeagueTwo_NorCal_2026;20260629;Glens SC;San Francisco City;Glens SC - San Francisco City;52.65;MEDIA;;;;;
