LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_GreatLakes;Union FC Macomb;Ann Arbor;96.07;ALTA;22;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;10.51;10.64;10.0;14.0;12.0;10.8;8.0;8.0;9.47;2.1.0;Union FC Macomb - Ann Arbor
USA_USLLeagueTwo_Northeast;NEFC;Boston City;95.28;ALTA;29;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;8.0;13.0;7.39;7.2;14.0;12.0;10.8;8.0;6.4;8.5;2.1.0;NEFC - Boston City
USA_USLLeagueTwo_Chesapeake;Christos;Loudoun 2;91.33;ALTA;26;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.6;11.33;13.0;10.0;14.0;9.6;10.8;5.33;6.67;9.0;2.1.0;Christos - Loudoun 2
Finland_Kakkonen_GroupC;Jaro 2;SJK Akatemia 2;88.0;ALTA;13;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;6.22;13.0;9.45;10.0;12.73;9.6;9.6;6.0;6.0;5.4;2.1.0;Jaro 2 - SJK Akatemia 2
Australia_NPLNorthernNSW;Kahibah;Maitland;87.07;ALTA;19;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.36;8.86;11.08;10.0;10.74;12.0;8.4;7.0;6.0;8.62;2.1.0;Kahibah - Maitland
USA_MLSNextPro_WesternConference_PacificDivision;San Jose Earthquakes II;Sporting Kansas City II;87.03;ALTA;19;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;8.0;12.89;13.0;4.96;6.36;7.2;12.0;4.8;8.0;9.82;2.1.0;San Jose Earthquakes II - Sporting Kansas City II
USA_USLLeagueTwo_Mountain;Real Colorado;Albion Colorado;85.4;ALTA;24;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.33;11.82;12.41;10.0;7.64;12.0;7.2;8.0;6.0;9.0;2.1.0;Real Colorado - Albion Colorado
USA_USLLeagueTwo_Northwest;Tacoma Stars;Midlakes United;84.2;ALTA;33;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.14;10.45;9.36;10.0;11.67;10.8;9.6;6.67;6.4;8.12;2.1.0;Tacoma Stars - Midlakes United
USA_USLLeagueTwo_Ranger;Texoma;Denton Diablos;81.62;ALTA;21;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.2;13.0;13.0;4.55;9.55;9.33;9.6;4.8;6.4;8.2;2.1.0;Texoma - Denton Diablos
Bolivia_DivisionProfesional;Real Oruro;Universitario de Vinto;81.6;ALTA;11;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;3.2;9.85;10.34;10.0;9.55;10.0;7.5;8.0;2.67;10.5;2.1.0;Real Oruro - Universitario de Vinto
USA_USLLeagueTwo_Metropolitan;Hudson Valley;Motown 2;81.21;ALTA;25;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;13.0;13.0;9.09;4.45;10.8;9.6;6.0;4.8;7.8;2.1.0;Hudson Valley - Motown 2
USA_USLLeagueTwo_MidAtlantic;Delaware;Eagle FC;79.98;ALTA;28;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;6.0;11.36;3.22;8.04;14.0;8.4;9.6;6.67;4.8;7.89;2.1.0;Delaware - Eagle FC
USA_USLLeagueTwo_Southwest;Capo;Southern California;79.61;ALTA;27;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.29;13.0;6.5;9.09;14.0;6.67;8.4;4.8;6.0;8.87;2.1.0;Capo - Southern California
USA_USLLeagueTwo_Northeast;Vermont Green;Connecticut Rush;78.18;ALTA;29;;;;;;2026-07-08;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.44;13.0;7.73;3.03;9.79;12.0;7.2;8.0;5.33;7.65;2.1.0;Vermont Green - Connecticut Rush
USA_USLLeagueTwo_GreatPlains;Sunflower State;Peoria;77.98;ALTA;19;;;;;;2026-07-08;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;6.4;7.88;13.0;10.0;6.36;9.33;7.2;6.0;4.8;7.0;2.1.0;Sunflower State - Peoria
USA_USLLeagueTwo_Mountain;Colorado Storm;Atletico Union;77.6;ALTA;24;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;5.33;13.0;10.05;1.36;11.45;8.4;9.6;6.0;6.4;6.0;2.1.0;Colorado Storm - Atletico Union
USA_USLLeagueTwo_Northeast;AC Connecticut;Western Mass Pioneers;77.42;ALTA;29;;;;;;2026-07-08;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;5.33;8.37;11.33;10.0;8.48;8.4;6.0;8.0;4.0;7.5;2.1.0;AC Connecticut - Western Mass Pioneers
USA_USLLeagueTwo_GreatForest;Akron City;Pittsburgh Riverhounds 2;75.48;ALTA;25;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;2.67;12.41;12.36;6.82;8.1;8.4;7.2;4.8;6.4;6.33;2.1.0;Akron City - Pittsburgh Riverhounds 2
USA_MLSNextPro_WesternConference_PacificDivision;Vancouver 2;Ventura County;72.27;MEDIA;19;;;;;;2026-07-08;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;1.33;6.33;10.64;9.09;11.45;6.0;8.4;4.0;5.33;9.69;2.1.0;Vancouver 2 - Ventura County
Kyrgyzstan_PremierLiga;Alga;Dordoi Bishkek;70.0;MEDIA;16;;;;;;2026-07-08;buon attacco casa, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;3.73;12.66;7.6;3.9;9.09;8.4;6.0;6.0;5.33;7.29;2.1.0;Alga - Dordoi Bishkek
Bolivia_DivisionProfesional;Real Potosi;Academia del Balompie;69.2;MEDIA;11;;;;;;2026-07-08;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;1.6;4.92;10.13;3.79;14.0;4.0;10.29;5.33;8.0;7.14;2.1.0;Real Potosi - Academia del Balompie
USA_USLLeagueTwo_GreatPlains;Springfield FC;Menace;69.13;MEDIA;19;;;;;;2026-07-08;buon attacco casa, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, alta tendenza BTTS;3.2;9.19;7.22;10.0;7.78;10.67;5.33;6.4;2.0;7.33;2.1.0;Springfield FC - Menace
Bhutan_PremierLeague;Paro;Tensung;62.59;MEDIA;9;;;;;;2026-07-08;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno;6.22;13.0;2.53;4.55;10.0;8.57;3.43;6.0;4.0;4.29;2.1.0;Paro - Tensung
USA_USLLeagueTwo_NorCal;Glens SC;Almaden;60.18;MEDIA;27;;;;;;2026-07-08;buon attacco trasferta, trend over recente trasferta;1.14;6.45;11.82;5.79;6.36;6.0;8.4;4.0;4.0;6.23;2.1.0;Glens SC - Almaden
USA_USLLeagueTwo_Valley;West Virginia;Louisville City 2;59.02;BASSA;23;;;;;;2026-07-08;buon attacco casa, buon attacco trasferta, buon profilo over esterno;1.6;11.23;10.74;4.55;7.52;6.0;3.6;3.2;4.8;5.78;2.1.0;West Virginia - Louisville City 2
Kyrgyzstan_PremierLiga;Alay Osh;Toktogul;52.66;BASSA;16;;;;;;2026-07-08;difesa trasferta vulnerabile;3.73;6.75;5.49;4.87;10.45;4.8;4.8;2.67;2.67;6.43;2.1.0;Alay Osh - Toktogul
