LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Estonia_Esiliiga;Nomme Utd U21;Flora U21;98.42;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Nomme Utd U21 - Flora U21;6.22;11.4;10.91;10.8;12.0
Estonia_Esiliiga;Nomme Utd U21;Flora U21;98.42;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Nomme Utd U21 - Flora U21;6.22;11.4;10.91;10.8;12.0
USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;92.42;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Atletico Union - Real Colorado;1.33;11.08;14.0;10.5;12.0
USA_USLLeagueTwo_Mountain;Atletico Union;Real Colorado;92.42;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Atletico Union - Real Colorado;1.33;11.08;14.0;10.5;12.0
USA_USLLeagueTwo_MidAtlantic;Philadelphia Lone Star;Ocean City;80.31;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Philadelphia Lone Star - Ocean City;6.0;11.33;2.31;10.8;8.4
USA_USLLeagueTwo_Northeast;Seacoast Utd Phantoms;Black Rock;79.48;ALTA;20260629;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;Seacoast Utd Phantoms - Black Rock;2.67;8.86;7.64;9.6;9.6
Finland_Kakkonen_GroupC;SJK Akatemia 2;Vaajakoski;78.98;ALTA;11;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;SJK Akatemia 2 - Vaajakoski;0.89;8.54;14.0;9.33;8.0
Finland_Kakkonen_GroupC;SJK Akatemia 2;Vaajakoski;78.98;ALTA;11;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;SJK Akatemia 2 - Vaajakoski;0.89;8.54;14.0;9.33;8.0
Australia_QueenslandPremierLeague;Logan Lightning;Redlands;77.4;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;Logan Lightning - Redlands;2.91;9.06;9.76;7.2;9.6
Australia_QueenslandPremierLeague;Logan Lightning;Redlands;77.4;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;Logan Lightning - Redlands;2.91;9.06;9.76;7.2;9.6
USA_USLLeagueTwo_GreatForest;Erie Sports Center;Pittsburgh Riverhounds 2;77.39;ALTA;20260629;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;Erie Sports Center - Pittsburgh Riverhounds 2;5.33;3.94;8.1;10.67;7.2
Latvia_Virsliga;FK Liepaja;Ogre United;75.67;ALTA;21;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;FK Liepaja - Ogre United;5.33;7.55;14.0;8.4;8.4
Latvia_Virsliga;FK Liepaja;Ogre United;75.67;ALTA;21;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;FK Liepaja - Ogre United;5.33;7.55;14.0;8.4;8.4
Lithuania_Toplyga;FA Siauliai;Transinvest;75.59;ALTA;23;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;FA Siauliai - Transinvest;6.22;7.02;7.42;7.2;9.6
Australia_NPL_NSW_U20;SD Raiders U20;Sydney FC U20;74.61;MEDIA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;SD Raiders U20 - Sydney FC U20;1.6;9.75;8.59;8.4;8.4
