LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
USA_USLLeagueTwo_Northeast;NEFC;Albany Rush;93.1;ALTA;30;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;13.0;10.34;7.34;14.0;12.0;9.6;8.0;8.0;8.15;2.1.0;NEFC - Albany Rush
Australia_VictoriaPremierLeague;Langwarrin;Melbourne Victory U21;92.52;ALTA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.46;10.26;13.0;10.0;11.72;9.6;10.8;8.0;7.2;9.47;2.1.0;Langwarrin - Melbourne Victory U21
USA_USLLeagueTwo_Mountain;Real Colorado;Flatirons;91.96;ALTA;25;;;;;;2026-07-09;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.0;11.82;6.57;10.0;14.0;12.0;10.67;8.0;6.0;8.91;2.1.0;Real Colorado - Flatirons
Australia_NPLQueensland;Peninsula;Wynnum Wolves;87.72;ALTA;19;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.36;13.0;10.08;5.35;12.73;9.6;10.8;5.33;8.0;8.47;2.1.0;Peninsula - Wynnum Wolves
Australia_VictoriaPremierLeague;Brunswick Juventus;Western Utd. U21;84.93;ALTA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;4.92;10.89;11.82;6.22;14.0;6.0;10.8;6.22;7.11;6.95;2.1.0;Brunswick Juventus - Western Utd. U21
USA_USLLeagueTwo_GreatLakes;Midwest United;Union FC Macomb;84.56;ALTA;23;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;1.33;11.23;10.64;6.36;14.0;8.4;12.0;4.8;8.0;7.8;2.1.0;Midwest United - Union FC Macomb
Australia_NPLQueensland;Brisbane Roar U23;Rochedale;84.34;ALTA;19;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;0.73;7.99;9.04;10.0;14.0;10.8;9.6;7.0;6.0;9.18;2.1.0;Brisbane Roar U23 - Rochedale
Finland_Kakkonen_GroupB;Abo;Ilves 2;82.57;ALTA;13;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.67;13.0;13.0;4.13;10.61;8.4;9.33;5.33;6.4;9.7;2.1.0;Abo - Ilves 2
Australia_NPLTasmania;Glenorchy Knights;Kingborough Lions;81.82;ALTA;15;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;5.33;7.6;13.0;9.09;6.36;8.4;10.8;6.67;6.86;7.71;2.1.0;Glenorchy Knights - Kingborough Lions
Iceland_Division_1;IR Reykjavik;Throttur;80.73;ALTA;19;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.36;11.33;12.31;10.0;6.89;9.6;6.0;5.33;6.4;8.5;2.1.0;IR Reykjavik - Throttur
