LeagueId;Home;Away;Score;Band;Round;HG;AG;Goals;Over25;BTTS;PredictionDate;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion;Match
Iceland_Division_1;Leiknir;Grotta;79.97;ALTA;19;;;;;;2026-07-09;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;2.18;8.37;11.28;5.68;14.0;7.2;10.8;5.33;6.67;8.45;2.1.0;Leiknir - Grotta
Australia_QueenslandPremierLeague;Holland Park Hawks;North Star;79.15;ALTA;19;;;;;;2026-07-09;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;1.45;10.08;5.56;9.09;13.85;9.6;9.6;7.0;4.44;8.47;2.1.0;Holland Park Hawks - North Star
Iceland_Division_1;Aegir;Kopavogur;78.62;ALTA;19;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;4.36;6.82;10.34;10.0;10.61;9.6;7.2;6.67;5.33;7.69;2.1.0;Aegir - Kopavogur
Finland_Kakkonen_GroupC;GBK Kokkola;JBK;78.06;ALTA;13;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno;3.56;13.0;10.74;9.5;9.26;8.4;9.6;3.2;4.8;6.0;2.1.0;GBK Kokkola - JBK
Finland_Ykkonen;Inter Turku 2;Rovaniemi;76.36;ALTA;15;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, alta tendenza BTTS;5.09;11.36;12.73;10.0;7.34;8.4;6.0;4.0;2.67;8.77;2.1.0;Inter Turku 2 - Rovaniemi
Australia_NPLVictoria;Oakleigh;Avondale FC;75.27;ALTA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;1.85;12.75;13.0;4.31;8.37;4.8;10.8;7.11;5.33;6.95;2.1.0;Oakleigh - Avondale FC
Finland_Ykkonen;Tampere Utd;SalPa;74.99;MEDIA;15;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;2.91;12.73;12.73;2.8;11.75;6.0;10.8;5.33;5.33;4.62;2.1.0;Tampere Utd - SalPa
Australia_NPLTasmania;Launceston United;Riverside Olympic;74.81;MEDIA;15;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;2.67;6.4;11.36;10.0;10.28;7.2;8.4;6.86;5.33;6.31;2.1.0;Launceston United - Riverside Olympic
Somalia_NationalLeague;Badbaado;Jazeera;74.22;MEDIA;19;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over interno, buon profilo over esterno, alta tendenza BTTS;0.73;9.45;9.85;7.58;11.88;10.8;6.0;5.0;5.33;7.6;2.1.0;Badbaado - Jazeera
Kazakhstan_FirstLeague;Yelimay Semey 2;FC Astana 2;74.07;MEDIA;22;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;6.15;3.94;11.33;9.85;10.61;6.0;9.6;4.8;4.8;7.0;2.1.0;Yelimay Semey 2 - FC Astana 2
Australia_VictoriaPremierLeague2;Essendon Royals SC;Box Hill;72.65;MEDIA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno, alta tendenza BTTS;2.46;13.0;8.54;6.7;7.78;7.2;7.2;8.0;4.0;7.77;2.1.0;Essendon Royals SC - Box Hill
USA_USLLeagueTwo_Valley;Dayton;West Virginia;71.01;MEDIA;24;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;6.4;7.22;11.82;8.59;6.36;6.67;7.2;4.8;4.8;7.15;2.1.0;Dayton - West Virginia
Belarus_PershayaLiga;FC Slonim;Niva Dolbizno;70.76;MEDIA;15;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.47;10.97;13.0;4.87;7.27;7.2;8.4;6.0;5.71;6.86;2.1.0;FC Slonim - Niva Dolbizno
Kyrgyzstan_PremierLiga;Asiagoal Bishkek;Bars;69.58;MEDIA;16;;;;;;2026-07-09;buon attacco trasferta, trend over recente trasferta, buon profilo over esterno, alta tendenza BTTS;3.2;5.91;13.0;6.17;7.95;6.0;9.6;2.67;6.22;8.86;2.1.0;Asiagoal Bishkek - Bars
Belarus_PershayaLiga;Ostrovets;SKA-1938;68.58;MEDIA;15;;;;;;2026-07-09;buon attacco trasferta, trend over recente trasferta, alta tendenza BTTS;5.18;7.18;13.0;6.49;6.82;6.0;7.2;4.57;4.0;8.14;2.1.0;Ostrovets - SKA-1938
Australia_VictoriaPremierLeague2;Whittlesea United;Kingston City;67.27;MEDIA;20;;;;;;2026-07-09;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;3.69;9.33;5.91;5.26;13.79;4.8;9.6;4.0;5.71;5.18;2.1.0;Whittlesea United - Kingston City
Kazakhstan_FirstLeague;Kaspij Aktau 2;Taraz;66.49;MEDIA;22;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over esterno;1.23;7.39;9.36;8.33;9.55;7.2;9.6;2.0;5.33;6.5;2.1.0;Kaspij Aktau 2 - Taraz
Estonia_Meistriliiga;Harju JK Laagri;Narva;65.73;MEDIA;19;;;;;;2026-07-09;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, buon profilo over interno;1.78;7.22;3.94;8.08;14.0;8.4;7.2;5.33;4.44;5.33;2.1.0;Harju JK Laagri - Narva
Australia_NPLVictoria;Dandenong City;South Melbourne;64.95;MEDIA;20;;;;;;2026-07-09;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.62;8.09;9.02;5.98;10.72;4.8;9.6;4.8;5.33;6.0;2.1.0;Dandenong City - South Melbourne
Australia_NSWLeagueOne;Macarthur Rams;Bankstown City Lions;64.11;MEDIA;23;;;;;;2026-07-09;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;1.07;7.79;10.48;4.75;10.41;3.6;9.6;4.0;5.6;6.82;2.1.0;Macarthur Rams - Bankstown City Lions
Finland_Veikkausliiga;VPS;SJK;64.0;MEDIA;17;;;;;;2026-07-09;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, alta tendenza BTTS;4.36;9.29;7.6;3.9;10.0;4.8;7.2;4.57;4.57;7.71;2.1.0;VPS - SJK
Kazakhstan_FirstLeague;Shakhter K.;Turan;63.62;MEDIA;22;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, buon profilo over interno, buon profilo over esterno;0.62;13.0;12.31;1.89;5.3;7.2;8.4;6.4;6.0;2.5;2.1.0;Shakhter K. - Turan
Australia_NPLVictoria;Green Gully;Altona Magic;61.88;MEDIA;20;;;;;;2026-07-09;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, buon profilo over esterno;1.85;4.04;6.53;9.33;11.72;7.2;6.0;3.56;5.33;6.32;2.1.0;Green Gully - Altona Magic
Kazakhstan_FirstLeague;FC Batyr;Kairat Almaty 2;61.71;MEDIA;22;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, buon profilo over esterno;3.69;7.39;13.0;7.58;2.65;4.8;9.6;1.6;6.4;5.0;2.1.0;FC Batyr - Kairat Almaty 2
Kyrgyzstan_PremierLiga;Ilbirs;Ozgon;61.03;MEDIA;16;;;;;;2026-07-09;buon attacco trasferta, difesa casa vulnerabile, buon profilo over esterno, alta tendenza BTTS;4.8;6.36;10.97;7.34;6.36;3.6;6.0;2.29;5.71;7.58;2.1.0;Ilbirs - Ozgon
Australia_NPLVictoria;Preston Lions;Hume City;59.08;BASSA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, trend over recente trasferta, buon profilo over esterno;0.62;9.19;12.13;3.79;7.37;2.4;8.4;3.43;5.33;6.42;2.1.0;Preston Lions - Hume City
Australia_VictoriaPremierLeague;Northcote City;Melbourne Knights;57.67;BASSA;20;;;;;;2026-07-09;buon attacco casa, buon attacco trasferta, trend over recente trasferta;0.62;10.57;10.57;4.55;5.36;4.8;7.2;4.44;3.56;6.0;2.1.0;Northcote City - Melbourne Knights
Australia_VictoriaPremierLeague2;Eastern Lions;Werribee City;56.26;BASSA;20;;;;;;2026-07-09;buon attacco casa, difesa trasferta vulnerabile;0.62;9.19;7.78;6.31;10.72;4.8;4.8;2.0;3.56;6.49;2.1.0;Eastern Lions - Werribee City
Bolivia_DivisionProfesional;Nacional Potosi;Aurora;55.76;BASSA;12;;;;;;2026-07-09;buon attacco trasferta, alta tendenza BTTS;4.27;7.6;10.34;5.84;5.57;6.86;4.5;0.0;2.0;8.79;2.1.0;Nacional Potosi - Aurora
Belarus_VysshayaLiga;Dnepr Mogilev;FC Minsk;54.06;BASSA;15;;;;;;2026-07-09;trend over recente trasferta, buon profilo over esterno;2.13;4.64;8.02;6.49;8.64;3.6;8.4;1.33;4.8;6.0;2.1.0;Dnepr Mogilev - FC Minsk
Kyrgyzstan_PremierLiga;Bishkek City;Muras United;54.02;BASSA;16;;;;;;2026-07-09;buon attacco trasferta;3.73;5.91;12.27;5.52;5.38;3.6;4.8;2.0;4.57;6.23;2.1.0;Bishkek City - Muras United
Finland_Ykkosliiga;PK-35;KaPa;53.54;BASSA;14;;;;;;2026-07-09;difesa trasferta vulnerabile, trend over recente trasferta, buon profilo over esterno;5.33;7.52;5.91;2.48;9.26;2.4;7.2;3.2;5.33;4.91;2.1.0;PK-35 - KaPa
Kyrgyzstan_PremierLiga;Alay Osh;Toktogul;52.66;BASSA;16;;;;;;2026-07-09;difesa trasferta vulnerabile;3.73;6.75;5.49;4.87;10.45;4.8;4.8;2.67;2.67;6.43;2.1.0;Alay Osh - Toktogul
Finland_Ykkosliiga;KTP;JaPS;49.84;BASSA;14;;;;;;2026-07-09;buon attacco casa;3.56;9.55;5.32;4.55;6.36;6.0;3.6;4.0;4.0;2.91;2.1.0;KTP - JaPS
Iceland_Division_1;Njardvik;Grindavik;44.71;BASSA;19;;;;;;2026-07-09;profilo over non particolarmente marcato;2.18;6.89;4.83;4.17;6.94;4.8;4.8;2.67;3.2;4.23;2.1.0;Njardvik - Grindavik
