LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Iceland_BestaDeildKarla;Thor Akureyri;KR Reykjavik;83.91;ALTA;18;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Thor Akureyri - KR Reykjavik;5.45;5.42;10.0;7.2;10.8
Finland_Kakkonen_GroupA;PPJ;Kiffen;77.23;ALTA;11;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;PPJ - Kiffen;1.33;12.41;7.73;8.4;9.6
Iceland_BestaDeildKarla;Vikingur Reykjavik;Akureyri;74.61;MEDIA;18;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Vikingur Reykjavik - Akureyri;4.91;13.0;9.47;9.6;7.2
Finland_Kakkonen_GroupB;EBK;Abo;69.32;MEDIA;11;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS;EBK - Abo;4.0;7.22;4.09;8.0;7.2
USA_USLLeagueTwo_SouthCentral;Birmingham 2;Columbus United;67.54;MEDIA;19;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, alta tendenza BTTS;Birmingham 2 - Columbus United;3.0;7.22;9.09;8.0;6.67
Estonia_Meistriliiga;Kuressaare;Flora;67.18;MEDIA;18;buon attacco trasferta, difesa casa vulnerabile, trend over recente trasferta, profilo over trasferta positivo;Kuressaare - Flora;4.67;5.91;5.11;4.8;10.8
Lithuania_ILyga;Zalgiris 2;Hegelmann Litauen 2;66.04;MEDIA;17;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo;Zalgiris 2 - Hegelmann Litauen 2;0.8;7.6;9.42;9.6;7.2
Finland_Ykkonen;Jazz Pori;KPV;65.24;MEDIA;14;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo;Jazz Pori - KPV;2.73;6.89;10.0;4.8;10.8
Lithuania_ILyga;BFA Vilnius;Ekranas;65.04;MEDIA;17;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo;BFA Vilnius - Ekranas;1.6;6.36;8.44;8.4;9.6
Estonia_Esiliiga;Tartu Welco;Viimsi JK;62.73;MEDIA;19;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo;Tartu Welco - Viimsi JK;1.33;13.0;3.5;7.2;3.6
Belarus_VysshayaLiga;FC Minsk;Din. Minsk;61.01;MEDIA;15;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, alta tendenza BTTS;FC Minsk - Din. Minsk;2.0;8.64;4.2;7.2;7.2
Norway_OBOSLigaen;Lyn;Åsane;59.64;BASSA;14;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo;Lyn - Åsane;1.2;5.0;8.39;8.4;6.0
Belarus_VysshayaLiga;BATE;Gomel;48.84;BASSA;15;buon attacco trasferta, profilo over casa positivo;BATE - Gomel;4.0;4.09;4.17;4.8;4.8
