LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_TasmaniaSouthernChampionship;Hobart City;University of Tasmania;94.26;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Hobart City - University of Tasmania;1.33;13.0;10.0;10.8;10.8
Australia_NPLACT;Belconnen Utd.;Canberra Juventus;94.04;ALTA;16;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Belconnen Utd. - Canberra Juventus;2.0;10.45;8.71;12.0;10.8
Australia_TasmaniaNorthernChampionship;Burnie Utd.;Riverside Olympic U21;91.97;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Burnie Utd. - Riverside Olympic U21;0.86;13.0;10.0;12.0;10.67
Finland_Kakkonen_GroupC;Narpes Kraft;Jaro 2;90.83;ALTA;12;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Narpes Kraft - Jaro 2;2.67;13.0;10.0;10.67;9.33
Australia_TasmaniaSouthernChampionship;Taroona;Hobart Utd.;90.47;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Taroona - Hobart Utd.;2.67;13.0;10.0;10.8;12.0
Australia_NPLACT;Queanbeyan City;Tuggeranong Utd;89.14;ALTA;16;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Queanbeyan City - Tuggeranong Utd;0.67;13.0;10.0;9.6;12.0
Australia_NPLWesternAustralia;Armadale;Olympic Kingsway;89.04;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Armadale - Olympic Kingsway;4.36;11.82;6.67;10.8;10.8
Australia_VictoriaPremierLeague;Langwarrin;Eltham Redbacks;88.13;ALTA;19;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Langwarrin - Eltham Redbacks;0.92;10.51;8.33;9.6;10.8
Australia_TasmaniaNorthernChampionship;Ulverstone U21;Northern Rangers;87.89;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Ulverstone U21 - Northern Rangers;0.86;13.0;5.45;12.0;12.0
Australia_NPLQueensland;Queensland Lions;Olympic FC;86.63;ALTA;17;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Queensland Lions - Olympic FC;3.27;13.0;9.37;9.6;10.8
FaroeIslands_1Deild;TB Tvoroyri;Streymur 2;86.6;ALTA;16;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;TB Tvoroyri - Streymur 2;3.33;9.06;10.0;12.0;9.6
Australia_TasmaniaNorthernChampionship;Launceston U21;Somerset;86.49;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Launceston U21 - Somerset;0.86;11.33;10.0;8.4;10.8
USA_USLLeagueTwo_GreatLakes;Kalamazoo FC;Flint City;86.09;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Kalamazoo FC - Flint City;2.0;13.0;5.05;9.33;10.67
Iceland_Division_2;KFA;Olafsvik;85.08;ALTA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;KFA - Olafsvik;1.64;13.0;9.09;9.6;8.4
Iceland_Division_2;Fjolnir;Kormakur/Hvot;82.82;ALTA;22;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS;Fjolnir - Kormakur/Hvot;0.55;13.0;5.91;10.8;8.4
Australia_NPL_NSW_U20;UNSW U20;Sydney FC U20;82.08;ALTA;23;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS;UNSW U20 - Sydney FC U20;2.8;11.26;6.71;10.8;8.4
Australia_TasmaniaNorthernChampionship;Devonport U21;Launceston United U21;81.93;ALTA;13;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo;Devonport U21 - Launceston United U21;6.0;13.0;10.0;10.8;9.6
Australia_NSWLeagueOne;Blacktown Spartans;Newcastle Jets U23;81.86;ALTA;22;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS;Blacktown Spartans - Newcastle Jets U23;4.8;13.0;9.31;8.4;7.2
Norway_OBOSLigaen;Egersund;Moss;81.81;ALTA;15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Egersund - Moss;0.4;9.55;10.0;9.6;10.8
Finland_Kakkonen_GroupC;Hercules;Vaajakoski;81.77;ALTA;12;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Hercules - Vaajakoski;0.67;8.86;10.0;12.0;8.4
Finland_Kakkonen_GroupC;TP-47;GBK Kokkola;81.58;ALTA;12;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;TP-47 - GBK Kokkola;0.67;11.23;9.09;8.4;8.4
USA_USLLeagueTwo_Chesapeake;Lionsbridge;Hill City;81.56;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Lionsbridge - Hill City;3.6;13.0;8.71;9.6;8.4
Australia_NPLQueensland;Eastern Suburbs;Peninsula;81.48;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Eastern Suburbs - Peninsula;1.64;11.45;5.4;9.6;9.6
Australia_TasmaniaSouthernChampionship;New Town;Olympia Warriors;81.38;ALTA;13;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;New Town - Olympia Warriors;1.33;13.0;8.26;7.2;10.8
USA_USLLeagueTwo_GreatForest;Buffalo;Lorain County Leviathan;81.38;ALTA;20260630;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Buffalo - Lorain County Leviathan;2.0;13.0;7.58;8.4;10.67
