LeagueId;Home;Away;Score;Band;Round;Reason;Match;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent
Australia_TasmaniaSouthernChampionship;Glenorchy Knights U21;Clarence Zebras U21;99.11;ALTA;13;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Glenorchy Knights U21 - Clarence Zebras U21;2.0;13.0;10.0;12.0;10.8
Norway_OBOSLigaen;Kongsvinger;Sogndal;89.18;ALTA;15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Kongsvinger - Sogndal;3.6;13.0;10.0;9.6;9.6
Iceland_Division_1;IR Reykjavik;Afturelding;89.08;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;IR Reykjavik - Afturelding;3.82;12.36;7.44;10.8;8.4
Australia_NPLNorthernNSW;Edgeworth E.;Kahibah;87.5;ALTA;19;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Edgeworth E. - Kahibah;3.27;11.82;10.0;10.8;12.0
Iceland_Division_2;KFG Gardabaer;Selfoss;86.29;ALTA;22;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;KFG Gardabaer - Selfoss;2.18;8.27;9.09;9.6;10.8
Australia_NPLQueensland;Wynnum Wolves;Rochedale;85.34;ALTA;17;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Wynnum Wolves - Rochedale;1.09;10.34;10.0;12.0;9.6
Australia_QueenslandPremierLeague;Caboolture;Sunshine Coast Wanderers;83.07;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Caboolture - Sunshine Coast Wanderers;1.64;11.45;5.97;9.6;8.4
Iceland_Division_1;Grotta;Kopavogur;82.26;ALTA;18;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Grotta - Kopavogur;1.64;11.23;7.44;10.8;7.2
Norway_OBOSLigaen;Ranheim;Stabaek;80.53;ALTA;15;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS;Ranheim - Stabaek;0.8;13.0;4.9;10.8;7.2
Iceland_BestaDeildKarla;Hafnarfjordur;Stjarnan;79.92;ALTA;19;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS;Hafnarfjordur - Stjarnan;2.18;7.88;10.0;8.4;9.6
