Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Switzerland;Challenge League;1;2026-07-24;Etoile-Carouge;Aarau;3;0;
Switzerland;Challenge League;1;2026-07-24;Lausanne Ouchy;Nyonnais;2;0;
Switzerland;Challenge League;1;2026-07-24;Rapperswil-Jona;Wil;4;5;
Switzerland;Challenge League;1;2026-07-24;Winterthur;Yverdon;2;2;
Switzerland;Challenge League;1;2026-07-24;Xamax;Kriens;3;2;
Switzerland;Challenge League;2;2026-07-31;Kriens;Winterthur;2;0;
Switzerland;Challenge League;2;2026-07-31;Nyonnais;Rapperswil-Jona;1;2;
Switzerland;Challenge League;2;2026-07-31;Wil;Xamax;1;2;
Switzerland;Challenge League;2;2026-07-31;Yverdon;Etoile-Carouge;1;1;
Switzerland;Challenge League;2;2026-08-01;Aarau;Lausanne Ouchy;1;1;
Switzerland;Challenge League;3;2026-08-07;Aarau;Nyonnais;2;1;
Switzerland;Challenge League;3;2026-08-07;Etoile-Carouge;Xamax;0;1;
Switzerland;Challenge League;3;2026-08-07;Kriens;Yverdon;0;2;
Switzerland;Challenge League;3;2026-08-07;Lausanne Ouchy;Rapperswil-Jona;2;0;
Switzerland;Challenge League;3;2026-08-07;Winterthur;Wil;5;0;
