Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Finland;Kolmonen Western Group 3;1;2026-04-22;KPV/Akatemia;SJK-j Apollo;2;4;
Finland;Kolmonen Western Group 3;1;2026-04-23;Kiisto Vaasa;NIK;5;1;
Finland;Kolmonen Western Group 3;1;2026-04-23;Larsmo Bollklubb;SIF;1;4;
Finland;Kolmonen Western Group 3;1;2026-04-24;VIFK;Saaripotku;6;0;
Finland;Kolmonen Western Group 3;1;2026-04-25;Virkia;VPV Pallo-Veikot;1;3;
Finland;Kolmonen Western Group 3;1;2026-04-26;Sporting Kristina;YPA Ylivieska;2;4;
Finland;Kolmonen Western Group 3;1;2026-08-07;Kiisto;SJK-j;2;1;
Finland;Kolmonen Western Group 3;2;2026-04-29;SIF;Sporting Kristina;2;2;
Finland;Kolmonen Western Group 3;2;2026-04-29;VIFK;NIK;6;0;
Finland;Kolmonen Western Group 3;2;2026-05-03;SJK-j Apollo;Larsmo Bollklubb;2;0;
Finland;Kolmonen Western Group 3;2;2026-05-07;Kiisto Vaasa;SIF;3;2;
Finland;Kolmonen Western Group 3;2;2026-05-07;Larsmo Bollklubb;VPV Pallo-Veikot;1;3;
Finland;Kolmonen Western Group 3;2;2026-05-08;Saaripotku;NIK;1;5;
Finland;Kolmonen Western Group 3;2;2026-05-08;Virkia;KPV/Akatemia;4;2;
Finland;Kolmonen Western Group 3;2;2026-05-09;Sporting Kristina;SJK-j Apollo;0;1;
Finland;Kolmonen Western Group 3;2;2026-05-09;VIFK;YPA Ylivieska;5;2;
Finland;Kolmonen Western Group 3;2;2026-07-07;YPA Ylivieska;Kiisto Vaasa;1;5;
Finland;Kolmonen Western Group 3;3;2026-05-13;KPV/Akatemia;Larsmo Bollklubb;1;2;
Finland;Kolmonen Western Group 3;3;2026-05-13;NIK;Virkia;1;1;
Finland;Kolmonen Western Group 3;3;2026-05-13;YPA Ylivieska;Saaripotku;8;0;
Finland;Kolmonen Western Group 3;3;2026-05-14;SJK-j Apollo;Kiisto Vaasa;0;2;
Finland;Kolmonen Western Group 3;3;2026-05-16;SIF;VIFK;0;1;
Finland;Kolmonen Western Group 3;3;2026-05-19;Kiisto Vaasa;VPV Pallo-Veikot;2;0;
Finland;Kolmonen Western Group 3;3;2026-05-20;Sporting Kristina;KPV/Akatemia;3;1;
Finland;Kolmonen Western Group 3;3;2026-05-21;NIK;YPA Ylivieska;6;4;
Finland;Kolmonen Western Group 3;3;2026-05-22;Saaripotku;SIF;0;5;
Finland;Kolmonen Western Group 3;3;2026-05-23;VIFK;SJK-j Apollo;0;0;
Finland;Kolmonen Western Group 3;3;2026-05-23;Virkia;Larsmo Bollklubb;3;0;
Finland;Kolmonen Western Group 3;4;2026-05-26;KPV/Akatemia;Kiisto Vaasa;4;4;
Finland;Kolmonen Western Group 3;4;2026-05-27;Larsmo Bollklubb;Sporting Kristina;1;2;
Finland;Kolmonen Western Group 3;4;2026-05-27;VPV Pallo-Veikot;VIFK;1;2;
Finland;Kolmonen Western Group 3;4;2026-05-28;SIF;NIK;2;0;
Finland;Kolmonen Western Group 3;4;2026-05-28;YPA Ylivieska;Virkia;1;2;
Finland;Kolmonen Western Group 3;4;2026-06-03;VIFK;KPV/Akatemia;7;1;
Finland;Kolmonen Western Group 3;4;2026-06-04;Larsmo Bollklubb;Kiisto Vaasa;0;5;
Finland;Kolmonen Western Group 3;4;2026-06-04;NIK;SJK-j Apollo;3;1;
Finland;Kolmonen Western Group 3;4;2026-06-04;Saaripotku;VPV Pallo-Veikot;2;6;
Finland;Kolmonen Western Group 3;4;2026-06-04;YPA Ylivieska;SIF;2;1;
Finland;Kolmonen Western Group 3;4;2026-06-06;Virkia;Sporting Kristina;0;2;
Finland;Kolmonen Western Group 3;5;2026-06-10;KPV/Akatemia;Saaripotku;5;0;
Finland;Kolmonen Western Group 3;5;2026-06-10;Sporting Kristina;Kiisto Vaasa;1;2;
Finland;Kolmonen Western Group 3;5;2026-06-11;Larsmo Bollklubb;VIFK;0;5;
Finland;Kolmonen Western Group 3;5;2026-06-11;SIF;Virkia;0;3;
Finland;Kolmonen Western Group 3;5;2026-06-11;SJK-j Apollo;YPA Ylivieska;2;2;
Finland;Kolmonen Western Group 3;5;2026-06-11;VPV Pallo-Veikot;NIK;1;1;
Finland;Kolmonen Western Group 3;5;2026-06-15;VIFK;Sporting Kristina;0;1;
Finland;Kolmonen Western Group 3;5;2026-06-17;SIF;SJK-j Apollo;2;2;
Finland;Kolmonen Western Group 3;5;2026-06-17;Virkia;Kiisto Vaasa;3;3;
Finland;Kolmonen Western Group 3;5;2026-06-17;YPA Ylivieska;VPV Pallo-Veikot;4;0;
Finland;Kolmonen Western Group 3;5;2026-06-18;NIK;KPV/Akatemia;2;1;
Finland;Kolmonen Western Group 3;5;2026-06-18;Saaripotku;Larsmo Bollklubb;1;1;
Finland;Kolmonen Western Group 3;6;2026-06-23;KPV/Akatemia;YPA Ylivieska;5;3;
Finland;Kolmonen Western Group 3;6;2026-06-24;Virkia;SJK-j Apollo;1;0;
Finland;Kolmonen Western Group 3;6;2026-06-25;Kiisto Vaasa;VIFK;1;2;
Finland;Kolmonen Western Group 3;6;2026-06-25;Larsmo Bollklubb;NIK;5;0;
Finland;Kolmonen Western Group 3;6;2026-06-25;VPV Pallo-Veikot;SIF;1;1;
Finland;Kolmonen Western Group 3;6;2026-06-29;VIFK;Virkia;3;1;
Finland;Kolmonen Western Group 3;6;2026-07-01;SIF;KPV/Akatemia;3;2;
Finland;Kolmonen Western Group 3;6;2026-07-02;NIK;Sporting Kristina;1;1;
Finland;Kolmonen Western Group 3;6;2026-07-02;SJK-j Apollo;VPV Pallo-Veikot;0;2;
Finland;Kolmonen Western Group 3;6;2026-07-02;YPA Ylivieska;Larsmo Bollklubb;4;1;
Finland;Kolmonen Western Group 3;6;2026-07-03;Saaripotku;Kiisto Vaasa;0;2;
Finland;Kolmonen Western Group 3;6;2026-07-10;Sporting Kristina;SIF;1;2;
Finland;Kolmonen Western Group 3;7;2026-07-15;Saaripotku;VIFK;0;7;
Finland;Kolmonen Western Group 3;7;2026-07-16;NIK;Kiisto Vaasa;0;0;
Finland;Kolmonen Western Group 3;7;2026-07-16;SIF;Larsmo Bollklubb;2;0;
Finland;Kolmonen Western Group 3;7;2026-07-16;SJK-j Apollo;KPV/Akatemia;6;3;
Finland;Kolmonen Western Group 3;7;2026-07-16;VPV Pallo-Veikot;Virkia;1;0;
Finland;Kolmonen Western Group 3;7;2026-07-16;YPA Ylivieska;Sporting Kristina;2;0;
Finland;Kolmonen Western Group 3;7;2026-07-22;Larsmo Bollklubb;SJK-j Apollo;4;2;
Finland;Kolmonen Western Group 3;7;2026-07-23;KPV/Akatemia;VPV Pallo-Veikot;2;1;
Finland;Kolmonen Western Group 3;7;2026-07-23;Kiisto Vaasa;YPA Ylivieska;0;1;
Finland;Kolmonen Western Group 3;7;2026-07-23;NIK;VIFK;1;3;
Finland;Kolmonen Western Group 3;7;2026-07-25;Virkia;Saaripotku;18;0;
Finland;Kolmonen Western Group 3;8;2026-07-29;KPV/Akatemia;Lapuan Virkiä;2;4;
Finland;Kolmonen Western Group 3;8;2026-08-07;VIFK;Sundom IF;3;1;
Finland;Kolmonen Western Group 3;9;2026-08-04;VPV;KPV/Akatemia;1;0;
Finland;Kolmonen Western Group 3;9;2026-08-08;Virkiä;NIK;2;1;
Finland;Kolmonen Western Group 3;9;2026-08-13;SJK-j;VIFK;2;1;
Finland;Kolmonen Western Group 3;10;2026-08-08;Larsmo Bollklubb;KPV/Akatemia;3;1;
Finland;Kolmonen Western Group 3;10;2026-08-09;Sp. Kristina;VPV;1;2;
Finland;Kolmonen Western Group 3;10;2026-08-13;FC Ylivieska;NIK;2;1;
Finland;Kolmonen Western Group 3;11;2026-08-11;VPV;Kiisto;2;1;
Finland;Kolmonen Western Group 3;11;2026-08-13;Larsmo Bollklubb;Virkiä;2;1;
