Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
France;National;1;2026-08-07;Aubagne;Thionville;0;3;
France;National;1;2026-08-07;Bastia;Le Puy-en-Velay;0;2;
France;National;1;2026-08-07;Bourg en Bresse;Villefranche;3;2;
France;National;1;2026-08-07;Caen;Valenciennes;4;0;
France;National;1;2026-08-07;Concarneau;Orleans;0;2;
France;National;1;2026-08-07;Fleury-Merogis;Amiens;0;0;
France;National;1;2026-08-07;La Roche;Versailles;3;2;
France;National;1;2026-08-07;Paris 13 Atl.;Quevilly Rouen;1;0;
France;National;1;2026-08-07;Rouen;Cannes;0;0;
France;National;2;2026-08-14;Amiens;La Roche;0;1;
France;National;2;2026-08-14;Aubagne;Bastia;0;1;
France;National;2;2026-08-14;Cannes;Fleury-Merogis;1;1;
France;National;2;2026-08-14;Orleans;Rouen;1;2;
France;National;2;2026-08-14;Quevilly Rouen;Concarneau;1;1;
France;National;2;2026-08-14;Thionville;Caen;4;3;
France;National;2;2026-08-14;Valenciennes;Bourg en Bresse;2;0;
France;National;2;2026-08-14;Versailles;Le Puy-en-Velay;1;0;
France;National;2;2026-08-14;Villefranche;Paris 13 Atl.;2;0;
