Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Great Plains Division;2026;1;2026-05-10;St. Louis Ambush;Peoria;1;3;
USA;USL League Two - Great Plains Division;2026;2;2026-05-16;Menace;Santafe Wanderers;2;3;
USA;USL League Two - Great Plains Division;2026;3;2026-05-17;Sunflower State;St. Louis Ambush;1;4;
USA;USL League Two - Great Plains Division;2026;4;2026-05-21;Springfield FC;St. Louis Ambush;0;2;
USA;USL League Two - Great Plains Division;2026;5;2026-05-23;Springfield FC;Sunflower State;1;2;
USA;USL League Two - Great Plains Division;2026;6;2026-05-24;Peoria;Menace;3;1;
USA;USL League Two - Great Plains Division;2026;6;2026-05-24;Santafe Wanderers;St. Louis Ambush;1;1;
USA;USL League Two - Great Plains Division;2026;7;2026-05-28;Springfield FC;Peoria;3;3;
USA;USL League Two - Great Plains Division;2026;8;2026-05-31;Menace;Sunflower State;3;1;
USA;USL League Two - Great Plains Division;2026;9;2026-06-04;Santafe Wanderers;Peoria;0;1;
USA;USL League Two - Great Plains Division;2026;9;2026-06-04;Sunflower State;Menace;2;0;
USA;USL League Two - Great Plains Division;2026;10;2026-06-06;Sunflower State;Springfield FC;3;2;
USA;USL League Two - Great Plains Division;2026;11;2026-06-07;St. Louis Ambush;Santafe Wanderers;0;2;
USA;USL League Two - Great Plains Division;2026;12;2026-06-11;Santafe Wanderers;Menace;1;1;
USA;USL League Two - Great Plains Division;2026;12;2026-06-11;St. Louis Ambush;Springfield FC;2;2;
USA;USL League Two - Great Plains Division;2026;13;2026-06-14;Menace;Springfield FC;3;1;
USA;USL League Two - Great Plains Division;2026;13;2026-06-14;Peoria;Santafe Wanderers;2;1;
USA;USL League Two - Great Plains Division;2026;13;2026-06-14;St. Louis Ambush;Sunflower State;2;1;
USA;USL League Two - Great Plains Division;2026;14;2026-06-18;Springfield FC;Peoria;0;5;
USA;USL League Two - Great Plains Division;2026;14;2026-06-18;St. Louis Ambush;Menace;0;1;
USA;USL League Two - Great Plains Division;2026;15;2026-06-21;Peoria;Sunflower State;2;0;
USA;USL League Two - Great Plains Division;2026;15;2026-06-21;Springfield FC;Santafe Wanderers;0;3;
USA;USL League Two - Great Plains Division;2026;16;2026-06-24;Peoria;St. Louis Ambush;2;0;
USA;USL League Two - Great Plains Division;2026;17;2026-06-25;Santafe Wanderers;Sunflower State;5;2;
