Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Germany;Regionalliga Bayern;1;2026-07-23;Aubstadt;Schweinfurt;5;1;
Germany;Regionalliga Bayern;1;2026-07-24;Ansbach;Burghausen;0;4;
Germany;Regionalliga Bayern;1;2026-07-24;Bayern II;Eltersdorf;0;1;
Germany;Regionalliga Bayern;1;2026-07-24;Bayreuth;Augsburg II;3;0;
Germany;Regionalliga Bayern;1;2026-07-24;Eichstatt;Illertissen;0;3;
Germany;Regionalliga Bayern;1;2026-07-24;Landsberg;Memmingen;0;1;
Germany;Regionalliga Bayern;1;2026-07-24;Schwaben Augsburg;Buchbach;1;1;
Germany;Regionalliga Bayern;1;2026-07-24;Vilzing;Norinberga II;3;1;
Germany;Regionalliga Bayern;1;2026-07-25;Unterhaching;Furth II;1;0;
Germany;Regionalliga Bayern;2;2026-07-31;Augsburg II;Landsberg;3;2;
Germany;Regionalliga Bayern;2;2026-07-31;Buchbach;Eichstatt;5;1;
Germany;Regionalliga Bayern;2;2026-07-31;Burghausen;Bayern II;2;0;
Germany;Regionalliga Bayern;2;2026-07-31;Eltersdorf;Vilzing;0;1;
Germany;Regionalliga Bayern;2;2026-07-31;Illertissen;Schwaben Augsburg;2;0;
Germany;Regionalliga Bayern;2;2026-07-31;Norinberga II;Unterhaching;1;2;
Germany;Regionalliga Bayern;2;2026-08-01;Furth II;Bayreuth;0;2;
Germany;Regionalliga Bayern;2;2026-08-01;Memmingen;Ansbach;4;1;
Germany;Regionalliga Bayern;2;2026-08-01;Schweinfurt;Monaco 1860;2;2;
Germany;Regionalliga Bayern;3;2026-08-07;Aubstadt;Burghausen;2;2;
Germany;Regionalliga Bayern;3;2026-08-07;Bayreuth;Memmingen;1;3;
Germany;Regionalliga Bayern;3;2026-08-07;Landsberg;Illertissen;2;2;
Germany;Regionalliga Bayern;3;2026-08-07;Monaco 1860;Augsburg II;2;2;
Germany;Regionalliga Bayern;3;2026-08-07;Norinberga II;Buchbach;0;2;
Germany;Regionalliga Bayern;3;2026-08-07;Schwaben Augsburg;Eichstatt;1;1;
Germany;Regionalliga Bayern;3;2026-08-08;Bayern II;Schweinfurt;1;1;
Germany;Regionalliga Bayern;3;2026-08-08;Unterhaching;Eltersdorf;0;0;
Germany;Regionalliga Bayern;3;2026-08-08;Vilzing;Furth II;1;0;
