Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Switzerland;Super League;1;2026-07-25;Lausanne;Grasshoppers;1;1;
Switzerland;Super League;1;2026-07-25;Luzern;Thun;1;3;
Switzerland;Super League;1;2026-07-25;Servette;Basilea;0;1;
Switzerland;Super League;1;2026-07-26;Lugano;Vaduz;2;1;
Switzerland;Super League;1;2026-07-26;St. Gallen;Zurigo;2;1;
Switzerland;Super League;1;2026-07-26;Young Boys;Sion;4;2;
Switzerland;Super League;2;2026-08-01;Basilea;Lausanne;0;1;
Switzerland;Super League;2;2026-08-01;Thun;Young Boys;0;6;
Switzerland;Super League;2;2026-08-01;Zurigo;Servette;2;1;
Switzerland;Super League;2;2026-08-02;Grasshoppers;Lugano;1;4;
Switzerland;Super League;2;2026-08-02;Sion;Luzern;3;0;
Switzerland;Super League;2;2026-08-02;Vaduz;St. Gallen;2;3;
