Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Sweden;Norra Svealand;2026;1;2026-03-28;Enskede;Lidingo IFK;1;0;
Sweden;Norra Svealand;2026;1;2026-03-28;Gute;IK Franke;2;1;
Sweden;Norra Svealand;2026;1;2026-03-28;Korsnas;Bollstanas;1;3;
Sweden;Norra Svealand;2026;1;2026-03-28;Skiljebo;Viggbyholms;4;0;
Sweden;Norra Svealand;2026;1;2026-03-28;Taby;Falu;0;0;
Sweden;Norra Svealand;2026;1;2026-03-29;Kungsangen;Angby;3;3;
Sweden;Norra Svealand;2026;1;2026-03-29;Sunnersta AIF;Helges;5;0;
Sweden;Norra Svealand;2026;2;2026-04-03;IK Franke;Taby;3;0;
Sweden;Norra Svealand;2026;2;2026-04-03;Viggbyholms;Enskede;1;2;
Sweden;Norra Svealand;2026;2;2026-04-05;Angby;Sunnersta AIF;1;1;
Sweden;Norra Svealand;2026;2;2026-04-05;Bollstanas;Gute;2;5;
Sweden;Norra Svealand;2026;2;2026-04-05;Falu;Kungsangen;1;0;
Sweden;Norra Svealand;2026;2;2026-04-05;Helges;Skiljebo;0;4;
Sweden;Norra Svealand;2026;2;2026-04-05;Lidingo IFK;Korsnas;1;1;
Sweden;Norra Svealand;2026;3;2026-04-11;IK Franke;Lidingo IFK;3;1;
Sweden;Norra Svealand;2026;3;2026-04-11;Kungsangen;Enskede;0;2;
Sweden;Norra Svealand;2026;3;2026-04-11;Taby;Bollstanas;1;2;
Sweden;Norra Svealand;2026;3;2026-04-12;Falu;Skiljebo;1;1;
Sweden;Norra Svealand;2026;3;2026-04-12;Gute;Korsnas;1;1;
Sweden;Norra Svealand;2026;3;2026-04-12;Helges;Angby;0;4;
Sweden;Norra Svealand;2026;3;2026-04-12;Viggbyholms;Sunnersta AIF;2;4;
Sweden;Norra Svealand;2026;4;2026-04-18;Angby;Falu;1;2;
Sweden;Norra Svealand;2026;4;2026-04-18;Bollstanas;Helges;0;0;
Sweden;Norra Svealand;2026;4;2026-04-18;Enskede;Gute;2;0;
Sweden;Norra Svealand;2026;4;2026-04-18;Sunnersta AIF;IK Franke;3;1;
Sweden;Norra Svealand;2026;4;2026-04-19;Korsnas;Taby;0;3;
Sweden;Norra Svealand;2026;4;2026-04-19;Kungsangen;Viggbyholms;0;0;
Sweden;Norra Svealand;2026;4;2026-04-19;Skiljebo;Lidingo IFK;3;2;
Sweden;Norra Svealand;2026;5;2026-04-25;Falu;Viggbyholms;5;0;
Sweden;Norra Svealand;2026;5;2026-04-25;Helges;IK Franke;0;3;
Sweden;Norra Svealand;2026;5;2026-04-25;Lidingo IFK;Sunnersta AIF;1;5;
Sweden;Norra Svealand;2026;5;2026-04-26;Gute;Angby;1;3;
Sweden;Norra Svealand;2026;5;2026-04-26;Korsnas;Enskede;3;2;
Sweden;Norra Svealand;2026;5;2026-04-26;Skiljebo;Bollstanas;4;4;
Sweden;Norra Svealand;2026;5;2026-04-26;Taby;Kungsangen;3;0;
Sweden;Norra Svealand;2026;6;2026-05-02;IK Franke;Angby;4;1;
Sweden;Norra Svealand;2026;6;2026-05-02;Kungsangen;Korsnas;1;1;
Sweden;Norra Svealand;2026;6;2026-05-02;Sunnersta AIF;Skiljebo;0;1;
Sweden;Norra Svealand;2026;6;2026-05-02;Taby;Enskede;3;1;
Sweden;Norra Svealand;2026;6;2026-05-02;Viggbyholms;Gute;0;1;
Sweden;Norra Svealand;2026;6;2026-05-03;Bollstanas;Lidingo IFK;1;3;
Sweden;Norra Svealand;2026;6;2026-05-03;Falu;Helges;2;2;
Sweden;Norra Svealand;2026;7;2026-05-09;Enskede;Sunnersta AIF;1;1;
Sweden;Norra Svealand;2026;7;2026-05-09;Gute;Taby;2;2;
Sweden;Norra Svealand;2026;7;2026-05-09;Helges;Viggbyholms;2;0;
Sweden;Norra Svealand;2026;7;2026-05-09;IK Franke;Falu;1;2;
