Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Peru;Liga 1 - Clausura;1;2026-07-17;FC Cajamarca;Juan Pablo II;2;2;
Peru;Liga 1 - Clausura;1;2026-07-17;Sporting Cristal;Deportivo Garcilaso;1;0;
Peru;Liga 1 - Clausura;1;2026-07-18;AD Tarma;U. de Deportes;1;2;
Peru;Liga 1 - Clausura;1;2026-07-18;Cienciano;Melgar;1;3;
Peru;Liga 1 - Clausura;1;2026-07-18;Grau;Cajamarca;3;1;
Peru;Liga 1 - Clausura;1;2026-07-18;Moquegua;Comerciantes Unidos;2;2;
Peru;Liga 1 - Clausura;1;2026-07-19;Cusco;Alianza Atl.;4;1;
Peru;Liga 1 - Clausura;1;2026-07-19;Los Chankas;Sport Boys;1;0;
Peru;Liga 1 - Clausura;1;2026-07-20;A. Lima;Huancayo;2;1;
Peru;Liga 1 - Clausura;2;2026-07-31;Los Chankas;Comerciantes Unidos;3;2;
