Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Czech Republic;ChNL;1;2026-07-24;Dukla Praga;Ceska Lipa;2;0;
Czech Republic;ChNL;1;2026-07-24;Jihlava;Zizkov;1;0;
Czech Republic;ChNL;1;2026-07-24;Kromeriz;Taborsko;0;0;
Czech Republic;ChNL;1;2026-07-24;Prostejov;Trinec;1;1;
Czech Republic;ChNL;1;2026-07-24;Usti n. L.;Kladno;2;1;
Czech Republic;ChNL;1;2026-07-26;Ostrava B;Vlasim;2;2;
Czech Republic;ChNL;1;2026-07-26;Slavia Praga B;Pribram;2;2;
Czech Republic;ChNL;1;2026-07-27;Opava;Karvina;2;0;
Czech Republic;ChNL;2;2026-07-31;Karvina;Vlasim;1;0;
Czech Republic;ChNL;2;2026-07-31;Kladno;Ostrava B;1;0;
Czech Republic;ChNL;2;2026-07-31;Pribram;Opava;1;0;
Czech Republic;ChNL;2;2026-07-31;Taborsko;Dukla Praga;2;2;
Czech Republic;ChNL;2;2026-07-31;Zizkov;Prostejov;1;0;
Czech Republic;ChNL;2;2026-08-01;Kromeriz;Usti n. L.;0;2;
Czech Republic;ChNL;2;2026-08-01;Trinec;Jihlava;0;0;
Czech Republic;ChNL;2;2026-08-02;Ceska Lipa;Slavia Praga B;1;1;
Czech Republic;ChNL;3;2026-08-07;Dukla Praga;Kromeriz;2;0;
Czech Republic;ChNL;3;2026-08-07;Jihlava;Pribram;1;2;
Czech Republic;ChNL;3;2026-08-07;Opava;Kladno;1;1;
Czech Republic;ChNL;3;2026-08-07;Prostejov;Karvina;1;2;
Czech Republic;ChNL;3;2026-08-07;Slavia Praga B;Trinec;3;2;
Czech Republic;ChNL;3;2026-08-07;Usti n. L.;Ceska Lipa;3;3;
Czech Republic;ChNL;3;2026-08-07;Vlasim;Zizkov;4;1;
Czech Republic;ChNL;3;2026-08-09;Ostrava B;Taborsko;1;2;
Czech Republic;ChNL;4;2026-08-14;Dukla Praga;Slavia Praga B;1;3;
Czech Republic;ChNL;4;2026-08-14;Kladno;Vlasim;1;1;
Czech Republic;ChNL;4;2026-08-15;Ceska Lipa;Karvina;2;5;
Czech Republic;ChNL;4;2026-08-15;Kromeriz;Jihlava;0;4;
Czech Republic;ChNL;4;2026-08-15;Pribram;Prostejov;2;2;
Czech Republic;ChNL;4;2026-08-15;Taborsko;Opava;3;0;
Czech Republic;ChNL;4;2026-08-16;Zizkov;Ostrava B;1;4;
Czech Republic;ChNL;4;2026-08-17;Trinec;Usti n. L.;0;0;
Czech Republic;ChNL;5;2026-08-21;Jihlava;Taborsko;0;1;
Czech Republic;ChNL;5;2026-08-21;Karvina;Zizkov;3;0;
Czech Republic;ChNL;5;2026-08-21;Opava;Trinec;2;2;
Czech Republic;ChNL;5;2026-08-21;Prostejov;Kladno;3;1;
Czech Republic;ChNL;5;2026-08-21;Usti n. L.;Dukla Praga;3;1;
Czech Republic;ChNL;5;2026-08-21;Vlasim;Pribram;2;2;
Czech Republic;ChNL;5;2026-08-23;Ostrava B;Ceska Lipa;0;1;
Czech Republic;ChNL;5;2026-08-23;Slavia Praga B;Kromeriz;4;1;
Czech Republic;ChNL;5;2026-08-28;Dukla Praga;Jihlava;3;1;
Czech Republic;ChNL;5;2026-08-29;Pribram;Karvina;2;1;
Czech Republic;ChNL;5;2026-08-29;Taborsko;Usti n. L.;0;1;
Czech Republic;ChNL;5;2026-08-30;Kladno;Zizkov;3;0;
Czech Republic;ChNL;6;2026-08-29;Ceska Lipa;Vlasim;2;1;
Czech Republic;ChNL;6;2026-08-29;Kromeriz;Prostejov;2;1;
Czech Republic;ChNL;6;2026-08-29;Trinec;Ostrava B;1;4;
Czech Republic;ChNL;6;2026-08-30;Slavia Praga B;Opava;3;3;
