Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Sweden;Division 1 Södra;2026;1;2026-04-03;AFC Malmo;Kristianstad;2;2;
Sweden;Division 1 Södra;2026;1;2026-04-03;Angelholm;Trelleborg;1;5;
Sweden;Division 1 Södra;2026;1;2026-04-03;Trollhättan;Hassleholms IF;3;4;
Sweden;Division 1 Södra;2026;1;2026-04-03;Utsikten;Olympic;1;3;
Sweden;Division 1 Södra;2026;1;2026-04-04;Eskilsminne;Laholms;1;0;
Sweden;Division 1 Södra;2026;1;2026-04-04;Rosengard;Lunds;2;2;
Sweden;Division 1 Södra;2026;1;2026-04-05;Atvidaberg;Jonkoping;1;0;
Sweden;Division 1 Södra;2026;1;2026-04-06;Skövde;Tvaaker;0;0;
Sweden;Division 1 Södra;2026;2;2026-04-10;Hassleholms IF;Rosengard;1;1;
Sweden;Division 1 Södra;2026;2;2026-04-11;Kristianstad;Skövde;0;0;
Sweden;Division 1 Södra;2026;2;2026-04-11;Laholms;Angelholm;1;1;
Sweden;Division 1 Södra;2026;2;2026-04-11;Lunds;Atvidaberg;2;0;
Sweden;Division 1 Södra;2026;2;2026-04-11;Olympic;Trollhättan;1;2;
Sweden;Division 1 Södra;2026;2;2026-04-11;Trelleborg;AFC Malmo;1;1;
Sweden;Division 1 Södra;2026;2;2026-04-11;Tvaaker;Eskilsminne;1;0;
Sweden;Division 1 Södra;2026;2;2026-04-12;Jonkoping;Utsikten;1;2;
Sweden;Division 1 Södra;2026;3;2026-04-17;Hassleholms IF;Olympic;4;0;
Sweden;Division 1 Södra;2026;3;2026-04-18;AFC Malmo;Rosengard;1;1;
Sweden;Division 1 Södra;2026;3;2026-04-18;Eskilsminne;Jonkoping;2;2;
Sweden;Division 1 Södra;2026;3;2026-04-18;Skövde;Laholms;1;0;
Sweden;Division 1 Södra;2026;3;2026-04-18;Trelleborg;Tvaaker;4;1;
Sweden;Division 1 Södra;2026;3;2026-04-18;Utsikten;Trollhättan;1;2;
Sweden;Division 1 Södra;2026;3;2026-04-19;Angelholm;Lunds;0;0;
Sweden;Division 1 Södra;2026;3;2026-04-19;Atvidaberg;Kristianstad;2;1;
Sweden;Division 1 Södra;2026;4;2026-04-24;Trollhättan;Skövde;1;1;
Sweden;Division 1 Södra;2026;4;2026-04-25;Angelholm;Hassleholms IF;1;1;
Sweden;Division 1 Södra;2026;4;2026-04-25;Atvidaberg;AFC Malmo;3;0;
Sweden;Division 1 Södra;2026;4;2026-04-25;Laholms;Trelleborg;0;4;
Sweden;Division 1 Södra;2026;4;2026-04-25;Lunds;Tvaaker;1;0;
Sweden;Division 1 Södra;2026;4;2026-04-25;Rosengard;Eskilsminne;0;3;
Sweden;Division 1 Södra;2026;4;2026-04-26;Kristianstad;Utsikten;4;1;
Sweden;Division 1 Södra;2026;4;2026-04-26;Olympic;Jonkoping;3;1;
Sweden;Division 1 Södra;2026;5;2026-05-01;Eskilsminne;Angelholm;0;6;
Sweden;Division 1 Södra;2026;5;2026-05-01;Hassleholms IF;Lunds;0;1;
Sweden;Division 1 Södra;2026;5;2026-05-02;Jonkoping;Kristianstad;3;0;
Sweden;Division 1 Södra;2026;5;2026-05-02;Skövde;Atvidaberg;0;0;
Sweden;Division 1 Södra;2026;5;2026-05-02;Trelleborg;Olympic;2;1;
Sweden;Division 1 Södra;2026;5;2026-05-02;Trollhättan;Rosengard;0;2;
Sweden;Division 1 Södra;2026;5;2026-05-02;Tvaaker;Laholms;1;2;
Sweden;Division 1 Södra;2026;5;2026-05-02;Utsikten;AFC Malmo;0;3;
Sweden;Division 1 Södra;2026;6;2026-05-08;AFC Malmo;Hassleholms IF;3;2;
Sweden;Division 1 Södra;2026;6;2026-05-09;Eskilsminne;Utsikten;4;0;
Sweden;Division 1 Södra;2026;6;2026-05-09;Olympic;Kristianstad;2;0;
Sweden;Division 1 Södra;2026;6;2026-05-09;Rosengard;Tvaaker;0;1;
Sweden;Division 1 Södra;2026;6;2026-05-09;Skövde;Angelholm;1;1;
Sweden;Division 1 Södra;2026;6;2026-05-09;Trollhättan;Lunds;1;1;
Sweden;Division 1 Södra;2026;6;2026-05-10;Atvidaberg;Trelleborg;1;2;
Sweden;Division 1 Södra;2026;6;2026-05-10;Jonkoping;Laholms;2;1;
Sweden;Division 1 Södra;2026;7;2026-05-13;Hassleholms IF;Eskilsminne;1;3;
