Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Hungary;NB I.;1;2026-07-24;Nyiregyhaza;Ujpest;2;1;
Hungary;NB I.;1;2026-07-25;Kisvarda;Honved;1;1;
Hungary;NB I.;1;2026-07-26;Debrecen;Puskas Academy;0;2;
Hungary;NB I.;1;2026-07-26;Paks;Ferencvaros;4;2;
Hungary;NB I.;1;2026-07-26;Vasas;Győr;2;2;
Hungary;NB I;1;2026-07-28;MTK Budapest;Zalaegerszeg;3;0;
Hungary;NB I;2;2026-07-31;Puskas Academy;Kisvarda;0;2;
Hungary;NB I;2;2026-08-01;Honved;MTK Budapest;3;3;
Hungary;NB I;2;2026-08-02;Ferencvaros;Vasas;0;0;
Hungary;NB I;2;2026-08-02;Győr;Nyiregyhaza;4;0;
Hungary;NB I;2;2026-08-02;Ujpest;Debrecen;4;2;
Hungary;NB I;2;2026-08-03;Zalaegerszeg;Paks;5;2;
Hungary;NB I;3;2026-08-07;MTK Budapest;Puskas Academy;2;3;
Hungary;NB I;3;2026-08-08;Kisvarda;Ujpest;2;4;
Hungary;NB I;3;2026-08-08;Vasas;Zalaegerszeg;5;0;
Hungary;NB I;3;2026-08-09;Debrecen;Nyiregyhaza;1;0;
Hungary;NB I;3;2026-08-09;Paks;Honved;2;2;
Hungary;NB I;4;2026-08-14;Honved;Vasas;1;2;
Hungary;NB I;4;2026-08-15;Nyiregyhaza;Kisvarda;2;1;
Hungary;NB I;4;2026-08-15;Ujpest;MTK Budapest;1;1;
Hungary;NB I;4;2026-08-16;Debrecen;Győr;1;1;
Hungary;NB I;4;2026-08-16;Puskas Academy;Paks;3;2;
Hungary;NB I;4;2026-08-17;Zalaegerszeg;Ferencvaros;0;1;
Hungary;NB I;5;2026-08-22;MTK Budapest;Nyiregyhaza;2;1;
Hungary;NB I;5;2026-08-22;Vasas;Puskas Academy;0;1;
Hungary;NB I;5;2026-08-23;Győr;Zalaegerszeg;3;0;
Hungary;NB I;5;2026-08-23;Kisvarda;Debrecen;0;0;
Hungary;NB I;5;2026-08-29;Budapest Honved;Zalaegerszeg;1;0;
Hungary;NB I;5;2026-08-29;Debrecen;MTK Budapest;2;2;
Hungary;NB I;5;2026-08-29;Ujpest;Vasas Budapest;3;1;
Hungary;NB I;6;2026-08-29;Honved;Zalaegerszeg;1;0;
Hungary;NB I;6;2026-08-29;Nyiregyhaza;Paks;1;1;
Hungary;NB I;6;2026-08-29;Ujpest;Vasas;3;1;
Hungary;NB I;6;2026-08-30;Kisvarda;Győr;1;1;
Hungary;NB I;6;2026-08-30;Puskas Academy;Ferencvaros;1;2;
