Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Sweden;Division 2 Norrland;2026;1;2026-04-11;Boden;IFK Umea;2;0;
Sweden;Division 2 Norrland;2026;1;2026-04-11;IFK Lulea;Taftea IK;4;0;
Sweden;Division 2 Norrland;2026;1;2026-04-11;Umea FC Akademi;Storfors;2;1;
Sweden;Division 2 Norrland;2026;1;2026-04-11;Umea FF;Gottne;1;3;
Sweden;Division 2 Norrland;2026;1;2026-04-12;Kubikenborgs IF;Friska Viljor;3;1;
Sweden;Division 2 Norrland;2026;1;2026-04-12;Lucksta;IFK Ostersund;2;4;
Sweden;Division 2 Norrland;2026;2;2026-04-18;Boden;Umea FC Akademi;1;1;
Sweden;Division 2 Norrland;2026;2;2026-04-18;Friska Viljor;Fransta;5;0;
Sweden;Division 2 Norrland;2026;2;2026-04-18;Gottne;Kubikenborgs IF;3;2;
Sweden;Division 2 Norrland;2026;2;2026-04-18;IFK Ostersund;Umea FF;2;3;
Sweden;Division 2 Norrland;2026;2;2026-04-18;IFK Umea;IFK Lulea;1;2;
Sweden;Division 2 Norrland;2026;2;2026-04-19;Taftea IK;Skelleftea;0;1;
Sweden;Division 2 Norrland;2026;3;2026-04-25;Fransta;Gottne;2;1;
Sweden;Division 2 Norrland;2026;3;2026-04-25;IFK Lulea;Umea FC Akademi;3;0;
Sweden;Division 2 Norrland;2026;3;2026-04-25;Skelleftea;Storfors;2;2;
Sweden;Division 2 Norrland;2026;3;2026-04-25;Taftea IK;IFK Umea;3;0;
Sweden;Division 2 Norrland;2026;3;2026-04-26;Kubikenborgs IF;IFK Ostersund;2;0;
Sweden;Division 2 Norrland;2026;3;2026-04-26;Umea FF;Lucksta;1;4;
Sweden;Division 2 Norrland;2026;4;2026-05-01;Boden;Storfors;2;0;
Sweden;Division 2 Norrland;2026;4;2026-05-02;IFK Ostersund;Fransta;4;1;
Sweden;Division 2 Norrland;2026;4;2026-05-02;IFK Umea;Skelleftea;0;5;
Sweden;Division 2 Norrland;2026;4;2026-05-02;Umea FC Akademi;Taftea IK;1;5;
Sweden;Division 2 Norrland;2026;4;2026-05-03;Friska Viljor;Gottne;3;4;
Sweden;Division 2 Norrland;2026;4;2026-05-04;Lucksta;Kubikenborgs IF;1;0;
Sweden;Division 2 Norrland;2026;5;2026-05-06;IFK Umea;Umea FC Akademi;1;4;
Sweden;Division 2 Norrland;2026;5;2026-05-06;Skelleftea;Boden;2;0;
Sweden;Division 2 Norrland;2026;5;2026-05-06;Storfors;IFK Lulea;1;5;
Sweden;Division 2 Norrland;2026;5;2026-05-09;Friska Viljor;IFK Ostersund;1;1;
Sweden;Division 2 Norrland;2026;5;2026-05-10;Fransta;Lucksta;1;1;
Sweden;Division 2 Norrland;2026;5;2026-05-10;Kubikenborgs IF;Umea FF;1;1;
Sweden;Division 2 Norrland;2026;6;2026-05-10;IFK Lulea;Boden;1;1;
