Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Germany;Oberliga NOFV-Sud;1;2026-08-07;Halberstadt;Einheit Wernigerode;3;1;
Germany;Oberliga NOFV-Sud;1;2026-08-09;1.FC Frankfurt;Weissenfels;0;3;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Bautzen;Eilenburg;2;5;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Dresden 2;Freital;1;0;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Halle;Auerbach;2;1;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Meuselwitz;Glauchau;2;0;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Plauen;Einheit Rudolstadt;3;1;
Germany;Oberliga NOFV-Sud;1;2026-08-09;Sandersdorf;Krieschow;3;1;
Germany;Oberliga NOFV-Sud;2;2026-08-14;Weissenfels;Sandersdorf;1;0;
Germany;Oberliga NOFV-Sud;2;2026-08-15;Einheit Wernigerode;Halle;3;1;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Auerbach;Plauen;1;0;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Eilenburg;Dresden 2;1;1;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Einheit Rudolstadt;Bautzen;0;0;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Freital;1.FC Frankfurt;4;2;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Glauchau;Halberstadt;1;4;
Germany;Oberliga NOFV-Sud;2;2026-08-16;Krieschow;Meuselwitz;0;1;
