Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
South Korea;K League 1;1;2026-02-28;Gimcheon Sangmu;Pohang;1;1;
South Korea;K League 1;1;2026-02-28;Incheon;Seoul;1;2;
South Korea;K League 1;1;2026-02-28;Ulsan HD;Gangwon;3;1;
South Korea;K League 1;1;2026-03-01;Jeju SK;Gwangju;0;0;
South Korea;K League 1;1;2026-03-01;Jeonbuk;Bucheon;2;3;
South Korea;K League 1;1;2026-03-02;Daejeon;Anyang;1;1;
South Korea;K League 1;2;2026-03-07;Bucheon;Daejeon;1;1;
South Korea;K League 1;2;2026-03-07;Gwangju;Incheon;3;2;
South Korea;K League 1;2;2026-03-08;Anyang;Jeju SK;2;1;
South Korea;K League 1;2;2026-03-08;Gimcheon Sangmu;Jeonbuk;1;1;
South Korea;K League 1;2;2026-03-28;Pohang;Gangwon;1;0;
South Korea;K League 1;2;2026-04-15;Ulsan HD;Seoul;1;4;
South Korea;K League 1;3;2026-03-14;Daejeon;Gimcheon Sangmu;1;1;
South Korea;K League 1;3;2026-03-14;Gwangju;Jeonbuk;0;0;
South Korea;K League 1;3;2026-03-15;Bucheon;Ulsan HD;1;2;
South Korea;K League 1;3;2026-03-15;Gangwon;Anyang;1;1;
South Korea;K League 1;3;2026-03-15;Jeju SK;Seoul;1;2;
South Korea;K League 1;3;2026-03-15;Pohang;Incheon;1;1;
South Korea;K League 1;4;2026-03-17;Gimcheon Sangmu;Gwangju;1;1;
South Korea;K League 1;4;2026-03-18;Bucheon;Gangwon;0;0;
South Korea;K League 1;4;2026-03-18;Incheon;Daejeon;1;3;
South Korea;K League 1;4;2026-03-18;Jeju SK;Ulsan HD;0;2;
South Korea;K League 1;4;2026-03-18;Jeonbuk;Anyang;2;1;
South Korea;K League 1;4;2026-03-18;Pohang;Seoul;0;1;
South Korea;K League 1;5;2026-03-21;Daejeon;Jeonbuk;0;1;
South Korea;K League 1;5;2026-03-22;Anyang;Incheon;0;1;
South Korea;K League 1;5;2026-03-22;Gangwon;Jeju SK;1;1;
South Korea;K League 1;5;2026-03-22;Pohang;Bucheon;0;0;
South Korea;K League 1;5;2026-03-22;Seoul;Gwangju;5;0;
South Korea;K League 1;5;2026-03-22;Ulsan HD;Gimcheon Sangmu;0;0;
South Korea;K League 1;6;2026-04-04;Gangwon;Gwangju;3;0;
South Korea;K League 1;6;2026-04-04;Jeju SK;Bucheon;1;0;
South Korea;K League 1;6;2026-04-04;Jeonbuk;Ulsan HD;2;0;
South Korea;K League 1;6;2026-04-04;Pohang;Daejeon;1;0;
South Korea;K League 1;6;2026-04-05;Anyang;Seoul;1;1;
South Korea;K League 1;6;2026-04-05;Incheon;Gimcheon Sangmu;2;1;
South Korea;K League 1;7;2026-04-11;Gwangju;Bucheon;0;1;
South Korea;K League 1;7;2026-04-11;Incheon;Ulsan HD;1;2;
South Korea;K League 1;7;2026-04-11;Pohang;Jeju SK;0;2;
South Korea;K League 1;7;2026-04-11;Seoul;Jeonbuk;1;0;
South Korea;K League 1;7;2026-04-12;Daejeon;Gangwon;0;2;
South Korea;K League 1;7;2026-04-12;Gimcheon Sangmu;Anyang;1;1;
South Korea;K League 1;8;2026-04-18;Bucheon;Incheon;2;2;
South Korea;K League 1;8;2026-04-18;Gangwon;Jeonbuk;1;1;
South Korea;K League 1;8;2026-04-18;Jeju SK;Gimcheon Sangmu;1;1;
South Korea;K League 1;8;2026-04-18;Seoul;Daejeon;0;1;
South Korea;K League 1;8;2026-04-19;Pohang;Anyang;0;1;
South Korea;K League 1;8;2026-04-19;Ulsan HD;Gwangju;5;1;
South Korea;K League 1;9;2026-04-21;Gimcheon Sangmu;Gangwon;0;3;
South Korea;K League 1;9;2026-04-21;Jeonbuk;Incheon;1;2;
South Korea;K League 1;9;2026-04-21;Seoul;Bucheon;3;0;
South Korea;K League 1;9;2026-04-22;Anyang;Ulsan HD;1;1;
South Korea;K League 1;9;2026-04-22;Daejeon;Jeju SK;0;1;
South Korea;K League 1;9;2026-04-22;Pohang;Gwangju;1;0;
South Korea;K League 1;10;2026-04-25;Bucheon;Gimcheon Sangmu;0;2;
South Korea;K League 1;10;2026-04-25;Gangwon;Seoul;1;2;
South Korea;K League 1;10;2026-04-25;Incheon;Jeju SK;1;0;
South Korea;K League 1;10;2026-04-26;Gwangju;Anyang;2;5;
South Korea;K League 1;10;2026-04-26;Jeonbuk;Pohang;3;2;
South Korea;K League 1;10;2026-04-26;Ulsan HD;Daejeon;1;4;
South Korea;K League 1;11;2026-05-02;Anyang;Bucheon;0;1;
South Korea;K League 1;11;2026-05-02;Gwangju;Daejeon;0;5;
South Korea;K League 1;11;2026-05-02;Incheon;Gangwon;0;1;
South Korea;K League 1;11;2026-05-02;Jeju SK;Jeonbuk;0;2;
