Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Czech Republic;Plzensky KP;1;2026-08-07;Petrin Plzen B;Klatovy;2;1;
Czech Republic;Plzensky KP;1;2026-08-07;Rapid Plzen;TJ Prestice;3;1;
