Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League One;2026;1;2026-06-21;Boise;Union Omaha;1;0;
USA;USL League One;2026;1;2026-06-21;Chattanooga Red Wolves;FC Naples;1;0;
USA;USL League One;2026;1;2026-06-21;Forward Madison;New York Cosmos;3;1;
USA;USL League One;2026;1;2026-06-25;Corpus Christi FC;AV Alta;0;0;
USA;USL League One;2026;1;2026-06-25;Portland Hearts of Pine;Richmond Kickers;5;1;
USA;USL League One;2026;1;2026-06-25;Spokane Velocity;Westchester SC;2;1;
USA;USL League One;2026;2;2026-06-14;Charlotte Independ.;FC Naples;4;3;
USA;USL League One;2026;2;2026-06-20;Westchester SC;Portland Hearts of Pine;5;1;
USA;USL League One;2026;2;2026-06-21;Corpus Christi FC;Sarasota Paradise;4;1;
USA;USL League One;2026;2;2026-06-21;Greenville;AV Alta;1;2;
USA;USL League One;2026;2;2026-06-21;Richmond Kickers;Fort Wayne;0;2;
USA;USL League One;2026;2;2026-06-21;Spokane Velocity;One Knoxville;0;4;
USA;USL League One;2026;3;2026-06-14;AV Alta;Spokane Velocity;1;0;
USA;USL League One;2026;3;2026-06-14;Corpus Christi FC;Richmond Kickers;1;0;
USA;USL League One;2026;3;2026-06-14;One Knoxville;New York Cosmos;3;1;
USA;USL League One;2026;3;2026-06-14;Portland Hearts of Pine;Chattanooga Red Wolves;1;2;
USA;USL League One;2026;3;2026-06-14;Sarasota Paradise;Union Omaha;2;0;
USA;USL League One;2026;3;2026-06-15;Westchester SC;Greenville;4;0;
USA;USL League One;2026;3;2026-06-18;Forward Madison;Fort Wayne;1;1;
USA;USL League One;2026;4;2026-06-04;Corpus Christi FC;Portland Hearts of Pine;3;2;
USA;USL League One;2026;4;2026-06-11;AV Alta;Sarasota Paradise;3;1;
USA;USL League One;2026;4;2026-06-11;Charlotte Independ.;Union Omaha;2;0;
USA;USL League One;2026;4;2026-06-11;Westchester SC;Fort Wayne;1;1;
USA;USL League One;2026;4;2026-06-14;Forward Madison;Boise;5;1;
USA;USL League One;2026;5;2026-05-31;Fort Wayne;AV Alta;0;0;
USA;USL League One;2026;5;2026-05-31;Portland Hearts of Pine;Spokane Velocity;2;1;
USA;USL League One;2026;5;2026-05-31;Sarasota Paradise;New York Cosmos;2;1;
USA;USL League One;2026;5;2026-06-04;FC Naples;Charlotte Independ.;1;5;
USA;USL League One;2026;5;2026-06-04;Greenville;Forward Madison;1;0;
USA;USL League One;2026;5;2026-06-11;Boise;Richmond Kickers;2;1;
USA;USL League One;2026;6;2026-05-30;Forward Madison;Corpus Christi FC;3;0;
USA;USL League One;2026;6;2026-05-30;One Knoxville;Greenville;2;0;
USA;USL League One;2026;6;2026-05-31;Chattanooga Red Wolves;Charlotte Independ.;2;3;
USA;USL League One;2026;6;2026-05-31;Richmond Kickers;Boise;2;2;
USA;USL League One;2026;6;2026-05-31;Union Omaha;FC Naples;2;1;
USA;USL League One;2026;7;2026-05-24;Charlotte Independ.;Forward Madison;3;1;
USA;USL League One;2026;7;2026-05-24;Corpus Christi FC;One Knoxville;2;2;
USA;USL League One;2026;7;2026-05-24;FC Naples;Westchester SC;1;0;
USA;USL League One;2026;7;2026-05-24;Portland Hearts of Pine;Greenville;1;1;
USA;USL League One;2026;7;2026-05-28;Boise;Sarasota Paradise;0;2;
USA;USL League One;2026;7;2026-05-28;Chattanooga Red Wolves;Richmond Kickers;5;0;
USA;USL League One;2026;7;2026-05-28;New York Cosmos;Union Omaha;1;2;
USA;USL League One;2026;8;2026-05-10;Greenville;Richmond Kickers;0;3;
USA;USL League One;2026;8;2026-05-24;AV Alta;New York Cosmos;4;0;
USA;USL League One;2026;8;2026-05-24;Boise;Fort Wayne;1;3;
USA;USL League One;2026;8;2026-05-24;Union Omaha;Chattanooga Red Wolves;2;0;
USA;USL League One;2026;8;2026-05-25;Spokane Velocity;Sarasota Paradise;1;0;
USA;USL League One;2026;9;2026-05-14;Boise;FC Naples;2;0;
USA;USL League One;2026;9;2026-05-14;One Knoxville;Union Omaha;1;2;
USA;USL League One;2026;9;2026-05-17;Sarasota Paradise;AV Alta;1;2;
USA;USL League One;2026;9;2026-05-21;Fort Wayne;Corpus Christi FC;1;1;
USA;USL League One;2026;10;2026-05-09;Chattanooga Red Wolves;Sarasota Paradise;4;1;
USA;USL League One;2026;10;2026-05-10;AV Alta;Forward Madison;2;0;
USA;USL League One;2026;10;2026-05-10;Corpus Christi FC;Charlotte Independ.;1;3;
USA;USL League One;2026;10;2026-05-10;Fort Wayne;Westchester SC;1;0;
USA;USL League One;2026;10;2026-05-10;Union Omaha;Portland Hearts of Pine;2;2;
USA;USL League One;2026;10;2026-05-11;Spokane Velocity;FC Naples;2;1;
USA;USL League One;2026;11;2026-05-02;Richmond Kickers;Westchester SC;1;0;
USA;USL League One;2026;11;2026-05-03;Corpus Christi FC;Spokane Velocity;0;0;
USA;USL League One;2026;11;2026-05-03;FC Naples;One Knoxville;0;3;
USA;USL League One;2026;11;2026-05-03;Sarasota Paradise;Forward Madison;1;3;
USA;USL League One;2026;11;2026-05-03;Union Omaha;Greenville;2;0;
USA;USL League One;2026;11;2026-05-07;Charlotte Independ.;Boise;1;0;
USA;USL League One;2026;11;2026-05-07;Fort Wayne;Portland Hearts of Pine;3;0;
USA;USL League One;2026;12;2026-04-19;Richmond Kickers;Union Omaha;2;1;
USA;USL League One;2026;12;2026-04-23;Sarasota Paradise;Corpus Christi FC;2;1;
USA;USL League One;2026;12;2026-05-02;Portland Hearts of Pine;New York Cosmos;3;1;
USA;USL League One;2026;12;2026-05-03;Boise;Chattanooga Red Wolves;2;1;
USA;USL League One;2026;12;2026-05-03;Fort Wayne;Charlotte Independ.;2;2;
USA;USL League One;2026;13;2026-04-12;Chattanooga Red Wolves;Fort Wayne;0;1;
USA;USL League One;2026;13;2026-04-12;Spokane Velocity;Richmond Kickers;3;1;
USA;USL League One;2026;13;2026-04-19;Boise;Westchester SC;4;0;
USA;USL League One;2026;13;2026-04-19;New York Cosmos;Forward Madison;2;2;
USA;USL League One;2026;13;2026-04-19;One Knoxville;Charlotte Independ.;2;1;
USA;USL League One;2026;13;2026-04-19;Portland Hearts of Pine;FC Naples;1;1;
USA;USL League One;2026;14;2026-04-04;New York Cosmos;Charlotte Independ.;3;2;
USA;USL League One;2026;14;2026-04-11;Union Omaha;Forward Madison;1;0;
