Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - South Florida Division;2026;1;2026-05-14;Brevard SC;Lakeland United;2;3;
USA;USL League Two - South Florida Division;2026;1;2026-05-14;Weston;Miami;0;0;
USA;USL League Two - South Florida Division;2026;2;2026-05-17;Weston;Fort Lauderdale;0;2;
USA;USL League Two - South Florida Division;2026;3;2026-05-18;Lakeland United;Miami;1;1;
USA;USL League Two - South Florida Division;2026;4;2026-05-21;Fort Lauderdale;Brevard SC;2;0;
USA;USL League Two - South Florida Division;2026;4;2026-05-21;Lakeland United;Miami City;2;3;
USA;USL League Two - South Florida Division;2026;5;2026-05-24;Brevard SC;Miami;1;3;
USA;USL League Two - South Florida Division;2026;5;2026-05-24;Fort Lauderdale;Miami City;3;0;
USA;USL League Two - South Florida Division;2026;6;2026-05-28;Brevard SC;Miami City;4;4;
USA;USL League Two - South Florida Division;2026;6;2026-05-28;Fort Lauderdale;Lakeland United;1;0;
USA;USL League Two - South Florida Division;2026;7;2026-05-31;Fort Lauderdale;Miami;0;1;
USA;USL League Two - South Florida Division;2026;7;2026-05-31;Lakeland United;Brevard SC;4;2;
USA;USL League Two - South Florida Division;2026;8;2026-06-04;Brevard SC;Fort Lauderdale;1;2;
USA;USL League Two - South Florida Division;2026;8;2026-06-04;Miami;Weston;3;0;
USA;USL League Two - South Florida Division;2026;9;2026-06-06;Miami;Brevard SC;2;3;
USA;USL League Two - South Florida Division;2026;10;2026-06-07;Lakeland United;Weston;0;1;
USA;USL League Two - South Florida Division;2026;10;2026-06-07;Miami City;Fort Lauderdale;0;3;
USA;USL League Two - South Florida Division;2026;11;2026-06-11;Brevard SC;Lakeland United;0;1;
USA;USL League Two - South Florida Division;2026;11;2026-06-11;Miami City;Weston;2;4;
USA;USL League Two - South Florida Division;2026;12;2026-06-13;Miami;Fort Lauderdale;0;3;
USA;USL League Two - South Florida Division;2026;13;2026-06-14;Miami City;Brevard SC;1;4;
USA;USL League Two - South Florida Division;2026;14;2026-06-18;Miami;Lakeland United;2;5;
USA;USL League Two - South Florida Division;2026;14;2026-06-18;Weston;Miami City;3;1;
USA;USL League Two - South Florida Division;2026;15;2026-06-25;Fort Lauderdale;Weston;3;1;
USA;USL League Two - South Florida Division;2026;15;2026-06-25;Miami;Miami City;1;1;
USA;USL League Two - South Florida Division;2026;16;2026-06-29;Weston;Lakeland United;2;3;
