Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Nor Cal Division;2026;1;2026-05-04;San Francisco City;San Juan;3;0;
USA;USL League Two - Nor Cal Division;2026;2;2026-05-08;San Juan;Davis Legacy;2;0;
USA;USL League Two - Nor Cal Division;2026;3;2026-05-09;Project 51O;Academica SC;2;0;
USA;USL League Two - Nor Cal Division;2026;4;2026-05-10;Almaden;San Francisco City;2;3;
USA;USL League Two - Nor Cal Division;2026;5;2026-05-14;Academica SC;Davis Legacy;3;3;
USA;USL League Two - Nor Cal Division;2026;5;2026-05-14;Project 51O;Almaden;1;2;
USA;USL League Two - Nor Cal Division;2026;5;2026-05-14;San Juan;Glens SC;1;2;
USA;USL League Two - Nor Cal Division;2026;6;2026-05-17;Almaden;Academica SC;1;2;
USA;USL League Two - Nor Cal Division;2026;7;2026-05-18;San Francisco City;Davis Legacy;3;0;
USA;USL League Two - Nor Cal Division;2026;8;2026-05-21;Glens SC;Marin;1;2;
USA;USL League Two - Nor Cal Division;2026;8;2026-05-21;Project 51O;San Juan;1;0;
USA;USL League Two - Nor Cal Division;2026;9;2026-05-23;Davis Legacy;Almaden;2;2;
USA;USL League Two - Nor Cal Division;2026;9;2026-05-23;Project 51O;Glens SC;1;1;
USA;USL League Two - Nor Cal Division;2026;10;2026-05-24;Marin;Davis Legacy;2;4;
USA;USL League Two - Nor Cal Division;2026;11;2026-05-27;Glens SC;Davis Legacy;1;0;
USA;USL League Two - Nor Cal Division;2026;12;2026-05-28;San Francisco City;Marin;4;4;
USA;USL League Two - Nor Cal Division;2026;13;2026-05-31;Almaden;San Juan;4;0;
USA;USL League Two - Nor Cal Division;2026;14;2026-06-01;Marin;Academica SC;5;3;
USA;USL League Two - Nor Cal Division;2026;15;2026-06-04;Davis Legacy;Glens SC;1;2;
USA;USL League Two - Nor Cal Division;2026;15;2026-06-04;Marin;Project 51O;2;5;
USA;USL League Two - Nor Cal Division;2026;15;2026-06-04;San Francisco City;Almaden;1;0;
USA;USL League Two - Nor Cal Division;2026;16;2026-06-07;Almaden;Marin;3;1;
USA;USL League Two - Nor Cal Division;2026;16;2026-06-07;San Juan;Academica SC;2;2;
USA;USL League Two - Nor Cal Division;2026;17;2026-06-08;San Francisco City;Glens SC;2;0;
USA;USL League Two - Nor Cal Division;2026;18;2026-06-11;Academica SC;Almaden;1;1;
USA;USL League Two - Nor Cal Division;2026;18;2026-06-11;Marin;San Francisco City;0;5;
USA;USL League Two - Nor Cal Division;2026;19;2026-06-12;San Juan;Project 51O;1;3;
USA;USL League Two - Nor Cal Division;2026;20;2026-06-14;Glens SC;Project 51O;1;2;
USA;USL League Two - Nor Cal Division;2026;21;2026-06-15;San Juan;Almaden;0;3;
USA;USL League Two - Nor Cal Division;2026;22;2026-06-18;Davis Legacy;Marin;3;1;
USA;USL League Two - Nor Cal Division;2026;22;2026-06-18;Glens SC;Academica SC;1;0;
USA;USL League Two - Nor Cal Division;2026;23;2026-06-19;San Juan;San Francisco City;2;6;
USA;USL League Two - Nor Cal Division;2026;24;2026-06-21;Academica SC;Project 51O;3;5;
USA;USL League Two - Nor Cal Division;2026;24;2026-06-21;Almaden;Glens SC;3;0;
USA;USL League Two - Nor Cal Division;2026;25;2026-06-25;Academica SC;San Francisco City;2;3;
USA;USL League Two - Nor Cal Division;2026;25;2026-06-25;Davis Legacy;Project 51O;1;2;
USA;USL League Two - Nor Cal Division;2026;25;2026-06-25;Marin;San Juan;3;3;
