Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Lone Star Division;2026;1;2026-05-14;Houston FC;AHFC Royals;1;1;
USA;USL League Two - Lone Star Division;2026;2;2026-05-16;San Antonio FC 2;Laredo Heat;1;3;
USA;USL League Two - Lone Star Division;2026;3;2026-05-18;AHFC Royals;Hill Country Lobos;3;0;
USA;USL League Two - Lone Star Division;2026;3;2026-05-18;GFI Woodlands;Houston FC;4;3;
USA;USL League Two - Lone Star Division;2026;4;2026-05-21;AHFC Royals;Twin City Toucans;6;1;
USA;USL League Two - Lone Star Division;2026;5;2026-05-22;Laredo Heat;San Antonio FC 2;4;0;
USA;USL League Two - Lone Star Division;2026;6;2026-05-24;Houston Sur;Lonestar SC;1;4;
USA;USL League Two - Lone Star Division;2026;6;2026-05-24;San Antonio FC 2;Hill Country Lobos;4;3;
USA;USL League Two - Lone Star Division;2026;6;2026-05-24;Twin City Toucans;GFI Woodlands;0;1;
USA;USL League Two - Lone Star Division;2026;7;2026-05-29;Houston FC;Laredo Heat;1;1;
USA;USL League Two - Lone Star Division;2026;7;2026-05-29;San Antonio FC 2;Lonestar SC;4;2;
USA;USL League Two - Lone Star Division;2026;8;2026-05-31;AHFC Royals;Laredo Heat;1;2;
USA;USL League Two - Lone Star Division;2026;8;2026-05-31;Hill Country Lobos;GFI Woodlands;1;1;
USA;USL League Two - Lone Star Division;2026;8;2026-05-31;Houston Sur;Twin City Toucans;2;4;
USA;USL League Two - Lone Star Division;2026;9;2026-06-04;AHFC Royals;Houston Sur;2;2;
USA;USL League Two - Lone Star Division;2026;9;2026-06-04;GFI Woodlands;Lonestar SC;0;0;
USA;USL League Two - Lone Star Division;2026;10;2026-06-06;Twin City Toucans;Houston FC;2;3;
USA;USL League Two - Lone Star Division;2026;11;2026-06-07;Hill Country Lobos;San Antonio FC 2;2;3;
USA;USL League Two - Lone Star Division;2026;11;2026-06-07;Laredo Heat;Houston Sur;3;0;
USA;USL League Two - Lone Star Division;2026;11;2026-06-07;Lonestar SC;AHFC Royals;1;1;
USA;USL League Two - Lone Star Division;2026;12;2026-06-10;Laredo Heat;Lonestar SC;1;1;
USA;USL League Two - Lone Star Division;2026;13;2026-06-11;Hill Country Lobos;AHFC Royals;2;2;
USA;USL League Two - Lone Star Division;2026;13;2026-06-11;Houston FC;GFI Woodlands;3;6;
USA;USL League Two - Lone Star Division;2026;14;2026-06-12;Twin City Toucans;San Antonio FC 2;3;0;
USA;USL League Two - Lone Star Division;2026;15;2026-06-14;Lonestar SC;Houston Sur;2;1;
USA;USL League Two - Lone Star Division;2026;15;2026-06-14;San Antonio FC 2;Houston FC;3;0;
USA;USL League Two - Lone Star Division;2026;16;2026-06-15;Twin City Toucans;Hill Country Lobos;0;1;
USA;USL League Two - Lone Star Division;2026;17;2026-06-17;Houston Sur;GFI Woodlands;3;8;
USA;USL League Two - Lone Star Division;2026;18;2026-06-18;Laredo Heat;Twin City Toucans;3;0;
USA;USL League Two - Lone Star Division;2026;19;2026-06-20;Houston Sur;Houston FC;0;3;
USA;USL League Two - Lone Star Division;2026;20;2026-06-21;GFI Woodlands;Hill Country Lobos;4;0;
USA;USL League Two - Lone Star Division;2026;20;2026-06-21;Twin City Toucans;Lonestar SC;1;2;
USA;USL League Two - Lone Star Division;2026;21;2026-06-22;AHFC Royals;San Antonio FC 2;5;2;
USA;USL League Two - Lone Star Division;2026;22;2026-06-24;Hill Country Lobos;Laredo Heat;0;5;
USA;USL League Two - Lone Star Division;2026;23;2026-06-25;GFI Woodlands;Twin City Toucans;2;0;
USA;USL League Two - Lone Star Division;2026;23;2026-06-25;Houston Sur;AHFC Royals;0;2;
USA;USL League Two - Lone Star Division;2026;23;2026-06-25;Lonestar SC;San Antonio FC 2;1;1;
