Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-14;Bratstvo Gracanica;Posusje;2;2;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-15;TOSK Tesanj;Gradacac;1;0;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-16;Banovici;Hadzici;0;0;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-16;Capljina;Jedinstvo Bihac;2;2;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-16;Kakanj;Travnik;0;1;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-16;NK Vitez;Sloboda;0;0;
Bosnia & Herzegovina;Prva Liga - FBiH;1;2026-08-16;Tomislav;GOSK Gabela;0;3;
Bosnia & Herzegovina;Prva Liga - FBiH;2;2026-08-23;GOSK Gabela;Banovici;4;1;
Bosnia & Herzegovina;Prva Liga - FBiH;2;2026-08-23;Sloboda;Tomislav;3;0;
Bosnia & Herzegovina;Prva Liga - FBiH;2;2026-08-23;Stupcanica;Capljina;5;0;
Bosnia & Herzegovina;Prva Liga - FBiH;2;2026-08-23;Travnik;NK Vitez;2;0;
Bosnia & Herzegovina;Prva Liga - FBiH;2;2026-08-29;Gradacac;Hadzici;2;0;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-26;Igman K.;Stupcanica;0;3;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-29;Capljina;Bratstvo Gracanica;2;1;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-29;NK Vitez;Jedinstvo Bihac;1;1;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-29;Tomislav;Travnik;2;4;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-30;Banovici;Sloboda;3;2;
Bosnia & Herzegovina;Prva Liga - FBiH;3;2026-08-30;TOSK Tesanj;GOSK Gabela;0;1;
Bosnia & Herzegovina;Prva Liga - FBiH;4;2026-08-29;Igman K.;Posusje;1;1;
Bosnia & Herzegovina;Prva Liga - FBiH;4;2026-08-29;Kakanj;Stupcanica;0;2;
