Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Germany;Oberliga Bayern Nord;1;2026-07-18;Cham;Bayern Hof;3;0;
Germany;Oberliga Bayern Nord;1;2026-07-18;Ingolstadt 2;Stadeln;4;4;
Germany;Oberliga Bayern Nord;1;2026-07-18;Nordlingen;Gebenbach;0;2;
Germany;Oberliga Bayern Nord;1;2026-07-18;Wurzburger FV;Regensburg 2;3;3;
Germany;Oberliga Bayern Nord;1;2026-07-21;Bamberg;Weiden;4;1;
Germany;Oberliga Bayern Nord;1;2026-07-21;DJK Bamberg;Kornburg;2;2;
Germany;Oberliga Bayern Nord;1;2026-07-21;Neudrossenfeld;Fortuna Regensburg;1;0;
Germany;Oberliga Bayern Nord;2;2026-07-21;Grossbardorf;Wurzburger FV;0;2;
Germany;Oberliga Bayern Nord;2;2026-07-24;Gebenbach;Ingolstadt 2;3;1;
Germany;Oberliga Bayern Nord;2;2026-07-24;Kornburg;Ammerthal;0;0;
Germany;Oberliga Bayern Nord;2;2026-07-24;Weiden;Cham;0;1;
Germany;Oberliga Bayern Nord;2;2026-07-25;Bayern Hof;DJK Bamberg;2;0;
Germany;Oberliga Bayern Nord;2;2026-07-25;Fortuna Regensburg;Bamberg;0;1;
Germany;Oberliga Bayern Nord;2;2026-07-25;Regensburg 2;Nordlingen;1;1;
Germany;Oberliga Bayern Nord;2;2026-07-25;Stadeln;Neudrossenfeld;2;1;
Germany;Oberliga Bayern Nord;3;2026-07-25;Neumarkt;Grossbardorf;0;1;
Germany;Oberliga Bayern Nord;3;2026-07-31;Ammerthal;Bayern Hof;1;2;
Germany;Oberliga Bayern Nord;3;2026-07-31;Cham;Fortuna Regensburg;2;1;
Germany;Oberliga Bayern Nord;3;2026-07-31;DJK Bamberg;Weiden;2;2;
Germany;Oberliga Bayern Nord;3;2026-07-31;Neudrossenfeld;Gebenbach;0;1;
Germany;Oberliga Bayern Nord;3;2026-08-01;Bamberg;Stadeln;0;0;
Germany;Oberliga Bayern Nord;3;2026-08-01;Ingolstadt 2;Regensburg 2;3;0;
Germany;Oberliga Bayern Nord;3;2026-08-01;Nordlingen;Aschaffenburg;0;4;
Germany;Oberliga Bayern Nord;4;2026-07-31;Neumarkt;Kornburg;0;1;
Germany;Oberliga Bayern Nord;4;2026-08-07;Fortuna Regensburg;DJK Bamberg;5;3;
Germany;Oberliga Bayern Nord;4;2026-08-07;Gebenbach;Bamberg;1;2;
Germany;Oberliga Bayern Nord;4;2026-08-07;Stadeln;Cham;0;3;
Germany;Oberliga Bayern Nord;4;2026-08-07;Weiden;Ammerthal;1;2;
Germany;Oberliga Bayern Nord;4;2026-08-07;Wurzburger FV;Nordlingen;1;2;
Germany;Oberliga Bayern Nord;4;2026-08-08;Aschaffenburg;Ingolstadt 2;2;0;
Germany;Oberliga Bayern Nord;4;2026-08-08;Regensburg 2;Neudrossenfeld;2;1;
Germany;Oberliga Bayern Nord;5;2026-08-07;Kornburg;Grossbardorf;1;0;
Germany;Oberliga Bayern Nord;5;2026-08-08;Bayern Hof;Neumarkt;1;1;
Germany;Oberliga Bayern Nord;5;2026-08-14;Ammerthal;Fortuna Regensburg;1;3;
Germany;Oberliga Bayern Nord;5;2026-08-14;Cham;Gebenbach;0;1;
Germany;Oberliga Bayern Nord;5;2026-08-14;DJK Bamberg;Stadeln;0;2;
Germany;Oberliga Bayern Nord;5;2026-08-14;Neudrossenfeld;Aschaffenburg;3;0;
Germany;Oberliga Bayern Nord;5;2026-08-15;Bamberg;Regensburg 2;5;1;
Germany;Oberliga Bayern Nord;5;2026-08-15;Ingolstadt 2;Wurzburger FV;1;4;
Germany;Oberliga Bayern Nord;6;2026-08-14;Kornburg;Bayern Hof;1;1;
Germany;Oberliga Bayern Nord;6;2026-08-15;Grossbardorf;Nordlingen;0;0;
Germany;Oberliga Bayern Nord;6;2026-08-15;Neumarkt;Weiden;3;3;
Germany;Oberliga Bayern Nord;6;2026-08-18;Aschaffenburg;Bamberg;1;1;
Germany;Oberliga Bayern Nord;6;2026-08-18;Gebenbach;DJK Bamberg;3;1;
Germany;Oberliga Bayern Nord;6;2026-08-18;Regensburg 2;Cham;0;2;
Germany;Oberliga Bayern Nord;6;2026-08-18;Stadeln;Ammerthal;1;1;
Germany;Oberliga Bayern Nord;6;2026-08-18;Wurzburger FV;Neudrossenfeld;3;2;
Germany;Oberliga Bayern Nord;7;2026-08-18;Bayern Hof;Grossbardorf;5;2;
Germany;Oberliga Bayern Nord;7;2026-08-18;Fortuna Regensburg;Neumarkt;4;1;
Germany;Oberliga Bayern Nord;7;2026-08-18;Nordlingen;Ingolstadt 2;3;3;
Germany;Oberliga Bayern Nord;7;2026-08-18;Weiden;Kornburg;2;7;
