Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Latvia;Virsliga;2026;1;2026-03-07;FK Liepaja;Riga FC;2;1;
Latvia;Virsliga;2026;1;2026-03-08;Auda;Super Nova;2;1;
Latvia;Virsliga;2026;2;2026-03-14;Riga FC;BFC Daugavpils;4;2;
Latvia;Virsliga;2026;3;2026-03-20;Auda;Riga FC;1;2;
Latvia;Virsliga;2026;3;2026-03-20;Ogre United;FK Liepaja;0;1;
Latvia;Virsliga;2026;3;2026-03-21;Jelgava;Grobina;0;1;
Latvia;Virsliga;2026;3;2026-03-21;RFS;BFC Daugavpils;4;1;
Latvia;Virsliga;2026;3;2026-03-22;Tukums 2000;Super Nova;1;2;
Latvia;Virsliga;2026;4;2026-04-03;BFC Daugavpils;FK Liepaja;2;0;
Latvia;Virsliga;2026;4;2026-04-03;Ogre United;Super Nova;1;2;
Latvia;Virsliga;2026;4;2026-04-04;Jelgava;Riga FC;0;8;
Latvia;Virsliga;2026;4;2026-04-04;RFS;Auda;0;1;
Latvia;Virsliga;2026;4;2026-04-05;Tukums 2000;Grobina;1;1;
Latvia;Virsliga;2026;5;2026-04-08;FK Liepaja;Auda;1;2;
Latvia;Virsliga;2026;5;2026-04-08;Jelgava;RFS;0;1;
Latvia;Virsliga;2026;5;2026-04-09;Riga FC;Tukums 2000;3;3;
Latvia;Virsliga;2026;6;2026-04-12;Auda;BFC Daugavpils;2;3;
Latvia;Virsliga;2026;6;2026-04-12;FK Liepaja;Jelgava;1;1;
Latvia;Virsliga;2026;6;2026-04-13;Tukums 2000;RFS;1;2;
Latvia;Virsliga;2026;6;2026-04-14;Super Nova;Riga FC;1;4;
Latvia;Virsliga;2026;7;2026-04-16;BFC Daugavpils;Jelgava;1;0;
Latvia;Virsliga;2026;7;2026-04-17;Ogre United;Auda;1;1;
Latvia;Virsliga;2026;7;2026-04-17;Tukums 2000;FK Liepaja;2;2;
Latvia;Virsliga;2026;7;2026-04-18;Grobina;Riga FC;0;3;
Latvia;Virsliga;2026;7;2026-04-18;RFS;Super Nova;2;0;
Latvia;Virsliga;2026;8;2026-04-21;Jelgava;Auda;2;3;
Latvia;Virsliga;2026;8;2026-04-22;Riga FC;Ogre United;4;0;
Latvia;Virsliga;2026;8;2026-04-23;Super Nova;FK Liepaja;1;2;
Latvia;Virsliga;2026;9;2026-04-26;Auda;Tukums 2000;2;1;
Latvia;Virsliga;2026;9;2026-04-27;Ogre United;Jelgava;0;1;
Latvia;Virsliga;2026;9;2026-04-28;FK Liepaja;Grobina;1;1;
Latvia;Virsliga;2026;9;2026-04-28;RFS;Riga FC;3;3;
Latvia;Virsliga;2026;10;2026-05-01;Tukums 2000;Jelgava;5;0;
Latvia;Virsliga;2026;10;2026-05-02;Grobina;BFC Daugavpils;1;1;
Latvia;Virsliga;2026;10;2026-05-02;Ogre United;RFS;3;4;
Latvia;Virsliga;2026;11;2026-05-06;Jelgava;Super Nova;1;0;
Latvia;Virsliga;2026;11;2026-05-07;Auda;Grobina;7;0;
Latvia;Virsliga;2026;11;2026-05-07;Tukums 2000;Ogre United;6;1;
Latvia;Virsliga;2026;11;2026-05-08;RFS;FK Liepaja;5;0;
Latvia;Virsliga;2026;12;2026-05-11;Grobina;Jelgava;0;0;
Latvia;Virsliga;2026;12;2026-05-11;Super Nova;Tukums 2000;1;1;
Latvia;Virsliga;2026;12;2026-05-12;FK Liepaja;Ogre United;4;1;
Latvia;Virsliga;2026;12;2026-05-12;Riga FC;Auda;4;1;
Latvia;Virsliga;2026;12;2026-05-13;BFC Daugavpils;RFS;0;1;
Latvia;Virsliga;2026;13;2026-05-15;Grobina;Tukums 2000;3;3;
Latvia;Virsliga;2026;13;2026-05-16;Riga FC;Jelgava;4;1;
Latvia;Virsliga;2026;13;2026-05-16;Super Nova;Ogre United;3;1;
Latvia;Virsliga;2026;13;2026-05-17;Auda;RFS;0;3;
Latvia;Virsliga;2026;13;2026-05-17;FK Liepaja;BFC Daugavpils;2;1;
Latvia;Virsliga;2026;14;2026-05-20;Grobina;Super Nova;0;2;
Latvia;Virsliga;2026;14;2026-05-20;Tukums 2000;Riga FC;1;3;
Latvia;Virsliga;2026;14;2026-05-21;BFC Daugavpils;Ogre United;3;1;
Latvia;Virsliga;2026;14;2026-05-21;RFS;Jelgava;4;0;
Latvia;Virsliga;2026;14;2026-05-22;Auda;FK Liepaja;3;1;
Latvia;Virsliga;2026;15;2026-05-24;Riga FC;Super Nova;3;0;
Latvia;Virsliga;2026;15;2026-05-25;Ogre United;Grobina;1;1;
Latvia;Virsliga;2026;15;2026-05-25;RFS;Tukums 2000;3;1;
Latvia;Virsliga;2026;15;2026-05-26;BFC Daugavpils;Auda;0;1;
Latvia;Virsliga;2026;15;2026-05-26;Jelgava;FK Liepaja;1;1;
Latvia;Virsliga;2026;16;2026-05-29;Riga FC;Grobina;2;0;
Latvia;Virsliga;2026;16;2026-05-29;Super Nova;RFS;1;2;
Latvia;Virsliga;2026;16;2026-05-30;Auda;Ogre United;2;0;
Latvia;Virsliga;2026;16;2026-05-30;FK Liepaja;Tukums 2000;3;0;
