Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - South Central Division;2026;1;2026-05-10;Apotheos;Columbus United;1;2;
USA;USL League Two - South Central Division;2026;2;2026-05-17;Birmingham 2;East Atlanta;1;1;
USA;USL League Two - South Central Division;2026;2;2026-05-17;Columbus United;Apotheos;1;1;
USA;USL League Two - South Central Division;2026;2;2026-05-17;Dothan United;Montgomery United;2;1;
USA;USL League Two - South Central Division;2026;3;2026-05-21;East Atlanta;Columbus United;0;0;
USA;USL League Two - South Central Division;2026;4;2026-05-22;Swarm FC;Apotheos;1;1;
USA;USL League Two - South Central Division;2026;5;2026-05-24;Apotheos;Montgomery United;1;1;
USA;USL League Two - South Central Division;2026;5;2026-05-24;Columbus United;Swarm FC;2;2;
USA;USL League Two - South Central Division;2026;5;2026-05-24;East Atlanta;Dothan United;1;4;
USA;USL League Two - South Central Division;2026;6;2026-05-28;Dothan United;Birmingham 2;4;0;
USA;USL League Two - South Central Division;2026;7;2026-05-31;Dothan United;Columbus United;2;0;
USA;USL League Two - South Central Division;2026;7;2026-05-31;Montgomery United;East Atlanta;1;1;
USA;USL League Two - South Central Division;2026;8;2026-06-04;Dothan United;Swarm FC;0;0;
USA;USL League Two - South Central Division;2026;8;2026-06-04;Montgomery United;Birmingham 2;2;2;
USA;USL League Two - South Central Division;2026;9;2026-06-07;Columbus United;Montgomery United;3;2;
USA;USL League Two - South Central Division;2026;9;2026-06-07;East Atlanta;Apotheos;2;4;
USA;USL League Two - South Central Division;2026;9;2026-06-07;Swarm FC;Birmingham 2;3;1;
USA;USL League Two - South Central Division;2026;10;2026-06-10;Swarm FC;Columbus United;6;0;
USA;USL League Two - South Central Division;2026;11;2026-06-11;Birmingham 2;Dothan United;0;2;
USA;USL League Two - South Central Division;2026;12;2026-06-13;Birmingham 2;Apotheos;1;2;
USA;USL League Two - South Central Division;2026;12;2026-06-13;Dothan United;East Atlanta;4;1;
USA;USL League Two - South Central Division;2026;13;2026-06-14;Montgomery United;Swarm FC;2;2;
USA;USL League Two - South Central Division;2026;14;2026-06-18;Apotheos;Swarm FC;0;3;
USA;USL League Two - South Central Division;2026;14;2026-06-18;Columbus United;Birmingham 2;3;3;
USA;USL League Two - South Central Division;2026;14;2026-06-18;East Atlanta;Montgomery United;1;2;
USA;USL League Two - South Central Division;2026;15;2026-06-21;Apotheos;Birmingham 2;0;1;
USA;USL League Two - South Central Division;2026;15;2026-06-21;Columbus United;Dothan United;1;1;
USA;USL League Two - South Central Division;2026;15;2026-06-21;East Atlanta;Swarm FC;1;3;
USA;USL League Two - South Central Division;2026;16;2026-06-24;Swarm FC;Montgomery United;4;0;
