Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Norway;OBOS-ligaen;2026;1;2026-04-05;Strömsgodset;Stabaek;2;1;
Norway;OBOS-ligaen;2026;1;2026-04-06;Lyn;Haugesund;2;4;
Norway;OBOS-ligaen;2026;1;2026-04-06;Odd;Sogndal;4;0;
Norway;OBOS-ligaen;2026;1;2026-04-06;Åsane;Moss;2;3;
Norway;OBOS-ligaen;2026;1;2026-04-07;Hodd;Sandnes;2;1;
Norway;OBOS-ligaen;2026;1;2026-04-07;Kongsvinger;Bryne;3;0;
Norway;OBOS-ligaen;2026;1;2026-05-06;Egersund;Raufoss;2;1;
Norway;OBOS-ligaen;2026;1;2026-06-07;Ranheim;Strømmen;2;2;
Norway;OBOS-ligaen;2026;2;2026-04-11;Haugesund;Strömsgodset;4;2;
Norway;OBOS-ligaen;2026;2;2026-04-11;Sandnes;Odd;1;3;
Norway;OBOS-ligaen;2026;2;2026-04-11;Sogndal;Lyn;0;3;
Norway;OBOS-ligaen;2026;2;2026-04-11;Strømmen;Egersund;0;3;
Norway;OBOS-ligaen;2026;2;2026-04-12;Bryne;Ranheim;2;3;
Norway;OBOS-ligaen;2026;2;2026-04-12;Moss;Hodd;1;0;
Norway;OBOS-ligaen;2026;2;2026-04-12;Stabaek;Åsane;4;0;
Norway;OBOS-ligaen;2026;2;2026-04-13;Raufoss;Kongsvinger;1;3;
Norway;OBOS-ligaen;2026;3;2026-04-17;Ranheim;Raufoss;5;1;
Norway;OBOS-ligaen;2026;3;2026-04-18;Hodd;Haugesund;0;2;
Norway;OBOS-ligaen;2026;3;2026-04-18;Kongsvinger;Moss;2;1;
Norway;OBOS-ligaen;2026;3;2026-04-18;Strömsgodset;Sogndal;3;0;
Norway;OBOS-ligaen;2026;3;2026-04-19;Egersund;Bryne;1;0;
Norway;OBOS-ligaen;2026;3;2026-04-19;Odd;Stabaek;2;2;
Norway;OBOS-ligaen;2026;3;2026-04-19;Åsane;Strømmen;4;5;
Norway;OBOS-ligaen;2026;3;2026-04-20;Lyn;Sandnes;0;2;
Norway;OBOS-ligaen;2026;4;2026-04-25;Bryne;Odd;1;2;
Norway;OBOS-ligaen;2026;4;2026-04-25;Sogndal;Åsane;2;0;
Norway;OBOS-ligaen;2026;4;2026-04-25;Strømmen;Kongsvinger;2;2;
Norway;OBOS-ligaen;2026;4;2026-04-26;Moss;Lyn;2;1;
Norway;OBOS-ligaen;2026;4;2026-04-26;Raufoss;Hodd;1;1;
Norway;OBOS-ligaen;2026;4;2026-04-26;Sandnes;Strömsgodset;1;1;
Norway;OBOS-ligaen;2026;4;2026-04-26;Stabaek;Haugesund;3;2;
Norway;OBOS-ligaen;2026;4;2026-04-27;Egersund;Ranheim;3;0;
Norway;OBOS-ligaen;2026;5;2026-05-01;Bryne;Sogndal;3;3;
Norway;OBOS-ligaen;2026;5;2026-05-01;Haugesund;Sandnes;2;0;
Norway;OBOS-ligaen;2026;5;2026-05-01;Hodd;Åsane;1;0;
Norway;OBOS-ligaen;2026;5;2026-05-01;Kongsvinger;Egersund;2;1;
Norway;OBOS-ligaen;2026;5;2026-05-01;Lyn;Stabaek;0;4;
Norway;OBOS-ligaen;2026;5;2026-05-01;Odd;Raufoss;1;0;
Norway;OBOS-ligaen;2026;5;2026-05-01;Ranheim;Moss;4;0;
Norway;OBOS-ligaen;2026;5;2026-05-01;Strömsgodset;Strømmen;3;0;
Norway;OBOS-ligaen;2026;6;2026-05-08;Ranheim;Kongsvinger;1;1;
Norway;OBOS-ligaen;2026;6;2026-05-10;Moss;Bryne;2;3;
Norway;OBOS-ligaen;2026;6;2026-05-10;Raufoss;Lyn;0;1;
Norway;OBOS-ligaen;2026;6;2026-05-10;Sandnes;Stabaek;0;1;
Norway;OBOS-ligaen;2026;6;2026-05-10;Sogndal;Haugesund;5;1;
Norway;OBOS-ligaen;2026;6;2026-05-10;Strømmen;Hodd;1;2;
Norway;OBOS-ligaen;2026;6;2026-05-10;Åsane;Strömsgodset;0;3;
Norway;OBOS-ligaen;2026;6;2026-05-11;Egersund;Odd;0;1;
Norway;OBOS-ligaen;2026;7;2026-05-15;Sandnes;Egersund;4;2;
Norway;OBOS-ligaen;2026;7;2026-05-16;Bryne;Strømmen;4;2;
Norway;OBOS-ligaen;2026;7;2026-05-16;Haugesund;Åsane;1;1;
Norway;OBOS-ligaen;2026;7;2026-05-16;Hodd;Sogndal;2;2;
Norway;OBOS-ligaen;2026;7;2026-05-16;Lyn;Kongsvinger;0;3;
Norway;OBOS-ligaen;2026;7;2026-05-16;Odd;Moss;2;3;
Norway;OBOS-ligaen;2026;7;2026-05-16;Stabaek;Raufoss;1;2;
Norway;OBOS-ligaen;2026;7;2026-05-16;Strömsgodset;Ranheim;5;4;
Norway;OBOS-ligaen;2026;8;2026-05-20;Egersund;Lyn;0;0;
Norway;OBOS-ligaen;2026;8;2026-05-20;Kongsvinger;Odd;4;2;
Norway;OBOS-ligaen;2026;8;2026-05-20;Moss;Strömsgodset;1;1;
Norway;OBOS-ligaen;2026;8;2026-05-20;Ranheim;Hodd;3;2;
Norway;OBOS-ligaen;2026;8;2026-05-20;Raufoss;Bryne;3;0;
Norway;OBOS-ligaen;2026;8;2026-05-20;Sogndal;Stabaek;2;2;
