Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Northwest Division;2026;1;2026-05-10;FC Olympia;Portland Bangers;0;3;
USA;USL League Two - Northwest Division;2026;2;2026-05-11;West Seattle Junction;Tacoma Stars;0;0;
USA;USL League Two - Northwest Division;2026;3;2026-05-16;Ballard;FC Olympia;3;0;
USA;USL League Two - Northwest Division;2026;4;2026-05-17;Portland Bangers;Snohomish United;1;0;
USA;USL League Two - Northwest Division;2026;5;2026-05-20;Midlakes United;FC Olympia;3;0;
USA;USL League Two - Northwest Division;2026;6;2026-05-21;Portland Bangers;West Seattle Junction;3;1;
USA;USL League Two - Northwest Division;2026;7;2026-05-23;FC Olympia;Snohomish United;1;2;
USA;USL League Two - Northwest Division;2026;7;2026-05-23;Midlakes United;Tacoma Stars;1;1;
USA;USL League Two - Northwest Division;2026;8;2026-05-24;Bigfoot;West Seattle Junction;2;2;
USA;USL League Two - Northwest Division;2026;9;2026-05-25;FC Olympia;West Seattle Junction;2;1;
USA;USL League Two - Northwest Division;2026;9;2026-05-25;Portland Bangers;Tacoma Stars;2;1;
USA;USL League Two - Northwest Division;2026;10;2026-05-27;Midlakes United;Bigfoot;6;1;
USA;USL League Two - Northwest Division;2026;11;2026-05-29;Tacoma Stars;FC Olympia;4;1;
USA;USL League Two - Northwest Division;2026;12;2026-05-30;Ballard;Midlakes United;2;0;
USA;USL League Two - Northwest Division;2026;13;2026-05-31;Bigfoot;Snohomish United;3;5;
USA;USL League Two - Northwest Division;2026;13;2026-05-31;Tacoma Stars;Portland Bangers;3;4;
USA;USL League Two - Northwest Division;2026;14;2026-06-01;FC Olympia;Ballard;1;2;
USA;USL League Two - Northwest Division;2026;15;2026-06-03;Portland Bangers;Midlakes United;2;1;
USA;USL League Two - Northwest Division;2026;16;2026-06-04;Tacoma Stars;Ballard;1;1;
USA;USL League Two - Northwest Division;2026;17;2026-06-06;FC Olympia;Bigfoot;3;0;
USA;USL League Two - Northwest Division;2026;17;2026-06-06;Snohomish United;Midlakes United;2;1;
USA;USL League Two - Northwest Division;2026;18;2026-06-07;Ballard;Portland Bangers;3;1;
USA;USL League Two - Northwest Division;2026;18;2026-06-07;West Seattle Junction;Midlakes United;3;0;
USA;USL League Two - Northwest Division;2026;19;2026-06-08;Snohomish United;FC Olympia;5;0;
USA;USL League Two - Northwest Division;2026;19;2026-06-08;Tacoma Stars;Bigfoot;3;0;
USA;USL League Two - Northwest Division;2026;20;2026-06-11;Snohomish United;Ballard;2;0;
USA;USL League Two - Northwest Division;2026;21;2026-06-13;FC Olympia;Tacoma Stars;4;5;
USA;USL League Two - Northwest Division;2026;21;2026-06-13;Midlakes United;West Seattle Junction;2;1;
USA;USL League Two - Northwest Division;2026;22;2026-06-15;Bigfoot;FC Olympia;1;1;
USA;USL League Two - Northwest Division;2026;22;2026-06-15;Portland Bangers;Ballard;0;2;
USA;USL League Two - Northwest Division;2026;22;2026-06-15;Snohomish United;West Seattle Junction;3;2;
USA;USL League Two - Northwest Division;2026;23;2026-06-19;Ballard;Bigfoot;6;1;
USA;USL League Two - Northwest Division;2026;24;2026-06-20;Snohomish United;Portland Bangers;4;0;
USA;USL League Two - Northwest Division;2026;25;2026-06-21;Bigfoot;Tacoma Stars;3;1;
USA;USL League Two - Northwest Division;2026;25;2026-06-21;FC Olympia;Midlakes United;3;1;
USA;USL League Two - Northwest Division;2026;26;2026-06-22;West Seattle Junction;Ballard;1;2;
USA;USL League Two - Northwest Division;2026;27;2026-06-24;Midlakes United;Snohomish United;0;4;
USA;USL League Two - Northwest Division;2026;28;2026-06-25;Ballard;West Seattle Junction;3;1;
USA;USL League Two - Northwest Division;2026;28;2026-06-27;Snohomish United;Bigfoot;3;0;
USA;USL League Two - Northwest Division;2026;20260628;2026-06-28;Midlakes United;Ballard;2;3;
