Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Kazakhstan;Premier League;2026;1;2026-03-07;Aktobe;Tobol;4;1;
Kazakhstan;Premier League;2026;1;2026-03-07;Altai;Kairat Almaty;0;1;
Kazakhstan;Premier League;2026;1;2026-03-07;Okzhetpes;Yelimay Semey;1;1;
Kazakhstan;Premier League;2026;1;2026-03-07;Ordabasy;Ertis Pavlodar;2;2;
Kazakhstan;Premier League;2026;1;2026-03-08;Atyrau;Ulytau;0;0;
Kazakhstan;Premier League;2026;1;2026-03-08;FC Astana;Zhetysu;4;1;
Kazakhstan;Premier League;2026;1;2026-03-08;Kaisar;Zhenis;1;1;
Kazakhstan;Premier League;2026;1;2026-03-08;Kyzylzhar;Kaspij Aktau;2;1;
Kazakhstan;Premier League;2026;2;2026-03-16;Ertis Pavlodar;Atyrau;1;1;
Kazakhstan;Premier League;2026;2;2026-03-16;Kairat Almaty;Aktobe;1;0;
Kazakhstan;Premier League;2026;2;2026-03-16;Kaisar;FC Astana;0;0;
Kazakhstan;Premier League;2026;2;2026-03-16;Tobol;Zhetysu;2;2;
Kazakhstan;Premier League;2026;2;2026-03-16;Ulytau;Kyzylzhar;1;0;
Kazakhstan;Premier League;2026;2;2026-03-16;Yelimay Semey;Altai;1;1;
Kazakhstan;Premier League;2026;2;2026-03-16;Zhenis;Ordabasy;0;2;
Kazakhstan;Premier League;2026;2;2026-03-17;Kaspij Aktau;Okzhetpes;1;3;
Kazakhstan;Premier League;2026;3;2026-03-20;Atyrau;Zhenis;0;0;
Kazakhstan;Premier League;2026;3;2026-03-20;FC Astana;Tobol;2;0;
Kazakhstan;Premier League;2026;3;2026-03-20;Kyzylzhar;Ertis Pavlodar;2;2;
Kazakhstan;Premier League;2026;3;2026-03-20;Ordabasy;Kaisar;2;0;
Kazakhstan;Premier League;2026;3;2026-03-21;Aktobe;Yelimay Semey;1;4;
Kazakhstan;Premier League;2026;3;2026-03-21;Okzhetpes;Ulytau;2;1;
Kazakhstan;Premier League;2026;3;2026-03-21;Zhetysu;Kairat Almaty;0;0;
Kazakhstan;Premier League;2026;3;2026-03-22;Altai;Kaspij Aktau;0;0;
Kazakhstan;Premier League;2026;4;2026-04-04;Ertis Pavlodar;Altai;1;0;
Kazakhstan;Premier League;2026;4;2026-04-04;Kaisar;Kyzylzhar;0;0;
Kazakhstan;Premier League;2026;4;2026-04-04;Ordabasy;Atyrau;1;1;
Kazakhstan;Premier League;2026;4;2026-04-04;Yelimay Semey;Tobol;1;0;
Kazakhstan;Premier League;2026;4;2026-04-05;Kairat Almaty;FC Astana;4;0;
Kazakhstan;Premier League;2026;4;2026-04-05;Kaspij Aktau;Zhetysu;0;1;
Kazakhstan;Premier League;2026;4;2026-04-05;Ulytau;Aktobe;1;1;
Kazakhstan;Premier League;2026;4;2026-04-05;Zhenis;Okzhetpes;1;1;
Kazakhstan;Premier League;2026;5;2026-04-11;Atyrau;Kaisar;2;0;
Kazakhstan;Premier League;2026;5;2026-04-11;FC Astana;Ordabasy;1;1;
Kazakhstan;Premier League;2026;5;2026-04-11;Tobol;Kairat Almaty;1;1;
Kazakhstan;Premier League;2026;5;2026-04-11;Zhetysu;Yelimay Semey;0;1;
Kazakhstan;Premier League;2026;5;2026-04-12;Aktobe;Kaspij Aktau;1;0;
Kazakhstan;Premier League;2026;5;2026-04-12;Altai;Ulytau;1;2;
Kazakhstan;Premier League;2026;5;2026-04-12;Kyzylzhar;Zhenis;4;0;
Kazakhstan;Premier League;2026;5;2026-04-12;Okzhetpes;Ertis Pavlodar;2;1;
