Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Australia;Northern NSW State League;2026;1;2026-03-13;West Wallsend;Lake Macquarie;2;9;
Australia;Northern NSW State League;2026;1;2026-03-14;New Lambton;Wallsend Red Devils;1;2;
Australia;Northern NSW State League;2026;1;2026-03-14;Newcastle Croatia;South Cardiff;2;1;
Australia;Northern NSW State League;2026;1;2026-03-14;Toronto Awaba Stags;Dudley Redhead United;1;2;
Australia;Northern NSW State League;2026;1;2026-03-15;Cessnock City Hornets;Singleton Strikers;2;0;
Australia;Northern NSW State League;2026;2;2026-03-20;Lake Macquarie;Wallsend Red Devils;0;3;
Australia;Northern NSW State League;2026;2;2026-03-20;Toronto Awaba Stags;Newcastle Croatia;2;1;
Australia;Northern NSW State League;2026;2;2026-03-21;New Lambton;Singleton Strikers;1;1;
Australia;Northern NSW State League;2026;2;2026-03-21;South Cardiff;Cessnock City Hornets;0;3;
Australia;Northern NSW State League;2026;2;2026-03-22;Dudley Redhead United;West Wallsend;5;1;
Australia;Northern NSW State League;2026;3;2026-03-27;West Wallsend;Singleton Strikers;1;2;
Australia;Northern NSW State League;2026;3;2026-03-28;Cessnock City Hornets;Lake Macquarie;2;2;
Australia;Northern NSW State League;2026;3;2026-03-28;Newcastle Croatia;New Lambton;3;4;
Australia;Northern NSW State League;2026;3;2026-03-28;South Cardiff;Toronto Awaba Stags;1;0;
Australia;Northern NSW State League;2026;3;2026-03-29;Wallsend Red Devils;Dudley Redhead United;3;1;
Australia;Northern NSW State League;2026;4;2026-04-10;New Lambton;South Cardiff;2;0;
Australia;Northern NSW State League;2026;4;2026-04-11;Cessnock City Hornets;Toronto Awaba Stags;3;0;
Australia;Northern NSW State League;2026;4;2026-04-11;Newcastle Croatia;West Wallsend;1;3;
Australia;Northern NSW State League;2026;4;2026-04-11;Singleton Strikers;Wallsend Red Devils;1;1;
Australia;Northern NSW State League;2026;4;2026-04-12;Dudley Redhead United;Lake Macquarie;1;3;
Australia;Northern NSW State League;2026;5;2026-04-18;Lake Macquarie;Newcastle Croatia;3;4;
Australia;Northern NSW State League;2026;5;2026-04-18;New Lambton;West Wallsend;0;0;
Australia;Northern NSW State League;2026;5;2026-04-18;South Cardiff;Singleton Strikers;0;1;
Australia;Northern NSW State League;2026;5;2026-04-19;Dudley Redhead United;Cessnock City Hornets;1;0;
Australia;Northern NSW State League;2026;5;2026-04-19;Wallsend Red Devils;Toronto Awaba Stags;6;3;
Australia;Northern NSW State League;2026;6;2026-04-24;Newcastle Croatia;Dudley Redhead United;0;2;
Australia;Northern NSW State League;2026;6;2026-04-24;Singleton Strikers;Lake Macquarie;0;1;
Australia;Northern NSW State League;2026;6;2026-04-24;Toronto Awaba Stags;New Lambton;0;3;
Australia;Northern NSW State League;2026;6;2026-04-26;Wallsend Red Devils;South Cardiff;1;2;
Australia;Northern NSW State League;2026;6;2026-04-26;West Wallsend;Cessnock City Hornets;1;0;
Australia;Northern NSW State League;2026;7;2026-05-09;Cessnock City Hornets;Wallsend Red Devils;2;2;
Australia;Northern NSW State League;2026;7;2026-05-09;Lake Macquarie;New Lambton;2;0;
