Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - South Atlantic Division;2026;1;2026-05-14;Appalachian;Asheville City;0;0;
USA;USL League Two - South Atlantic Division;2026;2;2026-05-15;Wake FC;Charlotte Eagles;1;5;
USA;USL League Two - South Atlantic Division;2026;3;2026-05-16;Asheville City;Hickory;0;1;
USA;USL League Two - South Atlantic Division;2026;4;2026-05-17;Charlotte Independ. 2;SC United Bantams;3;1;
USA;USL League Two - South Atlantic Division;2026;5;2026-05-18;Port City;North Carolina FC U23;2;3;
USA;USL League Two - South Atlantic Division;2026;5;2026-05-18;Wake FC;Tobacco Road;2;6;
USA;USL League Two - South Atlantic Division;2026;6;2026-05-20;Charlotte Eagles;Appalachian;0;4;
USA;USL League Two - South Atlantic Division;2026;7;2026-05-21;North Carolina FC U23;Hickory;1;3;
USA;USL League Two - South Atlantic Division;2026;7;2026-05-21;Tobacco Road;Charlotte Independ. 2;0;1;
USA;USL League Two - South Atlantic Division;2026;7;2026-05-21;Wake FC;Salem City;0;4;
USA;USL League Two - South Atlantic Division;2026;8;2026-05-23;Charlotte Eagles;Port City;1;0;
USA;USL League Two - South Atlantic Division;2026;9;2026-05-24;Hickory;SC United Bantams;2;1;
USA;USL League Two - South Atlantic Division;2026;9;2026-05-24;Salem City;Appalachian;1;5;
USA;USL League Two - South Atlantic Division;2026;10;2026-05-25;Tobacco Road;North Carolina FC U23;2;4;
USA;USL League Two - South Atlantic Division;2026;11;2026-05-27;Tobacco Road;Salem City;1;3;
USA;USL League Two - South Atlantic Division;2026;12;2026-05-28;Appalachian;Charlotte Independ. 2;1;4;
USA;USL League Two - South Atlantic Division;2026;12;2026-05-28;Hickory;Charlotte Eagles;2;3;
USA;USL League Two - South Atlantic Division;2026;12;2026-05-28;Port City;Wake FC;2;1;
USA;USL League Two - South Atlantic Division;2026;13;2026-05-31;Appalachian;Wake FC;1;2;
USA;USL League Two - South Atlantic Division;2026;13;2026-05-31;Asheville City;Port City;3;0;
USA;USL League Two - South Atlantic Division;2026;13;2026-05-31;SC United Bantams;North Carolina FC U23;3;1;
USA;USL League Two - South Atlantic Division;2026;13;2026-05-31;Salem City;Charlotte Eagles;1;1;
USA;USL League Two - South Atlantic Division;2026;14;2026-06-04;Appalachian;North Carolina FC U23;4;0;
USA;USL League Two - South Atlantic Division;2026;14;2026-06-04;Charlotte Eagles;Tobacco Road;3;2;
USA;USL League Two - South Atlantic Division;2026;14;2026-06-04;Charlotte Independ. 2;Asheville City;2;2;
USA;USL League Two - South Atlantic Division;2026;14;2026-06-04;Salem City;Hickory;1;2;
USA;USL League Two - South Atlantic Division;2026;14;2026-06-04;Wake FC;SC United Bantams;1;4;
USA;USL League Two - South Atlantic Division;2026;15;2026-06-07;Appalachian;Hickory;2;1;
USA;USL League Two - South Atlantic Division;2026;15;2026-06-07;Charlotte Independ. 2;Charlotte Eagles;1;0;
USA;USL League Two - South Atlantic Division;2026;15;2026-06-07;SC United Bantams;Port City;3;0;
USA;USL League Two - South Atlantic Division;2026;15;2026-06-07;Salem City;North Carolina FC U23;2;3;
USA;USL League Two - South Atlantic Division;2026;16;2026-06-08;Asheville City;Wake FC;2;0;
USA;USL League Two - South Atlantic Division;2026;17;2026-06-10;Charlotte Eagles;Asheville City;2;2;
USA;USL League Two - South Atlantic Division;2026;18;2026-06-11;Appalachian;Salem City;5;2;
USA;USL League Two - South Atlantic Division;2026;18;2026-06-11;Charlotte Independ. 2;Port City;4;1;
USA;USL League Two - South Atlantic Division;2026;18;2026-06-11;North Carolina FC U23;Wake FC;3;1;
USA;USL League Two - South Atlantic Division;2026;18;2026-06-11;SC United Bantams;Tobacco Road;3;3;
USA;USL League Two - South Atlantic Division;2026;19;2026-06-14;Asheville City;Appalachian;1;1;
USA;USL League Two - South Atlantic Division;2026;19;2026-06-14;Charlotte Eagles;Charlotte Independ. 2;0;1;
USA;USL League Two - South Atlantic Division;2026;19;2026-06-14;North Carolina FC U23;Salem City;0;1;
USA;USL League Two - South Atlantic Division;2026;19;2026-06-14;Port City;Tobacco Road;1;4;
USA;USL League Two - South Atlantic Division;2026;19;2026-06-14;SC United Bantams;Hickory;0;5;
USA;USL League Two - South Atlantic Division;2026;20;2026-06-17;Charlotte Eagles;SC United Bantams;1;2;
USA;USL League Two - South Atlantic Division;2026;21;2026-06-18;Charlotte Independ. 2;Salem City;3;1;
USA;USL League Two - South Atlantic Division;2026;21;2026-06-18;Port City;Hickory;1;2;
USA;USL League Two - South Atlantic Division;2026;21;2026-06-18;Tobacco Road;Appalachian;1;1;
USA;USL League Two - South Atlantic Division;2026;21;2026-06-18;Wake FC;North Carolina FC U23;1;2;
USA;USL League Two - South Atlantic Division;2026;22;2026-06-20;Tobacco Road;Asheville City;0;5;
USA;USL League Two - South Atlantic Division;2026;23;2026-06-21;Charlotte Independ. 2;Appalachian;0;0;
USA;USL League Two - South Atlantic Division;2026;23;2026-06-21;Hickory;Wake FC;2;1;
USA;USL League Two - South Atlantic Division;2026;23;2026-06-21;North Carolina FC U23;Port City;1;1;
USA;USL League Two - South Atlantic Division;2026;23;2026-06-21;SC United Bantams;Charlotte Eagles;0;0;
USA;USL League Two - South Atlantic Division;2026;24;2026-06-23;Wake FC;Charlotte Independ. 2;0;4;
USA;USL League Two - South Atlantic Division;2026;25;2026-06-24;Port City;SC United Bantams;1;2;
USA;USL League Two - South Atlantic Division;2026;25;2026-06-24;Salem City;Asheville City;1;2;
USA;USL League Two - South Atlantic Division;2026;26;2026-06-25;Hickory;Tobacco Road;4;0;
USA;USL League Two - South Atlantic Division;2026;26;2026-06-27;Asheville City;Charlotte Eagles;2;0;
USA;USL League Two - South Atlantic Division;2026;20260628;2026-06-28;Hickory;Charlotte Independ. 2;0;0;
USA;USL League Two - South Atlantic Division;2026;20260628;2026-06-28;Port City;Appalachian;0;3;
USA;USL League Two - South Atlantic Division;2026;20260628;2026-06-28;SC United Bantams;Salem City;3;3;
USA;USL League Two - South Atlantic Division;2026;20260628;2026-06-28;Tobacco Road;Wake FC;2;3;
USA;USL League Two - South Atlantic Division;2026;20260629;2026-06-30;Asheville City;Charlotte Independ. 2;1;0;
