Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Italy;Serie C Girone A;1;2026-08-23;Pro Vercelli;Desenzano;1;1;
Italy;Serie C Girone A;1;2026-08-23;Trento;Treviso;2;1;
Italy;Serie C Girone A;1;2026-08-24;Folgore Caratese;Dolomiti Bellunesi;1;2;
Italy;Serie C Girone A;1;2026-08-30;Carpi;Juventus U23;3;3;
Italy;Serie C Girone A;1;2026-08-30;Lumezzane;Giana Erminio;1;0;
Italy;Serie C Girone A;1;2026-08-30;Pergolettese;Brescia;0;1;
Italy;Serie C Girone A;1;2026-08-31;AlbinoLeffe;Ospitaletto;1;1;
Italy;Serie C Girone A;1;2026-08-31;Renate;Cittadella;0;1;
Italy;Serie C Girone A;2;2026-08-30;Arzignano;Pro Vercelli;1;0;
Italy;Serie C Girone A;2;2026-08-30;Dolomiti Bellunesi;Alcione Milano;0;0;
Italy;Serie C Girone A;2;2026-08-31;Desenzano;Trento;0;0;
Italy;Serie C Girone A;2;2026-08-31;Novara;Folgore Caratese;2;2;
Italy;Serie C Girone A;2;2026-08-31;Treviso;Lecco;1;0;
Italy;Serie C Girone A;2;2026-09-06;AlbinoLeffe;Carpi;0;1;
Italy;Serie C Girone A;2;2026-09-06;Cittadella;Lumezzane;2;1;
Italy;Serie C Girone A;2;2026-09-06;Juventus U23;Pergolettese;0;0;
Italy;Serie C Girone A;3;2026-09-06;Brescia;Desenzano;1;0;
Italy;Serie C Girone A;3;2026-09-06;Giana Erminio;Dolomiti Bellunesi;1;2;
Italy;Serie C Girone A;3;2026-09-06;Ospitaletto;Arzignano;3;1;
Italy;Serie C Girone A;3;2026-09-07;Alcione Milano;Treviso;1;1;
Italy;Serie C Girone A;3;2026-09-07;Pro Vercelli;Folgore Caratese;1;0;
Italy;Serie C Girone A;3;2026-09-07;Renate;Novara;1;2;
Italy;Serie C Girone A;3;2026-09-07;Trento;Lecco;1;0;
Italy;Serie C Girone A;3;2026-09-13;Carpi;Cittadella;1;2;
Italy;Serie C Girone A;4;2026-09-13;Arzignano;Desenzano;1;2;
Italy;Serie C Girone A;4;2026-09-13;Dolomiti Bellunesi;AlbinoLeffe;0;0;
Italy;Serie C Girone A;4;2026-09-13;Folgore Caratese;Alcione Milano;2;3;
Italy;Serie C Girone A;4;2026-09-13;Lecco;Giana Erminio;1;0;
Italy;Serie C Girone A;4;2026-09-13;Lumezzane;Renate;2;2;
Italy;Serie C Girone A;4;2026-09-13;Novara;Pergolettese;0;1;
Italy;Serie C Girone A;4;2026-09-13;Ospitaletto;Juventus U23;3;0;
Italy;Serie C Girone A;4;2026-09-13;Trento;Brescia;0;0;
Italy;Serie C Girone A;4;2026-09-13;Treviso;Pro Vercelli;2;1;
Italy;Serie C Girone A;5;2026-09-17;AlbinoLeffe;Arzignano;1;2;
Italy;Serie C Girone A;5;2026-09-17;Brescia;Treviso;2;2;
Italy;Serie C Girone A;5;2026-09-17;Carpi;Ospitaletto;2;2;
Italy;Serie C Girone A;5;2026-09-17;Cittadella;Juventus U23;2;0;
Italy;Serie C Girone A;5;2026-09-17;Desenzano;Lecco;1;3;
Italy;Serie C Girone A;5;2026-09-17;Giana Erminio;Trento;2;2;
Italy;Serie C Girone A;5;2026-09-17;Lumezzane;Novara;0;0;
Italy;Serie C Girone A;5;2026-09-17;Pergolettese;Folgore Caratese;0;0;
Italy;Serie C Girone A;5;2026-09-17;Pro Vercelli;Alcione Milano;2;2;
Italy;Serie C Girone A;5;2026-09-17;Renate;Dolomiti Bellunesi;0;0;
Italy;Serie C Girone A;6;2026-09-20;Alcione Milano;Brescia;0;4;
Italy;Serie C Girone A;6;2026-09-20;Arzignano;Renate;2;1;
Italy;Serie C Girone A;6;2026-09-20;Folgore Caratese;Giana Erminio;1;1;
Italy;Serie C Girone A;6;2026-09-20;Juventus U23;AlbinoLeffe;3;5;
Italy;Serie C Girone A;6;2026-09-20;Lecco;Pergolettese;0;0;
Italy;Serie C Girone A;6;2026-09-20;Novara;Carpi;2;2;
Italy;Serie C Girone A;6;2026-09-20;Ospitaletto;Cittadella;0;1;
