Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Austria;2. Liga;1;2026-07-31;Admira;SK Rapid II;0;1;
Austria;2. Liga;1;2026-07-31;Austria (Am);BW Linz;0;3;
Austria;2. Liga;1;2026-07-31;Floridsdorfer AC;St. Polten;1;0;
Austria;2. Liga;1;2026-07-31;Innsbruck;Bregenz;5;0;
Austria;2. Liga;1;2026-07-31;Kapfenberg;Liefering;0;4;
Austria;2. Liga;1;2026-07-31;Voitsberg;Amstetten;1;1;
Austria;2. Liga;1;2026-08-01;First Vienna;Sturm Graz II;4;0;
Austria;2. Liga;1;2026-08-02;Hertha Wels;A. Salzburg;0;2;
Austria;2. Liga;2;2026-08-07;BW Linz;Innsbruck;3;0;
Austria;2. Liga;2;2026-08-07;Liefering;Hertha Wels;2;3;
Austria;2. Liga;2;2026-08-07;St. Polten;Austria (Am);0;1;
Austria;2. Liga;2;2026-08-08;A. Salzburg;First Vienna;4;1;
Austria;2. Liga;2;2026-08-08;Bregenz;Kapfenberg;3;2;
Austria;2. Liga;2;2026-08-08;SK Rapid II;Voitsberg;1;3;
Austria;2. Liga;2;2026-08-08;Sturm Graz II;Floridsdorfer AC;4;2;
Austria;2. Liga;2;2026-08-09;Amstetten;Admira;2;1;
