Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Play-in;2026;1;2026-07-16;Fort Lauderdale;Swarm FC;4;0;
USA;USL League Two - Play-in;2026;1;2026-07-16;Minneapolis City;West Virginia;2;0;
