Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Germany;Regionalliga Nordost;1;2026-07-24;Erfurt;BFC Dynamo;4;1;
Germany;Regionalliga Nordost;1;2026-07-24;Luckenwalde;Lokomotive Leipzig;1;3;
Germany;Regionalliga Nordost;1;2026-07-25;Aue;Altglienicke;3;3;
Germany;Regionalliga Nordost;1;2026-07-25;BFC Preussen;RSV Eintracht;1;1;
Germany;Regionalliga Nordost;1;2026-07-25;Hertha 2;Chemnitzer;0;4;
Germany;Regionalliga Nordost;1;2026-07-25;Magdeburg 2;Tasmania Berlin;5;1;
Germany;Regionalliga Nordost;1;2026-07-26;Chemie Leipzig;Babelsberg;0;2;
Germany;Regionalliga Nordost;1;2026-07-26;Greifswald;Hallescher;2;2;
Germany;Regionalliga Nordost;1;2026-07-26;Jena;Zwickau;1;2;
Germany;Regionalliga Nordost;2;2026-07-31;Babelsberg;Jena;0;1;
Germany;Regionalliga Nordost;2;2026-07-31;Chemnitzer;BFC Preussen;3;0;
Germany;Regionalliga Nordost;2;2026-07-31;Tasmania Berlin;Aue;0;2;
Germany;Regionalliga Nordost;2;2026-08-01;BFC Dynamo;Chemie Leipzig;2;0;
Germany;Regionalliga Nordost;2;2026-08-01;RSV Eintracht;Luckenwalde;3;0;
Germany;Regionalliga Nordost;2;2026-08-01;Zwickau;Greifswald;0;3;
Germany;Regionalliga Nordost;2;2026-08-02;Hallescher;Erfurt;1;1;
Germany;Regionalliga Nordost;2;2026-08-02;Lokomotive Leipzig;Magdeburg 2;3;3;
Germany;Regionalliga Nordost;3;2026-08-04;Babelsberg;Altglienicke;2;2;
Germany;Regionalliga Nordost;3;2026-08-04;Chemnitzer;Zwickau;3;1;
Germany;Regionalliga Nordost;3;2026-08-04;Hertha 2;Greifswald;1;4;
Germany;Regionalliga Nordost;3;2026-08-04;Jena;RSV Eintracht;4;0;
Germany;Regionalliga Nordost;3;2026-08-04;Magdeburg 2;Luckenwalde;0;1;
Germany;Regionalliga Nordost;3;2026-08-05;BFC Preussen;Lokomotive Leipzig;1;2;
Germany;Regionalliga Nordost;3;2026-08-05;Chemie Leipzig;Hallescher;0;1;
Germany;Regionalliga Nordost;3;2026-08-05;Erfurt;Tasmania Berlin;6;0;
Germany;Regionalliga Nordost;3;2026-08-06;Aue;BFC Dynamo;3;2;
Germany;Regionalliga Nordost;4;2026-08-07;Greifswald;Altglienicke;1;3;
Germany;Regionalliga Nordost;4;2026-08-08;Lokomotive Leipzig;Hertha 2;1;2;
Germany;Regionalliga Nordost;4;2026-08-08;Luckenwalde;Tasmania Berlin;1;2;
Germany;Regionalliga Nordost;4;2026-08-08;RSV Eintracht;Chemie Leipzig;1;1;
Germany;Regionalliga Nordost;4;2026-08-09;Aue;BFC Preussen;2;1;
Germany;Regionalliga Nordost;4;2026-08-09;BFC Dynamo;Zwickau;0;0;
Germany;Regionalliga Nordost;4;2026-08-09;Hallescher;Chemnitzer;0;0;
Germany;Regionalliga Nordost;4;2026-08-09;Jena;Erfurt;1;2;
Germany;Regionalliga Nordost;4;2026-08-11;Magdeburg 2;Babelsberg;3;1;
Germany;Regionalliga Nordost;5;2026-08-11;Altglienicke;Hertha 2;3;1;
Germany;Regionalliga Nordost;5;2026-08-14;Babelsberg;RSV Eintracht;3;3;
Germany;Regionalliga Nordost;5;2026-08-14;Chemie Leipzig;Jena;0;1;
Germany;Regionalliga Nordost;5;2026-08-14;Zwickau;Luckenwalde;2;1;
Germany;Regionalliga Nordost;5;2026-08-15;BFC Preussen;Greifswald;1;1;
Germany;Regionalliga Nordost;5;2026-08-15;Chemnitzer;Aue;3;1;
Germany;Regionalliga Nordost;5;2026-08-15;Erfurt;Magdeburg 2;4;1;
Germany;Regionalliga Nordost;5;2026-08-16;Tasmania Berlin;Lokomotive Leipzig;2;3;
Germany;Regionalliga Nordost;6;2026-08-14;Hertha 2;BFC Dynamo;1;1;
Germany;Regionalliga Nordost;6;2026-08-16;Altglienicke;Hallescher;2;1;
