Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Australia;Tasmania Northern Championship;2026;1;2026-03-14;Devonport U21;Burnie Utd.;9;1;
Australia;Tasmania Northern Championship;2026;1;2026-03-14;Launceston U21;Ulverstone U21;4;1;
Australia;Tasmania Northern Championship;2026;1;2026-03-14;Somerset;Launceston United U21;3;1;
Australia;Tasmania Northern Championship;2026;2;2026-03-21;Launceston U21;Riverside Olympic U21;4;0;
Australia;Tasmania Northern Championship;2026;2;2026-03-21;Somerset;Burnie Utd.;3;1;
Australia;Tasmania Northern Championship;2026;2;2026-03-21;Ulverstone U21;Launceston United U21;4;0;
Australia;Tasmania Northern Championship;2026;3;2026-03-28;Burnie Utd.;Launceston U21;5;1;
Australia;Tasmania Northern Championship;2026;3;2026-03-28;Devonport U21;Somerset;3;2;
Australia;Tasmania Northern Championship;2026;3;2026-03-28;Launceston United U21;Northern Rangers;0;4;
Australia;Tasmania Northern Championship;2026;3;2026-03-28;Ulverstone U21;Riverside Olympic U21;4;1;
Australia;Tasmania Northern Championship;2026;4;2026-04-11;Launceston United U21;Launceston U21;1;0;
Australia;Tasmania Northern Championship;2026;4;2026-04-11;Riverside Olympic U21;Devonport U21;1;4;
Australia;Tasmania Northern Championship;2026;4;2026-04-11;Somerset;Northern Rangers;3;4;
Australia;Tasmania Northern Championship;2026;5;2026-04-18;Launceston U21;Devonport U21;0;1;
Australia;Tasmania Northern Championship;2026;5;2026-04-18;Northern Rangers;Burnie Utd.;11;2;
Australia;Tasmania Northern Championship;2026;5;2026-04-18;Ulverstone U21;Somerset;4;0;
Australia;Tasmania Northern Championship;2026;6;2026-05-02;Burnie Utd.;Riverside Olympic U21;4;2;
Australia;Tasmania Northern Championship;2026;6;2026-05-02;Launceston United U21;Devonport U21;1;7;
Australia;Tasmania Northern Championship;2026;6;2026-05-02;Northern Rangers;Ulverstone U21;5;0;
Australia;Tasmania Northern Championship;2026;6;2026-05-02;Somerset;Launceston U21;0;1;
Australia;Tasmania Northern Championship;2026;7;2026-05-09;Devonport U21;Ulverstone U21;3;3;
Australia;Tasmania Northern Championship;2026;7;2026-05-09;Launceston U21;Northern Rangers;0;3;
Australia;Tasmania Northern Championship;2026;7;2026-05-09;Launceston United U21;Burnie Utd.;1;5;
Australia;Tasmania Northern Championship;2026;7;2026-05-09;Riverside Olympic U21;Somerset;3;1;
Australia;Tasmania Northern Championship;2026;8;2026-05-22;Launceston United U21;Somerset;0;6;
Australia;Tasmania Northern Championship;2026;8;2026-05-22;Ulverstone U21;Launceston U21;3;0;
Australia;Tasmania Northern Championship;2026;8;2026-05-23;Burnie Utd.;Devonport U21;2;3;
Australia;Tasmania Northern Championship;2026;8;2026-05-23;Riverside Olympic U21;Northern Rangers;0;6;
Australia;Tasmania Northern Championship;2026;9;2026-05-30;Burnie Utd.;Somerset;0;5;
Australia;Tasmania Northern Championship;2026;9;2026-05-30;Devonport U21;Northern Rangers;5;2;
Australia;Tasmania Northern Championship;2026;9;2026-05-30;Launceston United U21;Ulverstone U21;0;6;
Australia;Tasmania Northern Championship;2026;9;2026-05-30;Riverside Olympic U21;Launceston U21;3;1;
Australia;Tasmania Northern Championship;2026;10;2026-06-13;Launceston U21;Burnie Utd.;4;3;
Australia;Tasmania Northern Championship;2026;10;2026-06-13;Northern Rangers;Launceston United U21;10;0;
Australia;Tasmania Northern Championship;2026;10;2026-06-13;Somerset;Devonport U21;2;2;
Australia;Tasmania Northern Championship;2026;11;2026-06-19;Ulverstone U21;Burnie Utd.;4;2;
Australia;Tasmania Northern Championship;2026;11;2026-06-20;Devonport U21;Riverside Olympic U21;14;1;
Australia;Tasmania Northern Championship;2026;11;2026-06-20;Launceston U21;Launceston United U21;7;0;
Australia;Tasmania Northern Championship;2026;11;2026-06-20;Northern Rangers;Somerset;10;2;
Australia;Tasmania Northern Championship;2026;12;2026-06-27;Burnie Utd.;Northern Rangers;0;6;
Australia;Tasmania Northern Championship;2026;12;2026-06-27;Devonport U21;Launceston U21;4;1;
Australia;Tasmania Northern Championship;2026;12;2026-06-27;Riverside Olympic U21;Launceston United U21;2;0;
Australia;Tasmania Northern Championship;2026;12;2026-06-27;Somerset;Ulverstone U21;2;2;
