Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Finland;Kolmonen Eastern Group 3;1;2026-04-22;LAUTP;LAUTP/2;6;1;
Finland;Kolmonen Eastern Group 3;1;2026-04-24;Edustus IPS;Mikkelin Palloilijat II;2;0;
Finland;Kolmonen Eastern Group 3;1;2026-04-24;PeKa;KoPa;5;1;
Finland;Kolmonen Eastern Group 3;1;2026-04-24;STPS;Kultsu;0;1;
Finland;Kolmonen Eastern Group 3;1;2026-04-25;HAPK;KJP;1;0;
Finland;Kolmonen Eastern Group 3;1;2026-04-25;MiPK;Kumu;2;2;
Finland;Kolmonen Eastern Group 3;2;2026-04-28;LAUTP/2;MiPK;0;2;
Finland;Kolmonen Eastern Group 3;2;2026-04-29;KoPa;HAPK;3;0;
Finland;Kolmonen Eastern Group 3;2;2026-04-29;Kultsu;PeKa;0;2;
Finland;Kolmonen Eastern Group 3;2;2026-04-29;Mikkelin Palloilijat II;LAUTP;0;2;
Finland;Kolmonen Eastern Group 3;2;2026-05-02;KJP;Edustus IPS;0;1;
Finland;Kolmonen Eastern Group 3;2;2026-05-03;Kumu;STPS;2;1;
Finland;Kolmonen Eastern Group 3;3;2026-05-06;HAPK;Kultsu;0;4;
Finland;Kolmonen Eastern Group 3;3;2026-05-06;LAUTP;MiPK;2;2;
Finland;Kolmonen Eastern Group 3;3;2026-05-06;Mikkelin Palloilijat II;KJP;1;3;
Finland;Kolmonen Eastern Group 3;3;2026-05-07;PeKa;Kumu;7;0;
Finland;Kolmonen Eastern Group 3;3;2026-05-07;STPS;LAUTP/2;3;0;
Finland;Kolmonen Eastern Group 3;3;2026-05-08;Edustus IPS;KoPa;1;0;
Finland;Kolmonen Eastern Group 3;4;2026-05-13;Kultsu;Edustus IPS;1;1;
Finland;Kolmonen Eastern Group 3;4;2026-05-13;LAUTP/2;PeKa;1;4;
Finland;Kolmonen Eastern Group 3;4;2026-05-14;KJP;LAUTP;2;2;
Finland;Kolmonen Eastern Group 3;4;2026-05-15;KoPa;Mikkelin Palloilijat II;3;1;
Finland;Kolmonen Eastern Group 3;4;2026-05-16;MiPK;STPS;2;0;
Finland;Kolmonen Eastern Group 3;4;2026-05-17;Kumu;HAPK;1;5;
Finland;Kolmonen Eastern Group 3;5;2026-05-20;LAUTP;STPS;1;0;
Finland;Kolmonen Eastern Group 3;5;2026-05-20;Mikkelin Palloilijat II;Kultsu;1;2;
Finland;Kolmonen Eastern Group 3;5;2026-05-22;KJP;KoPa;4;0;
Finland;Kolmonen Eastern Group 3;5;2026-05-22;PeKa;MiPK;3;0;
Finland;Kolmonen Eastern Group 3;5;2026-05-23;Edustus IPS;Kumu;2;1;
Finland;Kolmonen Eastern Group 3;5;2026-05-23;HAPK;LAUTP/2;0;0;
Finland;Kolmonen Eastern Group 3;6;2026-05-27;STPS;PeKa;2;3;
Finland;Kolmonen Eastern Group 3;6;2026-05-28;Kultsu;KJP;3;1;
Finland;Kolmonen Eastern Group 3;6;2026-05-28;LAUTP/2;Edustus IPS;0;2;
Finland;Kolmonen Eastern Group 3;6;2026-05-28;MiPK;HAPK;3;4;
Finland;Kolmonen Eastern Group 3;6;2026-05-29;KoPa;LAUTP;2;0;
Finland;Kolmonen Eastern Group 3;6;2026-05-29;Kumu;Mikkelin Palloilijat II;2;6;
Finland;Kolmonen Eastern Group 3;7;2026-06-03;Mikkelin Palloilijat II;LAUTP/2;4;2;
Finland;Kolmonen Eastern Group 3;7;2026-06-04;LAUTP;PeKa;1;3;
Finland;Kolmonen Eastern Group 3;7;2026-06-05;Edustus IPS;MiPK;3;2;
Finland;Kolmonen Eastern Group 3;7;2026-06-05;KoPa;Kultsu;2;2;
Finland;Kolmonen Eastern Group 3;7;2026-06-06;HAPK;STPS;4;0;
Finland;Kolmonen Eastern Group 3;7;2026-06-06;KJP;Kumu;4;0;
Finland;Kolmonen Eastern Group 3;8;2026-06-10;Kultsu;LAUTP;3;0;
Finland;Kolmonen Eastern Group 3;8;2026-06-11;LAUTP/2;KJP;0;1;
Finland;Kolmonen Eastern Group 3;8;2026-06-11;STPS;Edustus IPS;2;2;
Finland;Kolmonen Eastern Group 3;8;2026-06-12;MiPK;Mikkelin Palloilijat II;2;1;
Finland;Kolmonen Eastern Group 3;8;2026-06-13;Kumu;KoPa;0;2;
Finland;Kolmonen Eastern Group 3;8;2026-06-13;PeKa;HAPK;4;2;
Finland;Kolmonen Eastern Group 3;9;2026-06-16;Edustus IPS;PeKa;3;3;
Finland;Kolmonen Eastern Group 3;9;2026-06-17;KJP;MiPK;1;3;
Finland;Kolmonen Eastern Group 3;9;2026-06-17;Kultsu;Kumu;5;0;
