Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Australia;SA State League;2026;1;2026-02-28;Adelaide Atletico;Adelaide Cobras;1;2;
Australia;SA State League;2026;1;2026-02-28;Eastern United;South Adelaide;5;2;
Australia;SA State League;2026;1;2026-02-28;Fulham Utd.;Adelaide Olympic;2;3;
Australia;SA State League;2026;1;2026-02-28;Modbury;Adelaide Croatia Raiders;3;1;
Australia;SA State League;2026;1;2026-02-28;Salisbury Utd.;Cumberland Utd.;1;1;
Australia;SA State League;2026;1;2026-03-02;Blue Eagles;Cove FC;1;1;
Australia;SA State League;2026;2;2026-03-07;Adelaide Cobras;South Adelaide;4;0;
Australia;SA State League;2026;2;2026-03-07;Adelaide Croatia Raiders;Salisbury Utd.;2;0;
Australia;SA State League;2026;2;2026-03-07;Cove FC;Eastern United;4;0;
Australia;SA State League;2026;2;2026-03-07;Cumberland Utd.;Adelaide Atletico;1;2;
Australia;SA State League;2026;2;2026-03-07;Fulham Utd.;Modbury;1;1;
Australia;SA State League;2026;2;2026-04-24;Adelaide Olympic;Blue Eagles;3;0;
Australia;SA State League;2026;3;2026-03-13;Adelaide Olympic;Eastern United;2;1;
Australia;SA State League;2026;3;2026-03-13;Cumberland Utd.;Adelaide Cobras;0;2;
Australia;SA State League;2026;3;2026-03-14;Adelaide Atletico;Fulham Utd.;3;0;
Australia;SA State League;2026;3;2026-03-14;Modbury;Cove FC;5;0;
Australia;SA State League;2026;3;2026-03-14;Salisbury Utd.;Blue Eagles;2;0;
Australia;SA State League;2026;3;2026-03-14;South Adelaide;Adelaide Croatia Raiders;0;3;
Australia;SA State League;2026;4;2026-03-20;Adelaide Croatia Raiders;Adelaide Atletico;5;0;
Australia;SA State League;2026;4;2026-03-20;Eastern United;Adelaide Cobras;2;4;
Australia;SA State League;2026;4;2026-03-21;Cove FC;Adelaide Olympic;3;2;
Australia;SA State League;2026;4;2026-03-21;Salisbury Utd.;Fulham Utd.;1;2;
Australia;SA State League;2026;4;2026-03-21;South Adelaide;Cumberland Utd.;0;5;
Australia;SA State League;2026;5;2026-03-27;Adelaide Olympic;Modbury;1;1;
Australia;SA State League;2026;5;2026-03-27;Cumberland Utd.;Eastern United;4;2;
Australia;SA State League;2026;5;2026-03-28;Adelaide Cobras;Adelaide Croatia Raiders;0;3;
Australia;SA State League;2026;5;2026-03-28;Blue Eagles;Adelaide Atletico;1;1;
Australia;SA State League;2026;5;2026-03-28;Cove FC;Salisbury Utd.;2;2;
Australia;SA State League;2026;5;2026-03-28;Fulham Utd.;South Adelaide;6;1;
Australia;SA State League;2026;6;2026-04-10;Adelaide Croatia Raiders;Cumberland Utd.;0;1;
Australia;SA State League;2026;6;2026-04-11;Adelaide Atletico;Cove FC;4;0;
Australia;SA State League;2026;6;2026-04-11;Fulham Utd.;Adelaide Cobras;4;0;
Australia;SA State League;2026;6;2026-04-11;Modbury;Eastern United;3;0;
Australia;SA State League;2026;6;2026-04-11;Salisbury Utd.;Adelaide Olympic;1;4;
Australia;SA State League;2026;6;2026-04-11;South Adelaide;Blue Eagles;2;1;
Australia;SA State League;2026;7;2026-04-17;Adelaide Olympic;Adelaide Atletico;1;2;
Australia;SA State League;2026;7;2026-04-17;Eastern United;Adelaide Croatia Raiders;0;2;
Australia;SA State League;2026;7;2026-04-18;Adelaide Cobras;Blue Eagles;2;3;
Australia;SA State League;2026;7;2026-04-18;Cove FC;South Adelaide;2;1;
Australia;SA State League;2026;7;2026-04-18;Cumberland Utd.;Fulham Utd.;1;2;
Australia;SA State League;2026;7;2026-04-18;Modbury;Salisbury Utd.;3;0;
Australia;SA State League;2026;8;2026-05-02;Adelaide Atletico;Modbury;1;2;
Australia;SA State League;2026;8;2026-05-02;Adelaide Cobras;Cove FC;1;2;
Australia;SA State League;2026;8;2026-05-02;Blue Eagles;Cumberland Utd.;2;0;
Australia;SA State League;2026;8;2026-05-02;Fulham Utd.;Adelaide Croatia Raiders;4;2;
Australia;SA State League;2026;8;2026-05-02;Salisbury Utd.;Eastern United;2;3;
Australia;SA State League;2026;8;2026-05-02;South Adelaide;Adelaide Olympic;2;0;
Australia;SA State League;2026;9;2026-05-08;Adelaide Olympic;Adelaide Cobras;2;0;
Australia;SA State League;2026;9;2026-05-08;Cumberland Utd.;Cove FC;0;2;
Australia;SA State League;2026;9;2026-05-08;Eastern United;Fulham Utd.;0;0;
Australia;SA State League;2026;9;2026-05-09;Adelaide Croatia Raiders;Blue Eagles;3;4;
Australia;SA State League;2026;9;2026-05-09;Modbury;South Adelaide;4;1;
Australia;SA State League;2026;9;2026-05-09;Salisbury Utd.;Adelaide Atletico;1;2;
Australia;SA State League;2026;10;2026-05-16;Adelaide Atletico;Eastern United;5;0;
Australia;SA State League;2026;10;2026-05-16;Blue Eagles;Fulham Utd.;3;1;
Australia;SA State League;2026;10;2026-05-16;Cove FC;Adelaide Croatia Raiders;1;1;
Australia;SA State League;2026;10;2026-05-16;South Adelaide;Salisbury Utd.;2;0;
Australia;SA State League;2026;10;2026-05-17;Adelaide Olympic;Cumberland Utd.;2;1;
Australia;SA State League;2026;10;2026-05-19;Adelaide Cobras;Modbury;0;2;
Australia;SA State League;2026;11;2026-05-22;Eastern United;Blue Eagles;0;1;
Australia;SA State League;2026;11;2026-05-23;Adelaide Atletico;South Adelaide;1;1;
Australia;SA State League;2026;11;2026-05-23;Adelaide Croatia Raiders;Adelaide Olympic;3;1;
Australia;SA State League;2026;11;2026-05-23;Fulham Utd.;Cove FC;3;2;
Australia;SA State League;2026;11;2026-05-23;Modbury;Cumberland Utd.;0;1;
Australia;SA State League;2026;11;2026-05-23;Salisbury Utd.;Adelaide Cobras;2;1;
Australia;SA State League;2026;12;2026-05-29;Adelaide Olympic;Fulham Utd.;4;0;
Australia;SA State League;2026;12;2026-05-30;Adelaide Cobras;Adelaide Atletico;2;3;
Australia;SA State League;2026;12;2026-05-30;Adelaide Croatia Raiders;Modbury;3;1;
Australia;SA State League;2026;12;2026-05-30;Cove FC;Blue Eagles;1;3;
Australia;SA State League;2026;12;2026-05-30;Cumberland Utd.;Salisbury Utd.;4;3;
Australia;SA State League;2026;12;2026-05-30;South Adelaide;Eastern United;1;1;
Australia;SA State League;2026;13;2026-06-05;Eastern United;Cove FC;1;0;
Australia;SA State League;2026;13;2026-06-05;Modbury;Fulham Utd.;0;2;
Australia;SA State League;2026;13;2026-06-06;Adelaide Atletico;Cumberland Utd.;2;1;
Australia;SA State League;2026;13;2026-06-06;Blue Eagles;Adelaide Olympic;1;2;
Australia;SA State League;2026;13;2026-06-06;Salisbury Utd.;Adelaide Croatia Raiders;4;3;
Australia;SA State League;2026;13;2026-06-06;South Adelaide;Adelaide Cobras;0;2;
Australia;SA State League;2026;14;2026-06-12;Eastern United;Adelaide Olympic;2;1;
Australia;SA State League;2026;14;2026-06-13;Adelaide Cobras;Cumberland Utd.;0;2;
Australia;SA State League;2026;14;2026-06-13;Adelaide Croatia Raiders;South Adelaide;3;2;
Australia;SA State League;2026;14;2026-06-13;Blue Eagles;Salisbury Utd.;3;0;
Australia;SA State League;2026;14;2026-06-13;Fulham Utd.;Adelaide Atletico;4;1;
Australia;SA State League;2026;15;2026-06-20;Adelaide Atletico;Adelaide Croatia Raiders;1;3;
Australia;SA State League;2026;15;2026-06-20;Adelaide Cobras;Eastern United;1;1;
Australia;SA State League;2026;15;2026-06-20;Adelaide Olympic;Cove FC;2;0;
Australia;SA State League;2026;15;2026-06-20;Cumberland Utd.;South Adelaide;5;1;
Australia;SA State League;2026;15;2026-06-20;Fulham Utd.;Salisbury Utd.;2;2;
Australia;SA State League;2026;15;2026-06-20;Modbury;Blue Eagles;1;1;
