Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Faroe Islands;Premier League;2026;1;2026-03-07;Argir;Toftir;2;0;
Faroe Islands;Premier League;2026;1;2026-03-08;07 Vestur Sorvagur;Klaksvik;1;5;
Faroe Islands;Premier League;2026;1;2026-03-08;B36 Torshavn;Streymur;2;1;
Faroe Islands;Premier League;2026;1;2026-03-08;Runavik;Vikingur;1;0;
Faroe Islands;Premier League;2026;1;2026-03-08;Skala Itrottarfelag;HB Torshavn;1;2;
Faroe Islands;Premier League;2026;2;2026-03-13;Vikingur;B36 Torshavn;0;0;
Faroe Islands;Premier League;2026;2;2026-03-15;HB Torshavn;07 Vestur Sorvagur;2;0;
Faroe Islands;Premier League;2026;2;2026-03-15;Klaksvik;Runavik;1;1;
Faroe Islands;Premier League;2026;2;2026-03-15;Streymur;Argir;0;3;
Faroe Islands;Premier League;2026;2;2026-03-15;Toftir;Skala Itrottarfelag;2;1;
Faroe Islands;Premier League;2026;3;2026-03-20;Streymur;Klaksvik;0;0;
Faroe Islands;Premier League;2026;3;2026-03-21;07 Vestur Sorvagur;Skala Itrottarfelag;1;0;
Faroe Islands;Premier League;2026;3;2026-03-21;B36 Torshavn;Toftir;6;0;
Faroe Islands;Premier League;2026;3;2026-03-21;Runavik;Argir;2;1;
Faroe Islands;Premier League;2026;3;2026-04-01;Vikingur;HB Torshavn;2;1;
Faroe Islands;Premier League;2026;4;2026-04-04;Toftir;Runavik;1;2;
Faroe Islands;Premier League;2026;4;2026-04-06;Argir;07 Vestur Sorvagur;2;0;
Faroe Islands;Premier League;2026;4;2026-04-06;HB Torshavn;B36 Torshavn;2;2;
Faroe Islands;Premier League;2026;4;2026-04-06;Klaksvik;Vikingur;1;0;
Faroe Islands;Premier League;2026;4;2026-04-06;Skala Itrottarfelag;Streymur;1;2;
Faroe Islands;Premier League;2026;5;2026-04-11;B36 Torshavn;Skala Itrottarfelag;0;0;
Faroe Islands;Premier League;2026;5;2026-04-11;Klaksvik;Toftir;6;1;
Faroe Islands;Premier League;2026;5;2026-04-12;Runavik;07 Vestur Sorvagur;2;0;
