Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Australia;NPL Northern NSW;2026;1;2026-02-19;Kahibah;Lambton J.;0;5;
Australia;NPL Northern NSW;2026;1;2026-02-20;Edgeworth E.;Broadmeadow;1;0;
Australia;NPL Northern NSW;2026;1;2026-02-21;Valentine;Belmont Swansea Utd.;1;2;
Australia;NPL Northern NSW;2026;1;2026-02-21;Weston Bears;Newcastle Olympic;4;1;
Australia;NPL Northern NSW;2026;1;2026-02-22;Charlestown Azzurri;Adamstown Rosebud;2;0;
Australia;NPL Northern NSW;2026;1;2026-02-22;Cooks Hill United;Maitland;2;2;
Australia;NPL Northern NSW;2026;2;2026-02-27;Adamstown Rosebud;Kahibah;1;3;
Australia;NPL Northern NSW;2026;2;2026-02-27;Broadmeadow;Valentine;2;0;
Australia;NPL Northern NSW;2026;2;2026-02-28;Lambton J.;Edgeworth E.;2;2;
Australia;NPL Northern NSW;2026;2;2026-02-28;Maitland;Weston Bears;1;2;
Australia;NPL Northern NSW;2026;2;2026-03-01;Belmont Swansea Utd.;Cooks Hill United;2;1;
Australia;NPL Northern NSW;2026;2;2026-03-01;Charlestown Azzurri;Newcastle Olympic;1;2;
Australia;NPL Northern NSW;2026;3;2026-03-06;Kahibah;Edgeworth E.;2;2;
Australia;NPL Northern NSW;2026;3;2026-03-06;Valentine;Cooks Hill United;0;6;
Australia;NPL Northern NSW;2026;3;2026-03-07;Belmont Swansea Utd.;Maitland;3;4;
Australia;NPL Northern NSW;2026;3;2026-03-07;Lambton J.;Broadmeadow;2;5;
Australia;NPL Northern NSW;2026;3;2026-03-07;Weston Bears;Charlestown Azzurri;2;4;
Australia;NPL Northern NSW;2026;3;2026-04-01;Newcastle Olympic;Adamstown Rosebud;2;2;
Australia;NPL Northern NSW;2026;4;2026-03-13;Belmont Swansea Utd.;Weston Bears;2;4;
Australia;NPL Northern NSW;2026;4;2026-03-13;Broadmeadow;Adamstown Rosebud;2;2;
Australia;NPL Northern NSW;2026;4;2026-03-14;Cooks Hill United;Edgeworth E.;2;3;
Australia;NPL Northern NSW;2026;4;2026-03-14;Lambton J.;Charlestown Azzurri;2;2;
Australia;NPL Northern NSW;2026;4;2026-03-14;Valentine;Maitland;1;1;
Australia;NPL Northern NSW;2026;4;2026-03-15;Kahibah;Newcastle Olympic;0;2;
Australia;NPL Northern NSW;2026;5;2026-03-20;Edgeworth E.;Valentine;2;1;
Australia;NPL Northern NSW;2026;5;2026-03-21;Broadmeadow;Belmont Swansea Utd.;2;2;
Australia;NPL Northern NSW;2026;5;2026-03-21;Newcastle Olympic;Maitland;2;3;
Australia;NPL Northern NSW;2026;5;2026-03-21;Weston Bears;Cooks Hill United;2;0;
Australia;NPL Northern NSW;2026;5;2026-03-22;Charlestown Azzurri;Kahibah;1;0;
Australia;NPL Northern NSW;2026;5;2026-04-29;Adamstown Rosebud;Lambton J.;1;2;
Australia;NPL Northern NSW;2026;6;2026-03-27;Adamstown Rosebud;Edgeworth E.;0;0;
Australia;NPL Northern NSW;2026;6;2026-03-27;Belmont Swansea Utd.;Charlestown Azzurri;2;0;
Australia;NPL Northern NSW;2026;6;2026-03-28;Cooks Hill United;Newcastle Olympic;1;1;
Australia;NPL Northern NSW;2026;6;2026-03-28;Lambton J.;Valentine;0;1;
Australia;NPL Northern NSW;2026;6;2026-03-28;Maitland;Kahibah;1;2;
Australia;NPL Northern NSW;2026;6;2026-03-29;Weston Bears;Broadmeadow;1;2;
Australia;NPL Northern NSW;2026;7;2026-04-11;Adamstown Rosebud;Maitland;2;5;
Australia;NPL Northern NSW;2026;7;2026-04-11;Belmont Swansea Utd.;Edgeworth E.;4;3;
Australia;NPL Northern NSW;2026;7;2026-04-11;Lambton J.;Weston Bears;0;2;
Australia;NPL Northern NSW;2026;7;2026-04-11;Newcastle Olympic;Broadmeadow;0;2;
Australia;NPL Northern NSW;2026;7;2026-04-12;Kahibah;Valentine;3;0;
Australia;NPL Northern NSW;2026;7;2026-06-24;Charlestown Azzurri;Cooks Hill United;2;2;
Australia;NPL Northern NSW;2026;8;2026-04-17;Broadmeadow;Cooks Hill United;6;0;
Australia;NPL Northern NSW;2026;8;2026-04-18;Edgeworth E.;Charlestown Azzurri;2;1;
Australia;NPL Northern NSW;2026;8;2026-04-18;Maitland;Lambton J.;2;1;
Australia;NPL Northern NSW;2026;8;2026-04-18;Valentine;Adamstown Rosebud;0;3;
Australia;NPL Northern NSW;2026;8;2026-04-19;Belmont Swansea Utd.;Newcastle Olympic;2;2;
Australia;NPL Northern NSW;2026;8;2026-04-19;Kahibah;Weston Bears;1;2;
Australia;NPL Northern NSW;2026;9;2026-04-24;Broadmeadow;Maitland;2;2;
Australia;NPL Northern NSW;2026;9;2026-04-24;Lambton J.;Cooks Hill United;4;1;
Australia;NPL Northern NSW;2026;9;2026-04-25;Adamstown Rosebud;Weston Bears;0;2;
Australia;NPL Northern NSW;2026;9;2026-04-25;Newcastle Olympic;Edgeworth E.;3;3;
Australia;NPL Northern NSW;2026;9;2026-04-26;Belmont Swansea Utd.;Kahibah;6;3;
Australia;NPL Northern NSW;2026;9;2026-04-26;Charlestown Azzurri;Valentine;1;2;
Australia;NPL Northern NSW;2026;10;2026-05-02;Cooks Hill United;Adamstown Rosebud;3;1;
Australia;NPL Northern NSW;2026;10;2026-05-02;Lambton J.;Belmont Swansea Utd.;1;2;
Australia;NPL Northern NSW;2026;10;2026-05-02;Maitland;Charlestown Azzurri;2;3;
Australia;NPL Northern NSW;2026;10;2026-05-02;Valentine;Newcastle Olympic;1;6;
Australia;NPL Northern NSW;2026;10;2026-05-03;Kahibah;Broadmeadow;1;3;
Australia;NPL Northern NSW;2026;10;2026-05-03;Weston Bears;Edgeworth E.;2;2;
Australia;NPL Northern NSW;2026;11;2026-05-08;Cooks Hill United;Kahibah;3;0;
Australia;NPL Northern NSW;2026;11;2026-05-09;Adamstown Rosebud;Belmont Swansea Utd.;2;2;
Australia;NPL Northern NSW;2026;11;2026-05-09;Edgeworth E.;Maitland;3;1;
Australia;NPL Northern NSW;2026;11;2026-05-09;Weston Bears;Valentine;0;2;
Australia;NPL Northern NSW;2026;11;2026-05-10;Charlestown Azzurri;Broadmeadow;3;5;
Australia;NPL Northern NSW;2026;11;2026-05-10;Newcastle Olympic;Lambton J.;0;2;
Australia;NPL Northern NSW;2026;12;2026-05-15;Maitland;Cooks Hill United;1;3;
Australia;NPL Northern NSW;2026;12;2026-05-16;Adamstown Rosebud;Charlestown Azzurri;2;0;
Australia;NPL Northern NSW;2026;12;2026-05-16;Belmont Swansea Utd.;Valentine;1;1;
Australia;NPL Northern NSW;2026;12;2026-05-16;Lambton J.;Kahibah;4;0;
Australia;NPL Northern NSW;2026;12;2026-05-17;Broadmeadow;Edgeworth E.;3;2;
Australia;NPL Northern NSW;2026;12;2026-05-17;Newcastle Olympic;Weston Bears;1;2;
Australia;NPL Northern NSW;2026;13;2026-05-23;Weston Bears;Maitland;0;1;
Australia;NPL Northern NSW;2026;13;2026-06-05;Cooks Hill United;Belmont Swansea Utd.;1;3;
Australia;NPL Northern NSW;2026;13;2026-06-06;Valentine;Broadmeadow;1;1;
Australia;NPL Northern NSW;2026;13;2026-06-23;Edgeworth E.;Lambton J.;3;2;
Australia;NPL Northern NSW;2026;13;2026-06-24;Kahibah;Adamstown Rosebud;1;2;
Australia;NPL Northern NSW;2026;14;2026-05-30;Adamstown Rosebud;Newcastle Olympic;2;0;
Australia;NPL Northern NSW;2026;14;2026-05-30;Maitland;Belmont Swansea Utd.;2;1;
Australia;NPL Northern NSW;2026;14;2026-05-31;Broadmeadow;Lambton J.;2;1;
Australia;NPL Northern NSW;2026;15;2026-06-13;Adamstown Rosebud;Broadmeadow;1;5;
Australia;NPL Northern NSW;2026;15;2026-06-13;Edgeworth E.;Cooks Hill United;0;1;
Australia;NPL Northern NSW;2026;15;2026-06-13;Maitland;Valentine;1;0;
Australia;NPL Northern NSW;2026;15;2026-06-13;Weston Bears;Belmont Swansea Utd.;2;2;
Australia;NPL Northern NSW;2026;15;2026-06-14;Charlestown Azzurri;Lambton J.;1;3;
Australia;NPL Northern NSW;2026;15;2026-06-14;Newcastle Olympic;Kahibah;3;3;
Australia;NPL Northern NSW;2026;16;2026-06-20;Belmont Swansea Utd.;Broadmeadow;1;0;
Australia;NPL Northern NSW;2026;16;2026-06-20;Cooks Hill United;Weston Bears;3;3;
Australia;NPL Northern NSW;2026;16;2026-06-20;Lambton J.;Adamstown Rosebud;1;1;
Australia;NPL Northern NSW;2026;16;2026-06-20;Valentine;Edgeworth E.;2;1;
Australia;NPL Northern NSW;2026;16;2026-06-21;Kahibah;Charlestown Azzurri;4;1;
