Country;League;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Play-in;1;2026-07-15;Asheville City;Virginia Beach;1;0;
USA;USL League Two - Play-in;1;2026-07-15;LVU Rush;Appalachian;0;1;
USA;USL League Two - Play-in;1;2026-07-15;NEFC;Ironbound SC;0;3;
