Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Finland;Ykkonen;1;2026-04-02;Tampere Utd;Jazz Pori;4;0;
Finland;Ykkonen;1;2026-04-04;Keski-Uusimaa;KPV;2;2;
Finland;Ykkonen;1;2026-04-04;SalPa;Rovaniemi;1;1;
Finland;Ykkonen;1;2026-04-04;TPV;VJS;3;1;
Finland;Ykkonen;1;2026-04-05;Inter Turku 2;JJK Jyvaskyla;3;5;
Finland;Ykkonen;1;2026-04-05;KuPS Akatemia;OLS Oulu;2;4;
Finland;Ykkonen;1;2026-06-27;Dalvik/Reynir;KFA;1;0;
Finland;Ykkonen;1;2026-06-27;Kari;Magni;1;1;
Finland;Ykkonen;1;2026-06-27;Kormakur/Hvot;Hviti;4;0;
Finland;Ykkonen;1;2026-06-27;Olafsvik;KFG Gardabaer;1;0;
Finland;Ykkonen;1;2026-06-27;Throttur;Vestri;1;1;
Finland;Ykkonen;1;2026-06-27;Volsungur;Grotta;2;2;
Finland;Ykkonen;2;2026-04-10;KuPS Akatemia;JJK Jyvaskyla;1;2;
Finland;Ykkonen;2;2026-04-11;Jazz Pori;Keski-Uusimaa;1;5;
Finland;Ykkonen;2;2026-04-11;OLS Oulu;VJS;1;0;
Finland;Ykkonen;2;2026-04-11;Rovaniemi;Inter Turku 2;3;2;
Finland;Ykkonen;2;2026-04-11;SalPa;Tampere Utd;2;0;
Finland;Ykkonen;2;2026-04-11;TPV;KPV;0;0;
Finland;Ykkonen;3;2026-04-18;JJK Jyvaskyla;TPV;2;1;
Finland;Ykkonen;3;2026-04-18;Keski-Uusimaa;Rovaniemi;0;2;
Finland;Ykkonen;3;2026-04-18;Tampere Utd;KuPS Akatemia;4;0;
Finland;Ykkonen;3;2026-04-18;VJS;SalPa;1;1;
Finland;Ykkonen;3;2026-04-19;Inter Turku 2;OLS Oulu;1;1;
Finland;Ykkonen;3;2026-04-20;KPV;Jazz Pori;0;2;
Finland;Ykkonen;4;2026-04-24;KuPS Akatemia;TPV;3;0;
Finland;Ykkonen;4;2026-04-24;SalPa;Inter Turku 2;2;3;
Finland;Ykkonen;4;2026-04-24;Tampere Utd;VJS;0;4;
Finland;Ykkonen;4;2026-04-25;Jazz Pori;JJK Jyvaskyla;0;2;
Finland;Ykkonen;4;2026-04-25;OLS Oulu;Keski-Uusimaa;2;0;
Finland;Ykkonen;4;2026-04-25;Rovaniemi;KPV;7;0;
Finland;Ykkonen;5;2026-05-02;Inter Turku 2;Tampere Utd;0;2;
Finland;Ykkonen;5;2026-05-02;JJK Jyvaskyla;Rovaniemi;3;3;
Finland;Ykkonen;5;2026-05-02;KPV;OLS Oulu;0;4;
Finland;Ykkonen;5;2026-05-02;Keski-Uusimaa;SalPa;2;0;
Finland;Ykkonen;5;2026-05-02;TPV;Jazz Pori;0;2;
Finland;Ykkonen;5;2026-05-02;VJS;KuPS Akatemia;0;0;
Finland;Ykkonen;6;2026-05-09;KuPS Akatemia;Jazz Pori;1;2;
Finland;Ykkonen;6;2026-05-09;OLS Oulu;JJK Jyvaskyla;2;1;
Finland;Ykkonen;6;2026-05-09;Rovaniemi;TPV;1;0;
Finland;Ykkonen;6;2026-05-09;SalPa;KPV;6;0;
Finland;Ykkonen;6;2026-05-09;Tampere Utd;Keski-Uusimaa;0;0;
Finland;Ykkonen;6;2026-05-09;VJS;Inter Turku 2;3;2;
Finland;Ykkonen;7;2026-05-16;JJK Jyvaskyla;SalPa;2;2;
Finland;Ykkonen;7;2026-05-16;Jazz Pori;Rovaniemi;2;1;
Finland;Ykkonen;7;2026-05-16;KPV;Tampere Utd;0;6;
Finland;Ykkonen;7;2026-05-16;TPV;OLS Oulu;2;2;
Finland;Ykkonen;7;2026-05-17;Inter Turku 2;KuPS Akatemia;4;2;
Finland;Ykkonen;7;2026-05-22;Tampere Utd;JJK Jyvaskyla;1;0;
Finland;Ykkonen;8;2026-05-23;SalPa;TPV;4;2;
Finland;Ykkonen;8;2026-05-23;VJS;KPV;5;0;
Finland;Ykkonen;8;2026-05-24;Inter Turku 2;Keski-Uusimaa;2;1;
Finland;Ykkonen;8;2026-05-24;KuPS Akatemia;Rovaniemi;0;1;
Finland;Ykkonen;8;2026-05-24;OLS Oulu;Jazz Pori;1;2;
Finland;Ykkonen;9;2026-05-28;JJK Jyvaskyla;OLS Oulu;1;0;
Finland;Ykkonen;9;2026-05-28;Jazz Pori;SalPa;1;2;
Finland;Ykkonen;9;2026-05-29;KPV;Inter Turku 2;4;2;
Finland;Ykkonen;9;2026-05-29;Keski-Uusimaa;KuPS Akatemia;3;0;
Finland;Ykkonen;9;2026-05-29;TPV;Tampere Utd;0;3;
Finland;Ykkonen;9;2026-06-02;JJK Jyvaskyla;VJS;2;2;
Finland;Ykkonen;10;2026-06-02;Rovaniemi;OLS Oulu;1;1;
Finland;Ykkonen;10;2026-06-05;KuPS Akatemia;KPV;4;1;
Finland;Ykkonen;10;2026-06-06;Jazz Pori;VJS;1;1;
Finland;Ykkonen;10;2026-06-06;OLS Oulu;SalPa;5;0;
Finland;Ykkonen;10;2026-06-06;Rovaniemi;Tampere Utd;0;1;
Finland;Ykkonen;10;2026-06-06;TPV;Inter Turku 2;1;1;
Finland;Ykkonen;11;2026-06-06;JJK Jyvaskyla;Keski-Uusimaa;1;3;
Finland;Ykkonen;11;2026-06-11;Tampere Utd;OLS Oulu;3;0;
Finland;Ykkonen;11;2026-06-12;Inter Turku 2;Jazz Pori;1;1;
Finland;Ykkonen;11;2026-06-12;SalPa;KuPS Akatemia;4;3;
Finland;Ykkonen;11;2026-06-13;KPV;JJK Jyvaskyla;2;3;
Finland;Ykkonen;11;2026-06-13;VJS;Rovaniemi;0;2;
Finland;Ykkonen;12;2026-06-14;Keski-Uusimaa;TPV;2;2;
Finland;Ykkonen;12;2026-06-25;JJK Jyvaskyla;Inter Turku 2;11;1;
Finland;Ykkonen;12;2026-06-25;Jazz Pori;Tampere Utd;0;1;
Finland;Ykkonen;12;2026-06-27;Rovaniemi;SalPa;2;2;
Finland;Ykkonen;12;2026-06-30;OLS Oulu;KuPS Akatemia;2;2;
Finland;Ykkonen;13;2026-06-29;VJS;TPV;2;1;
Finland;Ykkonen;13;2026-06-30;KPV;Keski-Uusimaa;1;3;
Finland;Ykkonen;13;2026-07-05;KuPS Akatemia;Tampere Utd;2;3;
Finland;Ykkonen;13;2026-07-05;OLS Oulu;Inter Turku 2;1;3;
Finland;Ykkonen;14;2026-07-02;Jazz Pori;KPV;0;1;
Finland;Ykkonen;14;2026-07-05;SalPa;VJS;2;2;
Finland;Ykkonen;14;2026-07-06;Rovaniemi;Keski-Uusimaa;4;3;
Finland;Ykkonen;14;2026-07-06;TPV;JJK Jyvaskyla;1;0;
Finland;Ykkonen;15;2026-07-11;JJK Jyvaskyla;KuPS Akatemia;4;4;
Finland;Ykkonen;15;2026-07-11;KPV;TPV;1;3;
Finland;Ykkonen;15;2026-07-11;Keski-Uusimaa;Jazz Pori;2;1;
Finland;Ykkonen;15;2026-07-11;VJS;OLS Oulu;4;3;
Finland;Ykkonen;16;2026-07-10;Inter Turku 2;Rovaniemi;0;2;
Finland;Ykkonen;16;2026-07-10;Tampere Utd;SalPa;0;1;
Finland;Ykkonen;16;2026-07-18;Inter Turku 2;SalPa;1;2;
Finland;Ykkonen;16;2026-07-18;JJK Jyvaskyla;Jazz Pori;1;3;
Finland;Ykkonen;16;2026-07-18;Keski-Uusimaa;OLS Oulu;1;1;
Finland;Ykkonen;16;2026-07-18;TPV;KuPS Akatemia;3;1;
Finland;Ykkonen;16;2026-07-18;VJS;Tampere Utd;0;1;
Finland;Ykkonen;16;2026-07-20;KPV;Rovaniemi;1;1;
Finland;Ykkonen;17;2026-07-22;Keski-Uusimaa;VJS;1;3;
Finland;Ykkonen;17;2026-07-24;Jazz Pori;TPV;4;0;
Finland;Ykkonen;17;2026-07-24;Tampere Utd;Inter Turku 2;2;2;
Finland;Ykkonen;17;2026-07-25;Rovaniemi;JJK Jyvaskyla;4;0;
Finland;Ykkonen;17;2026-07-26;OLS Oulu;KPV;2;1;
Finland;Ykkonen;18;2026-07-25;SalPa;Keski-Uusimaa;0;1;
Finland;Ykkonen;18;2026-07-26;KuPS Akatemia;VJS;2;2;
