Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Turkey;1. Lig;1;2026-08-07;Boluspor;Manisa FK;1;2;
Turkey;1. Lig;1;2026-08-08;Antalyaspor;Keciorengucu;4;3;
Turkey;1. Lig;1;2026-08-08;Bandirmaspor;Istanbulspor;3;0;
Turkey;1. Lig;1;2026-08-08;Sivasspor;Erokspor;0;0;
Turkey;1. Lig;1;2026-08-08;Umraniyespor;Mardin 1969;0;0;
Turkey;1. Lig;1;2026-08-09;Bodrumspor;Bursaspor;0;2;
Turkey;1. Lig;1;2026-08-09;Igdir FK;Karagumruk;2;0;
Turkey;1. Lig;1;2026-08-09;Sariyer;Muglaspor;2;0;
Turkey;1. Lig;1;2026-08-09;Vanspor FK;Kayserispor;0;2;
Turkey;1. Lig;1;2026-08-10;Pendikspor;Batman Petrolspor;2;2;
Turkey;1. Lig;2;2026-08-14;Erokspor;Sariyer;1;1;
Turkey;1. Lig;2;2026-08-15;Bursaspor;Igdir FK;1;0;
Turkey;1. Lig;2;2026-08-15;Istanbulspor;Bodrumspor;2;2;
Turkey;1. Lig;2;2026-08-15;Karagumruk;Umraniyespor;2;1;
Turkey;1. Lig;2;2026-08-15;Manisa FK;Vanspor FK;4;1;
Turkey;1. Lig;2;2026-08-16;Kayserispor;Sivasspor;2;0;
Turkey;1. Lig;2;2026-08-16;Keciorengucu;Pendikspor;4;1;
Turkey;1. Lig;2;2026-08-16;Mardin 1969;Antalyaspor;2;0;
Turkey;1. Lig;2;2026-08-16;Muglaspor;Bandirmaspor;0;0;
Turkey;1. Lig;2;2026-08-17;Batman Petrolspor;Boluspor;2;0;
