Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
Australia;NPL Victoria;2026;1;2026-02-13;Heidelberg;Green Gully;2;1;
Australia;NPL Victoria;2026;1;2026-02-13;Hume City;Altona Magic;1;3;
Australia;NPL Victoria;2026;1;2026-02-14;Avondale FC;South Melbourne;0;2;
Australia;NPL Victoria;2026;1;2026-02-14;George Cross;Bentleigh;0;0;
Australia;NPL Victoria;2026;1;2026-02-14;St Albans;Dandenong City;0;0;
Australia;NPL Victoria;2026;1;2026-02-15;Dandenong Thunder;Melbourne City U21;1;1;
Australia;NPL Victoria;2026;1;2026-02-15;Oakleigh;Preston Lions;1;3;
Australia;NPL Victoria;2026;2;2026-02-19;South Melbourne;Hume City;1;2;
Australia;NPL Victoria;2026;2;2026-02-20;Bentleigh;Avondale FC;2;0;
Australia;NPL Victoria;2026;2;2026-02-20;Dandenong City;Melbourne City U21;2;4;
Australia;NPL Victoria;2026;2;2026-02-20;Green Gully;George Cross;0;2;
Australia;NPL Victoria;2026;2;2026-02-20;Oakleigh;Altona Magic;3;1;
Australia;NPL Victoria;2026;2;2026-02-20;Preston Lions;St Albans;3;0;
Australia;NPL Victoria;2026;2;2026-02-21;Dandenong Thunder;Heidelberg;0;1;
Australia;NPL Victoria;2026;3;2026-02-27;Heidelberg;Dandenong City;1;2;
Australia;NPL Victoria;2026;3;2026-02-27;St Albans;Oakleigh;1;3;
Australia;NPL Victoria;2026;3;2026-02-28;Altona Magic;South Melbourne;1;2;
Australia;NPL Victoria;2026;3;2026-02-28;Avondale FC;Green Gully;5;0;
Australia;NPL Victoria;2026;3;2026-02-28;George Cross;Dandenong Thunder;2;1;
Australia;NPL Victoria;2026;3;2026-02-28;Hume City;Bentleigh;1;0;
Australia;NPL Victoria;2026;3;2026-03-01;Melbourne City U21;Preston Lions;0;3;
Australia;NPL Victoria;2026;4;2026-03-06;Dandenong City;George Cross;0;0;
Australia;NPL Victoria;2026;4;2026-03-06;Green Gully;Hume City;1;1;
Australia;NPL Victoria;2026;4;2026-03-07;Altona Magic;St Albans;0;1;
Australia;NPL Victoria;2026;4;2026-03-07;Dandenong Thunder;Avondale FC;0;1;
Australia;NPL Victoria;2026;4;2026-03-07;South Melbourne;Bentleigh;1;0;
Australia;NPL Victoria;2026;4;2026-03-08;Melbourne City U21;Oakleigh;1;1;
Australia;NPL Victoria;2026;4;2026-03-08;Preston Lions;Heidelberg;0;1;
Australia;NPL Victoria;2026;5;2026-03-13;Green Gully;South Melbourne;0;1;
Australia;NPL Victoria;2026;5;2026-03-13;Oakleigh;Heidelberg;2;3;
Australia;NPL Victoria;2026;5;2026-03-13;Preston Lions;George Cross;1;1;
Australia;NPL Victoria;2026;5;2026-03-14;Altona Magic;Bentleigh;0;2;
Australia;NPL Victoria;2026;5;2026-03-14;Avondale FC;Dandenong City;4;1;
Australia;NPL Victoria;2026;5;2026-03-14;Hume City;Dandenong Thunder;3;1;
Australia;NPL Victoria;2026;5;2026-03-14;Melbourne City U21;St Albans;5;0;
Australia;NPL Victoria;2026;6;2026-03-20;Bentleigh;Green Gully;4;0;
Australia;NPL Victoria;2026;6;2026-03-20;Dandenong City;Hume City;1;1;
Australia;NPL Victoria;2026;6;2026-03-20;Oakleigh;George Cross;2;1;
Australia;NPL Victoria;2026;6;2026-03-20;Preston Lions;Avondale FC;2;1;
Australia;NPL Victoria;2026;6;2026-03-21;Dandenong Thunder;South Melbourne;3;0;
Australia;NPL Victoria;2026;6;2026-03-22;Melbourne City U21;Altona Magic;1;1;
Australia;NPL Victoria;2026;6;2026-03-22;St Albans;Heidelberg;2;1;
Australia;NPL Victoria;2026;7;2026-03-27;Bentleigh;Dandenong Thunder;2;1;
Australia;NPL Victoria;2026;7;2026-03-27;Heidelberg;Melbourne City U21;1;1;
Australia;NPL Victoria;2026;7;2026-03-28;Altona Magic;Green Gully;1;1;
Australia;NPL Victoria;2026;7;2026-03-28;Avondale FC;Oakleigh;1;1;
Australia;NPL Victoria;2026;7;2026-03-28;George Cross;St Albans;2;1;
Australia;NPL Victoria;2026;7;2026-03-28;Hume City;Preston Lions;3;2;
Australia;NPL Victoria;2026;7;2026-03-31;South Melbourne;Dandenong City;4;2;
Australia;NPL Victoria;2026;8;2026-04-10;St Albans;Avondale FC;2;3;
Australia;NPL Victoria;2026;8;2026-04-11;Dandenong City;Bentleigh;3;0;
Australia;NPL Victoria;2026;8;2026-04-11;Dandenong Thunder;Green Gully;1;1;
Australia;NPL Victoria;2026;8;2026-04-11;Heidelberg;Altona Magic;2;2;
Australia;NPL Victoria;2026;8;2026-04-11;Oakleigh;Hume City;3;2;
Australia;NPL Victoria;2026;8;2026-04-11;Preston Lions;South Melbourne;0;3;
Australia;NPL Victoria;2026;8;2026-04-12;Melbourne City U21;George Cross;1;1;
Australia;NPL Victoria;2026;9;2026-04-17;Bentleigh;Preston Lions;1;1;
