Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
Indonesia;Championship;1;2026-09-11;PSIS Semarang;PSPS Riau;2;1;
Indonesia;Championship;1;2026-09-12;Barito Putera;Persipura;3;2;
Indonesia;Championship;1;2026-09-12;Dejan;Tornado Pekanbaru;0;1;
Indonesia;Championship;1;2026-09-12;Persikad Depok;PSGC Ciamis;2;1;
Indonesia;Championship;1;2026-09-12;Persiku Kudus;Bekasi City;1;1;
Indonesia;Championship;1;2026-09-13;PSBS Biak Numfor;Sidoarjo;0;5;
Indonesia;Championship;1;2026-09-13;Persela;Persis Solo;2;0;
Indonesia;Championship;1;2026-09-13;Persiraja Aceh;Padang;0;1;
Indonesia;Championship;1;2026-09-13;RANS Nusantara;Balikpapan;3;2;
Indonesia;Championship;1;2026-09-13;Sumsel United;PSMS Medan;2;2;
