Country;League;Season;Round;Date;Home;Away;HG;AG;Notes
USA;USL League Two - Valley Division;2026;1;2026-05-14;Dayton;Louisville City 2;1;5;
USA;USL League Two - Valley Division;2026;2;2026-05-16;West Virginia;Kings Hammer Columbus;2;0;
USA;USL League Two - Valley Division;2026;3;2026-05-21;Louisville City 2;West Virginia;0;2;
USA;USL League Two - Valley Division;2026;4;2026-05-24;Northern Indiana;West Virginia;1;2;
USA;USL League Two - Valley Division;2026;5;2026-05-25;Louisville City 2;Toledo Villa;6;0;
USA;USL League Two - Valley Division;2026;6;2026-05-28;Dayton;Louisville City 2;2;3;
USA;USL League Two - Valley Division;2026;7;2026-05-30;Kings Hammer Columbus;Northern Indiana;3;1;
USA;USL League Two - Valley Division;2026;8;2026-05-31;West Virginia;Toledo Villa;3;1;
USA;USL League Two - Valley Division;2026;9;2026-06-04;Dayton;Toledo Villa;1;1;
USA;USL League Two - Valley Division;2026;9;2026-06-04;Northern Indiana;Louisville City 2;2;0;
USA;USL League Two - Valley Division;2026;10;2026-06-07;Northern Indiana;Dayton;3;0;Awarded match
USA;USL League Two - Valley Division;2026;10;2026-06-07;Toledo Villa;Louisville City 2;0;1;
USA;USL League Two - Valley Division;2026;10;2026-06-07;West Virginia;Kings Hammer Columbus;1;0;
USA;USL League Two - Valley Division;2026;11;2026-06-11;Dayton;Kings Hammer Columbus;1;0;
USA;USL League Two - Valley Division;2026;11;2026-06-11;Northern Indiana;Toledo Villa;3;1;
USA;USL League Two - Valley Division;2026;12;2026-06-13;West Virginia;Northern Indiana;1;0;
USA;USL League Two - Valley Division;2026;13;2026-06-14;Kings Hammer Columbus;Toledo Villa;1;2;
USA;USL League Two - Valley Division;2026;14;2026-06-18;Louisville City 2;Dayton;1;0;
USA;USL League Two - Valley Division;2026;14;2026-06-18;Toledo Villa;Kings Hammer Columbus;1;2;
USA;USL League Two - Valley Division;2026;15;2026-06-20;Kings Hammer Columbus;Louisville City 2;4;1;
USA;USL League Two - Valley Division;2026;16;2026-06-21;Dayton;Northern Indiana;4;2;
USA;USL League Two - Valley Division;2026;16;2026-06-21;Toledo Villa;West Virginia;3;4;
USA;USL League Two - Valley Division;2026;17;2026-06-24;Northern Indiana;Kings Hammer Columbus;2;1;
USA;USL League Two - Valley Division;2026;17;2026-06-24;Toledo Villa;Dayton;0;1;
USA;USL League Two - Valley Division;2026;18;2026-06-25;Louisville City 2;West Virginia;1;1;
