Country;League;Round;MatchDate;Home;Away;HG;AG;Notes
USA;USL League Two - Mid-Atlantic Division;0;2026-06-28;Delaware;RC New Jersey;5;1;
USA;USL League Two - Mid-Atlantic Division;0;2026-06-28;Reading;PA Classics;8;2;
USA;USL League Two - Mid-Atlantic Division;0;2026-07-01;Reading;Eagle FC;1;1;
USA;USL League Two - Mid-Atlantic Division;0;2026-07-02;RC New Jersey;Delaware;1;1;
USA;USL League Two - Mid-Atlantic Division;1;2026-05-09;Philadelphia Lone Star;West Chester Utd;3;1;
USA;USL League Two - Mid-Atlantic Division;2;2026-05-13;LVU Rush;West Chester Utd;3;1;
USA;USL League Two - Mid-Atlantic Division;3;2026-05-16;Philadelphia Lone Star;Eagle FC;5;0;
USA;USL League Two - Mid-Atlantic Division;4;2026-05-17;West Chester Utd;PA Classics;1;0;
USA;USL League Two - Mid-Atlantic Division;5;2026-05-20;LVU Rush;Delaware;2;1;
USA;USL League Two - Mid-Atlantic Division;6;2026-05-21;RC New Jersey;PA Classics;4;2;
USA;USL League Two - Mid-Atlantic Division;7;2026-05-23;Ocean City;Philadelphia Lone Star;3;0;
USA;USL League Two - Mid-Atlantic Division;8;2026-05-24;LVU Rush;Reading;3;1;
USA;USL League Two - Mid-Atlantic Division;8;2026-05-24;PA Classics;Delaware;1;1;
USA;USL League Two - Mid-Atlantic Division;8;2026-05-24;West Chester Utd;Eagle FC;1;1;
USA;USL League Two - Mid-Atlantic Division;9;2026-05-27;Delaware;Philadelphia Lone Star;4;2;
USA;USL League Two - Mid-Atlantic Division;9;2026-05-27;LVU Rush;Eagle FC;3;0;
USA;USL League Two - Mid-Atlantic Division;10;2026-05-28;RC New Jersey;Reading;1;0;
USA;USL League Two - Mid-Atlantic Division;11;2026-05-30;Ocean City;Delaware;5;1;
USA;USL League Two - Mid-Atlantic Division;12;2026-05-31;Eagle FC;Reading;0;3;
USA;USL League Two - Mid-Atlantic Division;12;2026-05-31;LVU Rush;RC New Jersey;1;0;
USA;USL League Two - Mid-Atlantic Division;12;2026-05-31;Philadelphia Lone Star;PA Classics;6;2;
USA;USL League Two - Mid-Atlantic Division;13;2026-06-03;Eagle FC;Delaware;1;3;
