LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
USA_USLLeagueTwo_Chesapeake_2026;20260630;Lionsbridge;Hill City;Lionsbridge - Hill City;84.14;ALTA;4.8;13.0;12.2;9.6;8.4;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Iceland_BestaDeildKarla_2026;19;Vestmannaeyjar;Valur;Vestmannaeyjar - Valur;83.82;ALTA;2.91;10.34;12.73;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLWesternAustralia_2026;17;Dianella White Eagle;Perth Azzurri;Dianella White Eagle - Perth Azzurri;83.69;ALTA;2.18;11.08;12.33;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_TasmaniaSouthernChampionship_2026;13;New Town;Olympia Warriors;New Town - Olympia Warriors;83.62;ALTA;1.78;13.0;11.57;7.2;10.8;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPL_NSW_U20_2026;23;WS Wanderers U20;Sydney Olympic U20;WS Wanderers U20 - Sydney Olympic U20;83.54;ALTA;3.73;11.82;14.0;7.2;10.8;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLWesternAustralia_2026;17;Fremantle City;Bayswater City;Fremantle City - Bayswater City;83.44;ALTA;2.91;11.82;9.55;8.4;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLSouthAustralia_2026;17;FK Beograd;West Adelaide;FK Beograd - West Adelaide;83.43;ALTA;2.91;11.08;13.12;8.4;9.6;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Finland_Kakkonen_GroupC_2026;12;TP-47;GBK Kokkola;TP-47 - GBK Kokkola;83.38;ALTA;0.89;11.23;12.73;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_GreatForest_2026;20260630;Buffalo;Lorain County Leviathan;Buffalo - Lorain County Leviathan;82.88;ALTA;2.67;13.0;10.61;8.4;10.67;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_WAStateLeague_2026;15;Murdoch Melville;Floreat Athena;Murdoch Melville - Floreat Athena;82.47;ALTA;5.82;9.71;6.36;10.8;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
USA_USLLeagueTwo_LoneStar_2026;20260631;Houston FC;Hill Country Lobos;Houston FC - Hill Country Lobos;82.22;ALTA;1.0;11.16;14.0;9.33;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLQueensland_2026;17;Eastern Suburbs;Peninsula;Eastern Suburbs - Peninsula;82.03;ALTA;2.18;11.45;7.56;9.6;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_Southwest_2026;20260630;Ventura;AMSG FC;Ventura - AMSG FC;81.93;ALTA;8.0;13.0;14.0;8.0;9.33;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_Northwest_2026;20260629;Tacoma Stars;Snohomish United;Tacoma Stars - Snohomish United;81.62;ALTA;3.43;11.28;5.21;9.6;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_SAStateLeague_2026;17;Cove FC;Adelaide Atletico;Cove FC - Adelaide Atletico;81.55;ALTA;3.64;9.45;9.55;7.2;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Estonia_Esiliiga_2026;19;FC Tallinn;Nomme Utd U21;FC Tallinn - Nomme Utd U21;81.42;ALTA;1.78;7.3;14.0;6.0;10.8;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Finland_Ykkonen_2026;15;OLS Oulu;Inter Turku 2;OLS Oulu - Inter Turku 2;81.41;ALTA;3.64;11.36;14.0;8.4;7.2;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLWesternAustralia_2026;17;Perth Glory U23;Balcatta;Perth Glory U23 - Balcatta;80.78;ALTA;0.73;9.97;14.0;8.4;9.6;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_QueenslandPremierLeague_2026;18;North Star;Redlands;North Star - Redlands;80.64;ALTA;2.91;5.54;11.14;9.6;9.6;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLSouthAustralia_2026;17;Sturt Lions;Playford Patriots;Sturt Lions - Playford Patriots;80.34;ALTA;2.91;10.71;9.94;7.2;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_MidAtlantic_2026;20260630;West Chester Utd;Delaware;West Chester Utd - Delaware;80.28;ALTA;1.0;9.45;12.2;8.4;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_VictoriaPremierLeague2_2026;19;Goulburn Valley Suns;Moreland City;Goulburn Valley Suns - Moreland City;80.17;ALTA;7.38;12.86;13.92;7.2;8.4;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_NPLQueensland_2026;17;Gold Coast Knights;Moreton City Excelsior;Gold Coast Knights - Moreton City Excelsior;79.93;ALTA;1.45;13.0;9.15;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_GreatLakes_2026;20260630;Ann Arbor;Oakland County;Ann Arbor - Oakland County;79.75;ALTA;4.0;9.85;6.36;10.67;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
FaroeIslands_1Deild_2026;16;Fuglafjordur;Vikingur 2;Fuglafjordur - Vikingur 2;79.55;ALTA;2.67;11.82;9.33;8.4;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLTasmania_2026;14;Ulverstone;Kingborough Lions;Ulverstone - Kingborough Lions;79.53;ALTA;7.11;4.55;5.87;9.6;9.6;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLWesternAustralia_2026;17;Stirling Macedonia;Perth RedStar;Stirling Macedonia - Perth RedStar;79.34;ALTA;2.18;11.82;8.91;9.6;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Belarus_PershayaLiga_2026;14;Niva Dolbizno;BATE 2;Niva Dolbizno - BATE 2;79.16;ALTA;5.18;12.73;13.71;8.4;7.2;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_NPL_NSW_U20_2026;23;Manly Utd U20;SD Raiders U20;Manly Utd U20 - SD Raiders U20;79.04;ALTA;1.6;12.94;12.73;9.6;8.4;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo
Iceland_BestaDeildKarla_2026;19;Akranes;Breidablik;Akranes - Breidablik;79.03;ALTA;2.18;7.88;12.73;7.2;10.8;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLTasmania_2026;14;Launceston;Launceston United;Launceston - Launceston United;78.41;ALTA;4.44;13.0;14.0;9.6;7.2;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
USA_USLLeagueTwo_Northwest_2026;20260629;Midlakes United;Portland Bangers;Midlakes United - Portland Bangers;77.94;ALTA;2.29;9.13;8.68;9.6;7.2;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLACT_2026;16;Canberra White Eagles;Tigers FC;Canberra White Eagles - Tigers FC;77.39;ALTA;7.11;4.55;8.18;9.6;8.4;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_VictoriaPremierLeague2_2026;19;Bayside Argonauts;Essendon Royals SC;Bayside Argonauts - Essendon Royals SC;77.02;ALTA;0.62;12.51;9.55;8.4;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_NPLSouthAustralia_2026;17;NE Metrostars;West Torrens;NE Metrostars - West Torrens;76.98;ALTA;0.73;13.0;9.15;9.6;8.4;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLSouthAustralia_2026;17;Adelaide City;Para;Adelaide City - Para;76.9;ALTA;6.55;11.45;14.0;6.0;9.6;buon attacco casa, difesa trasferta vulnerabile, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Belarus_PershayaLiga_2026;14;BumProm Gomel;Orsha;BumProm Gomel - Orsha;76.44;ALTA;5.65;12.73;12.2;7.2;8.4;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
USA_USLLeagueTwo_SouthAtlantic_2026;20260631;Hickory;Appalachian;Hickory - Appalachian;76.03;ALTA;2.4;13.0;6.36;10.8;8.4;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Belarus_PershayaLiga_2026;14;Soligorsk;Din. Minsk 2;Soligorsk - Din. Minsk 2;75.91;ALTA;0.47;12.73;9.02;8.4;9.6;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Estonia_Meistriliiga_2026;19;Narva;Levadia;Narva - Levadia;75.64;ALTA;8.0;3.82;4.77;7.2;9.6;buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Finland_Kakkonen_GroupB_2026;12;Honka;MuSa;Honka - MuSa;75.59;ALTA;7.11;13.0;14.0;7.2;7.2;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_SAStateLeague_2026;17;Adelaide Cobras;Fulham Utd.;Adelaide Cobras - Fulham Utd.;75.38;ALTA;5.09;7.76;9.55;6.0;8.4;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_SAStateLeague_2026;17;Cumberland Utd.;Adelaide Croatia Raiders;Cumberland Utd. - Adelaide Croatia Raiders;75.38;ALTA;3.64;10.34;8.75;6.0;9.6;buon attacco casa, buon attacco trasferta, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_WAStateLeague_2026;15;Kingsley Westside;Nedlands;Kingsley Westside - Nedlands;75.3;ALTA;2.18;10.13;7.73;8.4;9.6;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo
Australia_VictoriaPremierLeague2_2026;19;Malvern;Eastern Lions;Malvern - Eastern Lions;75.19;ALTA;4.92;13.0;8.84;8.4;4.8;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPL_NSW_U20_2026;23;Sutherland U20;APIA Leichhardt U20;Sutherland U20 - APIA Leichhardt U20;74.72;MEDIA;6.93;10.69;4.55;8.4;7.2;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, alta tendenza BTTS
Finland_Veikkausliiga_2026;16;Jaro;Ilves;Jaro - Ilves;74.59;MEDIA;2.18;5.49;12.27;9.6;7.2;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo
Australia_VictoriaPremierLeague_2026;19;North Sunshine Eagles;Manningham United Blues;North Sunshine Eagles - Manningham United Blues;74.39;MEDIA;1.85;6.89;12.73;6.0;9.6;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Finland_Ykkonen_2026;15;SalPa;VJS;SalPa - VJS;74.05;MEDIA;2.18;12.8;7.52;9.6;6.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_QueenslandPremierLeague_2026;18;Robina City;Broadbeach Utd.;Robina City - Broadbeach Utd.;73.96;MEDIA;2.91;10.34;5.97;6.0;9.6;buon attacco casa, buon attacco trasferta, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_VictoriaPremierLeague_2026;19;North Geelong;Port Melbourne Sharks;North Geelong - Port Melbourne Sharks;73.94;MEDIA;4.92;10.78;14.0;10.8;6.0;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo
Belarus_PershayaLiga_2026;14;Slutsk;Ostrovets;Slutsk - Ostrovets;73.8;MEDIA;5.18;13.0;9.3;8.4;6.0;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo, alta tendenza BTTS
Sweden_Allsvenskan_2026;16;Degerfors;Malmo FF;Degerfors - Malmo FF;73.64;MEDIA;1.6;7.09;12.73;7.2;8.4;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_NorthernNSWStateLeague_2026;14;South Cardiff;New Lambton;South Cardiff - New Lambton;73.16;MEDIA;3.56;5.42;10.08;6.0;8.4;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLWesternAustralia_2026;17;Western Knights;Sorrento;Western Knights - Sorrento;73.13;MEDIA;0.73;10.71;10.74;9.6;8.4;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_QueenslandPremierLeague_2026;18;Brisbane Strikers;Logan Lightning;Brisbane Strikers - Logan Lightning;73.02;MEDIA;4.36;13.0;11.93;8.4;7.2;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta
Norway_OBOSLigaen_2026;15;Hodd;Strömsgodset;Hodd - Strömsgodset;72.97;MEDIA;3.73;8.18;8.81;7.2;8.4;buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLTasmania_2026;14;Devonport;Riverside Olympic;Devonport - Riverside Olympic;72.91;MEDIA;1.78;13.0;9.02;9.6;8.4;buon attacco casa, buon attacco trasferta, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo
Australia_NSWLeagueOne_2026;22;Bankstown City Lions;Dulwich Hill;Bankstown City Lions - Dulwich Hill;72.69;MEDIA;5.87;10.41;11.21;9.6;4.8;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over casa positivo, alta tendenza BTTS
USA_USLLeagueTwo_Northeast_2026;20260630;Western Mass Pioneers;Black Rock;Western Mass Pioneers - Black Rock;72.62;MEDIA;1.78;11.82;7.64;6.0;9.6;buon attacco casa, buon attacco trasferta, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_GreatPlains_2026;20260630;Menace;Santafe Wanderers;Menace - Santafe Wanderers;72.43;MEDIA;3.2;8.12;8.91;6.0;7.2;buon attacco trasferta, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLSouthAustralia_2026;17;Adelaide United U23;Campbelltown City;Adelaide United U23 - Campbelltown City;72.18;MEDIA;2.18;8.12;11.53;7.2;9.6;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo
FaroeIslands_1Deild_2026;16;Runavik 2;FC Suduroy;Runavik 2 - FC Suduroy;71.76;MEDIA;2.67;8.37;11.14;6.0;8.4;buon attacco trasferta, difesa trasferta vulnerabile, trend over recente trasferta, alta tendenza BTTS
USA_USLChampionship_2026;21;Loudoun;Sporting Jax;Loudoun - Sporting Jax;71.68;MEDIA;0.7;6.82;14.0;7.2;8.4;difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_WAStateLeague_2026;15;Joondalup;Quinns;Joondalup - Quinns;71.56;MEDIA;2.18;10.13;12.27;8.4;8.4;buon attacco casa, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Sweden_Allsvenskan_2026;16;Halmstad;Västerås SK;Halmstad - Västerås SK;71.19;MEDIA;2.13;5.32;14.0;4.8;8.4;buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_SAStateLeague_2026;17;Blue Eagles;South Adelaide;Blue Eagles - South Adelaide;71.14;MEDIA;3.64;9.45;14.0;8.4;4.8;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, profilo over trasferta positivo
Australia_NPLVictoria_2026;19;Hume City;Dandenong City;Hume City - Dandenong City;70.88;MEDIA;3.08;12.8;8.84;8.4;6.0;buon attacco casa, buon attacco trasferta, trend over recente casa, profilo over casa positivo, alta tendenza BTTS
