LeagueId;Round;Home;Away;Match;Score;Band;RankingGapComponent;HomeAttackComponent;AwayDefenseWeaknessComponent;HomeLast10OverComponent;AwayLast10OverComponent;Reason
Australia_NPLACT_2026;16;Belconnen Utd.;Canberra Juventus;Belconnen Utd. - Canberra Juventus;96.48;ALTA;2.67;10.45;12.2;12.0;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_TasmaniaSouthernChampionship_2026;13;Hobart City;University of Tasmania;Hobart City - University of Tasmania;96.36;ALTA;1.78;13.0;14.0;10.8;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Finland_Kakkonen_GroupC_2026;12;Narpes Kraft;Jaro 2;Narpes Kraft - Jaro 2;94.62;ALTA;3.56;13.0;14.0;10.67;9.33;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_TasmaniaNorthernChampionship_2026;13;Burnie Utd.;Riverside Olympic U21;Burnie Utd. - Riverside Olympic U21;94.25;ALTA;1.14;13.0;14.0;12.0;10.67;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_TasmaniaSouthernChampionship_2026;13;Taroona;Hobart Utd.;Taroona - Hobart Utd.;92.6;ALTA;3.56;13.0;14.0;10.8;12.0;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPLWesternAustralia_2026;17;Armadale;Olympic Kingsway;Armadale - Olympic Kingsway;91.91;ALTA;5.82;11.82;9.33;10.8;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLACT_2026;16;Queanbeyan City;Tuggeranong Utd;Queanbeyan City - Tuggeranong Utd;91.22;ALTA;0.89;13.0;14.0;9.6;12.0;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
FaroeIslands_1Deild_2026;16;TB Tvoroyri;Streymur 2;TB Tvoroyri - Streymur 2;90.28;ALTA;4.44;9.06;14.0;12.0;9.6;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_VictoriaPremierLeague_2026;19;Langwarrin;Eltham Redbacks;Langwarrin - Eltham Redbacks;89.81;ALTA;1.23;10.51;11.67;9.6;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLQueensland_2026;17;Queensland Lions;Olympic FC;Queensland Lions - Olympic FC;89.38;ALTA;4.36;13.0;13.12;9.6;10.8;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_TasmaniaNorthernChampionship_2026;13;Launceston U21;Somerset;Launceston U21 - Somerset;88.93;ALTA;1.14;11.33;14.0;8.4;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_TasmaniaNorthernChampionship_2026;13;Ulverstone U21;Northern Rangers;Ulverstone U21 - Northern Rangers;87.91;ALTA;1.14;13.0;7.64;12.0;12.0;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Iceland_Division_2_2026;22;KFA;Olafsvik;KFA - Olafsvik;87.76;ALTA;2.18;13.0;12.73;9.6;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
USA_USLLeagueTwo_GreatLakes_2026;20260630;Kalamazoo FC;Flint City;Kalamazoo FC - Flint City;86.99;ALTA;2.67;13.0;7.07;9.33;10.67;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Australia_NSWLeagueOne_2026;22;Blacktown Spartans;Newcastle Jets U23;Blacktown Spartans - Newcastle Jets U23;85.73;ALTA;6.4;13.0;13.03;8.4;7.2;buon attacco casa, buon attacco trasferta, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_TasmaniaNorthernChampionship_2026;13;Devonport U21;Launceston United U21;Devonport U21 - Launceston United U21;85.65;ALTA;8.0;13.0;14.0;10.8;9.6;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo
Australia_NPL_NSW_U20_2026;23;UNSW U20;Sydney FC U20;UNSW U20 - Sydney FC U20;84.95;ALTA;3.73;11.26;9.39;10.8;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Australia_WAStateLeague_2026;15;Mandurah City;Gwelup Croatia;Mandurah City - Gwelup Croatia;84.81;ALTA;5.09;13.0;12.73;10.8;7.2;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Finland_Kakkonen_GroupC_2026;12;Hercules;Vaajakoski;Hercules - Vaajakoski;84.79;ALTA;0.89;8.86;14.0;12.0;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
Iceland_Division_2_2026;22;Fjolnir;Kormakur/Hvot;Fjolnir - Kormakur/Hvot;84.61;ALTA;0.73;13.0;8.27;10.8;8.4;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, alta tendenza BTTS
Norway_OBOSLigaen_2026;15;Egersund;Moss;Egersund - Moss;84.55;ALTA;0.53;9.55;14.0;9.6;10.8;buon attacco casa, buon attacco trasferta, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over trasferta positivo, alta tendenza BTTS
Australia_NPLACT_2026;16;Monaro Panthers;Brindabella;Monaro Panthers - Brindabella;84.53;ALTA;7.11;13.0;14.0;10.8;7.2;buon attacco casa, difesa casa vulnerabile, difesa trasferta vulnerabile, trend over recente casa, trend over recente trasferta, profilo over casa positivo, profilo over trasferta positivo, alta tendenza BTTS
