PredictionDate;MatchDate;LeagueId;Round;Home;Away;HomeSourceLeagueId;AwaySourceLeagueId;CompetitionGroup;Score;Band;Reason;RankingGapScore;HomeAttackScore;AwayAttackScore;HomeDefenseWeaknessScore;AwayDefenseWeaknessScore;HomeLast10OverScore;AwayLast10OverScore;HomeVenueOverScore;AwayVenueOverScore;BTTSProfileScore;AlgorithmVersion
2026-07-16;2026-07-16;Norway_Eliteserien_2026;20;Bodo/Glimt;Fredrikstad;Norway_Eliteserien_2026;Norway_Eliteserien_2026;;72.59;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico | BTTS non elevato;3.73;13.0;7.39;4.17;11.67;7.2;7.2;6.4;5.33;6.5;2.1-dev
2026-07-16;2026-07-16;Kazakhstan_FirstLeague_2026;23;Kairat Almaty 2;Kaspij Aktau 2;Kazakhstan_FirstLeague_2026;Kazakhstan_FirstLeague_2026;;72.09;MEDIA;PRO: attacco casa positivo | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: ospite poco prolifico | profilo over interno debole | BTTS non elevato;6.15;13.0;7.27;2.45;10.77;9.6;7.2;4.57;6.0;5.08;2.1-dev
2026-07-16;2026-07-16;Australia_VictoriaPremierLeague_2026;22;Northcote City;Manningham United Blues;Australia_VictoriaPremierLeague_2026;Australia_VictoriaPremierLeague_2026;;71.55;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over casa non forte | profilo over interno debole;2.46;10.05;10.13;4.55;12.12;4.8;9.6;4.0;6.55;7.3;2.1-dev
2026-07-16;2026-07-16;Sweden_Allsvenskan_2026;18;Mjallby;Västerås SK;Sweden_Allsvenskan_2026;Sweden_Allsvenskan_2026;;71.16;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS non elevato;1.07;9.36;10.83;6.44;12.2;6.0;8.4;3.2;6.67;7.0;2.1-dev
2026-07-16;2026-07-16;Sweden_Allsvenskan_2026;18;Göteborg;Brommapojkarna;Sweden_Allsvenskan_2026;Sweden_Allsvenskan_2026;;70.6;MEDIA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | ospite poco prolifico | profilo over interno debole;1.6;6.89;8.37;10.0;10.08;7.2;8.4;3.2;6.86;8.0;2.1-dev
2026-07-16;2026-07-16;Australia_NPLSouthAustralia_2026;20;Campbelltown City;Adelaide Comets;Australia_NPLSouthAustralia_2026;Australia_NPLSouthAustralia_2026;;70.44;MEDIA;PRO: attacco casa positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: ospite poco prolifico | BTTS non elevato;1.45;8.86;6.6;7.32;12.73;7.2;8.4;5.0;6.0;6.86;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Colorado Storm;Snohomish United;USA_USLLeagueTwo_Mountain_2026;USA_USLLeagueTwo_Northwest_2026;USA_USLLeagueTwo_2026;70.18;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;0.17;13.0;13.0;1.14;8.18;7.2;10.8;5.33;6.86;4.5;2.1-dev
2026-07-16;2026-07-16;Finland_Kakkonen_GroupB_2026;14;GrIFK;Abo;Finland_Kakkonen_GroupB_2026;Finland_Kakkonen_GroupB_2026;;69.35;MEDIA;PRO: attacco trasferta positivo | difesa casa vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo | alta tendenza BTTS || CONTRO: attacco casa non dominante | profilo over interno debole;3.56;7.88;13.0;8.71;5.83;7.2;7.2;2.67;4.8;8.5;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Little Rock Rangers;GFI Woodlands;USA_USLLeagueTwo_MidSouth_2026;USA_USLLeagueTwo_LoneStar_2026;USA_USLLeagueTwo_2026;69.21;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS non elevato;4.6;10.83;13.0;2.27;10.61;6.0;8.4;2.67;5.33;5.5;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Ocean City;Motown 2;USA_USLLeagueTwo_Metropolitan_2026;USA_USLLeagueTwo_Metropolitan_2026;USA_USLLeagueTwo_2026;69.12;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente casa | trend over recente trasferta | profilo over interno positivo | profilo over esterno positivo || CONTRO: BTTS non elevato;2.38;13.0;13.0;2.27;4.77;8.4;9.6;5.71;5.33;4.64;2.1-dev
2026-07-16;2026-07-16;Australia_NSWLeagueOne_2026;26;Hurstville Zagreb;Dulwich Hill;Australia_NSWLeagueOne_2026;Australia_NSWLeagueOne_2026;;68.39;MEDIA;PRO: attacco casa positivo | difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | alta tendenza BTTS || CONTRO: ospite poco prolifico | profilo over interno debole | profilo over esterno debole;2.13;8.74;6.68;7.51;12.17;7.2;7.2;4.31;4.36;8.09;2.1-dev
2026-07-16;2026-07-16;Australia_VictoriaPremierLeague2_2026;21;Eastern Lions;Bayside Argonauts;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;67.98;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | profilo over esterno positivo | alta tendenza BTTS || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over interno debole;3.08;9.33;11.82;6.22;9.38;6.0;6.0;2.67;6.22;7.26;2.1-dev
2026-07-16;2026-07-16;Iceland_Division_2_2026;24;Hviti;Olafsvik;Iceland_Division_2_2026;Iceland_Division_2_2026;;67.32;MEDIA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | profilo over interno debole | BTTS non elevato;2.18;8.37;7.88;7.95;12.2;4.8;8.4;3.2;5.33;7.0;2.1-dev
2026-07-16;2026-07-16;Australia_VictoriaPremierLeague2_2026;21;Whittlesea United;Essendon Royals SC;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;66.73;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | difesa trasferta vulnerabile | trend over recente trasferta | alta tendenza BTTS || CONTRO: trend over casa non forte | profilo over interno debole | profilo over esterno debole;1.85;9.16;13.0;5.23;9.55;4.8;8.4;3.56;4.0;7.2;2.1-dev
2026-07-16;2026-07-16;Kazakhstan_FirstLeague_2026;23;FC Astana 2;Jaiyq;Kazakhstan_FirstLeague_2026;Kazakhstan_FirstLeague_2026;;66.24;MEDIA;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: ospite poco prolifico | trend over trasferta non forte | profilo over esterno debole | BTTS non elevato;1.23;10.91;5.0;7.69;8.32;10.8;6.0;6.86;3.43;6.0;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Dothan United;Brave SC;USA_USLLeagueTwo_Southeast_2026;USA_USLLeagueTwo_Southeast_2026;USA_USLLeagueTwo_2026;64.0;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over interno positivo || CONTRO: trend over casa non forte | profilo over esterno debole | BTTS non elevato;0.34;13.0;11.82;3.03;5.38;6.0;8.4;5.33;4.0;6.69;2.1-dev
2026-07-16;2026-07-16;Australia_NPLVictoria_2026;23;Green Gully;Dandenong Thunder;Australia_NPLVictoria_2026;Australia_NPLVictoria_2026;;63.68;MEDIA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | trend over recente casa | trend over recente trasferta | profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | profilo over interno debole | BTTS non elevato;0.62;4.14;6.5;9.55;13.68;7.2;7.2;4.0;4.8;6.0;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Charlotte Independ. 2;Appalachian;USA_USLLeagueTwo_SouthAtlantic_2026;USA_USLLeagueTwo_PlayIn_2026;USA_USLLeagueTwo_2026;62.76;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | profilo over interno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS non elevato;1.53;12.66;12.21;2.92;5.52;6.0;6.0;5.71;4.0;6.2;2.1-dev
2026-07-16;2026-07-16;USA_USLLeagueTwo_PlayOff_2026;1;Steel City;Northern Indiana;USA_USLLeagueTwo_GreatLakes_2026;USA_USLLeagueTwo_Valley_2026;USA_USLLeagueTwo_2026;62.57;MEDIA;PRO: attacco casa positivo | attacco trasferta positivo | trend over recente trasferta | profilo over esterno positivo || CONTRO: trend over casa non forte | profilo over interno debole | BTTS non elevato;1.19;9.85;11.82;1.14;8.81;4.8;9.6;4.0;5.71;5.65;2.1-dev
2026-07-16;2026-07-16;Iceland_Division_1_2026;22;Fylkir;Njardvik;Iceland_Division_1_2026;Iceland_Division_1_2026;;61.64;MEDIA;PRO: attacco casa positivo | difesa casa vulnerabile | trend over recente casa || CONTRO: ospite poco prolifico | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;2.91;11.82;8.02;6.82;7.73;7.2;6.0;4.57;2.29;4.29;2.1-dev
2026-07-16;2026-07-16;Australia_NPLVictoria_2026;23;Bentleigh;Dandenong City;Australia_NPLVictoria_2026;Australia_NPLVictoria_2026;;60.6;MEDIA;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over trasferta non forte | profilo over esterno debole | BTTS non elevato;1.85;5.32;7.32;10.0;8.18;9.6;4.8;5.09;3.2;5.24;2.1-dev
2026-07-16;2026-07-16;Australia_VictoriaPremierLeague2_2026;21;Box Hill;Altona City;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;58.7;BASSA;PRO: attacco casa positivo | trend over recente casa | profilo over esterno positivo || CONTRO: ospite poco prolifico | trend over trasferta non forte | profilo over interno debole | BTTS non elevato;3.69;8.71;5.02;5.98;8.91;8.4;2.4;4.0;4.8;6.79;2.1-dev
2026-07-16;2026-07-16;Australia_VictoriaPremierLeague2_2026;21;Springvale;Nunawading City;Australia_VictoriaPremierLeague2_2026;Australia_VictoriaPremierLeague2_2026;;57.86;BASSA;PRO: difesa casa vulnerabile | difesa trasferta vulnerabile | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over esterno debole | BTTS non elevato;1.23;7.39;5.6;7.95;10.05;6.0;3.6;5.6;4.0;6.44;2.1-dev
2026-07-16;2026-07-16;Somalia_NationalLeague_2026;23;Elman;Gaadiidka;Somalia_NationalLeague_2026;Somalia_NationalLeague_2026;;57.37;BASSA;PRO: attacco casa positivo | attacco trasferta positivo | profilo over esterno positivo || CONTRO: trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS non elevato;2.18;10.51;13.0;2.78;5.24;3.6;6.0;3.56;5.33;5.18;2.1-dev
2026-07-16;2026-07-16;Australia_NSWLeagueOne_2026;26;Prospect United;Macarthur Rams;Australia_NSWLeagueOne_2026;Australia_NSWLeagueOne_2026;;54.96;BASSA;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;6.4;5.65;8.12;8.1;6.89;6.0;3.6;2.18;1.6;6.4;2.1-dev
2026-07-16;2026-07-16;Australia_NPLNSW_2026;25;Sydney FC U23;Manly Utd;Australia_NPLNSW_2026;Australia_NPLNSW_2026;;52.58;BASSA;PRO: difesa casa vulnerabile || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;1.07;8.37;6.4;7.01;7.69;6.0;3.6;3.33;4.36;4.75;2.1-dev
2026-07-16;2026-07-16;Finland_Ykkosliiga_2026;16;KaPa;SJK Akatemia;Finland_Ykkosliiga_2026;Finland_Ykkosliiga_2026;;47.99;BASSA;PRO: difesa casa vulnerabile | trend over recente casa | profilo over interno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over trasferta non forte | profilo over esterno debole | BTTS non elevato;1.78;6.82;2.27;6.99;7.83;8.4;1.2;5.33;2.29;5.08;2.1-dev
2026-07-16;2026-07-16;Finland_Ykkosliiga_2026;16;Klubi 04;Haka;Finland_Ykkosliiga_2026;Finland_Ykkosliiga_2026;;47.99;BASSA;PRO: attacco trasferta positivo || CONTRO: attacco casa non dominante | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | profilo over esterno debole | BTTS non elevato;4.44;4.55;10.34;5.59;6.89;1.2;6.0;1.14;1.6;6.23;2.1-dev
2026-07-16;2026-07-16;Lebanon_PremierLeague_2026;24;Tadamon;Al Riyadi Abbasiyah;Lebanon_PremierLeague_2026;Lebanon_PremierLeague_2026;;45.78;BASSA;PRO: profilo over esterno positivo || CONTRO: attacco casa non dominante | ospite poco prolifico | trend over casa non forte | trend over trasferta non forte | profilo over interno debole | BTTS non elevato;1.45;3.38;5.37;5.63;8.68;3.6;6.0;2.67;5.09;3.91;2.1-dev
